"","uni","metric","metrix","stage","col","cclong2025.lad15.004","pval"
"30","Sigma.4.0","Sigma","2","4","1",5.87499242771653,5.03283356302032e-08
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",3441.54955531287,4.04062303412659e-08
"33","Tau2.4.0","Tau2","5","4","1",5973958.4771369,8.88265289693472e-15
"34","NPQ.4.0","NPQ","6","4","1",-0.00434650424726723,2.21519848195197e-90
"35","qP.4.0","qP","7","4","1",0.0611680819010796,2.16130608309985e-71
"36","ABQ.4.0","ABQ","8","4","1",-0.270343673116617,5.03283356302032e-08
"37","qm.4.0","qm","9","4","1",0.878677992683316,1.08065304154993e-71
"38","nTau1.4.0","nTau1","10","4","1",5.7805041831457,4.04062303412659e-08
"39","nTau2.4.0","nTau2","11","4","1",4.76008429284336,8.88265289693472e-15
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3934.3408251853,2.21519848195197e-90
"42","Fo.4.0","Fo","14","4","1",3755.45861962796,2.16130608309985e-71
"43","Quant.5.0","Quant","1","5","1",0.0698209932965933,7.78391772020535e-71
"44","Sigma.5.0","Sigma","2","5","1",4.17416596951298,4.37601135548837e-14
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1444.25701356407,9.2132170409555e-07
"47","Tau2.5.0","Tau2","5","5","1",3722506.51164091,2.01225309327391e-14
"48","NPQ.5.0","NPQ","6","5","1",0.0193832925204574,5.64924205204746e-86
"49","qP.5.0","qP","7","5","1",0.129605732428251,1.55678354404107e-70
"50","ABQ.5.0","ABQ","8","5","1",0.097424312430899,4.37601135548837e-14
"51","qm.5.0","qm","9","5","1",0.813692452625906,7.78391772020535e-71
"52","nTau1.5.0","nTau1","10","5","1",2.4258066240995,9.2132170409555e-07
"53","nTau2.5.0","nTau2","11","5","1",2.96611448571053,2.01225309327391e-14
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3842.75495274494,5.64924205204746e-86
"56","Fo.5.0","Fo","14","5","1",3574.44998494888,1.55678354404107e-70
"57","Quant.6.0","Quant","1","6","1",0.0864143727858152,2.92663032862162e-68
"58","Sigma.6.0","Sigma","2","6","1",4.19231456777165,7.64082318411057e-17
"59","Connect.6.0","Connect","3","6","1",0,1
"60","Tau1.6.0","Tau1","4","6","1",1136.53543293298,2.24887997584322e-08
"61","Tau2.6.0","Tau2","5","6","1",2985927.44005211,2.58631358909027e-16
"62","NPQ.6.0","NPQ","6","6","1",0.0651612508211545,7.01622581236958e-85
"63","qP.6.0","qP","7","6","1",0.210760881413925,5.85326065724323e-68
"64","ABQ.6.0","ABQ","8","6","1",0.0935000593773856,7.64082318411057e-17
"65","qm.6.0","qm","9","6","1",0.769415342127747,2.92663032862162e-68
"66","nTau1.6.0","nTau1","10","6","1",1.90895052323753,2.24887997584322e-08
"67","nTau2.6.0","nTau2","11","6","1",2.37920406734629,2.58631358909027e-16
"68","nCon.6.0","nCon","12","6","1",0,1
"69","Fm.6.0","Fm","13","6","1",3677.60298551844,7.01622581236958e-85
"70","Fo.6.0","Fo","14","6","1",3359.80523016962,5.85326065724323e-68
"71","Quant.7.0","Quant","1","7","1",0.0942637917381514,6.13006361031884e-68
"72","Sigma.7.0","Sigma","2","7","1",3.93400338208826,8.05530721270526e-19
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",1052.68510330266,6.83056708004081e-09
"75","Tau2.7.0","Tau2","5","7","1",2592390.64944652,7.12772419702528e-16
"76","NPQ.7.0","NPQ","6","7","1",0.108267512136953,2.02700182140765e-84
"77","qP.7.0","qP","7","7","1",0.270659676035307,1.22601272206377e-67
"78","ABQ.7.0","ABQ","8","7","1",0.149354425909001,8.05530721270526e-19
"79","qm.7.0","qm","9","7","1",0.748470266380839,6.13006361031884e-68
"80","nTau1.7.0","nTau1","10","7","1",1.76811362015184,6.83056708004081e-09
"81","nTau2.7.0","nTau2","11","7","1",2.06563170108582,7.12772419702528e-16
"82","nCon.7.0","nCon","12","7","1",0,1
"83","Fm.7.0","Fm","13","7","1",3534.56196557205,2.02700182140765e-84
"84","Fo.7.0","Fo","14","7","1",3201.38075256377,1.22601272206377e-67
"85","Quant.8.0","Quant","1","8","1",0.0980401387737434,2.7994307736031e-69
"86","Sigma.8.0","Sigma","2","8","1",3.80541706542773,8.76412471115817e-22
"87","Connect.8.0","Connect","3","8","1",0,1
"88","Tau1.8.0","Tau1","4","8","1",680.012152109639,3.77275926694948e-12
"89","Tau2.8.0","Tau2","5","8","1",2500824.07812327,1.23654919578103e-19
"90","NPQ.8.0","NPQ","6","8","1",0.143278534203071,3.14219607082337e-86
"91","qP.8.0","qP","7","8","1",0.312618647976715,5.59886154720619e-69
"92","ABQ.8.0","ABQ","8","8","1",0.177158515161686,8.76412471115817e-22
"93","qm.8.0","qm","9","8","1",0.738393612912936,2.7994307736031e-69
"94","nTau1.8.0","nTau1","10","8","1",1.14216373371452,3.77275926694948e-12
"95","nTau2.8.0","nTau2","11","8","1",1.99267093318403,1.23654919578103e-19
"96","nCon.8.0","nCon","12","8","1",0,1
"97","Fm.8.0","Fm","13","8","1",3426.32182699815,3.14219607082337e-86
"98","Fo.8.0","Fo","14","8","1",3090.40475959574,5.59886154720619e-69
"99","Quant.9.0","Quant","1","9","1",0.102769699185944,2.26473537439588e-68
"100","Sigma.9.0","Sigma","2","9","1",3.69192358764624,4.12535295533323e-21
"101","Connect.9.0","Connect","3","9","1",0,1
"102","Tau1.9.0","Tau1","4","9","1",757.883396303786,1.59958830301525e-11
"103","Tau2.9.0","Tau2","5","9","1",2341179.54115241,1.25400285669188e-19
"104","NPQ.9.0","NPQ","6","9","1",0.172357776549333,2.86088345837202e-84
"105","qP.9.0","qP","7","9","1",0.347576012442053,4.52947074879176e-68
"106","ABQ.9.0","ABQ","8","9","1",0.201699095122188,4.12535295533323e-21
"107","qm.9.0","qm","9","9","1",0.725773442976199,2.26473537439588e-68
"108","nTau1.9.0","nTau1","10","9","1",1.27295803017209,1.59958830301525e-11
"109","nTau2.9.0","nTau2","11","9","1",1.865465252766,1.25400285669188e-19
"110","nCon.9.0","nCon","12","9","1",0,1
"111","Fm.9.0","Fm","13","9","1",3341.33510642823,2.86088345837202e-84
"112","Fo.9.0","Fo","14","9","1",2997.94710266117,4.52947074879176e-68
"113","Quant.10.0","Quant","1","10","1",0.194063091121117,1.04391098132991e-64
"114","Sigma.10.0","Sigma","2","10","1",3.74700501167496,1.89834270000726e-35
"115","Connect.10.0","Connect","3","10","1",0.114858543963081,0.0214656735349696
"116","Tau1.10.0","Tau1","4","10","1",752.350087422267,1.03206787266153e-16
"117","Tau2.10.0","Tau2","5","10","1",1157538.40253962,1.54579321555356e-22
"118","NPQ.10.0","NPQ","6","10","1",0.440646828651553,3.21620994884752e-86
"119","qP.10.0","qP","7","10","1",0.652519898269468,2.08782196265981e-64
"120","ABQ.10.0","ABQ","8","10","1",0.189788894490944,1.89834270000726e-35
"121","qm.10.0","qm","9","10","1",0.482169805447688,1.04391098132991e-64
"122","nTau1.10.0","nTau1","10","10","1",1.26366415989006,1.03206787266153e-16
"123","nTau2.10.0","nTau2","11","10","1",0.922333221661855,1.54579321555356e-22
"124","nCon.10.0","nCon","12","10","1",0.521177947888536,0.0214656735349696
"125","Fm.10.0","Fm","13","10","1",2719.08431558134,3.21620994884752e-86
"126","Fo.10.0","Fo","14","10","1",2191.41040828068,2.08782196265981e-64
"127","Quant.11.0","Quant","1","11","1",0.198873129681732,3.2952328021603e-66
"128","Sigma.11.0","Sigma","2","11","1",3.68257117175752,5.98925816638076e-38
"129","Connect.11.0","Connect","3","11","1",0.0939531301430239,0.0300243655701608
"130","Tau1.11.0","Tau1","4","11","1",826.478399302757,4.7161930891712e-18
"131","Tau2.11.0","Tau2","5","11","1",1235816.24418222,5.873659691714e-21
"132","NPQ.11.0","NPQ","6","11","1",0.462885738234109,4.68710286747709e-88
"133","qP.11.0","qP","7","11","1",0.669985440755655,6.59046560432061e-66
"134","ABQ.11.0","ABQ","8","11","1",0.203721358554655,5.98925816638076e-38
"135","qm.11.0","qm","9","11","1",0.46933489083689,3.2952328021603e-66
"136","nTau1.11.0","nTau1","10","11","1",1.38817174289238,4.7161930891712e-18
"137","nTau2.11.0","nTau2","11","11","1",0.984705453726513,5.873659691714e-21
"138","nCon.11.0","nCon","12","11","1",0.426318303158928,0.0300243655701608
"139","Fm.11.0","Fm","13","11","1",2677.74857167385,4.68710286747709e-88
"140","Fo.11.0","Fo","14","11","1",2145.21633272429,6.59046560432061e-66
"141","Quant.12.0","Quant","1","12","1",0.205372311514738,1.91587503809202e-65
"142","Sigma.12.0","Sigma","2","12","1",3.62531406801534,1.00347850908531e-37
"143","Connect.12.0","Connect","3","12","1",0.122730375447706,0.00542594077804779
"144","Tau1.12.0","Tau1","4","12","1",837.058846507313,2.77341978616341e-18
"145","Tau2.12.0","Tau2","5","12","1",1230887.50424627,2.25563744679884e-20
"146","NPQ.12.0","NPQ","6","12","1",0.480228542677738,6.39536823486057e-87
"147","qP.12.0","qP","7","12","1",0.685991251550888,3.83175007618404e-65
"148","ABQ.12.0","ABQ","8","12","1",0.216102004210759,1.00347850908531e-37
"149","qm.12.0","qm","9","12","1",0.451992733842616,1.91587503809202e-65
"150","nTau1.12.0","nTau1","10","12","1",1.4059429004313,2.77341978616341e-18
"151","nTau2.12.0","nTau2","11","12","1",0.980778205547205,2.25563744679884e-20
"152","nCon.12.0","nCon","12","12","1",0.5568968838747,0.00542594077804779
"153","Fm.12.0","Fm","13","12","1",2646.3752610743,6.39536823486057e-87
"154","Fo.12.0","Fo","14","12","1",2102.88305657205,3.83175007618404e-65
"155","Quant.13.0","Quant","1","13","1",0.210645386576851,3.56498179232897e-65
"156","Sigma.13.0","Sigma","2","13","1",3.56762617255794,1.2046473787409e-37
"157","Connect.13.0","Connect","3","13","1",0.11213458713714,0.0117989875995722
"158","Tau1.13.0","Tau1","4","13","1",805.041824945975,1.06937371231845e-19
"159","Tau2.13.0","Tau2","5","13","1",1198034.5487806,4.7968223501145e-22
"160","NPQ.13.0","NPQ","6","13","1",0.506145219917746,2.42043842387585e-86
"161","qP.13.0","qP","7","13","1",0.704857717078478,7.12996358465794e-65
"162","ABQ.13.0","ABQ","8","13","1",0.228575799523923,1.2046473787409e-37
"163","qm.13.0","qm","9","13","1",0.437922271141397,3.56498179232897e-65
"164","nTau1.13.0","nTau1","10","13","1",1.35216638956239,1.06937371231845e-19
"165","nTau2.13.0","nTau2","11","13","1",0.954600782673554,4.7968223501145e-22
"166","nCon.13.0","nCon","12","13","1",0.508817820555415,0.0117989875995722
"167","Fm.13.0","Fm","13","13","1",2600.83831510773,2.42043842387585e-86
"168","Fo.13.0","Fo","14","13","1",2052.98372279798,7.12996358465794e-65
"169","Quant.14.0","Quant","1","14","1",0.21224244963192,8.7750950663242e-65
"170","Sigma.14.0","Sigma","2","14","1",3.55753761496174,1.23479083506908e-37
"171","Connect.14.0","Connect","3","14","1",0.113125664869146,0.0109021860040577
"172","Tau1.14.0","Tau1","4","14","1",767.312394909804,3.17559480425409e-19
"173","Tau2.14.0","Tau2","5","14","1",1097344.81138276,7.86812403532236e-23
"174","NPQ.14.0","NPQ","6","14","1",0.530889802544265,4.2562469028563e-86
"175","qP.14.0","qP","7","14","1",0.718949161488725,1.75501901326484e-64
"176","ABQ.14.0","ABQ","8","14","1",0.230757238133571,1.23479083506908e-37
"177","qm.14.0","qm","9","14","1",0.43366073192886,8.7750950663242e-65
"178","nTau1.14.0","nTau1","10","14","1",1.28879518869879,3.17559480425409e-19
"179","nTau2.14.0","nTau2","11","14","1",0.874370623847996,7.86812403532236e-23
"180","nCon.14.0","nCon","12","14","1",0.513314898793938,0.0109021860040577
"181","Fm.14.0","Fm","13","14","1",2558.79958803577,4.2562469028563e-86
"182","Fo.14.0","Fo","14","14","1",2015.71369535391,1.75501901326484e-64
"183","Quant.15.0","Quant","1","15","1",0.210905353893936,1.78996012592461e-65
"184","Sigma.15.0","Sigma","2","15","1",3.5524016706731,1.86463283938654e-38
"185","Connect.15.0","Connect","3","15","1",0.1460675341255,0.000639724411833097
"186","Tau1.15.0","Tau1","4","15","1",748.987314516167,2.3725468774897e-17
"187","Tau2.15.0","Tau2","5","15","1",1112598.64711141,3.52243666172574e-20
"188","NPQ.15.0","NPQ","6","15","1",0.559409611178237,1.01839114713233e-86
"189","qP.15.0","qP","7","15","1",0.731617575572847,3.57992025184923e-65
"190","ABQ.15.0","ABQ","8","15","1",0.23186777817474,1.86463283938654e-38
"191","qm.15.0","qm","9","15","1",0.437228584744847,1.78996012592461e-65
"192","nTau1.15.0","nTau1","10","15","1",1.25801597074204,2.3725468774897e-17
"193","nTau2.15.0","nTau2","11","15","1",0.88652496742696,3.52243666172574e-20
"194","nCon.15.0","nCon","12","15","1",0.662790725547912,0.000639724411833097
"195","Fm.15.0","Fm","13","15","1",2512.0020859168,1.01839114713233e-86
"196","Fo.15.0","Fo","14","15","1",1982.20739700421,3.57992025184923e-65
"197","Quant.16.0","Quant","1","16","1",0.0808987250831576,5.91208450348484e-69
"198","Sigma.16.0","Sigma","2","16","1",3.91147991891075,9.60726291346085e-17
"199","Connect.16.0","Connect","3","16","1",0,1
"200","Tau1.16.0","Tau1","4","16","1",547.560199499571,2.50395379275621e-11
"201","Tau2.16.0","Tau2","5","16","1",3953765.16706793,2.51828151268864e-13
"202","NPQ.16.0","NPQ","6","16","1",0.248036076954736,5.46723732403257e-85
"203","qP.16.0","qP","7","16","1",0.39035404768331,1.18241690069697e-68
"204","ABQ.16.0","ABQ","8","16","1",0.154224651580995,9.60726291346085e-17
"205","qm.16.0","qm","9","16","1",0.784133075966,5.91208450348484e-69
"206","nTau1.16.0","nTau1","10","16","1",0.919694449508987,2.50395379275621e-11
"207","nTau2.16.0","nTau2","11","16","1",3.15038270543372,2.51828151268864e-13
"208","nCon.16.0","nCon","12","16","1",0,1
"209","Fm.16.0","Fm","13","16","1",3138.72352603514,5.46723732403257e-85
"210","Fo.16.0","Fo","14","16","1",2884.80479439038,1.18241690069697e-68
"211","Quant.17.0","Quant","1","17","1",0.0808485534476521,3.55988635687424e-69
"212","Sigma.17.0","Sigma","2","17","1",3.98432070756768,9.08421978720098e-15
"213","Connect.17.0","Connect","3","17","1",0,1
"214","Tau1.17.0","Tau1","4","17","1",435.306691681136,1.90111807466291e-08
"215","Tau2.17.0","Tau2","5","17","1",3738338.21869526,6.43345772110474e-13
"216","NPQ.17.0","NPQ","6","17","1",0.288402301112172,2.1077400444477e-83
"217","qP.17.0","qP","7","17","1",0.424469039657578,7.11977271374846e-69
"218","ABQ.17.0","ABQ","8","17","1",0.138474361490641,9.08421978720098e-15
"219","qm.17.0","qm","9","17","1",0.78426695195254,3.55988635687424e-69
"220","nTau1.17.0","nTau1","10","17","1",0.731150928316465,1.90111807466291e-08
"221","nTau2.17.0","nTau2","11","17","1",2.97872928046793,6.43345772110474e-13
"222","nCon.17.0","nCon","12","17","1",0,1
"223","Fm.17.0","Fm","13","17","1",3040.38590485053,2.1077400444477e-83
"224","Fo.17.0","Fo","14","17","1",2794.57510252073,7.11977271374846e-69
"225","Quant.18.0","Quant","1","18","1",0.0759949283559948,3.03351235755309e-69
"226","Sigma.18.0","Sigma","2","18","1",3.96184795255471,2.55839755909234e-14
"227","Connect.18.0","Connect","3","18","1",0,1
"228","Tau1.18.0","Tau1","4","18","1",788.898547375523,4.78721525066187e-09
"229","Tau2.18.0","Tau2","5","18","1",3714936.97299332,2.81605823190611e-13
"230","NPQ.18.0","NPQ","6","18","1",0.335771926950083,6.58418862547309e-84
"231","qP.18.0","qP","7","18","1",0.456557072905388,6.06702471510617e-69
"232","ABQ.18.0","ABQ","8","18","1",0.14333362258748,2.55839755909234e-14
"233","qm.18.0","qm","9","18","1",0.797218171120373,3.03351235755309e-69
"234","nTau1.18.0","nTau1","10","18","1",1.32505177679105,4.78721525066187e-09
"235","nTau2.18.0","nTau2","11","18","1",2.96008303400923,2.81605823190611e-13
"236","nCon.18.0","nCon","12","18","1",0,1
"237","Fm.18.0","Fm","13","18","1",2932.56664333597,6.58418862547309e-84
"238","Fo.18.0","Fo","14","18","1",2709.70645137648,6.06702471510617e-69
"239","Quant.19.0","Quant","1","19","1",0.0791028636839751,2.17327243840871e-69
"240","Sigma.19.0","Sigma","2","19","1",3.76650960514081,1.56792630770837e-15
"241","Connect.19.0","Connect","3","19","1",0,1
"242","Tau1.19.0","Tau1","4","19","1",429.452547678862,5.03934909612672e-09
"243","Tau2.19.0","Tau2","5","19","1",3861904.48284657,2.17341291228131e-12
"244","NPQ.19.0","NPQ","6","19","1",0.386308223519099,1.02837205365539e-83
"245","qP.19.0","qP","7","19","1",0.497224966314105,4.34654487681741e-69
"246","ABQ.19.0","ABQ","8","19","1",0.185571435964673,1.56792630770837e-15
"247","qm.19.0","qm","9","19","1",0.788925080732879,2.17327243840871e-69
"248","nTau1.19.0","nTau1","10","19","1",0.721318176136087,5.03934909612672e-09
"249","nTau2.19.0","nTau2","11","19","1",3.07718758669203,2.17341291228131e-12
"250","nCon.19.0","nCon","12","19","1",0,1
"251","Fm.19.0","Fm","13","19","1",2825.66324690381,1.02837205365539e-83
"252","Fo.19.0","Fo","14","19","1",2602.14519226716,4.34654487681741e-69
"253","Quant.20.0","Quant","1","20","1",0.0797207321137827,7.6676386142788e-69
"254","Sigma.20.0","Sigma","2","20","1",4.11079302186575,2.60064171740353e-14
"255","Connect.20.0","Connect","3","20","1",0,1
"256","Tau1.20.0","Tau1","4","20","1",639.981169451234,2.80834892154908e-08
"257","Tau2.20.0","Tau2","5","20","1",3596093.86719639,5.03227202283307e-13
"258","NPQ.20.0","NPQ","6","20","1",0.443833045350312,1.31194204231939e-83
"259","qP.20.0","qP","7","20","1",0.537056925699611,1.53352772285576e-68
"260","ABQ.20.0","ABQ","8","20","1",0.111127380831568,2.60064171740353e-14
"261","qm.20.0","qm","9","20","1",0.787276385314463,7.6676386142788e-69
"262","nTau1.20.0","nTau1","10","20","1",1.07492679320465,2.80834892154908e-08
"263","nTau2.20.0","nTau2","11","20","1",2.86538816738408,5.03227202283307e-13
"264","nCon.20.0","nCon","12","20","1",0,1
"265","Fm.20.0","Fm","13","20","1",2713.08390446764,1.31194204231939e-83
"266","Fo.20.0","Fo","14","20","1",2496.79486931736,1.53352772285576e-68
"267","Quant.21.0","Quant","1","21","1",0.0798260677718541,8.1737997721359e-71
"268","Sigma.21.0","Sigma","2","21","1",3.67296328875032,4.36182857973118e-17
"269","Connect.21.0","Connect","3","21","1",0,1
"270","Tau1.21.0","Tau1","4","21","1",518.87341705233,5.24635085840277e-10
"271","Tau2.21.0","Tau2","5","21","1",4010375.0708223,3.84316283676892e-14
"272","NPQ.21.0","NPQ","6","21","1",0.499866033782449,8.33342000082911e-85
"273","qP.21.0","qP","7","21","1",0.572428059966627,1.63475995442717e-70
"274","ABQ.21.0","ABQ","8","21","1",0.205798861383876,4.36182857973118e-17
"275","qm.21.0","qm","9","21","1",0.786995311855325,8.1737997721359e-71
"276","nTau1.21.0","nTau1","10","21","1",0.871511483297944,5.24635085840277e-10
"277","nTau2.21.0","nTau2","11","21","1",3.19548980062225,3.84316283676892e-14
"278","nCon.21.0","nCon","12","21","1",0,1
"279","Fm.21.0","Fm","13","21","1",2611.72671948555,8.33342000082911e-85
"280","Fo.21.0","Fo","14","21","1",2403.24284537433,1.63475995442717e-70
"281","Quant.22.0","Quant","1","22","1",0.0804576838925213,1.49745881869212e-70
"282","Sigma.22.0","Sigma","2","22","1",3.52895415495171,9.21334772289609e-16
"283","Connect.22.0","Connect","3","22","1",0,1
"284","Tau1.22.0","Tau1","4","22","1",721.233746636424,3.81553520829445e-09
"285","Tau2.22.0","Tau2","5","22","1",4274174.25661891,1.2036413150512e-11
"286","NPQ.22.0","NPQ","6","22","1",0.559527523543979,9.61151412283896e-83
"287","qP.22.0","qP","7","22","1",0.607789080702062,2.99491763738327e-70
"288","ABQ.22.0","ABQ","8","22","1",0.236937810794091,9.21334772289609e-16
"289","qm.22.0","qm","9","22","1",0.785309932648192,1.49745881869212e-70
"290","nTau1.22.0","nTau1","10","22","1",1.21140045274713,3.81553520829445e-09
"291","nTau2.22.0","nTau2","11","22","1",3.40568650111507,1.2036413150512e-11
"292","nCon.22.0","nCon","12","22","1",0,1
"293","Fm.22.0","Fm","13","22","1",2511.8121590933,9.61151412283896e-83
"294","Fo.22.0","Fo","14","22","1",2309.71757039958,2.99491763738327e-70
"295","Quant.23.0","Quant","1","23","1",0.321529151213101,1.27134875422004e-59
"296","Sigma.23.0","Sigma","2","23","1",3.85012446898678,1.96026433300222e-44
"297","Connect.23.0","Connect","3","23","1",0.135671948257081,2.01354247532108e-05
"298","Tau1.23.0","Tau1","4","23","1",951.175198705147,1.12640025769307e-14
"299","Tau2.23.0","Tau2","5","23","1",678786.929012674,3.80766989460191e-16
"300","NPQ.23.0","NPQ","6","23","1",1.08880374486913,1.10621681429383e-85
"301","qP.23.0","qP","7","23","1",1,2.54269750844009e-59
"302","ABQ.23.0","ABQ","8","23","1",0.167491478488621,1.96026433300222e-44
"303","qm.23.0","qm","9","23","1",0.142044466234919,1.27134875422004e-59
"304","nTau1.23.0","nTau1","10","23","1",1.5976152970198,1.12640025769307e-14
"305","nTau2.23.0","nTau2","11","23","1",0.540861308518694,3.80766989460191e-16
"306","nCon.23.0","nCon","12","23","1",0.615620093542133,2.01354247532108e-05
"307","Fm.23.0","Fm","13","23","1",1875.35100207504,1.10621681429383e-85
"308","Fo.23.0","Fo","14","23","1",1272.37098615122,2.54269750844009e-59
"309","Quant.24.0","Quant","1","24","1",0.335371840911179,1.43897425476636e-59
"310","Sigma.24.0","Sigma","2","24","1",4.11750358405316,6.83955769457717e-46
"311","Connect.24.0","Connect","3","24","1",0.149531037472216,8.34186905276017e-07
"312","Tau1.24.0","Tau1","4","24","1",669.798711575922,1.199589789939e-17
"313","Tau2.24.0","Tau2","5","24","1",765441.219751333,2.3604325690425e-16
"314","NPQ.24.0","NPQ","6","24","1",1.05899366130094,6.69882449600909e-87
"315","qP.24.0","qP","7","24","1",1.00299235154211,2.87794850953273e-59
"316","ABQ.24.0","ABQ","8","24","1",0.10967636275406,6.83955769457717e-46
"317","qm.24.0","qm","9","24","1",0.105107186414877,1.43897425476636e-59
"318","nTau1.24.0","nTau1","10","24","1",1.12500900884986,1.199589789939e-17
"319","nTau2.24.0","nTau2","11","24","1",0.609907943146503,2.3604325690425e-16
"320","nCon.24.0","nCon","12","24","1",0.678506592251974,8.34186905276017e-07
"321","Fm.24.0","Fm","13","24","1",1902.50230960079,6.69882449600909e-87
"322","Fo.24.0","Fo","14","24","1",1264.4566076922,2.87794850953273e-59
"323","Quant.25.0","Quant","1","25","1",0.345519110187712,9.29904044044126e-58
"324","Sigma.25.0","Sigma","2","25","1",4.21442457564684,3.04152751873252e-45
"325","Connect.25.0","Connect","3","25","1",0.154679291437939,1.12536587327694e-06
"326","Tau1.25.0","Tau1","4","25","1",737.231255144321,1.46087506031355e-17
"327","Tau2.25.0","Tau2","5","25","1",710064.322339863,1.45518525763517e-16
"328","NPQ.25.0","NPQ","6","25","1",0.977019355494422,1.38556993623914e-85
"329","qP.25.0","qP","7","25","1",0.990771242445025,1.85980808808825e-57
"330","ABQ.25.0","ABQ","8","25","1",0.0887192347274182,3.04152751873252e-45
"331","qm.25.0","qm","9","25","1",0.0780306187209081,9.29904044044126e-58
"332","nTau1.25.0","nTau1","10","25","1",1.23827022851632,1.46087506031355e-17
"333","nTau2.25.0","nTau2","11","25","1",0.565783314466279,1.45518525763517e-16
"334","nCon.25.0","nCon","12","25","1",0.701867122034826,1.12536587327694e-06
"335","Fm.25.0","Fm","13","25","1",1981.38687170252,1.38556993623914e-85
"336","Fo.25.0","Fo","14","25","1",1296.77984285425,1.85980808808825e-57
"337","Quant.26.0","Quant","1","26","1",0.35409971665265,3.07901578817186e-57
"338","Sigma.26.0","Sigma","2","26","1",4.2238860358248,1.30655247255547e-45
"339","Connect.26.0","Connect","3","26","1",0.158105275971927,7.43466452778764e-07
"340","Tau1.26.0","Tau1","4","26","1",767.036974149482,9.19572923588106e-17
"341","Tau2.26.0","Tau2","5","26","1",715431.661765812,1.31371589388535e-14
"342","NPQ.26.0","NPQ","6","26","1",0.912989905774184,4.43366042792189e-85
"343","qP.26.0","qP","7","26","1",0.981003726421721,6.15803157634373e-57
"344","ABQ.26.0","ABQ","8","26","1",0.0866733927585309,1.30655247255547e-45
"345","qm.26.0","qm","9","26","1",0.0551344714450582,3.07901578817186e-57
"346","nTau1.26.0","nTau1","10","26","1",1.28833258578356,9.19572923588106e-17
"347","nTau2.26.0","nTau2","11","26","1",0.570060041228542,1.31371589388535e-14
"348","nCon.26.0","nCon","12","26","1",0.71741274474005,7.43466452778764e-07
"349","Fm.26.0","Fm","13","26","1",2047.7056278523,4.43366042792189e-85
"350","Fo.26.0","Fo","14","26","1",1322.61364524176,6.15803157634373e-57
"351","Quant.27.0","Quant","1","27","1",0.360747609525185,2.16819284309814e-56
"352","Sigma.27.0","Sigma","2","27","1",4.2104254820274,1.83897584194929e-45
"353","Connect.27.0","Connect","3","27","1",0.173197975241891,1.17841628782666e-07
"354","Tau1.27.0","Tau1","4","27","1",781.32213977918,7.98397304075761e-17
