"","uni","metric","metrix","stage","col","cclong2025.lad24.004","pval"
"76","NPQ.7.0","NPQ","6","7","1",0.131321946699152,9.56818013576101e-86
"77","qP.7.0","qP","7","7","1",0.328621254882985,6.96799528973447e-68
"78","ABQ.7.0","ABQ","8","7","1",0.0785329572410552,5.27159038141249e-23
"79","qm.7.0","qm","9","7","1",0.706288941547243,3.48399764486724e-68
"80","nTau1.7.0","nTau1","10","7","1",1.42210573102589,7.17369388252457e-14
"81","nTau2.7.0","nTau2","11","7","1",2.52709029093882,5.71990342307303e-13
"82","nCon.7.0","nCon","12","7","1",0,1
"83","Fm.7.0","Fm","13","7","1",2839.24059584552,9.56818013576101e-86
"84","Fo.7.0","Fo","14","7","1",2533.61611806915,6.96799528973447e-68
"85","Quant.8.0","Quant","1","8","1",0.112259518679212,1.30767120510786e-67
"86","Sigma.8.0","Sigma","2","8","1",3.91750545289014,4.12498140901034e-23
"87","Connect.8.0","Connect","3","8","1",0,1
"88","Tau1.8.0","Tau1","4","8","1",815.194158249372,8.46986594044893e-15
"89","Tau2.8.0","Tau2","5","8","1",3453396.91366585,6.68165243103264e-11
"90","NPQ.8.0","NPQ","6","8","1",0.160977840884545,1.74586854820307e-85
"91","qP.8.0","qP","7","8","1",0.366153968754295,2.61534241021572e-67
"92","ABQ.8.0","ABQ","8","8","1",0.0507874710798718,4.12498140901034e-23
"93","qm.8.0","qm","9","8","1",0.69369256696431,1.30767120510786e-67
"94","nTau1.8.0","nTau1","10","8","1",1.6878651875663,8.46986594044893e-15
"95","nTau2.8.0","nTau2","11","8","1",2.71971145537555,6.68165243103264e-11
"96","nCon.8.0","nCon","12","8","1",0,1
"97","Fm.8.0","Fm","13","8","1",2766.71533678191,1.74586854820307e-85
"98","Fo.8.0","Fo","14","8","1",2456.12520475238,2.61534241021572e-67
"99","Quant.9.0","Quant","1","9","1",0.113523723080557,6.39059601371453e-67
"100","Sigma.9.0","Sigma","2","9","1",4.08823411137856,1.20846397682442e-24
"101","Connect.9.0","Connect","3","9","1",0,1
"102","Tau1.9.0","Tau1","4","9","1",734.660836953609,2.90330844027535e-16
"103","Tau2.9.0","Tau2","5","9","1",3453987.70639449,1.95181262924874e-11
"104","NPQ.9.0","NPQ","6","9","1",0.184407479930766,3.17314696305002e-87
"105","qP.9.0","qP","7","9","1",0.391347393279809,1.27811920274291e-66
"106","ABQ.9.0","ABQ","8","9","1",0.00941987539129929,1.20846397682442e-24
"107","qm.9.0","qm","9","9","1",0.690243102637681,6.39059601371453e-67
"108","nTau1.9.0","nTau1","10","9","1",1.52112038440662,2.90330844027535e-16
"109","nTau2.9.0","nTau2","11","9","1",2.72017673225858,1.95181262924874e-11
"110","nCon.9.0","nCon","12","9","1",0,1
"111","Fm.9.0","Fm","13","9","1",2711.98489748391,3.17314696305002e-87
"112","Fo.9.0","Fo","14","9","1",2404.11027498329,1.27811920274291e-66
"113","Quant.10.0","Quant","1","10","1",0.185241987724084,1.52639867731188e-63
"114","Sigma.10.0","Sigma","2","10","1",4.37569710671592,2.940473181187e-34
"115","Connect.10.0","Connect","3","10","1",0.0155769129020643,0.770385000445506
"116","Tau1.10.0","Tau1","4","10","1",1064.65965434769,6.78669475720728e-16
"117","Tau2.10.0","Tau2","5","10","1",2077958.60583505,7.46933192603592e-09
"118","NPQ.10.0","NPQ","6","10","1",0.307521313129529,3.35482761300887e-88
"119","qP.10.0","qP","7","10","1",0.586323330409865,3.05279735462377e-63
"120","ABQ.10.0","ABQ","8","10","1",-0.0602324786529871,2.940473181187e-34
"121","qm.10.0","qm","9","10","1",0.494555130667062,1.52639867731188e-63
"122","nTau1.10.0","nTau1","10","10","1",2.20438523632075,6.78669475720728e-16
"123","nTau2.10.0","nTau2","11","10","1",1.63648951029109,7.46933192603592e-09
"124","nCon.10.0","nCon","12","10","1",0.0619989562922674,0.770385000445506
"125","Fm.10.0","Fm","13","10","1",2456.62932281473,3.35482761300887e-88
"126","Fo.10.0","Fo","14","10","1",2001.55842395526,3.05279735462377e-63
"127","Quant.11.0","Quant","1","11","1",0.199374497251442,3.88581435258837e-64
"128","Sigma.11.0","Sigma","2","11","1",4.2447098197597,1.15963666544517e-36
"129","Connect.11.0","Connect","3","11","1",0.0297712233727273,0.518494064974466
"130","Tau1.11.0","Tau1","4","11","1",1036.99025597199,7.62265490596986e-17
"131","Tau2.11.0","Tau2","5","11","1",1859568.07214362,1.04772419879118e-09
"132","NPQ.11.0","NPQ","6","11","1",0.303311866782962,8.70603507070371e-89
"133","qP.11.0","qP","7","11","1",0.6000623129236,7.77162870517674e-64
"134","ABQ.11.0","ABQ","8","11","1",-0.0284942270019601,1.15963666544517e-36
"135","qm.11.0","qm","9","11","1",0.455993654842035,3.88581435258837e-64
"136","nTau1.11.0","nTau1","10","11","1",2.14709555409395,7.62265490596986e-17
"137","nTau2.11.0","nTau2","11","11","1",1.46449675907395,1.04772419879118e-09
"138","nCon.11.0","nCon","12","11","1",0.118494902568817,0.518494064974466
"139","Fm.11.0","Fm","13","11","1",2464.56376244606,8.70603507070371e-89
"140","Fo.11.0","Fo","14","11","1",1973.19260136425,7.77162870517674e-64
"141","Quant.12.0","Quant","1","12","1",0.20655200212442,5.25903307243063e-63
"142","Sigma.12.0","Sigma","2","12","1",4.24270270794926,2.95044130576426e-36
"143","Connect.12.0","Connect","3","12","1",0.050835842107007,0.278890639425703
"144","Tau1.12.0","Tau1","4","12","1",1065.49700751265,1.19563011405534e-16
"145","Tau2.12.0","Tau2","5","12","1",1811211.23821785,4.73286300431246e-09
"146","NPQ.12.0","NPQ","6","12","1",0.309471732782277,1.1898704320681e-87
"147","qP.12.0","qP","7","12","1",0.613085643564257,1.05180661448613e-62
"148","ABQ.12.0","ABQ","8","12","1",-0.0280079033196263,2.95044130576426e-36
"149","qm.12.0","qm","9","12","1",0.436409363735946,5.25903307243063e-63
"150","nTau1.12.0","nTau1","10","12","1",2.20611898188617,1.19563011405534e-16
"151","nTau2.12.0","nTau2","11","12","1",1.42641349252177,4.73286300431246e-09
"152","nCon.12.0","nCon","12","12","1",0.202335929634379,0.278890639425703
"153","Fm.12.0","Fm","13","12","1",2452.97024565347,1.1898704320681e-87
"154","Fo.12.0","Fo","14","12","1",1946.30433026211,1.05180661448613e-62
"155","Quant.13.0","Quant","1","13","1",0.211216945913687,2.92934130865293e-63
"156","Sigma.13.0","Sigma","2","13","1",4.16305121548349,7.31005667436554e-38
"157","Connect.13.0","Connect","3","13","1",0.11607768608237,0.00633564366183045
"158","Tau1.13.0","Tau1","4","13","1",1024.44606203626,6.74352006055836e-18
"159","Tau2.13.0","Tau2","5","13","1",1641950.08770229,1.57837042363838e-10
"160","NPQ.13.0","NPQ","6","13","1",0.311559407237348,6.24080775576518e-88
"161","qP.13.0","qP","7","13","1",0.620119751900965,5.85868261730587e-63
"162","ABQ.13.0","ABQ","8","13","1",-0.00870832722333281,7.31005667436554e-38
"163","qm.13.0","qm","9","13","1",0.42368075974621,2.92934130865293e-63
"164","nTau1.13.0","nTau1","10","13","1",2.12112271310149,6.74352006055836e-18
"165","nTau2.13.0","nTau2","11","13","1",1.29311242649443,1.57837042363838e-10
"166","nCon.13.0","nCon","12","13","1",0.46201037594392,0.00633564366183045
"167","Fm.13.0","Fm","13","13","1",2449.06573069773,6.24080775576518e-88
"168","Fo.13.0","Fo","14","13","1",1931.78154671788,5.85868261730587e-63
"169","Quant.14.0","Quant","1","14","1",0.21971455868783,7.0570012621286e-67
"170","Sigma.14.0","Sigma","2","14","1",4.15976944149944,1.95884891983519e-42
"171","Connect.14.0","Connect","3","14","1",0.105666456877429,0.00167149476782758
"172","Tau1.14.0","Tau1","4","14","1",997.824796435218,2.58701844280149e-18
"173","Tau2.14.0","Tau2","5","14","1",1529540.6379956,3.44861649222455e-11
"174","NPQ.14.0","NPQ","6","14","1",0.316806386087354,9.55381292283858e-92
"175","qP.14.0","qP","7","14","1",0.633887741479699,1.41140025242572e-66
"176","ABQ.14.0","ABQ","8","14","1",-0.00791315258472625,1.95884891983519e-42
"177","qm.14.0","qm","9","14","1",0.400494467960862,7.0570012621286e-67
"178","nTau1.14.0","nTau1","10","14","1",2.06600319709139,2.58701844280149e-18
"179","nTau2.14.0","nTau2","11","14","1",1.20458473167604,3.44861649222455e-11
"180","nCon.14.0","nCon","12","14","1",0.420571783555028,0.00167149476782758
"181","Fm.14.0","Fm","13","14","1",2439.30712364128,9.55381292283858e-92
"182","Fo.14.0","Fo","14","14","1",1903.35583546636,1.41140025242572e-66
"183","Quant.15.0","Quant","1","15","1",0.224831392047102,1.94380650997991e-66
"184","Sigma.15.0","Sigma","2","15","1",4.03792789499636,1.53232157423073e-42
"185","Connect.15.0","Connect","3","15","1",0.129312195405103,0.000136402330178909
"186","Tau1.15.0","Tau1","4","15","1",1014.11297270472,1.70984569999507e-17
"187","Tau2.15.0","Tau2","5","15","1",1542635.47270057,4.94355402268159e-10
"188","NPQ.15.0","NPQ","6","15","1",0.318022929774343,5.89127781026683e-91
"189","qP.15.0","qP","7","15","1",0.640778498592829,3.88761301995982e-66
"190","ABQ.15.0","ABQ","8","15","1",0.0216090839187112,1.53232157423073e-42
"191","qm.15.0","qm","9","15","1",0.386532853747739,1.94380650997991e-66
"192","nTau1.15.0","nTau1","10","15","1",2.09972797960613,1.70984569999507e-17
"193","nTau2.15.0","nTau2","11","15","1",1.21489752596055,4.94355402268159e-10
"194","nCon.15.0","nCon","12","15","1",0.514686138478417,0.000136402330178909
"195","Fm.15.0","Fm","13","15","1",2437.05562739273,5.89127781026683e-91
"196","Fo.15.0","Fo","14","15","1",1889.1290181898,3.88761301995982e-66
"197","Quant.16.0","Quant","1","16","1",0.103001292772984,4.89899067160624e-70
"198","Sigma.16.0","Sigma","2","16","1",3.60334174186868,3.09529963933738e-25
"199","Connect.16.0","Connect","3","16","1",0,1
"200","Tau1.16.0","Tau1","4","16","1",617.921881188524,2.80005203944812e-16
"201","Tau2.16.0","Tau2","5","16","1",4106894.58590653,6.08224718664653e-12
"202","NPQ.16.0","NPQ","6","16","1",0.146412565349462,5.4845344686973e-88
"203","qP.16.0","qP","7","16","1",0.338475500776976,9.79798134321248e-70
"204","ABQ.16.0","ABQ","8","16","1",0.126909415061752,3.09529963933738e-25
"205","qm.16.0","qm","9","16","1",0.718954241387704,4.89899067160624e-70
"206","nTau1.16.0","nTau1","10","16","1",1.27941156268018,2.80005203944812e-16
"207","nTau2.16.0","nTau2","11","16","1",3.23437141184363,6.08224718664653e-12
"208","nCon.16.0","nCon","12","16","1",0,1
"209","Fm.16.0","Fm","13","16","1",2801.86670586611,5.4845344686973e-88
"210","Fo.16.0","Fo","14","16","1",2513.27081298432,9.79798134321248e-70
"211","Quant.17.0","Quant","1","17","1",0.0944639005026192,3.13271046837588e-70
"212","Sigma.17.0","Sigma","2","17","1",3.45006193525001,1.1266135107972e-22
"213","Connect.17.0","Connect","3","17","1",0,1
"214","Tau1.17.0","Tau1","4","17","1",762.365801250101,1.63047338513879e-14
"215","Tau2.17.0","Tau2","5","17","1",4669439.57858037,8.48040621885563e-10
"216","NPQ.17.0","NPQ","6","17","1",0.194027450074598,2.06215997622818e-86
"217","qP.17.0","qP","7","17","1",0.375894596121455,6.26542093675176e-70
"218","ABQ.17.0","ABQ","8","17","1",0.164049149676684,1.1266135107972e-22
"219","qm.17.0","qm","9","17","1",0.742249074128141,3.13271046837588e-70
"220","nTau1.17.0","nTau1","10","17","1",1.57848370612035,1.63047338513879e-14
"221","nTau2.17.0","nTau2","11","17","1",3.67740188270691,8.48040621885563e-10
"222","nCon.17.0","nCon","12","17","1",0,1
"223","Fm.17.0","Fm","13","17","1",2690.13513704273,2.06215997622818e-86
"224","Fo.17.0","Fo","14","17","1",2436.01447911853,6.26542093675176e-70
"225","Quant.18.0","Quant","1","18","1",0.0911756649941343,2.15551985324321e-71
"226","Sigma.18.0","Sigma","2","18","1",3.32499208076563,2.98548386446219e-24
"227","Connect.18.0","Connect","3","18","1",0.086905104310893,0.378204345306481
"228","Tau1.18.0","Tau1","4","18","1",605.658274819427,2.1318806381512e-13
"229","Tau2.18.0","Tau2","5","18","1",3927628.30797752,2.11673994110927e-11
"230","NPQ.18.0","NPQ","6","18","1",0.258713710962451,4.18110129237193e-87
"231","qP.18.0","qP","7","18","1",0.432465422470427,4.31103970648643e-71
"232","ABQ.18.0","ABQ","8","18","1",0.194353605993192,2.98548386446219e-24
"233","qm.18.0","qm","9","18","1",0.751221239603917,2.15551985324321e-71
"234","nTau1.18.0","nTau1","10","18","1",1.25401968020047,2.1318806381512e-13
"235","nTau2.18.0","nTau2","11","18","1",3.09319084041358,2.11673994110927e-11
"236","nCon.18.0","nCon","12","18","1",0.345898176206145,0.378204345306481
"237","Fm.18.0","Fm","13","18","1",2551.88703361557,4.18110129237193e-87
"238","Fo.18.0","Fo","14","18","1",2319.21703633576,4.31103970648643e-71
"239","Quant.19.0","Quant","1","19","1",0.0951120548820121,1.89739104877781e-70
"240","Sigma.19.0","Sigma","2","19","1",3.45018767213916,5.12496643804585e-24
"241","Connect.19.0","Connect","3","19","1",0.0140876687556831,0.890169937476518
"242","Tau1.19.0","Tau1","4","19","1",713.418187779522,6.85641550626539e-13
"243","Tau2.19.0","Tau2","5","19","1",4874866.46585085,1.68312888679908e-07
"244","NPQ.19.0","NPQ","6","19","1",0.337094310708586,2.09787633164181e-87
"245","qP.19.0","qP","7","19","1",0.502894301654254,3.79478209755561e-70
"246","ABQ.19.0","ABQ","8","19","1",0.164018683597707,5.12496643804585e-24
"247","qm.19.0","qm","9","19","1",0.740480542546156,1.89739104877781e-70
"248","nTau1.19.0","nTau1","10","19","1",1.47713733120415,6.85641550626539e-13
"249","nTau2.19.0","nTau2","11","19","1",3.83918515654397,1.68312888679908e-07
"250","nCon.19.0","nCon","12","19","1",0.0560714927877518,0.890169937476518
"251","Fm.19.0","Fm","13","19","1",2402.29516520565,2.09787633164181e-87
"252","Fo.19.0","Fo","14","19","1",2173.80793560982,3.79478209755561e-70
"253","Quant.20.0","Quant","1","20","1",0.0972616755557537,2.49383470932338e-71
"254","Sigma.20.0","Sigma","2","20","1",3.23017569202791,9.93365006499255e-25
"255","Connect.20.0","Connect","3","20","1",0.0767275655398132,0.428101061633795
"256","Tau1.20.0","Tau1","4","20","1",677.049370496282,4.91674775040512e-14
"257","Tau2.20.0","Tau2","5","20","1",3929216.03867458,2.67553865845425e-11
"258","NPQ.20.0","NPQ","6","20","1",0.423748076542879,4.11239604425481e-86
"259","qP.20.0","qP","7","20","1",0.569325057366298,4.98766941864675e-71
"260","ABQ.20.0","ABQ","8","20","1",0.217327640163434,9.93365006499255e-25
"261","qm.20.0","qm","9","20","1",0.734615162057079,2.49383470932338e-71
"262","nTau1.20.0","nTau1","10","20","1",1.40183544148359,4.91674775040512e-14
"263","nTau2.20.0","nTau2","11","20","1",3.09444125253614,2.67553865845425e-11
"264","nCon.20.0","nCon","12","20","1",0.305389714394856,0.428101061633795
"265","Fm.20.0","Fm","13","20","1",2256.08395962772,4.11239604425481e-86
"266","Fo.20.0","Fo","14","20","1",2036.65345351987,4.98766941864675e-71
"267","Quant.21.0","Quant","1","21","1",0.10118131144078,9.47405400313189e-71
"268","Sigma.21.0","Sigma","2","21","1",3.31869132475976,2.17682105278258e-25
"269","Connect.21.0","Connect","3","21","1",0.0662509426378902,0.475840971544499
"270","Tau1.21.0","Tau1","4","21","1",584.859188395393,2.12363143818844e-14
"271","Tau2.21.0","Tau2","5","21","1",3920137.34851449,1.46061398603896e-10
"272","NPQ.21.0","NPQ","6","21","1",0.51206363432895,1.30313694335444e-86
"273","qP.21.0","qP","7","21","1",0.630974060310317,1.89481080062638e-70
"274","ABQ.21.0","ABQ","8","21","1",0.195880280713717,2.17682105278258e-25
"275","qm.21.0","qm","9","21","1",0.723920179390995,9.47405400313189e-71
"276","nTau1.21.0","nTau1","10","21","1",1.21095502676417,2.12363143818844e-14
"277","nTau2.21.0","nTau2","11","21","1",3.0872913597652,1.46061398603896e-10
"278","nCon.21.0","nCon","12","21","1",0.263690843156974,0.475840971544499
"279","Fm.21.0","Fm","13","21","1",2124.31218178508,1.30313694335444e-86
"280","Fo.21.0","Fo","14","21","1",1909.37148932244,1.89481080062638e-70
"281","Quant.22.0","Quant","1","22","1",0.102093690465767,1.64732380213476e-70
"282","Sigma.22.0","Sigma","2","22","1",3.20963241321037,7.00470972125228e-25
"283","Connect.22.0","Connect","3","22","1",0.0348117545313222,0.719897590389367
"284","Tau1.22.0","Tau1","4","22","1",627.608163338812,8.0052193084436e-13
"285","Tau2.22.0","Tau2","5","22","1",3802073.10129636,6.12345610765894e-10
"286","NPQ.22.0","NPQ","6","22","1",0.604917066812302,9.02204420667441e-86
"287","qP.22.0","qP","7","22","1",0.685363580704377,3.29464760426952e-70
"288","ABQ.22.0","ABQ","8","22","1",0.222305281642995,7.00470972125228e-25
"289","qm.22.0","qm","9","22","1",0.721430693596049,1.64732380213476e-70
"290","nTau1.22.0","nTau1","10","22","1",1.29946707739772,8.0052193084436e-13
"291","nTau2.22.0","nTau2","11","22","1",2.99431024764375,6.12345610765894e-10
"292","nCon.22.0","nCon","12","22","1",0.138557136527262,0.719897590389367
"293","Fm.22.0","Fm","13","22","1",2001.40883567218,9.02204420667441e-86
"294","Fo.22.0","Fo","14","22","1",1797.07762150761,3.29464760426952e-70
"295","Quant.23.0","Quant","1","23","1",0.30684960321474,1.8970148951543e-62
"296","Sigma.23.0","Sigma","2","23","1",3.58603977844303,3.72506230363921e-46
"297","Connect.23.0","Connect","3","23","1",0.201261704885369,2.35970662020134e-10
"298","Tau1.23.0","Tau1","4","23","1",887.177411243931,8.23265965132273e-15
"299","Tau2.23.0","Tau2","5","23","1",980151.635909716,5.28850525616974e-13
"300","NPQ.23.0","NPQ","6","23","1",0.940321979391519,5.05460441214433e-87
"301","qP.23.0","qP","7","23","1",1,3.7940297903086e-62
"302","ABQ.23.0","ABQ","8","23","1",0.131101685029474,3.72506230363921e-46
"303","qm.23.0","qm","9","23","1",0.162740804569902,1.8970148951543e-62
"304","nTau1.23.0","nTau1","10","23","1",1.83690701470378,8.23265965132273e-15
"305","nTau2.23.0","nTau2","11","23","1",0.771915218213077,5.28850525616974e-13
"306","nCon.23.0","nCon","12","23","1",0.801058317713364,2.35970662020134e-10
"307","Fm.23.0","Fm","13","23","1",1655.44442219148,5.05460441214433e-87
"308","Fo.23.0","Fo","14","23","1",1147.47195809797,3.7940297903086e-62
"309","Quant.24.0","Quant","1","24","1",0.320825128490874,2.90508287412863e-63
"310","Sigma.24.0","Sigma","2","24","1",3.74274745839525,1.40644237550917e-48
"311","Connect.24.0","Connect","3","24","1",0.213102348539464,1.55162784983002e-12
"312","Tau1.24.0","Tau1","4","24","1",685.872227887311,7.70370392878319e-17
"313","Tau2.24.0","Tau2","5","24","1",903429.857317903,1.13716133680362e-15
"314","NPQ.24.0","NPQ","6","24","1",0.899776747991849,1.43633357182092e-88
"315","qP.24.0","qP","7","24","1",0.999583461550053,5.81016574825725e-63
"316","ABQ.24.0","ABQ","8","24","1",0.0931313758678348,1.40644237550917e-48
"317","qm.24.0","qm","9","24","1",0.124607670533486,2.90508287412863e-63
"318","nTau1.24.0","nTau1","10","24","1",1.42010322921793,7.70370392878319e-17
"319","nTau2.24.0","nTau2","11","24","1",0.711493232171675,1.13716133680362e-15
"320","nCon.24.0","nCon","12","24","1",0.84818624049229,1.55162784983002e-12
"321","Fm.24.0","Fm","13","24","1",1690.77508788048,1.43633357182092e-88
"322","Fo.24.0","Fo","14","24","1",1148.33195306206,5.81016574825725e-63
"323","Quant.25.0","Quant","1","25","1",0.339624267603246,5.23590853234732e-63
"324","Sigma.25.0","Sigma","2","25","1",3.76924314006137,8.93112188835898e-50
"325","Connect.25.0","Connect","3","25","1",0.199431345448962,2.43797394609684e-12
"326","Tau1.25.0","Tau1","4","25","1",679.208150788491,8.01625817103656e-16
"327","Tau2.25.0","Tau2","5","25","1",787336.55617722,2.61004161034619e-15
"328","NPQ.25.0","NPQ","6","25","1",0.821850383564794,7.41279606605491e-89
"329","qP.25.0","qP","7","25","1",0.991846863001841,1.04718170646946e-62
"330","ABQ.25.0","ABQ","8","25","1",0.0867114657229223,8.93112188835898e-50
"331","qm.25.0","qm","9","25","1",0.0733129909148592,5.23590853234732e-63
"332","nTau1.25.0","nTau1","10","25","1",1.40630521112797,8.01625817103656e-16
"333","nTau2.25.0","nTau2","11","25","1",0.620064332193446,2.61004161034619e-15
"334","nCon.25.0","nCon","12","25","1",0.793773153097602,2.43797394609684e-12
"335","Fm.25.0","Fm","13","25","1",1763.09494293057,7.41279606605491e-89
"336","Fo.25.0","Fo","14","25","1",1164.30511422279,1.04718170646946e-62
"337","Quant.26.0","Quant","1","26","1",0.350289737835879,9.11235317569689e-61
"338","Sigma.26.0","Sigma","2","26","1",3.73910585050262,2.55197821455764e-48
"339","Connect.26.0","Connect","3","26","1",0.206282239737515,6.58564060165457e-12
"340","Tau1.26.0","Tau1","4","26","1",718.423825399868,1.04625953912816e-15
"341","Tau2.26.0","Tau2","5","26","1",767314.057115003,1.85048878549613e-14
"342","NPQ.26.0","NPQ","6","26","1",0.760627104230594,6.19434126276086e-87
"343","qP.26.0","qP","7","26","1",0.981661512439866,1.82247063513938e-60
"344","ABQ.26.0","ABQ","8","26","1",0.0940137383504556,2.55197821455764e-48
"345","qm.26.0","qm","9","26","1",0.0442115583814471,9.11235317569689e-61
"346","nTau1.26.0","nTau1","10","26","1",1.48750153879256,1.04625953912816e-15
"347","nTau2.26.0","nTau2","11","26","1",0.604295678480556,1.85048878549613e-14
"348","nCon.26.0","nCon","12","26","1",0.82104096272262,6.58564060165457e-12
"349","Fm.26.0","Fm","13","26","1",1824.40403781181,6.19434126276086e-87
"350","Fo.26.0","Fo","14","26","1",1185.33402569999,1.82247063513938e-60
