"","uni","metric","metrix","stage","col","barefoot2025.bad2.003","pval"
"43","Quant.5.0","Quant","1","5","1",0.08784393899828,1.16196680738199e-74
"44","Sigma.5.0","Sigma","2","5","1",3.43955268362109,9.04196606232186e-27
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",734.174842121563,1.94480873295778e-09
"47","Tau2.5.0","Tau2","5","5","1",2522410.15085755,9.03186410134706e-17
"48","NPQ.5.0","NPQ","6","5","1",0.119459899077984,7.59133612111124e-93
"49","qP.5.0","qP","7","5","1",0.284678246197137,2.32393361476397e-74
"50","ABQ.5.0","ABQ","8","5","1",0.215606848626103,9.04196606232186e-27
"51","qm.5.0","qm","9","5","1",0.76717001355408,1.16196680738199e-74
"52","nTau1.5.0","nTau1","10","5","1",1.3748211996533,1.94480873295778e-09
"53","nTau2.5.0","nTau2","11","5","1",1.80057943017373,9.03186410134706e-17
"54","nCon.5.0","nCon","12","5","1",0,1
"55","Fm.5.0","Fm","13","5","1",3428.87165220207,7.59133612111124e-93
"56","Fo.5.0","Fo","14","5","1",3127.6660599531,2.32393361476397e-74
"57","Quant.6.0","Quant","1","6","1",0.0935267402130181,4.35356732193665e-75
"58","Sigma.6.0","Sigma","2","6","1",3.40284236578352,1.78521075993409e-29
"59","Connect.6.0","Connect","3","6","1",0.0323474054939816,0.65758915394866
"60","Tau1.6.0","Tau1","4","6","1",841.441953385819,5.28456829351026e-10
"61","Tau2.6.0","Tau2","5","6","1",2478544.41977135,8.73060698026114e-15
"62","NPQ.6.0","NPQ","6","6","1",0.193535414076495,9.27173339907709e-94
"63","qP.6.0","qP","7","6","1",0.36973972158788,8.7071346438733e-75
"64","ABQ.6.0","ABQ","8","6","1",0.223978670355619,1.78521075993409e-29
"65","qm.6.0","qm","9","6","1",0.752107773120757,4.35356732193665e-75
"66","nTau1.6.0","nTau1","10","6","1",1.57569037975965,5.28456829351026e-10
"67","nTau2.6.0","nTau2","11","6","1",1.76926662679936,8.73060698026114e-15
"68","nCon.6.0","nCon","12","6","1",0.124985071495845,0.65758915394866
"69","Fm.6.0","Fm","13","6","1",3216.0623542918,9.27173339907709e-94
"70","Fo.6.0","Fo","14","6","1",2915.27452597308,8.7071346438733e-75
"71","Quant.7.0","Quant","1","7","1",0.102699971790721,4.35367641788014e-73
"72","Sigma.7.0","Sigma","2","7","1",3.35191495124303,8.32669065232752e-29
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",966.256929896529,4.82145515746395e-10
"75","Tau2.7.0","Tau2","5","7","1",2274894.61858786,4.11199205829649e-15
"76","NPQ.7.0","NPQ","6","7","1",0.263435286256896,1.22257694181719e-91
"77","qP.7.0","qP","7","7","1",0.445496227074918,8.70735283576028e-73
"78","ABQ.7.0","ABQ","8","7","1",0.235592714057569,8.32669065232752e-29
"79","qm.7.0","qm","9","7","1",0.727794161865875,4.35367641788014e-73
"80","nTau1.7.0","nTau1","10","7","1",1.80941982116258,4.82145515746395e-10
"81","nTau2.7.0","nTau2","11","7","1",1.62389469240348,4.11199205829649e-15
"82","nCon.7.0","nCon","12","7","1",0,1
"83","Fm.7.0","Fm","13","7","1",3038.13290279199,1.22257694181719e-91
"84","Fo.7.0","Fo","14","7","1",2726.11673937879,8.70735283576028e-73
"85","Quant.8.0","Quant","1","8","1",0.102585442614145,1.06517813217682e-75
"86","Sigma.8.0","Sigma","2","8","1",3.21996640580227,9.09986794701429e-33
"87","Connect.8.0","Connect","3","8","1",0.0978749325267069,0.0972053166651207
"88","Tau1.8.0","Tau1","4","8","1",625.355649414876,1.46308308706362e-11
"89","Tau2.8.0","Tau2","5","8","1",2201685.5768729,5.82212409432707e-17
"90","NPQ.8.0","NPQ","6","8","1",0.318937962308002,6.88234519291244e-94
"91","qP.8.0","qP","7","8","1",0.491306833850158,2.13035626435364e-75
"92","ABQ.8.0","ABQ","8","8","1",0.26568370114154,9.09986794701429e-33
"93","qm.8.0","qm","9","8","1",0.728097720960944,1.06517813217682e-75
"94","nTau1.8.0","nTau1","10","8","1",1.1710455804425,1.46308308706362e-11
"95","nTau2.8.0","nTau2","11","8","1",1.57163566760933,5.82212409432707e-17
"96","nCon.8.0","nCon","12","8","1",0.378172692761324,0.0972053166651207
"97","Fm.8.0","Fm","13","8","1",2910.28420094039,6.88234519291244e-94
"98","Fo.8.0","Fo","14","8","1",2611.73140805397,2.13035626435364e-75
"99","Quant.9.0","Quant","1","9","1",0.105981405268631,1.59927013850031e-74
"100","Sigma.9.0","Sigma","2","9","1",3.08145888989188,1.22613613188685e-30
"101","Connect.9.0","Connect","3","9","1",0.0610488340753699,0.371546853664023
"102","Tau1.9.0","Tau1","4","9","1",836.229396295849,4.73562927061114e-11
"103","Tau2.9.0","Tau2","5","9","1",2337105.98977314,2.76850971479349e-14
"104","NPQ.9.0","NPQ","6","9","1",0.372001849440614,3.62827941910714e-91
"105","qP.9.0","qP","7","9","1",0.535566575715187,3.19854027700062e-74
"106","ABQ.9.0","ABQ","8","9","1",0.29727046747057,1.22613613188685e-30
"107","qm.9.0","qm","9","9","1",0.719096736398648,1.59927013850031e-74
"108","nTau1.9.0","nTau1","10","9","1",1.56592930708249,4.73562927061114e-11
"109","nTau2.9.0","nTau2","11","9","1",1.6683032178136,2.76850971479349e-14
"110","nCon.9.0","nCon","12","9","1",0.235882685956613,0.371546853664023
"111","Fm.9.0","Fm","13","9","1",2797.7253203343,3.62827941910714e-91
"112","Fo.9.0","Fo","14","9","1",2501.21845932964,3.19854027700062e-74
"113","Quant.10.0","Quant","1","10","1",0.214020714683062,5.07792774428853e-68
"114","Sigma.10.0","Sigma","2","10","1",3.46207037296337,1.77994571093095e-42
"115","Connect.10.0","Connect","3","10","1",0.103206208043454,0.00220023720411492
"116","Tau1.10.0","Tau1","4","10","1",706.974409393138,7.01881182514432e-18
"117","Tau2.10.0","Tau2","5","10","1",1147657.91698873,3.29386838445702e-19
"118","NPQ.10.0","NPQ","6","10","1",0.688727885023567,4.25996860545069e-91
"119","qP.10.0","qP","7","10","1",0.82179336135427,1.01558554885771e-67
"120","ABQ.10.0","ABQ","8","10","1",0.210471668871783,1.77994571093095e-42
"121","qm.10.0","qm","9","10","1",0.432739006617417,5.07792774428853e-68
"122","nTau1.10.0","nTau1","10","10","1",1.32388546962104,7.01881182514432e-18
"123","nTau2.10.0","nTau2","11","10","1",0.819236014215771,3.29386838445702e-19
"124","nCon.10.0","nCon","12","10","1",0.398771867299408,0.00220023720411492
"125","Fm.10.0","Fm","13","10","1",2273.00345293459,4.25996860545069e-91
"126","Fo.10.0","Fo","14","10","1",1786.53362946046,1.01558554885771e-67
"127","Quant.11.0","Quant","1","11","1",0.220177934227749,6.23895661458152e-68
"128","Sigma.11.0","Sigma","2","11","1",3.49366959278847,4.7669318440848e-43
"129","Connect.11.0","Connect","3","11","1",0.109294015443981,0.00086489813273237
"130","Tau1.11.0","Tau1","4","11","1",742.997617013464,4.33266502720863e-17
"131","Tau2.11.0","Tau2","5","11","1",1144662.06130093,2.67048227507159e-17
"132","NPQ.11.0","NPQ","6","11","1",0.70596700039309,2.89415185358054e-91
"133","qP.11.0","qP","7","11","1",0.834571999182511,1.2477913229163e-67
"134","ABQ.11.0","ABQ","8","11","1",0.203265437742487,4.7669318440848e-43
"135","qm.11.0","qm","9","11","1",0.416419322419717,6.23895661458152e-68
"136","nTau1.11.0","nTau1","10","11","1",1.3913427926925,4.33266502720863e-17
"137","nTau2.11.0","nTau2","11","11","1",0.817097473770479,2.67048227507159e-17
"138","nCon.11.0","nCon","12","11","1",0.42229415700358,0.00086489813273237
"139","Fm.11.0","Fm","13","11","1",2250.0343282379,2.89415185358054e-91
"140","Fo.11.0","Fo","14","11","1",1754.62641790496,1.2477913229163e-67
"141","Quant.12.0","Quant","1","12","1",0.221104818971931,1.20062220150058e-70
"142","Sigma.12.0","Sigma","2","12","1",3.40256411014733,3.63609013162882e-46
"143","Connect.12.0","Connect","3","12","1",0.161702923286081,6.27342714877035e-08
"144","Tau1.12.0","Tau1","4","12","1",789.675902333839,4.87883108820771e-17
"145","Tau2.12.0","Tau2","5","12","1",1185822.41250129,4.96936252528703e-16
"146","NPQ.12.0","NPQ","6","12","1",0.716971552264795,1.52341861738518e-93
"147","qP.12.0","qP","7","12","1",0.839905793861215,2.40124440300115e-70
"148","ABQ.12.0","ABQ","8","12","1",0.224042126809244,3.63609013162882e-46
"149","qm.12.0","qm","9","12","1",0.413962618350138,1.20062220150058e-70
"150","nTau1.12.0","nTau1","10","12","1",1.47875289249444,4.87883108820771e-17
"151","nTau2.12.0","nTau2","11","12","1",0.846479087892553,4.96936252528703e-16
"152","nCon.12.0","nCon","12","12","1",0.624793584504273,6.27342714877035e-08
"153","Fm.12.0","Fm","13","12","1",2235.61322764043,1.52341861738518e-93
"154","Fo.12.0","Fo","14","12","1",1741.30836965173,2.40124440300115e-70
"155","Quant.13.0","Quant","1","13","1",0.224381393677288,7.49639686812553e-70
"156","Sigma.13.0","Sigma","2","13","1",3.46694972223301,1.3661021502418e-45
"157","Connect.13.0","Connect","3","13","1",0.142149793748709,2.0027489414046e-06
"158","Tau1.13.0","Tau1","4","13","1",732.973694456658,1.71074905835065e-16
"159","Tau2.13.0","Tau2","5","13","1",1206429.35908634,3.76425438706155e-15
"160","NPQ.13.0","NPQ","6","13","1",0.735730113666285,4.08541979251221e-93
"161","qP.13.0","qP","7","13","1",0.850344596933867,1.49927937362511e-69
"162","ABQ.13.0","ABQ","8","13","1",0.209358928785407,1.3661021502418e-45
"163","qm.13.0","qm","9","13","1",0.405278071038886,7.49639686812553e-70
"164","nTau1.13.0","nTau1","10","13","1",1.3725719217172,1.71074905835065e-16
"165","nTau2.13.0","nTau2","11","13","1",0.861189004964174,3.76425438706155e-15
"166","nCon.13.0","nCon","12","13","1",0.549243497692809,2.0027489414046e-06
"167","Fm.13.0","Fm","13","13","1",2211.45227792221,4.08541979251221e-93
"168","Fo.13.0","Fo","14","13","1",1715.24353375121,1.49927937362511e-69
"169","Quant.14.0","Quant","1","14","1",0.223420746534821,4.93036065797459e-69
"170","Sigma.14.0","Sigma","2","14","1",3.36951124676776,9.3065093979214e-45
"171","Connect.14.0","Connect","3","14","1",0.164743749144148,2.17021789781583e-07
"172","Tau1.14.0","Tau1","4","14","1",731.727187599145,3.70717958303205e-17
"173","Tau2.14.0","Tau2","5","14","1",1222747.24348657,1.91782914946978e-15
"174","NPQ.14.0","NPQ","6","14","1",0.750662239495215,7.6472687619208e-92
"175","qP.14.0","qP","7","14","1",0.855360268040891,9.86072131594918e-69
"176","ABQ.14.0","ABQ","8","14","1",0.231579862687426,9.3065093979214e-45
"177","qm.14.0","qm","9","14","1",0.407824262201423,4.93036065797459e-69
"178","nTau1.14.0","nTau1","10","14","1",1.37023770382399,3.70717958303205e-17
"179","nTau2.14.0","nTau2","11","14","1",0.872837248206859,1.91782914946978e-15
"180","nCon.14.0","nCon","12","14","1",0.636542837078724,2.17021789781583e-07
"181","Fm.14.0","Fm","13","14","1",2192.58988234777,7.6472687619208e-92
"182","Fo.14.0","Fo","14","14","1",1702.71981398893,9.86072131594918e-69
"183","Quant.15.0","Quant","1","15","1",0.22510789330983,1.12503545836279e-70
"184","Sigma.15.0","Sigma","2","15","1",3.32222087346902,1.57075121114527e-46
"185","Connect.15.0","Connect","3","15","1",0.165016052097534,2.63775437249048e-08
"186","Tau1.15.0","Tau1","4","15","1",746.176752080369,3.40185437055892e-17
"187","Tau2.15.0","Tau2","5","15","1",1205547.92991794,9.72835477343673e-16
"188","NPQ.15.0","NPQ","6","15","1",0.767042993803407,2.99378684508026e-93
"189","qP.15.0","qP","7","15","1",0.863149629532381,2.25007091672558e-70
"190","ABQ.15.0","ABQ","8","15","1",0.242364475790779,1.57075121114527e-46
"191","qm.15.0","qm","9","15","1",0.40335248685486,1.12503545836279e-70
"192","nTau1.15.0","nTau1","10","15","1",1.39729606435993,3.40185437055892e-17
"193","nTau2.15.0","nTau2","11","15","1",0.860559811797775,9.72835477343673e-16
"194","nCon.15.0","nCon","12","15","1",0.637594971046742,2.63775437249048e-08
"195","Fm.15.0","Fm","13","15","1",2172.26424438235,2.99378684508026e-93
"196","Fo.15.0","Fo","14","15","1",1683.27041661717,2.25007091672558e-70
"197","Quant.16.0","Quant","1","16","1",0.0788286464804848,5.7734376623798e-75
"198","Sigma.16.0","Sigma","2","16","1",3.11868046594841,1.26276855300236e-23
"199","Connect.16.0","Connect","3","16","1",0,1
"200","Tau1.16.0","Tau1","4","16","1",583.663591723945,3.56669920204119e-10
"201","Tau2.16.0","Tau2","5","16","1",3399128.23945136,4.37001870051241e-13
"202","NPQ.16.0","NPQ","6","16","1",0.417170332828582,2.42742117731821e-90
"203","qP.16.0","qP","7","16","1",0.538039561960642,1.15468753247596e-74
"204","ABQ.16.0","ABQ","8","16","1",0.288782052834238,1.26276855300236e-23
"205","qm.16.0","qm","9","16","1",0.791065008002876,5.7734376623798e-75
"206","nTau1.16.0","nTau1","10","16","1",1.09297272710824,3.56669920204119e-10
"207","nTau2.16.0","nTau2","11","16","1",2.42640967266883,4.37001870051241e-13
"208","nCon.16.0","nCon","12","16","1",0,1
"209","Fm.16.0","Fm","13","16","1",2708.55536896833,2.42742117731821e-90
"210","Fo.16.0","Fo","14","16","1",2495.04361531511,1.15468753247596e-74
"211","Quant.17.0","Quant","1","17","1",0.0746049396486149,2.98853261327684e-77
"212","Sigma.17.0","Sigma","2","17","1",3.13604770692252,2.5747937732353e-25
"213","Connect.17.0","Connect","3","17","1",0.0208763735571574,0.824630501797675
"214","Tau1.17.0","Tau1","4","17","1",361.343835249124,3.65632938625568e-09
"215","Tau2.17.0","Tau2","5","17","1",3314440.39688813,1.59938520776183e-13
"216","NPQ.17.0","NPQ","6","17","1",0.487301997229209,6.98107014454968e-93
"217","qP.17.0","qP","7","17","1",0.580792115935654,5.97706522655368e-77
"218","ABQ.17.0","ABQ","8","17","1",0.284821437564925,2.5747937732353e-25
"219","qm.17.0","qm","9","17","1",0.8022599249844,2.98853261327684e-77
"220","nTau1.17.0","nTau1","10","17","1",0.676655118866453,3.65632938625568e-09
"221","nTau2.17.0","nTau2","11","17","1",2.36595670182532,1.59938520776183e-13
"222","nCon.17.0","nCon","12","17","1",0.0806628847590495,0.824630501797675
"223","Fm.17.0","Fm","13","17","1",2580.83719438046,6.98107014454968e-93
"224","Fo.17.0","Fo","14","17","1",2388.29399125081,5.97706522655368e-77
"225","Quant.18.0","Quant","1","18","1",0.0775964645742729,1.51348652314565e-75
"226","Sigma.18.0","Sigma","2","18","1",3.06457721932104,8.35343755143014e-23
"227","Connect.18.0","Connect","3","18","1",0,1
"228","Tau1.18.0","Tau1","4","18","1",427.500176953008,8.26330417651623e-09
"229","Tau2.18.0","Tau2","5","18","1",3318424.03310591,4.24703155256407e-13
"230","NPQ.18.0","NPQ","6","18","1",0.541317892475523,1.52132946741154e-89
"231","qP.18.0","qP","7","18","1",0.617296503580948,3.02697304629128e-75
"232","ABQ.18.0","ABQ","8","18","1",0.301120347963045,8.35343755143014e-23
"233","qm.18.0","qm","9","18","1",0.794330900901052,1.51348652314565e-75
"234","nTau1.18.0","nTau1","10","18","1",0.800539970059634,8.26330417651623e-09
"235","nTau2.18.0","nTau2","11","18","1",2.36880035254113,4.24703155256407e-13
"236","nCon.18.0","nCon","12","18","1",0,1
"237","Fm.18.0","Fm","13","18","1",2490.39106887968,1.52132946741154e-89
"238","Fo.18.0","Fo","14","18","1",2297.14552652727,3.02697304629128e-75
"239","Quant.19.0","Quant","1","19","1",0.0762668924430112,4.06798836806104e-75
"240","Sigma.19.0","Sigma","2","19","1",3.25697387407048,6.69403714938031e-23
"241","Connect.19.0","Connect","3","19","1",0,1
"242","Tau1.19.0","Tau1","4","19","1",748.177644645501,4.6550506972764e-09
"243","Tau2.19.0","Tau2","5","19","1",4040032.82754152,7.13566401601686e-10
"244","NPQ.19.0","NPQ","6","19","1",0.589947655872651,7.16432020549251e-91
"245","qP.19.0","qP","7","19","1",0.64414963550728,8.13597673612208e-75
"246","ABQ.19.0","ABQ","8","19","1",0.257244113983157,6.69403714938031e-23
"247","qm.19.0","qm","9","19","1",0.797854926176223,4.06798836806104e-75
"248","nTau1.19.0","nTau1","10","19","1",1.40104295046791,4.6550506972764e-09
"249","nTau2.19.0","nTau2","11","19","1",2.88390847302324,7.13566401601686e-10
"250","nCon.19.0","nCon","12","19","1",0,1
"251","Fm.19.0","Fm","13","19","1",2414.22055597089,7.16432020549251e-91
"252","Fo.19.0","Fo","14","19","1",2230.09545649495,8.13597673612208e-75
"253","Quant.20.0","Quant","1","20","1",0.0794330662792166,3.32520885158792e-73
"254","Sigma.20.0","Sigma","2","20","1",3.31540412962073,4.10819523903817e-23
"255","Connect.20.0","Connect","3","20","1",0,1
"256","Tau1.20.0","Tau1","4","20","1",487.053093629589,1.03138958599509e-09
"257","Tau2.20.0","Tau2","5","20","1",3638923.97324207,5.9862678022618e-12
"258","NPQ.20.0","NPQ","6","20","1",0.636136744608273,2.06948298470088e-90
"259","qP.20.0","qP","7","20","1",0.672338361649088,6.65041770317585e-73
"260","ABQ.20.0","ABQ","8","20","1",0.243919040491801,4.10819523903817e-23
"261","qm.20.0","qm","9","20","1",0.789462995898784,3.32520885158792e-73
"262","nTau1.20.0","nTau1","10","20","1",0.912059199064479,1.03138958599509e-09
"263","nTau2.20.0","nTau2","11","20","1",2.59758376406716,5.9862678022618e-12
"264","nCon.20.0","nCon","12","20","1",0,1
"265","Fm.20.0","Fm","13","20","1",2346.06571020108,2.06948298470088e-90
"266","Fo.20.0","Fo","14","20","1",2159.71051714728,6.65041770317585e-73
"267","Quant.21.0","Quant","1","21","1",0.0771599646658714,1.39177292684276e-75
"268","Sigma.21.0","Sigma","2","21","1",2.84706527045849,1.68386549836902e-24
"269","Connect.21.0","Connect","3","21","1",0.112442257665363,0.248354812841449
"270","Tau1.21.0","Tau1","4","21","1",485.464085398372,8.9595956013529e-08
"271","Tau2.21.0","Tau2","5","21","1",3839202.52718089,1.2635322402533e-09
"272","NPQ.21.0","NPQ","6","21","1",0.682146426146044,7.13642616328729e-89
"273","qP.21.0","qP","7","21","1",0.693918934297718,2.78354585368546e-75
"274","ABQ.21.0","ABQ","8","21","1",0.350724147853138,1.68386549836902e-24
"275","qm.21.0","qm","9","21","1",0.7954878420505,1.39177292684276e-75
"276","nTau1.21.0","nTau1","10","21","1",0.909083610584236,8.9595956013529e-08
"277","nTau2.21.0","nTau2","11","21","1",2.74054919116258,1.2635322402533e-09
"278","nCon.21.0","nCon","12","21","1",0.434458448795049,0.248354812841449
"279","Fm.21.0","Fm","13","21","1",2281.89666135059,7.13642616328729e-89
"280","Fo.21.0","Fo","14","21","1",2105.82559558961,2.78354585368546e-75
"281","Quant.22.0","Quant","1","22","1",0.074254550745083,1.31623184809931e-76
"282","Sigma.22.0","Sigma","2","22","1",3.04991117262966,1.14011867326169e-23
"283","Connect.22.0","Connect","3","22","1",0,1
"284","Tau1.22.0","Tau1","4","22","1",584.101127212691,1.27558709910765e-09
"285","Tau2.22.0","Tau2","5","22","1",3838848.19786957,2.10746218146601e-11
"286","NPQ.22.0","NPQ","6","22","1",0.73875685281302,3.77896923892043e-91
"287","qP.22.0","qP","7","22","1",0.718808596569072,2.63246369619861e-76
"288","ABQ.22.0","ABQ","8","22","1",0.304464953393055,1.14011867326169e-23
"289","qm.22.0","qm","9","22","1",0.803188629281936,1.31623184809931e-76
"290","nTau1.22.0","nTau1","10","22","1",1.09379205927684,1.27558709910765e-09
"291","nTau2.22.0","nTau2","11","22","1",2.74029625923188,2.10746218146601e-11
"292","nCon.22.0","nCon","12","22","1",0,1
"293","Fm.22.0","Fm","13","22","1",2207.60269471574,3.77896923892043e-91
"294","Fo.22.0","Fo","14","22","1",2043.67814839599,2.63246369619861e-76
"295","Quant.23.0","Quant","1","23","1",0.29501401290952,6.79189768166882e-63
"296","Sigma.23.0","Sigma","2","23","1",3.26001023084183,2.94209220849181e-45
"297","Connect.23.0","Connect","3","23","1",0.158457926879577,4.48195044861659e-07
"298","Tau1.23.0","Tau1","4","23","1",2176.442634093,3.90691471163085e-13
"299","Tau2.23.0","Tau2","5","23","1",769878.152501765,5.07851146558771e-12
"300","NPQ.23.0","NPQ","6","23","1",1.01710324940392,7.39636958112882e-87
"301","qP.23.0","qP","7","23","1",1,1.35837953633376e-62
"302","ABQ.23.0","ABQ","8","23","1",0.256551670030222,2.94209220849181e-45
"303","qm.23.0","qm","9","23","1",0.218066614380478,6.79189768166882e-63
"304","nTau1.23.0","nTau1","10","23","1",4.07562245599923,3.90691471163085e-13
"305","nTau2.23.0","nTau2","11","23","1",0.549564377808882,5.07851146558771e-12
"306","nCon.23.0","nCon","12","23","1",0.612255450404274,4.48195044861659e-07
"307","Fm.23.0","Fm","13","23","1",1902.96868286728,7.39636958112882e-87
"308","Fo.23.0","Fo","14","23","1",1341.56625529346,1.35837953633376e-62
"309","Quant.24.0","Quant","1","24","1",0.306838018854987,6.69883977199635e-63
"310","Sigma.24.0","Sigma","2","24","1",3.34270961997045,1.37335419714385e-46
"311","Connect.24.0","Connect","3","24","1",0.16734951012353,3.17484470661172e-08
"312","Tau1.24.0","Tau1","4","24","1",1475.60287405026,8.4469868416444e-14
"313","Tau2.24.0","Tau2","5","24","1",826283.654514236,5.87318449559881e-12
"314","NPQ.24.0","NPQ","6","24","1",0.963991121853708,1.83241152352556e-87
"315","qP.24.0","qP","7","24","1",0.99472520944852,1.33976795439927e-62
"316","ABQ.24.0","ABQ","8","24","1",0.237691998316457,1.37335419714385e-46
"317","qm.24.0","qm","9","24","1",0.18672713694569,6.69883977199635e-63
"318","nTau1.24.0","nTau1","10","24","1",2.7632247757922,8.4469868416444e-14
"319","nTau2.24.0","nTau2","11","24","1",0.589828482612675,5.87318449559881e-12
"320","nCon.24.0","nCon","12","24","1",0.646611070290495,3.17484470661172e-08
"321","Fm.24.0","Fm","13","24","1",1954.43058322104,1.83241152352556e-87
"322","Fo.24.0","Fo","14","24","1",1354.7369750759,1.33976795439927e-62
"323","Quant.25.0","Quant","1","25","1",0.30750572178942,1.92903859157725e-61
"324","Sigma.25.0","Sigma","2","25","1",3.50559947657073,2.47216652207154e-45
"325","Connect.25.0","Connect","3","25","1",0.154685061854998,8.04794629029014e-07
"326","Tau1.25.0","Tau1","4","25","1",1193.13430083885,1.63677376306742e-14
"327","Tau2.25.0","Tau2","5","25","1",806591.129550717,2.30083678547341e-13
"328","NPQ.25.0","NPQ","6","25","1",0.928898340757469,8.27859066819647e-87
"329","qP.25.0","qP","7","25","1",0.985386399449692,3.8580771831545e-61
"330","ABQ.25.0","ABQ","8","25","1",0.20054481677917,2.47216652207154e-45
"331","qm.25.0","qm","9","25","1",0.184957393159758,1.92903859157725e-61
"332","nTau1.25.0","nTau1","10","25","1",2.23427205171811,1.63677376306742e-14
"333","nTau2.25.0","nTau2","11","25","1",0.575771309806959,2.30083678547341e-13
"334","nCon.25.0","nCon","12","25","1",0.597677718507691,8.04794629029014e-07
"335","Fm.25.0","Fm","13","25","1",1989.98787681996,8.27859066819647e-87
"336","Fo.25.0","Fo","14","25","1",1378.05521840624,3.8580771831545e-61
"337","Quant.26.0","Quant","1","26","1",0.305066641667427,3.86435864843838e-63
"338","Sigma.26.0","Sigma","2","26","1",3.67168522221387,1.91065659893059e-47
"339","Connect.26.0","Connect","3","26","1",0.172235144689027,1.11748302268763e-08
"340","Tau1.26.0","Tau1","4","26","1",990.080542530894,3.5944510485837e-15
"341","Tau2.26.0","Tau2","5","26","1",808582.261402447,1.70589889953301e-14
"342","NPQ.26.0","NPQ","6","26","1",0.917059153532809,1.30330924401957e-88
"343","qP.26.0","qP","7","26","1",0.980022116750877,7.72871729687675e-63
"344","ABQ.26.0","ABQ","8","26","1",0.162668809807778,1.91065659893059e-47
"345","qm.26.0","qm","9","26","1",0.191422164642231,3.86435864843838e-63
"346","nTau1.26.0","nTau1","10","26","1",1.85403209309416,3.5944510485837e-15
"347","nTau2.26.0","nTau2","11","26","1",0.5771926452919,1.70589889953301e-14
"348","nCon.26.0","nCon","12","26","1",0.665488361255446,1.11748302268763e-08
"349","Fm.26.0","Fm","13","26","1",2002.27745015162,1.30330924401957e-88
"350","Fo.26.0","Fo","14","26","1",1391.44939274744,7.72871729687675e-63
