"","uni","metric","metrix","stage","col","ASnormalized.aabr2.005r","pval"
"47","Tau2.5.0","Tau2","5","5","1",8537943.92019005,5.77743973198291e-05
"48","NPQ.5.0","NPQ","6","5","1",0.00654836949706082,1.32899346164071e-98
"49","qP.5.0","qP","7","5","1",0.108828015981068,5.46859833977608e-83
"50","ABQ.5.0","ABQ","8","5","1",0.325544537288023,4.60510801114317e-27
"51","qm.5.0","qm","9","5","1",0.895117380332869,2.73429916988804e-83
"52","nTau1.5.0","nTau1","10","5","1",3.15939178957378,8.01233626946538e-09
"53","nTau2.5.0","nTau2","11","5","1",5.25233290752456,5.77743973198291e-05
"54","nCon.5.0","nCon","12","5","1",1.22858805717092,5.18015777325392e-09
"55","Fm.5.0","Fm","13","5","1",3038.71607025765,1.32899346164071e-98
"56","Fo.5.0","Fo","14","5","1",2932.08426169034,5.46859833977608e-83
"57","Quant.6.0","Quant","1","6","1",0.0365670513752955,1.32531657888969e-84
"58","Sigma.6.0","Sigma","2","6","1",3.03748510835782,2.70371665430757e-28
"59","Connect.6.0","Connect","3","6","1",0.417432444694093,3.43955706846158e-10
"60","Tau1.6.0","Tau1","4","6","1",1297.17632387798,4.52381727488833e-08
"61","Tau2.6.0","Tau2","5","6","1",13480145.0209981,0.00821476699179791
"62","NPQ.6.0","NPQ","6","6","1",0.0215166417500855,6.35801340594721e-100
"63","qP.6.0","qP","7","6","1",0.149581962693575,2.65063315777937e-84
"64","ABQ.6.0","ABQ","8","6","1",0.289126952640492,2.70371665430757e-28
"65","qm.6.0","qm","9","6","1",0.890705875495068,1.32531657888969e-84
"66","nTau1.6.0","nTau1","10","6","1",1.6749271153727,4.52381727488833e-08
"67","nTau2.6.0","nTau2","11","6","1",8.29265335469851,0.00821476699179791
"68","nCon.6.0","nCon","12","6","1",1.28616448343613,3.43955706846158e-10
"69","Fm.6.0","Fm","13","6","1",2994.1897966951,6.35801340594721e-100
"70","Fo.6.0","Fo","14","6","1",2884.70110457197,2.65063315777937e-84
"71","Quant.7.0","Quant","1","7","1",0.0383219725247382,1.01802861341873e-82
"72","Sigma.7.0","Sigma","2","7","1",3.32090386068365,2.34782471295029e-27
"73","Connect.7.0","Connect","3","7","1",0.271218795954826,7.05226537227338e-05
"74","Tau1.7.0","Tau1","4","7","1",1151.28193535137,3.00511866514096e-13
"75","Tau2.7.0","Tau2","5","7","1",10177857.9430531,2.02265867577307e-06
"76","NPQ.7.0","NPQ","6","7","1",0.0521115087860648,3.26817553149709e-100
"77","qP.7.0","qP","7","7","1",0.226119454862277,2.03605722683745e-82
"78","ABQ.7.0","ABQ","8","7","1",0.222797490945248,2.34782471295029e-27
"79","qm.7.0","qm","9","7","1",0.8854606461591,1.01802861341873e-82
"80","nTau1.7.0","nTau1","10","7","1",1.48654681361587,3.00511866514096e-13
"81","nTau2.7.0","nTau2","11","7","1",6.26116764201212,2.02265867577307e-06
"82","nCon.7.0","nCon","12","7","1",0.83566092437554,7.05226537227338e-05
"83","Fm.7.0","Fm","13","7","1",2907.12028177641,3.26817553149709e-100
"84","Fo.7.0","Fo","14","7","1",2795.71369821207,2.03605722683745e-82
"85","Quant.8.0","Quant","1","8","1",0.0456511860681645,4.34830646875162e-83
"86","Sigma.8.0","Sigma","2","8","1",3.54139050459044,8.05985200110263e-30
"87","Connect.8.0","Connect","3","8","1",0.254358387139781,4.2185120497156e-05
"88","Tau1.8.0","Tau1","4","8","1",1647.97280485355,5.98953273995863e-11
"89","Tau2.8.0","Tau2","5","8","1",14421049.615675,0.000172473234821102
"90","NPQ.8.0","NPQ","6","8","1",0.082030428837576,5.94095817780359e-101
"91","qP.8.0","qP","7","8","1",0.310426897290263,8.69661293750325e-83
"92","ABQ.8.0","ABQ","8","8","1",0.171196246209985,8.05985200110263e-30
"93","qm.8.0","qm","9","8","1",0.863554587359958,4.34830646875162e-83
"94","nTau1.8.0","nTau1","10","8","1",2.12787905964406,5.98953273995863e-11
"95","nTau2.8.0","nTau2","11","8","1",8.87147469759535,0.000172473234821102
"96","nCon.8.0","nCon","12","8","1",0.783711778424473,4.2185120497156e-05
"97","Fm.8.0","Fm","13","8","1",2826.73631384675,5.94095817780359e-101
"98","Fo.8.0","Fo","14","8","1",2697.6924484177,8.69661293750325e-83
"99","Quant.9.0","Quant","1","9","1",0.0476851029179349,8.69798114482341e-81
"100","Sigma.9.0","Sigma","2","9","1",3.76667416289104,4.90088178962632e-29
"101","Connect.9.0","Connect","3","9","1",0.237525003487994,0.000189549233505631
"102","Tau1.9.0","Tau1","4","9","1",1251.55490323353,1.0203847986715e-15
"103","Tau2.9.0","Tau2","5","9","1",11890116.4521252,0.000175347061350173
"104","NPQ.9.0","NPQ","6","9","1",0.11334977675928,4.0755750783737e-100
"105","qP.9.0","qP","7","9","1",0.380503607051929,1.73959622896468e-80
"106","ABQ.9.0","ABQ","8","9","1",0.118472339759945,4.90088178962632e-29
"107","qm.9.0","qm","9","9","1",0.857475476437669,8.69798114482341e-81
"108","nTau1.9.0","nTau1","10","9","1",1.61602027821214,1.0203847986715e-15
"109","nTau2.9.0","nTau2","11","9","1",7.31450692339597,0.000175347061350173
"110","nCon.9.0","nCon","12","9","1",0.731845900570036,0.000189549233505631
"111","Fm.9.0","Fm","13","9","1",2747.21814269844,4.0755750783737e-100
"112","Fo.9.0","Fo","14","9","1",2616.21676282585,1.73959622896468e-80
"113","Quant.10.0","Quant","1","10","1",0.0811428281186218,9.56350003136222e-76
"114","Sigma.10.0","Sigma","2","10","1",4.61645872789693,6.08247220525556e-33
"115","Connect.10.0","Connect","3","10","1",0.232655202115706,1.97049317670369e-05
"116","Tau1.10.0","Tau1","4","10","1",1719.20114722102,1.19834479979765e-17
"117","Tau2.10.0","Tau2","5","10","1",6972273.72268992,7.48613703248461e-06
"118","NPQ.10.0","NPQ","6","10","1",0.142034868036987,1.0940410078953e-97
"119","qP.10.0","qP","7","10","1",0.514093221604104,1.91270000627244e-75
"120","ABQ.10.0","ABQ","8","10","1",-0.0804056536374964,6.08247220525556e-33
"121","qm.10.0","qm","9","10","1",0.75747472039623,9.56350003136222e-76
"122","nTau1.10.0","nTau1","10","10","1",2.2198498116677,1.19834479979765e-17
"123","nTau2.10.0","nTau2","11","10","1",4.28917114662167,7.48613703248461e-06
"124","nCon.10.0","nCon","12","10","1",0.716841399491987,1.97049317670369e-05
"125","Fm.10.0","Fm","13","10","1",2678.21481767866,1.0940410078953e-97
"126","Fo.10.0","Fo","14","10","1",2460.89689306301,1.91270000627244e-75
"127","Quant.11.0","Quant","1","11","1",0.0908177859125948,8.81529798411375e-80
"128","Sigma.11.0","Sigma","2","11","1",4.01304924228128,1.78510995126361e-38
"129","Connect.11.0","Connect","3","11","1",0.195109449950236,3.21485085793411e-06
"130","Tau1.11.0","Tau1","4","11","1",1628.40925357102,1.07275870737522e-19
"131","Tau2.11.0","Tau2","5","11","1",6325264.71148416,5.62523647062973e-06
"132","NPQ.11.0","NPQ","6","11","1",0.131049524384859,6.25467735184292e-100
"133","qP.11.0","qP","7","11","1",0.516038552482216,1.76305959682275e-79
"134","ABQ.11.0","ABQ","8","11","1",0.0608123357659608,1.78510995126361e-38
"135","qm.11.0","qm","9","11","1",0.728557539438379,8.81529798411375e-80
"136","nTau1.11.0","nTau1","10","11","1",2.1026184054732,1.07275870737522e-19
"137","nTau2.11.0","nTau2","11","11","1",3.89114713138015,5.62523647062973e-06
"138","nCon.11.0","nCon","12","11","1",0.601157979209429,3.21485085793411e-06
"139","Fm.11.0","Fm","13","11","1",2704.22703863992,6.25467735184292e-100
"140","Fo.11.0","Fo","14","11","1",2458.63512638567,1.76305959682275e-79
"141","Quant.12.0","Quant","1","12","1",0.0968091439240651,3.90635289176425e-78
"142","Sigma.12.0","Sigma","2","12","1",4.07619217577354,4.63595138697046e-38
"143","Connect.12.0","Connect","3","12","1",0.227166215406792,1.72070202642801e-07
"144","Tau1.12.0","Tau1","4","12","1",1543.46884516578,2.11687642854461e-18
"145","Tau2.12.0","Tau2","5","12","1",5071629.96536311,1.66102373171208e-06
"146","NPQ.12.0","NPQ","6","12","1",0.127700630197937,1.73999358902149e-98
"147","qP.12.0","qP","7","12","1",0.523735341753023,7.8127057835285e-78
"148","ABQ.12.0","ABQ","8","12","1",0.0460347786917361,4.63595138697046e-38
"149","qm.12.0","qm","9","12","1",0.710650155500344,3.90635289176425e-78
"150","nTau1.12.0","nTau1","10","12","1",1.9929424958764,2.11687642854461e-18
"151","nTau2.12.0","nTau2","11","12","1",3.11994189829153,1.66102373171208e-06
"152","nCon.12.0","nCon","12","12","1",0.699929106629292,1.72070202642801e-07
"153","Fm.12.0","Fm","13","12","1",2712.2576896543,1.73999358902149e-98
"154","Fo.12.0","Fo","14","12","1",2449.6863446174,7.8127057835285e-78
"155","Quant.13.0","Quant","1","13","1",0.106498637421141,9.83220948801687e-77
"156","Sigma.13.0","Sigma","2","13","1",4.3580326543985,2.14996800007781e-38
"157","Connect.13.0","Connect","3","13","1",0.162847788963212,9.20701293288166e-05
"158","Tau1.13.0","Tau1","4","13","1",1599.47295407307,1.46104996453093e-20
"159","Tau2.13.0","Tau2","5","13","1",4698380.67602186,5.7632271155745e-08
"160","NPQ.13.0","NPQ","6","13","1",0.123138878385147,2.58074073113186e-98
"161","qP.13.0","qP","7","13","1",0.537873106787577,1.96644189760337e-76
"162","ABQ.13.0","ABQ","8","13","1",-0.0199253142015925,2.14996800007781e-38
"163","qm.13.0","qm","9","13","1",0.681689529230802,9.83220948801687e-77
"164","nTau1.13.0","nTau1","10","13","1",2.06525556454286,1.46104996453093e-20
"165","nTau2.13.0","nTau2","11","13","1",2.89032812436156,5.7632271155745e-08
"166","nCon.13.0","nCon","12","13","1",0.501755541604047,9.20701293288166e-05
"167","Fm.13.0","Fm","13","13","1",2723.27382191599,2.58074073113186e-98
"168","Fo.13.0","Fo","14","13","1",2433.24887055727,1.96644189760337e-76
"169","Quant.14.0","Quant","1","14","1",0.107397857895082,9.69215693246807e-76
"170","Sigma.14.0","Sigma","2","14","1",4.08054205717158,4.67070407234203e-38
"171","Connect.14.0","Connect","3","14","1",0.226749659032504,2.43531784253131e-07
"172","Tau1.14.0","Tau1","4","14","1",1523.72191184265,1.00137150777963e-20
"173","Tau2.14.0","Tau2","5","14","1",5470898.31947799,6.07262812803352e-06
"174","NPQ.14.0","NPQ","6","14","1",0.125595478947252,2.82661638560277e-96
"175","qP.14.0","qP","7","14","1",0.544542288930326,1.93843138649361e-75
"176","ABQ.14.0","ABQ","8","14","1",0.0450167610439901,4.67070407234203e-38
"177","qm.14.0","qm","9","14","1",0.67900187707565,9.69215693246807e-76
"178","nTau1.14.0","nTau1","10","14","1",1.96744505697041,1.00137150777963e-20
"179","nTau2.14.0","nTau2","11","14","1",3.36556196031743,6.07262812803352e-06
"180","nCon.14.0","nCon","12","14","1",0.69864564143446,2.43531784253131e-07
"181","Fm.14.0","Fm","13","14","1",2717.33030479388,2.82661638560277e-96
"182","Fo.14.0","Fo","14","14","1",2425.49485086563,1.93843138649361e-75
"183","Quant.15.0","Quant","1","15","1",0.115653691244533,2.1025462652654e-78
"184","Sigma.15.0","Sigma","2","15","1",4.05670102431009,1.23584602869468e-41
"185","Connect.15.0","Connect","3","15","1",0.196508709576802,1.19222372806741e-07
"186","Tau1.15.0","Tau1","4","15","1",1552.10974762978,8.43675292589153e-20
"187","Tau2.15.0","Tau2","5","15","1",4805707.4636588,1.98332220191777e-06
"188","NPQ.15.0","NPQ","6","15","1",0.121423926841935,6.62188872904301e-99
"189","qP.15.0","qP","7","15","1",0.55614903574587,4.2050925305308e-78
"190","ABQ.15.0","ABQ","8","15","1",0.0505963596520006,1.23584602869468e-41
"191","qm.15.0","qm","9","15","1",0.6543262731084,2.1025462652654e-78
"192","nTau1.15.0","nTau1","10","15","1",2.00409971604133,8.43675292589153e-20
"193","nTau2.15.0","nTau2","11","15","1",2.95635292188118,1.98332220191777e-06
"194","nCon.15.0","nCon","12","15","1",0.605469282889031,1.19222372806741e-07
"195","Fm.15.0","Fm","13","15","1",2727.43842241335,6.62188872904301e-99
"196","Fo.15.0","Fo","14","15","1",2412.00010121908,4.2050925305308e-78
"197","Quant.16.0","Quant","1","16","1",0.0423343805458918,1.56943764610202e-81
"198","Sigma.16.0","Sigma","2","16","1",3.00540530037132,5.61491930904589e-28
"199","Connect.16.0","Connect","3","16","1",0.492615055894779,4.96114528965654e-13
"200","Tau1.16.0","Tau1","4","16","1",1364.88549499882,5.16510093745608e-11
"201","Tau2.16.0","Tau2","5","16","1",12630402.237801,0.000268079673668439
"202","NPQ.16.0","NPQ","6","16","1",0.111965483940558,1.28409972361745e-96
"203","qP.16.0","qP","7","16","1",0.365043558456511,3.13887529220404e-81
"204","ABQ.16.0","ABQ","8","16","1",0.296634700019835,5.61491930904589e-28
"205","qm.16.0","qm","9","16","1",0.873468084403771,1.56943764610202e-81
"206","nTau1.16.0","nTau1","10","16","1",1.76235387808963,5.16510093745608e-11
"207","nTau2.16.0","nTau2","11","16","1",7.76991251394835,0.000268079673668439
"208","nCon.16.0","nCon","12","16","1",1.51781203629746,4.96114528965654e-13
"209","Fm.16.0","Fm","13","16","1",2750.63817182823,1.28409972361745e-96
"210","Fo.16.0","Fo","14","16","1",2634.191608718,3.13887529220404e-81
"211","Quant.17.0","Quant","1","17","1",0.0461289071587251,3.64433708411575e-83
"212","Sigma.17.0","Sigma","2","17","1",2.90938157160249,1.3909403059374e-28
"213","Connect.17.0","Connect","3","17","1",0.38959998388011,3.81944241933876e-08
"214","Tau1.17.0","Tau1","4","17","1",916.72042606264,1.31667587817058e-08
"215","Tau2.17.0","Tau2","5","17","1",9813434.43436214,0.000956968768204068
"216","NPQ.17.0","NPQ","6","17","1",0.168889316943412,1.37137628614607e-95
"217","qP.17.0","qP","7","17","1",0.483918619438976,7.28867416823013e-83
"218","ABQ.17.0","ABQ","8","17","1",0.319107462273352,1.3909403059374e-28
"219","qm.17.0","qm","9","17","1",0.862126741624887,3.64433708411575e-83
"220","nTau1.17.0","nTau1","10","17","1",1.18367863378669,1.31667587817058e-08
"221","nTau2.17.0","nTau2","11","17","1",6.03698327105991,0.000956968768204068
"222","nCon.17.0","nCon","12","17","1",1.20040899643318,3.81944241933876e-08
"223","Fm.17.0","Fm","13","17","1",2616.68462663384,1.37137628614607e-95
"224","Fo.17.0","Fo","14","17","1",2495.97982442818,7.28867416823013e-83
"225","Quant.18.0","Quant","1","18","1",0.046717618769124,5.18194705139894e-86
"226","Sigma.18.0","Sigma","2","18","1",3.13820053212558,4.1574601397848e-33
"227","Connect.18.0","Connect","3","18","1",0.423152846359425,1.95012090763468e-13
"228","Tau1.18.0","Tau1","4","18","1",1316.87562558424,4.30750596936589e-13
"229","Tau2.18.0","Tau2","5","18","1",9549816.65681131,5.3052399467323e-05
"230","NPQ.18.0","NPQ","6","18","1",0.197691228248754,4.03635085500393e-101
"231","qP.18.0","qP","7","18","1",0.536837079184083,1.03638941027979e-85
"232","ABQ.18.0","ABQ","8","18","1",0.265556176931043,4.1574601397848e-33
"233","qm.18.0","qm","9","18","1",0.860367159771155,5.18194705139894e-86
"234","nTau1.18.0","nTau1","10","18","1",1.70036305185594,4.30750596936589e-13
"235","nTau2.18.0","nTau2","11","18","1",5.87481210420972,5.3052399467323e-05
"236","nCon.18.0","nCon","12","18","1",1.30378979633755,1.95012090763468e-13
"237","Fm.18.0","Fm","13","18","1",2553.75896035793,4.03635085500393e-101
"238","Fo.18.0","Fo","14","18","1",2434.4534228197,1.03638941027979e-85
"239","Quant.19.0","Quant","1","19","1",0.0496056486366061,1.67219292331175e-80
"240","Sigma.19.0","Sigma","2","19","1",3.28913073629175,5.29771136440047e-27
"241","Connect.19.0","Connect","3","19","1",0.280500614371597,0.000212456263015005
"242","Tau1.19.0","Tau1","4","19","1",1045.8829664561,2.58625409285181e-13
"243","Tau2.19.0","Tau2","5","19","1",12069940.7298714,0.000412638731361207
"244","NPQ.19.0","NPQ","6","19","1",0.208975505629723,1.27624716718853e-95
"245","qP.19.0","qP","7","19","1",0.562664893759888,3.34438584662349e-80
"246","ABQ.19.0","ABQ","8","19","1",0.230233464112146,5.29771136440047e-27
"247","qm.19.0","qm","9","19","1",0.851735216969122,1.67219292331175e-80
"248","nTau1.19.0","nTau1","10","19","1",1.35045460495818,2.58625409285181e-13
"249","nTau2.19.0","nTau2","11","19","1",7.4251303920445,0.000412638731361207
"250","nCon.19.0","nCon","12","19","1",0.864259432567932,0.000212456263015005
"251","Fm.19.0","Fm","13","19","1",2529.92280789775,1.27624716718853e-95
"252","Fo.19.0","Fo","14","19","1",2404.42434601144,3.34438584662349e-80
"253","Quant.20.0","Quant","1","20","1",0.0520942036272151,1.2978895491045e-82
"254","Sigma.20.0","Sigma","2","20","1",3.45599261199785,1.06070453921379e-31
"255","Connect.20.0","Connect","3","20","1",0.363674866536575,6.42650676852849e-10
"256","Tau1.20.0","Tau1","4","20","1",1262.20639931974,1.03821598254391e-11
"257","Tau2.20.0","Tau2","5","20","1",10165359.3567755,0.000430515872370602
"258","NPQ.20.0","NPQ","6","20","1",0.230652186480077,1.36461198164636e-99
"259","qP.20.0","qP","7","20","1",0.604410767460548,2.59577909820899e-82
"260","ABQ.20.0","ABQ","8","20","1",0.19118220761547,1.06070453921379e-31
"261","qm.20.0","qm","9","20","1",0.844297252223495,1.2978895491045e-82
"262","nTau1.20.0","nTau1","10","20","1",1.62977359708305,1.03821598254391e-11
"263","nTau2.20.0","nTau2","11","20","1",6.25347881943178,0.000430515872370602
"264","nCon.20.0","nCon","12","20","1",1.12053028652456,6.42650676852849e-10
"265","Fm.20.0","Fm","13","20","1",2485.36080257626,1.36461198164636e-99
"266","Fo.20.0","Fo","14","20","1",2355.88791083975,2.59577909820899e-82
"267","Quant.21.0","Quant","1","21","1",0.0547529022713697,7.89528059296995e-82
"268","Sigma.21.0","Sigma","2","21","1",3.23175355639043,1.40436805702948e-31
"269","Connect.21.0","Connect","3","21","1",0.310359153313716,1.17449468549864e-07
"270","Tau1.21.0","Tau1","4","21","1",1200.33760402839,1.75462352301024e-14
"271","Tau2.21.0","Tau2","5","21","1",19619636.4715286,0.00979174408686273
"272","NPQ.21.0","NPQ","6","21","1",0.252591850525576,5.56833118872972e-98
"273","qP.21.0","qP","7","21","1",0.645485769966823,1.57905611859399e-81
"274","ABQ.21.0","ABQ","8","21","1",0.243661642118063,1.40436805702948e-31
"275","qm.21.0","qm","9","21","1",0.836350750394484,7.89528059296995e-82
"276","nTau1.21.0","nTau1","10","21","1",1.54988798637506,1.75462352301024e-14
"277","nTau2.21.0","nTau2","11","21","1",12.0695173494165,0.00979174408686273
"278","nCon.21.0","nCon","12","21","1",0.956257533824272,1.17449468549864e-07
"279","Fm.21.0","Fm","13","21","1",2441.82868074624,5.56833118872972e-98
"280","Fo.21.0","Fo","14","21","1",2308.13147362591,1.57905611859399e-81
"281","Quant.22.0","Quant","1","22","1",0.0516022409934528,1.46419853106136e-80
"282","Sigma.22.0","Sigma","2","22","1",3.0099089321821,6.83212349207301e-30
"283","Connect.22.0","Connect","3","22","1",0.385536905418348,1.07884238777933e-09
"284","Tau1.22.0","Tau1","4","22","1",1274.79421635211,1.67869044836318e-14
"285","Tau2.22.0","Tau2","5","22","1",14742046.0119797,0.00109319529838
"286","NPQ.22.0","NPQ","6","22","1",0.283871432025912,1.20513303262324e-95
"287","qP.22.0","qP","7","22","1",0.687396568442499,2.92839706212272e-80
"288","ABQ.22.0","ABQ","8","22","1",0.295580699636194,6.83212349207301e-30
"289","qm.22.0","qm","9","22","1",0.845767664064864,1.46419853106136e-80
"290","nTau1.22.0","nTau1","10","22","1",1.64602711303362,1.67869044836318e-14
"291","nTau2.22.0","nTau2","11","22","1",9.06894377812205,0.00109319529838
"292","nCon.22.0","nCon","12","22","1",1.18789011516902,1.07884238777933e-09
"293","Fm.22.0","Fm","13","22","1",2382.33722597593,1.20513303262324e-95
"294","Fo.22.0","Fo","14","22","1",2259.40328631344,2.92839706212272e-80
"295","Quant.23.0","Quant","1","23","1",0.178121215938663,1.1371643752433e-71
"296","Sigma.23.0","Sigma","2","23","1",4.29674192693019,4.58504296314419e-44
"297","Connect.23.0","Connect","3","23","1",0.226964467167663,2.81345275118059e-10
"298","Tau1.23.0","Tau1","4","23","1",1432.4773557357,1.01319060960797e-18
"299","Tau2.23.0","Tau2","5","23","1",3030066.04502024,1.14261202382212e-10
"300","NPQ.23.0","NPQ","6","23","1",0.325884088924605,1.45700061422725e-93
"301","qP.23.0","qP","7","23","1",1,2.2743287504866e-71
"302","ABQ.23.0","ABQ","8","23","1",-0.00558123524943843,4.58504296314419e-44
"303","qm.23.0","qm","9","23","1",0.467619028070654,1.1371643752433e-71
"304","nTau1.23.0","nTau1","10","23","1",1.84962916845897,1.01319060960797e-18
"305","nTau2.23.0","nTau2","11","23","1",1.8640220349302,1.14261202382212e-10
"306","nCon.23.0","nCon","12","23","1",0.699307493663978,2.81345275118059e-10
"307","Fm.23.0","Fm","13","23","1",2306.84924227662,1.45700061422725e-93
"308","Fo.23.0","Fo","14","23","1",1895.95045025513,2.2743287504866e-71
"309","Quant.24.0","Quant","1","24","1",0.189951894897205,1.88185881174872e-69
"310","Sigma.24.0","Sigma","2","24","1",4.6377061007891,2.27065787681307e-43
"311","Connect.24.0","Connect","3","24","1",0.203106050443907,2.07423939776453e-08
"312","Tau1.24.0","Tau1","4","24","1",1266.67267316851,1.98360142039679e-19
"313","Tau2.24.0","Tau2","5","24","1",2175910.77365917,3.39929475957726e-11
"314","NPQ.24.0","NPQ","6","24","1",0.254358456606953,1.19711388706908e-92
"315","qP.24.0","qP","7","24","1",0.931826851247255,3.76371762349745e-69
"316","ABQ.24.0","ABQ","8","24","1",-0.0853782491161321,2.27065787681307e-43
"317","qm.24.0","qm","9","24","1",0.432258679055849,1.88185881174872e-69
"318","nTau1.24.0","nTau1","10","24","1",1.63554049479485,1.98360142039679e-19
"319","nTau2.24.0","nTau2","11","24","1",1.33856674009085,3.39929475957726e-11
"320","nCon.24.0","nCon","12","24","1",0.625796561269633,2.07423939776453e-08
"321","Fm.24.0","Fm","13","24","1",2438.38967224403,1.19711388706908e-92
"322","Fo.24.0","Fo","14","24","1",1975.2129335035,3.76371762349745e-69
"323","Quant.25.0","Quant","1","25","1",0.196447973744764,1.79900068077758e-69
"324","Sigma.25.0","Sigma","2","25","1",4.67818035539177,5.42311179616033e-44
"325","Connect.25.0","Connect","3","25","1",0.200681125779051,1.0587756172866e-08
"326","Tau1.25.0","Tau1","4","25","1",1231.32345148972,1.33783982781396e-21
"327","Tau2.25.0","Tau2","5","25","1",1999551.2037217,1.81631061381407e-13
"328","NPQ.25.0","NPQ","6","25","1",0.236254109612348,5.19380878549341e-93
"329","qP.25.0","qP","7","25","1",0.920771120198482,3.59800136155516e-69
"330","ABQ.25.0","ABQ","8","25","1",-0.0948505775992685,5.42311179616033e-44
"331","qm.25.0","qm","9","25","1",0.412842750681633,1.79900068077758e-69
"332","nTau1.25.0","nTau1","10","25","1",1.58989722424846,1.33783982781396e-21
"333","nTau2.25.0","nTau2","11","25","1",1.23007467439,1.81631061381407e-13
"334","nCon.25.0","nCon","12","25","1",0.618325048169515,1.0587756172866e-08
"335","Fm.25.0","Fm","13","25","1",2474.09871651827,5.19380878549341e-93
"336","Fo.25.0","Fo","14","25","1",1988.06703681374,3.59800136155516e-69
"337","Quant.26.0","Quant","1","26","1",0.195261025834341,4.64504058405736e-69
"338","Sigma.26.0","Sigma","2","26","1",4.63829348002188,1.18029959425116e-43
"339","Connect.26.0","Connect","3","26","1",0.238358196496692,1.52758112770393e-10
"340","Tau1.26.0","Tau1","4","26","1",1164.59308920866,4.99637099806162e-21
"341","Tau2.26.0","Tau2","5","26","1",1720583.0628809,5.54284421190552e-15
"342","NPQ.26.0","NPQ","6","26","1",0.231137705426431,3.14207377130578e-92
"343","qP.26.0","qP","7","26","1",0.911128691293706,9.29008116811472e-69
