"","uni","metric","metrix","stage","col","ASnormalized.icra6.002r","pval"
"80","nTau1.7.0","nTau1","10","7","1",1.70210717594224,1.96936722693388e-14
"81","nTau2.7.0","nTau2","11","7","1",6.31450770712807,0.003392679375512
"82","nCon.7.0","nCon","12","7","1",0.937920779903445,1.21986085980707e-05
"83","Fm.7.0","Fm","13","7","1",2309.19060135664,7.35849800026561e-99
"84","Fo.7.0","Fo","14","7","1",2173.58385285364,6.23779666402783e-79
"85","Quant.8.0","Quant","1","8","1",0.0635197870189867,1.52939964848526e-77
"86","Sigma.8.0","Sigma","2","8","1",4.05036893530709,1.66095420971754e-30
"87","Connect.8.0","Connect","3","8","1",0.244233195465135,4.87637003028097e-05
"88","Tau1.8.0","Tau1","4","8","1",1500.86012081273,4.69127154957994e-16
"89","Tau2.8.0","Tau2","5","8","1",11202630.1997382,0.000859489317023301
"90","NPQ.8.0","NPQ","6","8","1",0.2129617373229,2.15022915467707e-97
"91","qP.8.0","qP","7","8","1",0.562953563277935,3.05879929697052e-77
"92","ABQ.8.0","ABQ","8","8","1",0.216786979992065,1.66095420971754e-30
"93","qm.8.0","qm","9","8","1",0.785532645222539,1.52939964848526e-77
"94","nTau1.8.0","nTau1","10","8","1",1.80760883475933,4.69127154957994e-16
"95","nTau2.8.0","nTau2","11","8","1",5.93291664954313,0.000859489317023301
"96","nCon.8.0","nCon","12","8","1",0.886682650238936,4.87637003028097e-05
"97","Fm.8.0","Fm","13","8","1",2301.00318719816,2.15022915467707e-97
"98","Fo.8.0","Fo","14","8","1",2154.84395481733,3.05879929697052e-77
"99","Quant.9.0","Quant","1","9","1",0.0661898759759212,4.76711952095004e-78
"100","Sigma.9.0","Sigma","2","9","1",4.16878914399991,1.82751498986882e-30
"101","Connect.9.0","Connect","3","9","1",0.411132636940123,2.75528476034673e-10
"102","Tau1.9.0","Tau1","4","9","1",1418.61089443302,1.26511445689373e-15
"103","Tau2.9.0","Tau2","5","9","1",13656060.7233291,0.00821989357014324
"104","NPQ.9.0","NPQ","6","9","1",0.225782943669778,3.86252893479163e-96
"105","qP.9.0","qP","7","9","1",0.588277730708777,9.53423904190009e-78
"106","ABQ.9.0","ABQ","8","9","1",0.193888263662354,1.82751498986882e-30
"107","qm.9.0","qm","9","9","1",0.776517392771471,4.76711952095004e-78
"108","nTau1.9.0","nTau1","10","9","1",1.70854935133754,1.26511445689373e-15
"109","nTau2.9.0","nTau2","11","9","1",7.23225426422665,0.00821989357014324
"110","nCon.9.0","nCon","12","9","1",1.49260699565236,2.75528476034673e-10
"111","Fm.9.0","Fm","13","9","1",2276.93560099112,3.86252893479163e-96
"112","Fo.9.0","Fo","14","9","1",2126.22551595636,9.53423904190009e-78
"113","Quant.10.0","Quant","1","10","1",0.0978276647701511,1.72085578776326e-76
"114","Sigma.10.0","Sigma","2","10","1",4.76895703671865,6.38183360847435e-37
"115","Connect.10.0","Connect","3","10","1",0.239820392657328,1.88619098612917e-07
"116","Tau1.10.0","Tau1","4","10","1",1456.53412329451,2.29997243434265e-20
"117","Tau2.10.0","Tau2","5","10","1",4974532.63326936,2.12603027489417e-07
"118","NPQ.10.0","NPQ","6","10","1",0.243117974564376,1.26590466288349e-98
"119","qP.10.0","qP","7","10","1",0.677370615085497,3.44171157552653e-76
"120","ABQ.10.0","ABQ","8","10","1",0.0778348089583801,6.38183360847435e-37
"121","qm.10.0","qm","9","10","1",0.669695988101485,1.72085578776326e-76
"122","nTau1.10.0","nTau1","10","10","1",1.75422340355735,2.29997243434265e-20
"123","nTau2.10.0","nTau2","11","10","1",2.63451412368402,2.12603027489417e-07
"124","nCon.10.0","nCon","12","10","1",0.870662077436963,1.88619098612917e-07
"125","Fm.10.0","Fm","13","10","1",2245.18419058937,1.26590466288349e-98
"126","Fo.10.0","Fo","14","10","1",2025.54306424515,3.44171157552653e-76
"127","Quant.11.0","Quant","1","11","1",0.105344378392266,3.16587121864823e-76
"128","Sigma.11.0","Sigma","2","11","1",4.72087631871892,4.03003642988449e-38
"129","Connect.11.0","Connect","3","11","1",0.232595929518492,1.1687593061882e-07
"130","Tau1.11.0","Tau1","4","11","1",1714.33935377414,1.65970151348595e-20
"131","Tau2.11.0","Tau2","5","11","1",5729094.8212128,2.33681171069046e-05
"132","NPQ.11.0","NPQ","6","11","1",0.210752399285323,2.60090221470827e-98
"133","qP.11.0","qP","7","11","1",0.644789993133646,6.33174243729647e-76
"134","ABQ.11.0","ABQ","8","11","1",0.0871320964277903,4.03003642988449e-38
"135","qm.11.0","qm","9","11","1",0.64431665730063,3.16587121864823e-76
"136","nTau1.11.0","nTau1","10","11","1",2.06471936903732,1.65970151348595e-20
"137","nTau2.11.0","nTau2","11","11","1",3.03413050734987,2.33681171069046e-05
"138","nCon.11.0","nCon","12","11","1",0.844433840483763,1.1687593061882e-07
"139","Fm.11.0","Fm","13","11","1",2305.2019762066,2.60090221470827e-98
"140","Fo.11.0","Fo","14","11","1",2062.36190695449,6.33174243729647e-76
"141","Quant.12.0","Quant","1","12","1",0.110415812551935,8.1686508910688e-76
"142","Sigma.12.0","Sigma","2","12","1",4.76644164033217,3.95125113257402e-39
"143","Connect.12.0","Connect","3","12","1",0.226196889750689,9.11886099614403e-08
"144","Tau1.12.0","Tau1","4","12","1",1698.33697506419,1.25015075910201e-16
"145","Tau2.12.0","Tau2","5","12","1",3872653.34396476,8.55907374848492e-07
"146","NPQ.12.0","NPQ","6","12","1",0.199396956224571,4.43128859277517e-98
"147","qP.12.0","qP","7","12","1",0.637954828964642,1.63373017821376e-75
"148","ABQ.12.0","ABQ","8","12","1",0.0783212069215872,3.95125113257402e-39
"149","qm.12.0","qm","9","12","1",0.627193535196536,8.1686508910688e-76
"150","nTau1.12.0","nTau1","10","12","1",2.04544639300702,1.25015075910201e-16
"151","nTau2.12.0","nTau2","11","12","1",2.05095848855694,8.55907374848492e-07
"152","nCon.12.0","nCon","12","12","1",0.82120228291644,9.11886099614403e-08
"153","Fm.12.0","Fm","13","12","1",2327.02676878132,4.43128859277517e-98
"154","Fo.12.0","Fo","14","12","1",2070.08621727623,1.63373017821376e-75
"155","Quant.13.0","Quant","1","13","1",0.114923862512767,1.69297759571512e-71
"156","Sigma.13.0","Sigma","2","13","1",5.27058920818904,4.06797212022092e-36
"157","Connect.13.0","Connect","3","13","1",0.266926664774213,5.68754190233561e-08
"158","Tau1.13.0","Tau1","4","13","1",1714.76434380394,5.13560883466662e-17
"159","Tau2.13.0","Tau2","5","13","1",3818269.03530351,1.11227014492514e-06
"160","NPQ.13.0","NPQ","6","13","1",0.18104201887327,3.58457577481436e-95
"161","qP.13.0","qP","7","13","1",0.618913361093082,3.38595519143024e-71
"162","ABQ.13.0","ABQ","8","13","1",-0.0191649592666034,4.06797212022092e-36
"163","qm.13.0","qm","9","13","1",0.611972615925894,1.69297759571512e-71
"164","nTau1.13.0","nTau1","10","13","1",2.06523121935695,5.13560883466662e-17
"165","nTau2.13.0","nTau2","11","13","1",2.02215654074849,1.11227014492514e-06
"166","nCon.13.0","nCon","12","13","1",0.969070736230964,5.68754190233561e-08
"167","Fm.13.0","Fm","13","13","1",2363.19180768191,3.58457577481436e-95
"168","Fo.13.0","Fo","14","13","1",2091.60467728457,3.38595519143024e-71
"169","Quant.14.0","Quant","1","14","1",0.119068407359901,1.58995176599889e-69
"170","Sigma.14.0","Sigma","2","14","1",5.20849024194574,1.44369939244194e-34
"171","Connect.14.0","Connect","3","14","1",0.245994239772416,2.31237100398433e-06
"172","Tau1.14.0","Tau1","4","14","1",1502.43935939574,5.00247737513562e-17
"173","Tau2.14.0","Tau2","5","14","1",3456985.96387692,1.999802669823e-07
"174","NPQ.14.0","NPQ","6","14","1",0.168161843165146,3.37271911244482e-93
"175","qP.14.0","qP","7","14","1",0.60726845110253,3.17990353199778e-69
"176","ABQ.14.0","ABQ","8","14","1",-0.00715698674172649,1.44369939244194e-34
"177","qm.14.0","qm","9","14","1",0.597979030433304,1.58995176599889e-69
"178","nTau1.14.0","nTau1","10","14","1",1.80951084119902,5.00247737513562e-17
"179","nTau2.14.0","nTau2","11","14","1",1.83082090693323,1.999802669823e-07
"180","nCon.14.0","nCon","12","14","1",0.893076078579397,2.31237100398433e-06
"181","Fm.14.0","Fm","13","14","1",2389.24840753837,3.37271911244482e-93
"182","Fo.14.0","Fo","14","14","1",2104.7644048656,3.17990353199778e-69
"183","Quant.15.0","Quant","1","15","1",0.121867205863371,9.89895564239366e-72
"184","Sigma.15.0","Sigma","2","15","1",5.14415939385468,1.50681943898761e-37
"185","Connect.15.0","Connect","3","15","1",0.257669351969075,3.25354122178156e-08
"186","Tau1.15.0","Tau1","4","15","1",1411.29279523138,8.91183179590727e-17
"187","Tau2.15.0","Tau2","5","15","1",3167419.18085899,9.74892638950982e-08
"188","NPQ.15.0","NPQ","6","15","1",0.154611449819616,4.53190052468075e-95
"189","qP.15.0","qP","7","15","1",0.591397259548115,1.97979112847873e-71
"190","ABQ.15.0","ABQ","8","15","1",0.0052825610174595,1.50681943898761e-37
"191","qm.15.0","qm","9","15","1",0.588529204799995,9.89895564239366e-72
"192","nTau1.15.0","nTau1","10","15","1",1.69973556477136,8.91183179590727e-17
"193","nTau2.15.0","nTau2","11","15","1",1.67746624311849,9.74892638950982e-08
"194","nCon.15.0","nCon","12","15","1",0.935462288220781,3.25354122178156e-08
"195","Fm.15.0","Fm","13","15","1",2417.28836481351,4.53190052468075e-95
"196","Fo.15.0","Fo","14","15","1",2122.70018602765,1.97979112847873e-71
"197","Quant.16.0","Quant","1","16","1",0.0476045587237603,7.62911739677962e-79
"198","Sigma.16.0","Sigma","2","16","1",3.16800528612296,1.29874202950399e-27
"199","Connect.16.0","Connect","3","16","1",0.402559961209192,2.75414871727947e-09
"200","Tau1.16.0","Tau1","4","16","1",1445.73188896858,9.50630672631001e-13
"201","Tau2.16.0","Tau2","5","16","1",7475694.05153682,8.94484691621535e-07
"202","NPQ.16.0","NPQ","6","16","1",0.137737279303302,5.57556270848578e-95
"203","qP.16.0","qP","7","16","1",0.402332425659519,1.52582347935592e-78
"204","ABQ.16.0","ABQ","8","16","1",0.387408152892783,1.29874202950399e-27
"205","qm.16.0","qm","9","16","1",0.83926860803577,7.62911739677962e-79
"206","nTau1.16.0","nTau1","10","16","1",1.74121338754592,9.50630672631001e-13
"207","nTau2.16.0","nTau2","11","16","1",3.95913003593475,8.94484691621535e-07
"208","nCon.16.0","nCon","12","16","1",1.46148410581642,2.75414871727947e-09
"209","Fm.16.0","Fm","13","16","1",2453.13999488398,5.57556270848578e-95
"210","Fo.16.0","Fo","14","16","1",2336.35934793992,1.52582347935592e-78
"211","Quant.17.0","Quant","1","17","1",0.0471206176913646,7.4069239593486e-84
"212","Sigma.17.0","Sigma","2","17","1",3.29943326124868,2.52856618592951e-30
"213","Connect.17.0","Connect","3","17","1",0.309825787883193,8.23114101980211e-07
"214","Tau1.17.0","Tau1","4","17","1",1792.72694541297,2.9580523446668e-12
"215","Tau2.17.0","Tau2","5","17","1",14578894.1369482,0.0101376790680756
"216","NPQ.17.0","NPQ","6","17","1",0.197171619966203,2.73329445259861e-99
"217","qP.17.0","qP","7","17","1",0.503972469760501,1.48138479186972e-83
"218","ABQ.17.0","ABQ","8","17","1",0.361994146673634,2.52856618592951e-30
"219","qm.17.0","qm","9","17","1",0.840902580030278,7.4069239593486e-84
"220","nTau1.17.0","nTau1","10","17","1",2.15912796929058,2.9580523446668e-12
"221","nTau2.17.0","nTau2","11","17","1",7.72098714452323,0.0101376790680756
"222","nCon.17.0","nCon","12","17","1",1.12481495477896,8.23114101980211e-07
"223","Fm.17.0","Fm","13","17","1",2331.35231154929,2.73329445259861e-99
"224","Fo.17.0","Fo","14","17","1",2221.49755057289,1.48138479186972e-83
"225","Quant.18.0","Quant","1","18","1",0.0530633728995085,1.93152929481723e-78
"226","Sigma.18.0","Sigma","2","18","1",3.78617210829084,2.78932564615588e-28
"227","Connect.18.0","Connect","3","18","1",0.239968489761435,0.000344859497489534
"228","Tau1.18.0","Tau1","4","18","1",1408.90932399156,1.54245033859831e-14
"229","Tau2.18.0","Tau2","5","18","1",15492033.7259646,0.00975966608132706
"230","NPQ.18.0","NPQ","6","18","1",0.218053426269002,2.69404929722827e-97
"231","qP.18.0","qP","7","18","1",0.549722672658972,3.86305858963447e-78
"232","ABQ.18.0","ABQ","8","18","1",0.267874275512276,2.78932564615588e-28
"233","qm.18.0","qm","9","18","1",0.820837541254257,1.93152929481723e-78
"234","nTau1.18.0","nTau1","10","18","1",1.69686495503849,1.54245033859831e-14
"235","nTau2.18.0","nTau2","11","18","1",8.20458617211224,0.00975966608132706
"236","nCon.18.0","nCon","12","18","1",0.871199740355847,0.000344859497489534
"237","Fm.18.0","Fm","13","18","1",2291.3845676528,2.69404929722827e-97
"238","Fo.18.0","Fo","14","18","1",2169.79597388326,3.86305858963447e-78
"239","Quant.19.0","Quant","1","19","1",0.0538103959341362,6.85776152058239e-76
"240","Sigma.19.0","Sigma","2","19","1",3.53017131312658,5.89003483798398e-26
"241","Connect.19.0","Connect","3","19","1",0.294693339684812,8.4835184843777e-05
"242","Tau1.19.0","Tau1","4","19","1",1273.83425653648,1.29053072192495e-12
"243","Tau2.19.0","Tau2","5","19","1",16928194.3946068,0.00836736847288726
"244","NPQ.19.0","NPQ","6","19","1",0.251331209948516,2.21210545067276e-93
"245","qP.19.0","qP","7","19","1",0.602258182747782,1.37155230411648e-75
"246","ABQ.19.0","ABQ","8","19","1",0.317376718155771,5.89003483798398e-26
"247","qm.19.0","qm","9","19","1",0.818315302724922,6.85776152058239e-76
"248","nTau1.19.0","nTau1","10","19","1",1.53418298228056,1.29053072192495e-12
"249","nTau2.19.0","nTau2","11","19","1",8.96517733601637,0.00836736847288726
"250","nCon.19.0","nCon","12","19","1",1.06987697123585,8.4835184843777e-05
"251","Fm.19.0","Fm","13","19","1",2230.44770348551,2.21210545067276e-93
"252","Fo.19.0","Fo","14","19","1",2110.42642945057,1.37155230411648e-75
"253","Quant.20.0","Quant","1","20","1",0.0547032758224219,3.07474953320259e-76
"254","Sigma.20.0","Sigma","2","20","1",3.67816747979138,2.65883997356141e-25
"255","Connect.20.0","Connect","3","20","1",0.421174217261529,2.04938969930777e-07
"256","Tau1.20.0","Tau1","4","20","1",1317.93230818967,6.09391862540376e-11
"257","Tau2.20.0","Tau2","5","20","1",7464754.04051551,4.95337560073713e-05
"258","NPQ.20.0","NPQ","6","20","1",0.287094815582322,2.21920688879057e-92
"259","qP.20.0","qP","7","20","1",0.655862274535739,6.14949906640517e-76
"260","ABQ.20.0","ABQ","8","20","1",0.288758948640326,2.65883997356141e-25
"261","qm.20.0","qm","9","20","1",0.815300595076148,3.07474953320259e-76
"262","nTau1.20.0","nTau1","10","20","1",1.58729387959776,6.09391862540376e-11
"263","nTau2.20.0","nTau2","11","20","1",3.95333620248875,4.95337560073713e-05
"264","nCon.20.0","nCon","12","20","1",1.52906270772301,2.04938969930777e-07
"265","Fm.20.0","Fm","13","20","1",2168.47180933338,2.21920688879057e-92
"266","Fo.20.0","Fo","14","20","1",2049.84929783427,6.14949906640517e-76
"267","Quant.21.0","Quant","1","21","1",0.0522670548532374,4.25825719137036e-84
"268","Sigma.21.0","Sigma","2","21","1",3.9243689787093,2.41569914970354e-33
"269","Connect.21.0","Connect","3","21","1",0.225423469762913,1.50250587933246e-05
"270","Tau1.21.0","Tau1","4","21","1",1026.74458670797,2.2226879680915e-15
"271","Tau2.21.0","Tau2","5","21","1",12126792.9661025,0.00116750441880958
"272","NPQ.21.0","NPQ","6","21","1",0.335458346320226,2.00779620340865e-103
"273","qP.21.0","qP","7","21","1",0.717046740274859,8.51651438274072e-84
"274","ABQ.21.0","ABQ","8","21","1",0.241151379409508,2.41569914970354e-33
"275","qm.21.0","qm","9","21","1",0.823526218798063,4.25825719137036e-84
"276","nTau1.21.0","nTau1","10","21","1",1.23659264460277,2.2226879680915e-15
"277","nTau2.21.0","nTau2","11","21","1",6.4223535554921,0.00116750441880958
"278","nCon.21.0","nCon","12","21","1",0.81839440054319,1.50250587933246e-05
"279","Fm.21.0","Fm","13","21","1",2089.94075421365,2.00779620340865e-103
"280","Fo.21.0","Fo","14","21","1",1980.70570617315,8.51651438274072e-84
"281","Quant.22.0","Quant","1","22","1",0.0585242215576625,5.12609160852873e-76
"282","Sigma.22.0","Sigma","2","22","1",3.89895253407349,2.45773964767063e-27
"283","Connect.22.0","Connect","3","22","1",0.263035836290201,0.000200184311777742
"284","Tau1.22.0","Tau1","4","22","1",1201.63804157554,1.74420671283187e-13
"285","Tau2.22.0","Tau2","5","22","1",11462102.7121041,0.00135599215728586
"286","NPQ.22.0","NPQ","6","22","1",0.367685510643791,5.15162561977695e-95
"287","qP.22.0","qP","7","22","1",0.769645394271214,1.02521832170575e-75
"288","ABQ.22.0","ABQ","8","22","1",0.246066114506242,2.45773964767063e-27
"289","qm.22.0","qm","9","22","1",0.802399605273705,5.12609160852873e-76
"290","nTau1.22.0","nTau1","10","22","1",1.44723116432639,1.74420671283187e-13
"291","nTau2.22.0","nTau2","11","22","1",6.0703333776924,0.00135599215728586
"292","nCon.22.0","nCon","12","22","1",0.954945178461234,0.000200184311777742
"293","Fm.22.0","Fm","13","22","1",2040.6948832964,5.15162561977695e-95
"294","Fo.22.0","Fo","14","22","1",1921.26480381478,1.02521832170575e-75
"295","Quant.23.0","Quant","1","23","1",0.176729106070225,8.17682998988512e-68
"296","Sigma.23.0","Sigma","2","23","1",5.00478765829751,1.11897276096326e-40
"297","Connect.23.0","Connect","3","23","1",0.220286055446278,7.81517860637738e-08
"298","Tau1.23.0","Tau1","4","23","1",1441.79147622822,3.83953678584975e-21
"299","Tau2.23.0","Tau2","5","23","1",2397130.12001655,1.75937923695746e-11
"300","NPQ.23.0","NPQ","6","23","1",0.383413160357721,1.68609736872034e-91
"301","qP.23.0","qP","7","23","1",1,1.63536599797702e-67
"302","ABQ.23.0","ABQ","8","23","1",0.0322326388135704,1.11897276096326e-40
"303","qm.23.0","qm","9","23","1",0.403294222637474,8.17682998988512e-68
"304","nTau1.23.0","nTau1","10","23","1",1.73646762557696,3.83953678584975e-21
"305","nTau2.23.0","nTau2","11","23","1",1.269520902377,1.75937923695746e-11
"306","nCon.23.0","nCon","12","23","1",0.799743143358539,7.81517860637738e-08
"307","Fm.23.0","Fm","13","23","1",2017.49477560826,1.68609736872034e-91
"308","Fo.23.0","Fo","14","23","1",1660.94472741366,1.63536599797702e-67
"309","Quant.24.0","Quant","1","24","1",0.184746786577002,5.18135798452074e-69
"310","Sigma.24.0","Sigma","2","24","1",5.21226230229251,1.02265254363906e-42
"311","Connect.24.0","Connect","3","24","1",0.215383822937978,1.3559901667195e-08
"312","Tau1.24.0","Tau1","4","24","1",1306.51404526722,7.8848308751913e-19
"313","Tau2.24.0","Tau2","5","24","1",2185901.28418301,8.99573943532465e-10
"314","NPQ.24.0","NPQ","6","24","1",0.307293487629855,3.5380159810733e-93
"315","qP.24.0","qP","7","24","1",0.929567888149552,1.03627159690415e-68
"316","ABQ.24.0","ABQ","8","24","1",-0.00788638369865247,1.02265254363906e-42
"317","qm.24.0","qm","9","24","1",0.376223433983456,5.18135798452074e-69
"318","nTau1.24.0","nTau1","10","24","1",1.57354192986573,7.8848308751913e-19
"319","nTau2.24.0","nTau2","11","24","1",1.1576540412349,8.99573943532465e-10
"320","nCon.24.0","nCon","12","24","1",0.781945707984248,1.3559901667195e-08
"321","Fm.24.0","Fm","13","24","1",2134.96728159305,3.5380159810733e-93
"322","Fo.24.0","Fo","14","24","1",1740.5389368717,1.03627159690415e-68
"323","Quant.25.0","Quant","1","25","1",0.189416602278754,1.0864566044454e-68
"324","Sigma.25.0","Sigma","2","25","1",5.41498404627107,6.01177802394488e-43
"325","Connect.25.0","Connect","3","25","1",0.199498509698416,7.67627243616393e-08
"326","Tau1.25.0","Tau1","4","25","1",1448.5078859604,1.0473412711674e-18
"327","Tau2.25.0","Tau2","5","25","1",1977387.27307404,1.23329256045192e-10
"328","NPQ.25.0","NPQ","6","25","1",0.28565527750653,1.81062431769669e-93
"329","qP.25.0","qP","7","25","1",0.912616562488232,2.17291320889081e-68
"330","ABQ.25.0","ABQ","8","25","1",-0.0470863459388053,6.01177802394488e-43
"331","qm.25.0","qm","9","25","1",0.360456331040343,1.0864566044454e-68
"332","nTau1.25.0","nTau1","10","25","1",1.74455674820831,1.0473412711674e-18
"333","nTau2.25.0","nTau2","11","25","1",1.04722495216256,1.23329256045192e-10
"334","nCon.25.0","nCon","12","25","1",0.724274466299408,7.67627243616393e-08
"335","Fm.25.0","Fm","13","25","1",2170.89983011814,1.81062431769669e-93
"336","Fo.25.0","Fo","14","25","1",1759.69536040963,2.17291320889081e-68
"337","Quant.26.0","Quant","1","26","1",0.190709362825408,1.26779897625465e-65
"338","Sigma.26.0","Sigma","2","26","1",5.45819180206343,1.43255861785656e-40
"339","Connect.26.0","Connect","3","26","1",0.213857444323516,3.18652011326739e-07
"340","Tau1.26.0","Tau1","4","26","1",1443.38482666409,2.22578490047519e-19
"341","Tau2.26.0","Tau2","5","26","1",1830420.17213608,5.54374545896592e-12
"342","NPQ.26.0","NPQ","6","26","1",0.276258370629603,1.64203484723114e-90
"343","qP.26.0","qP","7","26","1",0.903653276666423,2.53559795250931e-65
