"","uni","metric","metrix","stage","col","ASnormalized.icra9.002r","pval"
"201","Tau2.16.0","Tau2","5","16","1",7918995.0658723,1.63180397481115e-07
"202","NPQ.16.0","NPQ","6","16","1",0.215778514318443,2.72103321535115e-96
"203","qP.16.0","qP","7","16","1",0.461295494165204,3.28123112977013e-80
"204","ABQ.16.0","ABQ","8","16","1",0.361082546457768,4.60931906306009e-32
"205","qm.16.0","qm","9","16","1",0.824966309894342,1.64061556488506e-80
"206","nTau1.16.0","nTau1","10","16","1",1.87549674785957,4.22732011212099e-15
"207","nTau2.16.0","nTau2","11","16","1",4.40438193374999,1.63180397481115e-07
"208","nCon.16.0","nCon","12","16","1",1.5615426468326,3.06140862555945e-14
"209","Fm.16.0","Fm","13","16","1",2151.36547550761,2.72103321535115e-96
"210","Fo.16.0","Fo","14","16","1",2030.57811708265,3.28123112977013e-80
"211","Quant.17.0","Quant","1","17","1",0.0605105739915005,4.32792945722179e-81
"212","Sigma.17.0","Sigma","2","17","1",3.39156227522986,5.11219409367807e-33
"213","Connect.17.0","Connect","3","17","1",0.338454240346398,9.14021591271579e-10
"214","Tau1.17.0","Tau1","4","17","1",1785.15401366625,1.91809791996604e-13
"215","Tau2.17.0","Tau2","5","17","1",8154508.18304885,3.5907554778558e-05
"216","NPQ.17.0","NPQ","6","17","1",0.28897010844022,7.03622835982246e-98
"217","qP.17.0","qP","7","17","1",0.559201110716512,8.65585891444359e-81
"218","ABQ.17.0","ABQ","8","17","1",0.306185105713831,5.11219409367807e-33
"219","qm.17.0","qm","9","17","1",0.811354854927034,4.32792945722179e-81
"220","nTau1.17.0","nTau1","10","17","1",2.22397334804371,1.91809791996604e-13
"221","nTau2.17.0","nTau2","11","17","1",4.53536947823324,3.5907554778558e-05
"222","nCon.17.0","nCon","12","17","1",1.18344557479412,9.14021591271579e-10
"223","Fm.17.0","Fm","13","17","1",2029.20448227751,7.03622835982246e-98
"224","Fo.17.0","Fo","14","17","1",1906.41615430878,8.65585891444359e-81
"225","Quant.18.0","Quant","1","18","1",0.0653416504530526,1.64517706001396e-78
"226","Sigma.18.0","Sigma","2","18","1",3.51148607405547,2.74502616299944e-31
"227","Connect.18.0","Connect","3","18","1",0.487165546906701,2.40363589185189e-14
"228","Tau1.18.0","Tau1","4","18","1",1492.65379467135,1.45252940058096e-13
"229","Tau2.18.0","Tau2","5","18","1",8104707.05028451,3.09658035028236e-05
"230","NPQ.18.0","NPQ","6","18","1",0.308446157340106,2.73812501030737e-94
"231","qP.18.0","qP","7","18","1",0.589192176784378,3.29035412002792e-78
"232","ABQ.18.0","ABQ","8","18","1",0.281652188122352,2.74502616299944e-31
"233","qm.18.0","qm","9","18","1",0.796293700159669,1.64517706001396e-78
"234","nTau1.18.0","nTau1","10","18","1",1.85957190908572,1.45252940058096e-13
"235","nTau2.18.0","nTau2","11","18","1",4.50767111403387,3.09658035028236e-05
"236","nCon.18.0","nCon","12","18","1",1.70343237564058,2.40363589185189e-14
"237","Fm.18.0","Fm","13","18","1",1999.00004054103,2.73812501030737e-94
"238","Fo.18.0","Fo","14","18","1",1868.38207863636,3.29035412002792e-78
"239","Quant.19.0","Quant","1","19","1",0.0630197073642027,4.55570311755921e-80
"240","Sigma.19.0","Sigma","2","19","1",3.09605937896264,7.18201367921193e-32
"241","Connect.19.0","Connect","3","19","1",0.352007147904264,4.12819882170282e-09
"242","Tau1.19.0","Tau1","4","19","1",1184.62948901029,3.12072132661863e-16
"243","Tau2.19.0","Tau2","5","19","1",11673788.7136238,9.81136485956936e-05
"244","NPQ.19.0","NPQ","6","19","1",0.348925044189612,1.6317147558799e-94
"245","qP.19.0","qP","7","19","1",0.629852492756805,9.11140623511841e-80
"246","ABQ.19.0","ABQ","8","19","1",0.366636394558588,7.18201367921193e-32
"247","qm.19.0","qm","9","19","1",0.803532489382008,4.55570311755921e-80
"248","nTau1.19.0","nTau1","10","19","1",1.47583031530975,3.12072132661863e-16
"249","nTau2.19.0","nTau2","11","19","1",6.49272081634208,9.81136485956936e-05
"250","nCon.19.0","nCon","12","19","1",1.230834930763,4.12819882170282e-09
"251","Fm.19.0","Fm","13","19","1",1939.01353736077,1.6317147558799e-94
"252","Fo.19.0","Fo","14","19","1",1816.81747166106,9.11140623511841e-80
"253","Quant.20.0","Quant","1","20","1",0.0653581755360672,3.0905270354892e-80
"254","Sigma.20.0","Sigma","2","20","1",3.32088958231998,1.57530487213003e-31
"255","Connect.20.0","Connect","3","20","1",0.444138518999419,6.67306014084751e-12
"256","Tau1.20.0","Tau1","4","20","1",1314.79950486643,1.37565951595931e-12
"257","Tau2.20.0","Tau2","5","20","1",6622644.99778998,1.51218020688361e-05
"258","NPQ.20.0","NPQ","6","20","1",0.398496448418698,4.91092768679019e-94
"259","qP.20.0","qP","7","20","1",0.684082087648189,6.18105407097835e-80
"260","ABQ.20.0","ABQ","8","20","1",0.32064268100835,1.57530487213003e-31
"261","qm.20.0","qm","9","20","1",0.796242182276479,3.0905270354892e-80
"262","nTau1.20.0","nTau1","10","20","1",1.63799819761136,1.37565951595931e-12
"263","nTau2.20.0","nTau2","11","20","1",3.68337872915355,1.51218020688361e-05
"264","nCon.20.0","nCon","12","20","1",1.5529832463246,6.67306014084751e-12
"265","Fm.20.0","Fm","13","20","1",1870.28284878815,4.91092768679019e-94
"266","Fo.20.0","Fo","14","20","1",1748.04457405496,6.18105407097835e-80
"267","Quant.21.0","Quant","1","21","1",0.063519778101443,3.28001424333805e-77
"268","Sigma.21.0","Sigma","2","21","1",3.53094355492038,2.99304611829379e-30
"269","Connect.21.0","Connect","3","21","1",0.250354624010949,4.64926109408398e-05
"270","Tau1.21.0","Tau1","4","21","1",1188.24036229201,8.06386765207204e-16
"271","Tau2.21.0","Tau2","5","21","1",6156531.94096205,4.06376884102965e-08
"272","NPQ.21.0","NPQ","6","21","1",0.456691593916209,4.33044204013975e-95
"273","qP.21.0","qP","7","21","1",0.736546082708554,6.5600284866761e-77
"274","ABQ.21.0","ABQ","8","21","1",0.277671754052791,2.99304611829379e-30
"275","qm.21.0","qm","9","21","1",0.80197349050709,3.28001424333805e-77
"276","nTau1.21.0","nTau1","10","21","1",1.48032879884687,8.06386765207204e-16
"277","nTau2.21.0","nTau2","11","21","1",3.42413624832094,4.06376884102965e-08
"278","nCon.21.0","nCon","12","21","1",0.875394770092905,4.64926109408398e-05
"279","Fm.21.0","Fm","13","21","1",1795.56464284717,4.33044204013975e-95
"280","Fo.21.0","Fo","14","21","1",1681.51077516672,6.5600284866761e-77
"281","Quant.22.0","Quant","1","22","1",0.0726427688725191,1.39077926017287e-79
"282","Sigma.22.0","Sigma","2","22","1",3.46273482913758,1.18254385380502e-33
"283","Connect.22.0","Connect","3","22","1",0.256818096299418,1.80357049236861e-06
"284","Tau1.22.0","Tau1","4","22","1",1128.72330449585,2.16353268972289e-14
"285","Tau2.22.0","Tau2","5","22","1",7523730.86897891,8.97365567044887e-06
"286","NPQ.22.0","NPQ","6","22","1",0.506041849869875,2.45355338754361e-96
"287","qP.22.0","qP","7","22","1",0.79248781837431,2.78155852034574e-79
"288","ABQ.22.0","ABQ","8","22","1",0.291625273412885,1.18254385380502e-33
"289","qm.22.0","qm","9","22","1",0.773532049549172,1.39077926017287e-79
"290","nTau1.22.0","nTau1","10","22","1",1.40618149879358,2.16353268972289e-14
"291","nTau2.22.0","nTau2","11","22","1",4.18454412941065,8.97365567044887e-06
"292","nCon.22.0","nCon","12","22","1",0.897995071007331,1.80357049236861e-06
"293","Fm.22.0","Fm","13","22","1",1736.7272508361,2.45355338754361e-96
"294","Fo.22.0","Fo","14","22","1",1610.56657455901,2.78155852034574e-79
"295","Quant.23.0","Quant","1","23","1",0.201678192824907,2.01760008416244e-68
"296","Sigma.23.0","Sigma","2","23","1",4.94187431586276,5.25697075580656e-44
"297","Connect.23.0","Connect","3","23","1",0.224649370532762,9.05046274676906e-10
"298","Tau1.23.0","Tau1","4","23","1",1099.04082965729,5.2059066260753e-20
"299","Tau2.23.0","Tau2","5","23","1",2012821.45240388,4.45386899416113e-11
"300","NPQ.23.0","NPQ","6","23","1",0.549704534914324,4.40420005851776e-92
"301","qP.23.0","qP","7","23","1",1,4.03520016832488e-68
"302","ABQ.23.0","ABQ","8","23","1",-0.0109635996005619,5.25697075580656e-44
"303","qm.23.0","qm","9","23","1",0.371256799698309,2.01760008416244e-68
"304","nTau1.23.0","nTau1","10","23","1",1.36920259812756,5.2059066260753e-20
"305","nTau2.23.0","nTau2","11","23","1",1.11948983009696,4.45386899416113e-11
"306","nCon.23.0","nCon","12","23","1",0.785513288783681,9.05046274676906e-10
"307","Fm.23.0","Fm","13","23","1",1687.7952297618,4.40420005851776e-92
"308","Fo.23.0","Fo","14","23","1",1347.40373796494,4.03520016832488e-68
"309","Quant.24.0","Quant","1","24","1",0.215747195207545,2.59304143930676e-68
"310","Sigma.24.0","Sigma","2","24","1",4.84342307596696,2.95268804339535e-45
"311","Connect.24.0","Connect","3","24","1",0.241847434824119,1.0704476227758e-11
"312","Tau1.24.0","Tau1","4","24","1",1084.91510241794,2.83369476203929e-21
"313","Tau2.24.0","Tau2","5","24","1",1991902.54000074,3.60395471135853e-11
"314","NPQ.24.0","NPQ","6","24","1",0.465178489332674,4.85133893325645e-92
"315","qP.24.0","qP","7","24","1",0.958510508076481,5.18608287861352e-68
"316","ABQ.24.0","ABQ","8","24","1",0.00917665761939901,2.95268804339535e-45
"317","qm.24.0","qm","9","24","1",0.327395887126609,2.59304143930676e-68
"318","nTau1.24.0","nTau1","10","24","1",1.35160454179094,2.83369476203929e-21
"319","nTau2.24.0","nTau2","11","24","1",1.10785516192307,3.60395471135853e-11
"320","nCon.24.0","nCon","12","24","1",0.845648369555017,1.0704476227758e-11
"321","Fm.24.0","Fm","13","24","1",1785.16401968194,4.85133893325645e-92
"322","Fo.24.0","Fo","14","24","1",1400.01988945013,5.18608287861352e-68
"323","Quant.25.0","Quant","1","25","1",0.217061631643206,9.56538049180085e-68
"324","Sigma.25.0","Sigma","2","25","1",5.09574229657616,6.24221193872807e-45
"325","Connect.25.0","Connect","3","25","1",0.246561772284301,1.00796096509714e-11
"326","Tau1.25.0","Tau1","4","25","1",1204.14669514859,1.35234326124828e-19
"327","Tau2.25.0","Tau2","5","25","1",1836292.6850269,1.32789325183537e-10
"328","NPQ.25.0","NPQ","6","25","1",0.439982874798603,3.69229514516732e-92
"329","qP.25.0","qP","7","25","1",0.94107699625213,1.91307609836017e-67
"330","ABQ.25.0","ABQ","8","25","1",-0.0424405085025101,6.24221193872807e-45
"331","qm.25.0","qm","9","25","1",0.323298057016299,9.56538049180085e-68
"332","nTau1.25.0","nTau1","10","25","1",1.50014516206671,1.35234326124828e-19
"333","nTau2.25.0","nTau2","11","25","1",1.02130816596473,1.32789325183537e-10
"334","nCon.25.0","nCon","12","25","1",0.862132612150494,1.00796096509714e-11
"335","Fm.25.0","Fm","13","25","1",1816.39932484228,3.69229514516732e-92
"336","Fo.25.0","Fo","14","25","1",1422.1287236764,1.91307609836017e-67
"337","Quant.26.0","Quant","1","26","1",0.221966736926882,2.41209569090129e-63
"338","Sigma.26.0","Sigma","2","26","1",5.1122989925677,2.88658526421587e-41
"339","Connect.26.0","Connect","3","26","1",0.21834129489331,6.94881238816594e-08
"340","Tau1.26.0","Tau1","4","26","1",1282.57016764853,3.33243881096895e-20
"341","Tau2.26.0","Tau2","5","26","1",1623759.49790962,3.71349010759793e-12
"342","NPQ.26.0","NPQ","6","26","1",0.42660546729819,3.56911330710101e-88
