"","uni","metric","metrix","stage","col","ASnormalized.aglo1.005r","pval"
"122","nTau1.10.0","nTau1","10","10","1",2.89549656177108,4.50283120224225e-21
"123","nTau2.10.0","nTau2","11","10","1",8.26577482453276,5.95653603074644e-07
"124","nCon.10.0","nCon","12","10","1",0.800458690357312,5.34150257329519e-07
"125","Fm.10.0","Fm","13","10","1",2612.30436079436,4.82172492641104e-95
"126","Fo.10.0","Fo","14","10","1",2360.55152224253,9.90131970445027e-72
"127","Quant.11.0","Quant","1","11","1",0.107385408172799,2.90453750327608e-74
"128","Sigma.11.0","Sigma","2","11","1",4.61230249897688,3.38732278883041e-37
"129","Connect.11.0","Connect","3","11","1",0.236261911935472,3.07117443575245e-07
"130","Tau1.11.0","Tau1","4","11","1",1581.27521849065,4.50671301182508e-18
"131","Tau2.11.0","Tau2","5","11","1",4097448.43705277,2.89052031392927e-07
"132","NPQ.11.0","NPQ","6","11","1",0.28072352901161,2.04257946116764e-96
"133","qP.11.0","qP","7","11","1",0.608204470930292,5.80907500655215e-74
"134","ABQ.11.0","ABQ","8","11","1",-0.0897300847076454,3.38732278883041e-37
"135","qm.11.0","qm","9","11","1",0.724879281760736,2.90453750327608e-74
"136","nTau1.11.0","nTau1","10","11","1",2.55174833115244,4.50671301182508e-18
"137","nTau2.11.0","nTau2","11","11","1",5.44806738289305,2.89052031392927e-07
"138","nCon.11.0","nCon","12","11","1",0.685845045699451,3.07117443575245e-07
"139","Fm.11.0","Fm","13","11","1",2659.69481182173,2.04257946116764e-96
"140","Fo.11.0","Fo","14","11","1",2374.08239883918,5.80907500655215e-74
"141","Quant.12.0","Quant","1","12","1",0.113808572665861,2.11734541026952e-72
"142","Sigma.12.0","Sigma","2","12","1",4.81075638623858,1.97281873563045e-36
"143","Connect.12.0","Connect","3","12","1",0.261387364251707,5.95539638750914e-08
"144","Tau1.12.0","Tau1","4","12","1",1616.60134756847,3.65359321508237e-18
"145","Tau2.12.0","Tau2","5","12","1",4202496.60509804,2.07777337294587e-06
"146","NPQ.12.0","NPQ","6","12","1",0.282190294606747,3.52019377588442e-95
"147","qP.12.0","qP","7","12","1",0.61985885756539,4.23469082053905e-72
"148","ABQ.12.0","ABQ","8","12","1",-0.136617983197439,1.97281873563045e-36
"149","qm.12.0","qm","9","12","1",0.708423176049834,2.11734541026952e-72
"150","nTau1.12.0","nTau1","10","12","1",2.60875510003512,3.65359321508237e-18
"151","nTau2.12.0","nTau2","11","12","1",5.58774198935906,2.07777337294587e-06
"152","nCon.12.0","nCon","12","12","1",0.758781757549791,5.95539638750914e-08
"153","Fm.12.0","Fm","13","12","1",2656.65224562859,3.52019377588442e-95
"154","Fo.12.0","Fo","14","12","1",2354.30244548404,4.23469082053905e-72
"155","Quant.13.0","Quant","1","13","1",0.12278822693396,2.30965216315892e-72
"156","Sigma.13.0","Sigma","2","13","1",4.86349038440512,6.00396513870734e-38
"157","Connect.13.0","Connect","3","13","1",0.232082164269577,2.54398412692877e-07
"158","Tau1.13.0","Tau1","4","13","1",1475.28578883899,3.78108103557764e-17
"159","Tau2.13.0","Tau2","5","13","1",3178190.90537615,3.09335651216794e-08
"160","NPQ.13.0","NPQ","6","13","1",0.277339026273108,2.2901886973644e-95
"161","qP.13.0","qP","7","13","1",0.628699774447096,4.61930432631784e-72
"162","ABQ.13.0","ABQ","8","13","1",-0.149077231978659,6.00396513870734e-38
"163","qm.13.0","qm","9","13","1",0.68541736014043,2.30965216315892e-72
"164","nTau1.13.0","nTau1","10","13","1",2.38071020504333,3.78108103557764e-17
"165","nTau2.13.0","nTau2","11","13","1",4.22580014713779,3.09335651216794e-08
"166","nCon.13.0","nCon","12","13","1",0.673711650157852,2.54398412692877e-07
"167","Fm.13.0","Fm","13","13","1",2666.74207506903,2.2901886973644e-95
"168","Fo.13.0","Fo","14","13","1",2339.29754398111,4.61930432631784e-72
"169","Quant.14.0","Quant","1","14","1",0.123893264965202,1.62401825389241e-72
"170","Sigma.14.0","Sigma","2","14","1",4.77550000728222,2.5999497277712e-38
"171","Connect.14.0","Connect","3","14","1",0.272709568890776,1.97715403097657e-09
"172","Tau1.14.0","Tau1","4","14","1",1640.03956390876,2.90183189892345e-19
"173","Tau2.14.0","Tau2","5","14","1",3899815.59879365,1.47855058926397e-06
"174","NPQ.14.0","NPQ","6","14","1",0.286620015860333,3.46160153881896e-95
"175","qP.14.0","qP","7","14","1",0.640365994652617,3.24803650778482e-72
"176","ABQ.14.0","ABQ","8","14","1",-0.128288100923863,2.5999497277712e-38
"177","qm.14.0","qm","9","14","1",0.68258625988193,1.62401825389241e-72
"178","nTau1.14.0","nTau1","10","14","1",2.64657800950221,2.90183189892345e-19
"179","nTau2.14.0","nTau2","11","14","1",5.18528994067524,1.47855058926397e-06
"180","nCon.14.0","nCon","12","14","1",0.791649001764007,1.97715403097657e-09
"181","Fm.14.0","Fm","13","14","1",2647.505622095,3.46160153881896e-95
"182","Fo.14.0","Fo","14","14","1",2319.49750655993,3.24803650778482e-72
"183","Quant.15.0","Quant","1","15","1",0.132913080427893,2.88179960001945e-74
"184","Sigma.15.0","Sigma","2","15","1",4.98703279173652,3.42139330392804e-41
"185","Connect.15.0","Connect","3","15","1",0.202765327629032,2.25061368838842e-07
"186","Tau1.15.0","Tau1","4","15","1",1620.19543504278,1.08734148135718e-19
"187","Tau2.15.0","Tau2","5","15","1",3273752.87494372,3.04749124533613e-08
"188","NPQ.15.0","NPQ","6","15","1",0.281327094519148,1.79571314221773e-97
"189","qP.15.0","qP","7","15","1",0.648848880830193,5.76359920003889e-74
"190","ABQ.15.0","ABQ","8","15","1",-0.178266097634391,3.42139330392804e-41
"191","qm.15.0","qm","9","15","1",0.659477551252839,2.88179960001945e-74
"192","nTau1.15.0","nTau1","10","15","1",2.61455498016182,1.08734148135718e-19
"193","nTau2.15.0","nTau2","11","15","1",4.35286167272971,3.04749124533613e-08
"194","nCon.15.0","nCon","12","15","1",0.588607762693376,2.25061368838842e-07
"195","Fm.15.0","Fm","13","15","1",2658.44197009548,1.79571314221773e-97
"196","Fo.15.0","Fo","14","15","1",2305.10025871129,5.76359920003889e-74
"197","Quant.16.0","Quant","1","16","1",0.0512939980796716,7.7889679424243e-80
"198","Sigma.16.0","Sigma","2","16","1",3.26036001121827,1.77982612848459e-29
"199","Connect.16.0","Connect","3","16","1",0.385137319626058,1.22201330004465e-09
"200","Tau1.16.0","Tau1","4","16","1",1820.07216462032,1.11092256990834e-11
"201","Tau2.16.0","Tau2","5","16","1",11700884.7061716,0.00206587091618711
"202","NPQ.16.0","NPQ","6","16","1",0.253432475878244,1.40808635483304e-96
"203","qP.16.0","qP","7","16","1",0.487933455200963,1.55779358848486e-79
"204","ABQ.16.0","ABQ","8","16","1",0.229687907072351,1.77982612848459e-29
"205","qm.16.0","qm","9","16","1",0.868585110089312,7.7889679424243e-80
"206","nTau1.16.0","nTau1","10","16","1",2.93710168498056,1.11092256990834e-11
"207","nTau2.16.0","nTau2","11","16","1",15.5577817019554,0.00206587091618711
"208","nCon.16.0","nCon","12","16","1",1.11801568189985,1.22201330004465e-09
"209","Fm.16.0","Fm","13","16","1",2717.60449090285,1.40808635483304e-96
"210","Fo.16.0","Fo","14","16","1",2578.20769136517,1.55779358848486e-79
"211","Quant.17.0","Quant","1","17","1",0.0471320076364751,7.66291730797369e-81
"212","Sigma.17.0","Sigma","2","17","1",3.54609457819381,5.36404310074778e-26
"213","Connect.17.0","Connect","3","17","1",0.389304702232287,1.19202074904952e-06
"214","Tau1.17.0","Tau1","4","17","1",1343.73718152891,2.22704986402761e-08
"215","Tau2.17.0","Tau2","5","17","1",9240155.07077551,0.000406124260313836
"216","NPQ.17.0","NPQ","6","17","1",0.309794287409187,7.98239987319262e-96
"217","qP.17.0","qP","7","17","1",0.546923777928542,1.53258346159474e-80
"218","ABQ.17.0","ABQ","8","17","1",0.162178554868496,5.36404310074778e-26
"219","qm.17.0","qm","9","17","1",0.879248102571444,7.66291730797369e-81
"220","nTau1.17.0","nTau1","10","17","1",2.16842651448544,2.22704986402761e-08
"221","nTau2.17.0","nTau2","11","17","1",12.2859355590025,0.000406124260313836
"222","nCon.17.0","nCon","12","17","1",1.13011318289187,1.19202074904952e-06
"223","Fm.17.0","Fm","13","17","1",2600.66314094867,7.98239987319262e-96
"224","Fo.17.0","Fo","14","17","1",2478.08866592957,1.53258346159474e-80
"225","Quant.18.0","Quant","1","18","1",0.0440182989753049,1.84013452082603e-78
"226","Sigma.18.0","Sigma","2","18","1",3.4319637809685,5.97891053749684e-25
"227","Connect.18.0","Connect","3","18","1",0.397950375089432,3.36084788480396e-07
"228","Tau1.18.0","Tau1","4","18","1",1258.72094248709,9.9164150324577e-13
"229","Tau2.18.0","Tau2","5","18","1",7207627.7748585,1.35205608328216e-07
"230","NPQ.18.0","NPQ","6","18","1",0.353387762909753,4.16408303921329e-95
"231","qP.18.0","qP","7","18","1",0.589336846784192,3.68026904165205e-78
"232","ABQ.18.0","ABQ","8","18","1",0.189143777413129,5.97891053749684e-25
"233","qm.18.0","qm","9","18","1",0.887225403936919,1.84013452082603e-78
"234","nTau1.18.0","nTau1","10","18","1",2.03123341643455,9.9164150324577e-13
"235","nTau2.18.0","nTau2","11","18","1",9.58343769091703,1.35205608328216e-07
"236","nCon.18.0","nCon","12","18","1",1.15521071912712,3.36084788480396e-07
"237","Fm.18.0","Fm","13","18","1",2516.89413695204,4.16408303921329e-95
"238","Fo.18.0","Fo","14","18","1",2406.10473834249,3.68026904165205e-78
"239","Quant.19.0","Quant","1","19","1",0.0467489571633346,4.06407964986874e-84
"240","Sigma.19.0","Sigma","2","19","1",3.40949522492358,1.48949571076927e-30
"241","Connect.19.0","Connect","3","19","1",0.246022935915657,5.8200571053965e-05
"242","Tau1.19.0","Tau1","4","19","1",1233.72086644108,1.15366493101166e-11
"243","Tau2.19.0","Tau2","5","19","1",9909754.8681105,3.15607279308533e-05
"244","NPQ.19.0","NPQ","6","19","1",0.385493455993792,6.50857688928855e-101
"245","qP.19.0","qP","7","19","1",0.626144043301122,8.12815929973748e-84
"246","ABQ.19.0","ABQ","8","19","1",0.194452332410882,1.48949571076927e-30
"247","qm.19.0","qm","9","19","1",0.880229475395606,4.06407964986874e-84
"248","nTau1.19.0","nTau1","10","19","1",1.99089008999579,1.15366493101166e-11
"249","nTau2.19.0","nTau2","11","19","1",13.1762517817678,3.15607279308533e-05
"250","nCon.19.0","nCon","12","19","1",0.714180336322139,5.8200571053965e-05
"251","Fm.19.0","Fm","13","19","1",2458.57077906361,6.50857688928855e-101
"252","Fo.19.0","Fo","14","19","1",2343.63515903014,8.12815929973748e-84
"253","Quant.20.0","Quant","1","20","1",0.0515753358738442,5.72134045549161e-83
"254","Sigma.20.0","Sigma","2","20","1",3.32035355426044,1.03495307473539e-29
"255","Connect.20.0","Connect","3","20","1",0.272301413090421,4.53195548391213e-05
"256","Tau1.20.0","Tau1","4","20","1",1536.1318659294,1.57442646343116e-09
"257","Tau2.20.0","Tau2","5","20","1",9368608.53582644,0.000355046967648467
"258","NPQ.20.0","NPQ","6","20","1",0.429962968054649,5.13152988980695e-98
"259","qP.20.0","qP","7","20","1",0.675861022762408,1.14426809109832e-82
"260","ABQ.20.0","ABQ","8","20","1",0.215513474940947,1.03495307473539e-29
"261","qm.20.0","qm","9","20","1",0.867864324488013,5.72134045549161e-83
"262","nTau1.20.0","nTau1","10","20","1",2.47889923239103,1.57442646343116e-09
"263","nTau2.20.0","nTau2","11","20","1",12.4567304192465,0.000355046967648467
"264","nCon.20.0","nCon","12","20","1",0.790464165701124,4.53195548391213e-05
"265","Fm.20.0","Fm","13","20","1",2382.11324459978,5.13152988980695e-98
"266","Fo.20.0","Fo","14","20","1",2259.25495392002,1.14426809109832e-82
"267","Quant.21.0","Quant","1","21","1",0.0506685516578066,9.96017383624184e-82
"268","Sigma.21.0","Sigma","2","21","1",3.36701956643516,4.1774631941293e-30
"269","Connect.21.0","Connect","3","21","1",0.320658350460346,2.81771411058945e-07
"270","Tau1.21.0","Tau1","4","21","1",1522.25322200344,5.08544720496282e-12
"271","Tau2.21.0","Tau2","5","21","1",11464851.292036,0.000533374741193128
"272","NPQ.21.0","NPQ","6","21","1",0.470440795954283,2.34688727629381e-98
"273","qP.21.0","qP","7","21","1",0.711267022500865,1.99203476724837e-81
"274","ABQ.21.0","ABQ","8","21","1",0.204487884704529,4.1774631941293e-30
"275","qm.21.0","qm","9","21","1",0.870187499759674,9.96017383624184e-82
"276","nTau1.21.0","nTau1","10","21","1",2.45650287401988,5.08544720496282e-12
"277","nTau2.21.0","nTau2","11","21","1",15.2439459174227,0.000533374741193128
"278","nCon.21.0","nCon","12","21","1",0.930839589097425,2.81771411058945e-07
"279","Fm.21.0","Fm","13","21","1",2316.53918665903,2.34688727629381e-98
"280","Fo.21.0","Fo","14","21","1",2199.16350121247,1.99203476724837e-81
"281","Quant.22.0","Quant","1","22","1",0.0505751707586855,4.67614928619079e-79
"282","Sigma.22.0","Sigma","2","22","1",3.36658309663703,2.23915871124487e-28
"283","Connect.22.0","Connect","3","22","1",0.364510464734616,3.4967450281897e-08
"284","Tau1.22.0","Tau1","4","22","1",1165.08538512874,1.1230650177968e-12
"285","Tau2.22.0","Tau2","5","22","1",12246160.6554293,0.00024468812351416
"286","NPQ.22.0","NPQ","6","22","1",0.521532137851935,2.9595200089554e-96
"287","qP.22.0","qP","7","22","1",0.754653723041377,9.35229857238158e-79
"288","ABQ.22.0","ABQ","8","22","1",0.204591007661056,2.23915871124487e-28
"289","qm.22.0","qm","9","22","1",0.870426741016686,4.67614928619079e-79
"290","nTau1.22.0","nTau1","10","22","1",1.88013108179242,1.1230650177968e-12
"291","nTau2.22.0","nTau2","11","22","1",16.2827939039306,0.00024468812351416
"292","nCon.22.0","nCon","12","22","1",1.05813795501715,3.4967450281897e-08
"293","Fm.22.0","Fm","13","22","1",2238.75240012951,2.9595200089554e-96
"294","Fo.22.0","Fo","14","22","1",2125.52711520654,9.35229857238158e-79
"295","Quant.23.0","Quant","1","23","1",0.190161707119878,3.97607271904754e-70
"296","Sigma.23.0","Sigma","2","23","1",4.61108542645625,2.29458494581868e-44
"297","Connect.23.0","Connect","3","23","1",0.271393382386835,6.70383126737259e-13
"298","Tau1.23.0","Tau1","4","23","1",1356.98228310829,8.2949965020349e-16
"299","Tau2.23.0","Tau2","5","23","1",1815782.28498163,3.87352055495131e-11
"300","NPQ.23.0","NPQ","6","23","1",0.614032433258642,5.9152288789045e-93
"301","qP.23.0","qP","7","23","1",1,7.95214543809509e-70
"302","ABQ.23.0","ABQ","8","23","1",-0.0894425318983278,2.29458494581868e-44
"303","qm.23.0","qm","9","23","1",0.512806941514449,3.97607271904754e-70
"304","nTau1.23.0","nTau1","10","23","1",2.18980050773841,8.2949965020349e-16
"305","nTau2.23.0","nTau2","11","23","1",2.41430841491174,3.87352055495131e-11
"306","nCon.23.0","nCon","12","23","1",0.787828242059028,6.70383126737259e-13
"307","Fm.23.0","Fm","13","23","1",2110.44936600995,5.9152288789045e-93
"308","Fo.23.0","Fo","14","23","1",1709.12271177943,7.95214543809509e-70
"309","Quant.24.0","Quant","1","24","1",0.208132440802824,4.4025869002578e-66
"310","Sigma.24.0","Sigma","2","24","1",4.74945399197125,4.40391771091862e-42
"311","Connect.24.0","Connect","3","24","1",0.179844349392257,1.82994287328506e-06
"312","Tau1.24.0","Tau1","4","24","1",1360.71172144745,5.51789193083298e-19
"313","Tau2.24.0","Tau2","5","24","1",1770524.64150545,6.24782241637964e-13
"314","NPQ.24.0","NPQ","6","24","1",0.540105494613669,4.51929762387057e-90
"315","qP.24.0","qP","7","24","1",0.975080801809996,8.80517380051561e-66
"316","ABQ.24.0","ABQ","8","24","1",-0.122134314072846,4.40391771091862e-42
"317","qm.24.0","qm","9","24","1",0.466766038543881,4.4025869002578e-66
"318","nTau1.24.0","nTau1","10","24","1",2.19581880736572,5.51789193083298e-19
"319","nTau2.24.0","nTau2","11","24","1",2.35413274826526,6.24782241637964e-13
"320","nCon.24.0","nCon","12","24","1",0.522070421835106,1.82994287328506e-06
"321","Fm.24.0","Fm","13","24","1",2211.75350481083,4.51929762387057e-90
"322","Fo.24.0","Fo","14","24","1",1751.41584940035,8.80517380051561e-66
"323","Quant.25.0","Quant","1","25","1",0.214599194291472,8.15136993864972e-68
"324","Sigma.25.0","Sigma","2","25","1",4.89462870377122,1.98653369306854e-44
"325","Connect.25.0","Connect","3","25","1",0.187804192323164,5.12004678453242e-08
"326","Tau1.25.0","Tau1","4","25","1",1474.27026049778,4.03703112646467e-18
"327","Tau2.25.0","Tau2","5","25","1",1733145.49479278,9.22459877543338e-12
"328","NPQ.25.0","NPQ","6","25","1",0.51372673888527,3.56855359306832e-92
"329","qP.25.0","qP","7","25","1",0.965672012143204,1.63027398772994e-67
"330","ABQ.25.0","ABQ","8","25","1",-0.156434156943576,1.98653369306854e-44
"331","qm.25.0","qm","9","25","1",0.450198258109409,8.15136993864972e-68
"332","nTau1.25.0","nTau1","10","25","1",2.37907141837315,4.03703112646467e-18
"333","nTau2.25.0","nTau2","11","25","1",2.30443252308021,9.22459877543338e-12
"334","nCon.25.0","nCon","12","25","1",0.545177061386043,5.12004678453242e-08
"335","Fm.25.0","Fm","13","25","1",2250.29633023373,3.56855359306832e-92
"336","Fo.25.0","Fo","14","25","1",1767.38455084852,1.63027398772994e-67
"337","Quant.26.0","Quant","1","26","1",0.215665447100191,4.3801373285321e-69
"338","Sigma.26.0","Sigma","2","26","1",4.98167152012484,5.63182179756296e-46
"339","Connect.26.0","Connect","3","26","1",0.222019282967858,7.49283793308853e-11
"340","Tau1.26.0","Tau1","4","26","1",1377.05181396088,1.59380445988748e-17
"341","Tau2.26.0","Tau2","5","26","1",1482504.6771996,3.44570570496716e-13
"342","NPQ.26.0","NPQ","6","26","1",0.510182693490568,2.22861854324135e-93
"343","qP.26.0","qP","7","26","1",0.964645255672315,8.76027465706421e-69
