"","uni","metric","metrix","stage","col","ASnormalized.occ2_aglo14.005r","pval"
"198","Sigma.16.0","Sigma","2","16","1",3.61004264223023,1.09315552233418e-33
"199","Connect.16.0","Connect","3","16","1",0.320448662186185,5.67566823141127e-09
"200","Tau1.16.0","Tau1","4","16","1",1604.49672161294,3.45524264226111e-13
"201","Tau2.16.0","Tau2","5","16","1",7911880.62780844,7.78018565386352e-06
"202","NPQ.16.0","NPQ","6","16","1",0.252511737502777,5.35742917903534e-100
"203","qP.16.0","qP","7","16","1",0.457810641437963,1.46111436611174e-82
"204","ABQ.16.0","ABQ","8","16","1",0.181939252773809,1.09315552233418e-33
"205","qm.16.0","qm","9","16","1",0.842635164627515,7.30557183055869e-83
"206","nTau1.16.0","nTau1","10","16","1",2.56628994654235,3.45524264226111e-13
"207","nTau2.16.0","nTau2","11","16","1",7.78508737375723,7.78018565386352e-06
"208","nCon.16.0","nCon","12","16","1",1.03715793798032,5.67566823141127e-09
"209","Fm.16.0","Fm","13","16","1",2551.11569597893,5.35742917903534e-100
"210","Fo.16.0","Fo","14","16","1",2395.77711028116,1.46111436611174e-82
"211","Quant.17.0","Quant","1","17","1",0.0560226628419178,3.88774172905618e-84
"212","Sigma.17.0","Sigma","2","17","1",3.45365662023661,5.92159745531182e-34
"213","Connect.17.0","Connect","3","17","1",0.425440282544833,7.90944639271819e-14
"214","Tau1.17.0","Tau1","4","17","1",895.175689732759,9.38197978830756e-09
"215","Tau2.17.0","Tau2","5","17","1",6136426.85674306,2.67890227471619e-07
"216","NPQ.17.0","NPQ","6","17","1",0.305540113208756,2.47058027812447e-100
"217","qP.17.0","qP","7","17","1",0.50670962589783,7.77548345811237e-84
"218","ABQ.17.0","ABQ","8","17","1",0.217377412010842,5.92159745531182e-34
"219","qm.17.0","qm","9","17","1",0.855215441061318,3.88774172905618e-84
"220","nTau1.17.0","nTau1","10","17","1",1.4317762959596,9.38197978830756e-09
"221","nTau2.17.0","nTau2","11","17","1",6.03808645374468,2.67890227471619e-07
"222","nCon.17.0","nCon","12","17","1",1.37697178439644,7.90944639271819e-14
"223","Fm.17.0","Fm","13","17","1",2447.4945814478,2.47058027812447e-100
"224","Fo.17.0","Fo","14","17","1",2310.37941770393,7.77548345811237e-84
"225","Quant.18.0","Quant","1","18","1",0.0528941848608082,1.79844126493605e-80
"226","Sigma.18.0","Sigma","2","18","1",3.11962251324914,9.38729358162091e-30
"227","Connect.18.0","Connect","3","18","1",0.389032717738727,1.54035647562995e-09
"228","Tau1.18.0","Tau1","4","18","1",1037.78345115273,4.9513629169765e-11
"229","Tau2.18.0","Tau2","5","18","1",5350761.79333259,1.39056872939616e-09
"230","NPQ.18.0","NPQ","6","18","1",0.349153389764137,1.2370894278855e-95
"231","qP.18.0","qP","7","18","1",0.545232556637535,3.5968825298721e-80
"232","ABQ.18.0","ABQ","8","18","1",0.293071861700885,9.38729358162091e-30
"233","qm.18.0","qm","9","18","1",0.863300656609219,1.79844126493605e-80
"234","nTau1.18.0","nTau1","10","18","1",1.65986829484078,4.9513629169765e-11
"235","nTau2.18.0","nTau2","11","18","1",5.26501220592793,1.39056872939616e-09
"236","nCon.18.0","nCon","12","18","1",1.25913576478702,1.54035647562995e-09
"237","Fm.18.0","Fm","13","18","1",2368.37588459811,1.2370894278855e-95
"238","Fo.18.0","Fo","14","18","1",2243.1025727383,3.5968825298721e-80
"239","Quant.19.0","Quant","1","19","1",0.0555784177035373,2.5264335071302e-80
"240","Sigma.19.0","Sigma","2","19","1",3.45540032864029,4.3389223632687e-29
"241","Connect.19.0","Connect","3","19","1",0.232927742897065,0.000555975411935659
"242","Tau1.19.0","Tau1","4","19","1",1183.66982162675,1.40766311451467e-12
"243","Tau2.19.0","Tau2","5","19","1",6523099.3576532,2.6353694551783e-07
"244","NPQ.19.0","NPQ","6","19","1",0.380355881017767,7.02253802505632e-97
"245","qP.19.0","qP","7","19","1",0.577824075055063,5.05286701426041e-80
"246","ABQ.19.0","ABQ","8","19","1",0.216982275570355,4.3389223632687e-29
"247","qm.19.0","qm","9","19","1",0.856363544938539,2.5264335071302e-80
"248","nTau1.19.0","nTau1","10","19","1",1.8932042193347,1.40766311451467e-12
"249","nTau2.19.0","nTau2","11","19","1",6.4185622655301,2.6353694551783e-07
"250","nCon.19.0","nCon","12","19","1",0.753889424513083,0.000555975411935659
"251","Fm.19.0","Fm","13","19","1",2314.83952572087,7.02253802505632e-97
"252","Fo.19.0","Fo","14","19","1",2186.18440764369,5.05286701426041e-80
"253","Quant.20.0","Quant","1","20","1",0.0597227512427139,4.04509001436232e-83
"254","Sigma.20.0","Sigma","2","20","1",3.41082042536281,1.40797296009067e-33
"255","Connect.20.0","Connect","3","20","1",0.38029025639382,2.65743793024448e-11
"256","Tau1.20.0","Tau1","4","20","1",1119.97893682702,1.23628131004943e-13
"257","Tau2.20.0","Tau2","5","20","1",5905122.46828007,2.3368030350841e-09
"258","NPQ.20.0","NPQ","6","20","1",0.418667408198151,5.64450520981303e-99
"259","qP.20.0","qP","7","20","1",0.616974633416655,8.09018002872463e-83
"260","ABQ.20.0","ABQ","8","20","1",0.227084391417915,1.40797296009067e-33
"261","qm.20.0","qm","9","20","1",0.845652959737375,4.04509001436232e-83
"262","nTau1.20.0","nTau1","10","20","1",1.79133472022869,1.23628131004943e-13
"263","nTau2.20.0","nTau2","11","20","1",5.81048887501116,2.3368030350841e-09
"264","nCon.20.0","nCon","12","20","1",1.23084008360209,2.65743793024448e-11
"265","Fm.20.0","Fm","13","20","1",2252.32660909545,5.64450520981303e-99
"266","Fo.20.0","Fo","14","20","1",2117.8114673031,8.09018002872463e-83
"267","Quant.21.0","Quant","1","21","1",0.0603016518535273,3.61156192138148e-82
"268","Sigma.21.0","Sigma","2","21","1",3.03947256636346,1.67884722983508e-32
"269","Connect.21.0","Connect","3","21","1",0.350138733395084,3.59130278074731e-09
"270","Tau1.21.0","Tau1","4","21","1",1042.97066855746,1.22641103781729e-08
"271","Tau2.21.0","Tau2","5","21","1",7428114.1477451,6.07111571960555e-05
"272","NPQ.21.0","NPQ","6","21","1",0.458737047131995,4.49456938104088e-96
"273","qP.21.0","qP","7","21","1",0.651011093918038,7.22312384276292e-82
"274","ABQ.21.0","ABQ","8","21","1",0.31123439658965,1.67884722983508e-32
"275","qm.21.0","qm","9","21","1",0.844156853244856,3.61156192138148e-82
"276","nTau1.21.0","nTau1","10","21","1",1.66816491751189,1.22641103781729e-08
"277","nTau2.21.0","nTau2","11","21","1",7.30907357969784,6.07111571960555e-05
"278","nCon.21.0","nCon","12","21","1",1.13325224782525,3.59130278074731e-09
"279","Fm.21.0","Fm","13","21","1",2190.45808099782,4.49456938104088e-96
"280","Fo.21.0","Fo","14","21","1",2058.36984039774,7.22312384276292e-82
"281","Quant.22.0","Quant","1","22","1",0.0581102618697311,1.11706250370347e-80
"282","Sigma.22.0","Sigma","2","22","1",3.73837702422479,3.22533986102301e-31
"283","Connect.22.0","Connect","3","22","1",0.271377129792993,4.50711760815251e-06
"284","Tau1.22.0","Tau1","4","22","1",1085.60239737354,9.02930456151555e-12
"285","Tau2.22.0","Tau2","5","22","1",6210419.35748352,3.04911209292774e-07
"286","NPQ.22.0","NPQ","6","22","1",0.516374479870187,5.58464644694817e-99
"287","qP.22.0","qP","7","22","1",0.693166705330039,2.23412500740693e-80
"288","ABQ.22.0","ABQ","8","22","1",0.152857790078283,3.22533986102301e-31
"289","qm.22.0","qm","9","22","1",0.84982026544577,1.11706250370347e-80
"290","nTau1.22.0","nTau1","10","22","1",1.73635164272655,9.02930456151555e-12
"291","nTau2.22.0","nTau2","11","22","1",6.11089317446829,3.04911209292774e-07
"292","nCon.22.0","nCon","12","22","1",0.878333965980441,4.50711760815251e-06
"293","Fm.22.0","Fm","13","22","1",2107.19871335128,5.58464644694817e-99
"294","Fo.22.0","Fo","14","22","1",1984.74884430688,2.23412500740693e-80
"295","Quant.23.0","Quant","1","23","1",0.232036345398359,6.42005057068516e-65
"296","Sigma.23.0","Sigma","2","23","1",4.46691828122659,1.9253068877058e-43
"297","Connect.23.0","Connect","3","23","1",0.250540760921612,5.88594125688156e-11
"298","Tau1.23.0","Tau1","4","23","1",1148.07646897775,5.02846689906359e-17
"299","Tau2.23.0","Tau2","5","23","1",1394682.05045083,3.96103211211459e-12
"300","NPQ.23.0","NPQ","6","23","1",0.693622483909992,2.50971551219674e-88
"301","qP.23.0","qP","7","23","1",1,1.28401011413703e-64
"302","ABQ.23.0","ABQ","8","23","1",-0.0122347210505629,1.9253068877058e-43
"303","qm.23.0","qm","9","23","1",0.40032697087172,6.42005057068516e-65
"304","nTau1.23.0","nTau1","10","23","1",1.8362749269052,5.02846689906359e-17
"305","nTau2.23.0","nTau2","11","23","1",1.37233132451572,3.96103211211459e-12
"306","nCon.23.0","nCon","12","23","1",0.810895377764139,5.88594125688156e-11
"307","Fm.23.0","Fm","13","23","1",1886.66741454939,2.50971551219674e-88
"308","Fo.23.0","Fo","14","23","1",1448.89200269518,1.28401011413703e-64
"309","Quant.24.0","Quant","1","24","1",0.2403353740489,2.88646107427323e-64
"310","Sigma.24.0","Sigma","2","24","1",4.84096844822516,1.00493577862689e-43
"311","Connect.24.0","Connect","3","24","1",0.187339192023718,2.36310396010754e-07
"312","Tau1.24.0","Tau1","4","24","1",977.162031260066,7.16649856803509e-19
"313","Tau2.24.0","Tau2","5","24","1",1283779.69549593,1.72075947231586e-14
"314","NPQ.24.0","NPQ","6","24","1",0.621610344777458,8.4060147837543e-89
"315","qP.24.0","qP","7","24","1",0.97252119114755,5.77292214854646e-64
"316","ABQ.24.0","ABQ","8","24","1",-0.0969970879919941,1.00493577862689e-43
"317","qm.24.0","qm","9","24","1",0.378879022098227,2.88646107427323e-64
"318","nTau1.24.0","nTau1","10","24","1",1.56290820865295,7.16649856803509e-19
"319","nTau2.24.0","nTau2","11","24","1",1.26320625502911,1.72075947231586e-14
"320","nCon.24.0","nCon","12","24","1",0.606338403089752,2.36310396010754e-07
"321","Fm.24.0","Fm","13","24","1",1970.45015359697,8.4060147837543e-89
"322","Fo.24.0","Fo","14","24","1",1496.88127888753,5.77292214854646e-64
"323","Quant.25.0","Quant","1","25","1",0.24965273672769,3.59220769890127e-64
"324","Sigma.25.0","Sigma","2","25","1",4.86733866178046,1.88226366805641e-44
"325","Connect.25.0","Connect","3","25","1",0.211371720766029,3.23028417774329e-09
"326","Tau1.25.0","Tau1","4","25","1",1019.45096064388,9.27016635767947e-21
"327","Tau2.25.0","Tau2","5","25","1",1270414.51314225,1.16895681358812e-15
"328","NPQ.25.0","NPQ","6","25","1",0.593799610475153,4.41323130142479e-89
"329","qP.25.0","qP","7","25","1",0.968261129073255,7.18441539780255e-64
"330","ABQ.25.0","ABQ","8","25","1",-0.102972761617897,1.88226366805641e-44
"331","qm.25.0","qm","9","25","1",0.354799298331313,3.59220769890127e-64
"332","nTau1.25.0","nTau1","10","25","1",1.63054664808749,9.27016635767947e-21
"333","nTau2.25.0","nTau2","11","25","1",1.25005525878887,1.16895681358812e-15
"334","nCon.25.0","nCon","12","25","1",0.684121620484947,3.23028417774329e-09
"335","Fm.25.0","Fm","13","25","1",2004.83318727163,4.41323130142479e-89
"336","Fo.25.0","Fo","14","25","1",1504.32109538677,7.18441539780255e-64
"337","Quant.26.0","Quant","1","26","1",0.25308975362522,2.36607437864778e-65
"338","Sigma.26.0","Sigma","2","26","1",4.88806402134834,5.81716840105947e-46
"339","Connect.26.0","Connect","3","26","1",0.214995273214927,3.25070286667617e-10
"340","Tau1.26.0","Tau1","4","26","1",1032.30154186603,1.22154919271159e-18
"341","Tau2.26.0","Tau2","5","26","1",1151345.16270362,9.34034111626402e-15
"342","NPQ.26.0","NPQ","6","26","1",0.59000076456404,3.87052060389791e-90
