"","uni","metric","metrix","stage","col","barefoot2025.bpv10.003","pval"
"70","Fo.6.0","Fo","14","6","1",3065.54268924108,9.7765703376753e-76
"71","Quant.7.0","Quant","1","7","1",0.103468650806456,1.56950240869405e-74
"72","Sigma.7.0","Sigma","2","7","1",3.28562939864324,6.22785205479264e-31
"73","Connect.7.0","Connect","3","7","1",0.0380356338413371,0.570240139247869
"74","Tau1.7.0","Tau1","4","7","1",1508.50695465045,4.45678040863342e-11
"75","Tau2.7.0","Tau2","5","7","1",2139091.94495352,9.82026472881973e-17
"76","NPQ.7.0","NPQ","6","7","1",0.190781974322355,6.72350430408936e-93
"77","qP.7.0","qP","7","7","1",0.365358843874707,3.13900481738809e-74
"78","ABQ.7.0","ABQ","8","7","1",0.275557261533655,6.22785205479264e-31
"79","qm.7.0","qm","9","7","1",0.73350956127645,1.56950240869405e-74
"80","nTau1.7.0","nTau1","10","7","1",1.96760481039223,4.45678040863342e-11
"81","nTau2.7.0","nTau2","11","7","1",3.62889485999929,9.82026472881973e-17
"82","nCon.7.0","nCon","12","7","1",0.175645500771037,0.570240139247869
"83","Fm.7.0","Fm","13","7","1",3314.26461919073,6.72350430408936e-93
"84","Fo.7.0","Fo","14","7","1",2971.34213062749,3.13900481738809e-74
"85","Quant.8.0","Quant","1","8","1",0.105197827549789,1.00215969123123e-75
"86","Sigma.8.0","Sigma","2","8","1",3.22517095793442,3.8585364876847e-33
"87","Connect.8.0","Connect","3","8","1",0.083801894559465,0.148588622344671
"88","Tau1.8.0","Tau1","4","8","1",1245.2934602841,1.07967374456241e-12
"89","Tau2.8.0","Tau2","5","8","1",2145712.93154477,1.5428478832273e-17
"90","NPQ.8.0","NPQ","6","8","1",0.230068782421482,5.39291190196419e-94
"91","qP.8.0","qP","7","8","1",0.402991038197,2.00431938246245e-75
"92","ABQ.8.0","ABQ","8","8","1",0.288887638468009,3.8585364876847e-33
"93","qm.8.0","qm","9","8","1",0.729055950783128,1.00215969123123e-75
"94","nTau1.8.0","nTau1","10","8","1",1.62428512195541,1.07967374456241e-12
"95","nTau2.8.0","nTau2","11","8","1",3.64012713277082,1.5428478832273e-17
"96","nCon.8.0","nCon","12","8","1",0.386990415273737,0.148588622344671
"97","Fm.8.0","Fm","13","8","1",3208.41128810501,5.39291190196419e-94
"98","Fo.8.0","Fo","14","8","1",2870.89339071014,2.00431938246245e-75
"99","Quant.9.0","Quant","1","9","1",0.113679186646252,1.19789615994392e-72
"100","Sigma.9.0","Sigma","2","9","1",3.16298220511453,1.12960096499867e-30
"101","Connect.9.0","Connect","3","9","1",0.0491574605576306,0.469215672948496
"102","Tau1.9.0","Tau1","4","9","1",1074.77397081934,1.51515558029157e-11
"103","Tau2.9.0","Tau2","5","9","1",1927503.12934636,3.12932728399536e-17
"104","NPQ.9.0","NPQ","6","9","1",0.26806078375442,2.09215640864028e-90
"105","qP.9.0","qP","7","9","1",0.445104562280687,2.39579231988785e-72
"106","ABQ.9.0","ABQ","8","9","1",0.302599528924445,1.12960096499867e-30
"107","qm.9.0","qm","9","9","1",0.707211642492916,1.19789615994392e-72
"108","nTau1.9.0","nTau1","10","9","1",1.40186986115588,1.51515558029157e-11
"109","nTau2.9.0","nTau2","11","9","1",3.26994181583417,3.12932728399536e-17
"110","nCon.9.0","nCon","12","9","1",0.227005202865682,0.469215672948496
"111","Fm.9.0","Fm","13","9","1",3112.28500812228,2.09215640864028e-90
"112","Fo.9.0","Fo","14","9","1",2758.48297978761,2.39579231988785e-72
"113","Quant.10.0","Quant","1","10","1",0.22889785359483,3.20595681257859e-73
"114","Sigma.10.0","Sigma","2","10","1",3.54880582219573,3.94763418219895e-50
"115","Connect.10.0","Connect","3","10","1",0.193288680303357,1.51379351669847e-12
"116","Tau1.10.0","Tau1","4","10","1",968.10895230796,2.73000115577045e-17
"117","Tau2.10.0","Tau2","5","10","1",974693.42004069,4.6029576691917e-20
"118","NPQ.10.0","NPQ","6","10","1",0.614838362736491,8.69285748721562e-97
"119","qP.10.0","qP","7","10","1",0.772524239041526,6.41191362515718e-73
"120","ABQ.10.0","ABQ","8","10","1",0.21752994748026,3.94763418219895e-50
"121","qm.10.0","qm","9","10","1",0.410458250378971,3.20595681257859e-73
"122","nTau1.10.0","nTau1","10","10","1",1.26274249228524,2.73000115577045e-17
"123","nTau2.10.0","nTau2","11","10","1",1.6535333838292,4.6029576691917e-20
"124","nCon.10.0","nCon","12","10","1",0.89259159415818,1.51379351669847e-12
"125","Fm.10.0","Fm","13","10","1",2443.9390701487,8.69285748721562e-97
"126","Fo.10.0","Fo","14","10","1",1884.52666267512,6.41191362515718e-73
"127","Quant.11.0","Quant","1","11","1",0.240717621964754,6.10874922689255e-70
"128","Sigma.11.0","Sigma","2","11","1",3.49353570824143,7.93915666715903e-48
"129","Connect.11.0","Connect","3","11","1",0.170660144984173,2.46351919181205e-09
"130","Tau1.11.0","Tau1","4","11","1",1005.53670172514,7.36064308283857e-17
"131","Tau2.11.0","Tau2","5","11","1",1016358.72506926,1.79636129814361e-17
"132","NPQ.11.0","NPQ","6","11","1",0.617181711768668,1.33191639001869e-93
"133","qP.11.0","qP","7","11","1",0.784353775091443,1.22174984537851e-69
"134","ABQ.11.0","ABQ","8","11","1",0.229716359229841,7.93915666715903e-48
"135","qm.11.0","qm","9","11","1",0.380015645455053,6.10874922689255e-70
"136","nTau1.11.0","nTau1","10","11","1",1.31156097440651,7.36064308283857e-17
"137","nTau2.11.0","nTau2","11","11","1",1.72421712026942,1.79636129814361e-17
"138","nCon.11.0","nCon","12","11","1",0.788094836343315,2.46351919181205e-09
"139","Fm.11.0","Fm","13","11","1",2440.39772274596,1.33191639001869e-93
"140","Fo.11.0","Fo","14","11","1",1852.95098627835,1.22174984537851e-69
"141","Quant.12.0","Quant","1","12","1",0.24595697051882,4.44781854510025e-70
"142","Sigma.12.0","Sigma","2","12","1",3.496637010645,1.37309791903843e-48
"143","Connect.12.0","Connect","3","12","1",0.182347714712089,1.36104926007465e-10
"144","Tau1.12.0","Tau1","4","12","1",1018.77560993968,8.66153704319374e-19
"145","Tau2.12.0","Tau2","5","12","1",1005891.77337126,1.50016154867286e-18
"146","NPQ.12.0","NPQ","6","12","1",0.625797283508497,8.18502745074312e-94
"147","qP.12.0","qP","7","12","1",0.792797302449917,8.89563709020051e-70
"148","ABQ.12.0","ABQ","8","12","1",0.229032558431438,1.37309791903843e-48
"149","qm.12.0","qm","9","12","1",0.366521352411546,4.44781854510025e-70
"150","nTau1.12.0","nTau1","10","12","1",1.32882900184713,8.66153704319374e-19
"151","nTau2.12.0","nTau2","11","12","1",1.70646030186507,1.50016154867286e-18
"152","nCon.12.0","nCon","12","12","1",0.842067094206025,1.36104926007465e-10
"153","Fm.12.0","Fm","13","12","1",2427.46534681735,8.18502745074312e-94
"154","Fo.12.0","Fo","14","12","1",1830.41332407474,8.89563709020051e-70
"155","Quant.13.0","Quant","1","13","1",0.252157527267411,7.99792139268549e-68
"156","Sigma.13.0","Sigma","2","13","1",3.54244625550736,1.4489088121816e-46
"157","Connect.13.0","Connect","3","13","1",0.143484052339397,7.25918225515048e-07
"158","Tau1.13.0","Tau1","4","13","1",951.969300778184,1.39247156048789e-17
"159","Tau2.13.0","Tau2","5","13","1",931641.629680873,1.82005077409222e-18
"160","NPQ.13.0","NPQ","6","13","1",0.636342713143709,4.97406705437192e-92
"161","qP.13.0","qP","7","13","1",0.8028192266068,1.5995842785371e-67
"162","ABQ.13.0","ABQ","8","13","1",0.218932157330549,1.4489088121816e-46
"163","qm.13.0","qm","9","13","1",0.350551403297652,7.99792139268549e-68
"164","nTau1.13.0","nTau1","10","13","1",1.2416909115218,1.39247156048789e-17
"165","nTau2.13.0","nTau2","11","13","1",1.58049752339362,1.82005077409222e-18
"166","nCon.13.0","nCon","12","13","1",0.662597824212439,7.25918225515048e-07
"167","Fm.13.0","Fm","13","13","1",2411.82151817366,4.97406705437192e-92
"168","Fo.13.0","Fo","14","13","1",1803.66256794066,1.5995842785371e-67
"169","Quant.14.0","Quant","1","14","1",0.255225658683876,2.41490893233934e-69
"170","Sigma.14.0","Sigma","2","14","1",3.44282784949119,1.55238218088827e-48
"171","Connect.14.0","Connect","3","14","1",0.175572988835232,4.25414536947705e-10
"172","Tau1.14.0","Tau1","4","14","1",949.589077085827,5.32420000678692e-19
"173","Tau2.14.0","Tau2","5","14","1",899130.857853961,4.57260399751626e-20
"174","NPQ.14.0","NPQ","6","14","1",0.639838259088097,4.24990804365874e-93
"175","qP.14.0","qP","7","14","1",0.8070259825852,4.82981786467869e-69
"176","ABQ.14.0","ABQ","8","14","1",0.240896847227046,1.55238218088827e-48
"177","qm.14.0","qm","9","14","1",0.342649225383254,2.41490893233934e-69
"178","nTau1.14.0","nTau1","10","14","1",1.23858629236678,5.32420000678692e-19
"179","nTau2.14.0","nTau2","11","14","1",1.52534413316389,4.57260399751626e-20
"180","nCon.14.0","nCon","12","14","1",0.81078195448176,4.25414536947705e-10
"181","Fm.14.0","Fm","13","14","1",2406.68038130866,4.24990804365874e-93
"182","Fo.14.0","Fo","14","14","1",1792.43379574759,4.82981786467869e-69
"183","Quant.15.0","Quant","1","15","1",0.257792462312654,2.18312377564471e-68
"184","Sigma.15.0","Sigma","2","15","1",3.53998110950365,5.68922237230415e-48
"185","Connect.15.0","Connect","3","15","1",0.171773965175462,1.93868077019488e-09
"186","Tau1.15.0","Tau1","4","15","1",914.901348527288,3.45545129411002e-17
"187","Tau2.15.0","Tau2","5","15","1",893050.29909843,6.19612519203596e-18
"188","NPQ.15.0","NPQ","6","15","1",0.647734526011672,1.34665966156788e-92
"189","qP.15.0","qP","7","15","1",0.812547275984781,4.36624755128941e-68
"190","ABQ.15.0","ABQ","8","15","1",0.219475693105578,5.68922237230415e-48
"191","qm.15.0","qm","9","15","1",0.336038250756458,2.18312377564471e-68
"192","nTau1.15.0","nTau1","10","15","1",1.19334172696192,3.45545129411002e-17
"193","nTau2.15.0","nTau2","11","15","1",1.51502867736222,6.19612519203596e-18
"194","nCon.15.0","nCon","12","15","1",0.793238368486987,1.93868077019488e-09
"195","Fm.15.0","Fm","13","15","1",2395.14709703832,1.34665966156788e-92
"196","Fo.15.0","Fo","14","15","1",1777.6962292918,4.36624755128941e-68
"197","Quant.16.0","Quant","1","16","1",0.0817356541535873,7.2443314871715e-76
"198","Sigma.16.0","Sigma","2","16","1",3.27166057626958,1.95434226632384e-26
"199","Connect.16.0","Connect","3","16","1",0,1
"200","Tau1.16.0","Tau1","4","16","1",1029.80373691136,2.33341891661893e-09
"201","Tau2.16.0","Tau2","5","16","1",3329575.17259721,5.47511261327601e-11
"202","NPQ.16.0","NPQ","6","16","1",0.227033226156498,4.19196752657266e-93
"203","qP.16.0","qP","7","16","1",0.372058886515196,1.4488662974343e-75
"204","ABQ.16.0","ABQ","8","16","1",0.278637222997874,1.95434226632384e-26
"205","qm.16.0","qm","9","16","1",0.789484349462621,7.2443314871715e-76
"206","nTau1.16.0","nTau1","10","16","1",1.34321342056803,2.33341891661893e-09
"207","nTau2.16.0","nTau2","11","16","1",5.64850812435824,5.47511261327601e-11
"208","nCon.16.0","nCon","12","16","1",0,1
"209","Fm.16.0","Fm","13","16","1",3216.3485735661,4.19196752657266e-93
"210","Fo.16.0","Fo","14","16","1",2953.45821891972,1.4488662974343e-75
"211","Quant.17.0","Quant","1","17","1",0.0821379489338874,2.45814340205268e-75
"212","Sigma.17.0","Sigma","2","17","1",3.22711627107007,5.52439676721373e-26
"213","Connect.17.0","Connect","3","17","1",0,1
"214","Tau1.17.0","Tau1","4","17","1",1077.15544161087,1.16606717286203e-09
"215","Tau2.17.0","Tau2","5","17","1",3327736.53971555,8.87408817112027e-12
"216","NPQ.17.0","NPQ","6","17","1",0.261788128346367,2.44303096995544e-92
"217","qP.17.0","qP","7","17","1",0.403007521179595,4.91628680410537e-75
"218","ABQ.17.0","ABQ","8","17","1",0.288458719742194,5.52439676721373e-26
"219","qm.17.0","qm","9","17","1",0.788448212317092,2.45814340205268e-75
"220","nTau1.17.0","nTau1","10","17","1",1.40497610695128,1.16606717286203e-09
"221","nTau2.17.0","nTau2","11","17","1",5.64538894781728,8.87408817112027e-12
"222","nCon.17.0","nCon","12","17","1",0,1
"223","Fm.17.0","Fm","13","17","1",3127.75693320148,2.44303096995544e-92
"224","Fo.17.0","Fo","14","17","1",2870.84939394456,4.91628680410537e-75
"225","Quant.18.0","Quant","1","18","1",0.0809148436665415,8.80013717274568e-79
"226","Sigma.18.0","Sigma","2","18","1",3.14233216369789,1.84532876349452e-30
"227","Connect.18.0","Connect","3","18","1",0.1230079852136,0.0697850819110028
"228","Tau1.18.0","Tau1","4","18","1",830.084093409904,2.17605249530592e-09
"229","Tau2.18.0","Tau2","5","18","1",3005229.62341804,3.80741830469227e-13
"230","NPQ.18.0","NPQ","6","18","1",0.287268697957169,2.22142788393988e-95
"231","qP.18.0","qP","7","18","1",0.422892170045579,1.76002743454914e-78
"232","ABQ.18.0","ABQ","8","18","1",0.307152620809822,1.84532876349452e-30
"233","qm.18.0","qm","9","18","1",0.791598401835943,8.80013717274568e-79
"234","nTau1.18.0","nTau1","10","18","1",1.082711253129,2.17605249530592e-09
"235","nTau2.18.0","nTau2","11","18","1",5.09826721533295,3.80741830469227e-13
"236","nCon.18.0","nCon","12","18","1",0.568040991555606,0.0697850819110028
"237","Fm.18.0","Fm","13","18","1",3065.845206156,2.22142788393988e-95
"238","Fo.18.0","Fo","14","18","1",2817.77282059407,1.76002743454914e-78
"239","Quant.19.0","Quant","1","19","1",0.0829078144672435,1.70489794842862e-75
"240","Sigma.19.0","Sigma","2","19","1",3.26028111241878,4.1799240833964e-26
"241","Connect.19.0","Connect","3","19","1",0,1
"242","Tau1.19.0","Tau1","4","19","1",1221.19732144762,1.73467693789325e-09
"243","Tau2.19.0","Tau2","5","19","1",3261271.83366864,4.92155394288572e-11
"244","NPQ.19.0","NPQ","6","19","1",0.319492156352481,1.65327695315066e-92
"245","qP.19.0","qP","7","19","1",0.450905579835175,3.40979589685724e-75
"246","ABQ.19.0","ABQ","8","19","1",0.281146261283738,4.1799240833964e-26
"247","qm.19.0","qm","9","19","1",0.786465372083426,1.70489794842862e-75
"248","nTau1.19.0","nTau1","10","19","1",1.59285558260832,1.73467693789325e-09
"249","nTau2.19.0","nTau2","11","19","1",5.53263389270428,4.92155394288572e-11
"250","nCon.19.0","nCon","12","19","1",0,1
"251","Fm.19.0","Fm","13","19","1",2990.97387405189,1.65327695315066e-92
"252","Fo.19.0","Fo","14","19","1",2742.99876702563,3.40979589685724e-75
"253","Quant.20.0","Quant","1","20","1",0.082981354781873,1.37032733723674e-76
"254","Sigma.20.0","Sigma","2","20","1",3.2873167699999,4.45231697742856e-28
"255","Connect.20.0","Connect","3","20","1",0,1
"256","Tau1.20.0","Tau1","4","20","1",1021.00952299273,3.04541489479663e-10
"257","Tau2.20.0","Tau2","5","20","1",3432810.87236436,2.85558976660923e-11
"258","NPQ.20.0","NPQ","6","20","1",0.351396808333732,2.20544357045064e-94
"259","qP.20.0","qP","7","20","1",0.475247211731075,2.74065467447349e-76
"260","ABQ.20.0","ABQ","8","20","1",0.275185215944176,4.45231697742856e-28
"261","qm.20.0","qm","9","20","1",0.786275964078617,1.37032733723674e-76
"262","nTau1.20.0","nTau1","10","20","1",1.33174278229449,3.04541489479663e-10
"263","nTau2.20.0","nTau2","11","20","1",5.82364388752039,2.85558976660923e-11
"264","nCon.20.0","nCon","12","20","1",0,1
"265","Fm.20.0","Fm","13","20","1",2920.36102374163,2.20544357045064e-94
"266","Fo.20.0","Fo","14","20","1",2678.02550953937,2.74065467447349e-76
"267","Quant.21.0","Quant","1","21","1",0.0840559065460954,5.94938710196755e-76
"268","Sigma.21.0","Sigma","2","21","1",3.08602901156432,5.92090694427848e-27
"269","Connect.21.0","Connect","3","21","1",0.0216477945057174,0.800727207919625
"270","Tau1.21.0","Tau1","4","21","1",803.760488068375,9.74392076742597e-10
"271","Tau2.21.0","Tau2","5","21","1",3267575.0533428,7.72452087747012e-12
"272","NPQ.21.0","NPQ","6","21","1",0.389028742993374,4.540566820014e-92
"273","qP.21.0","qP","7","21","1",0.503572616505772,1.18987742039351e-75
"274","ABQ.21.0","ABQ","8","21","1",0.319566805359295,5.92090694427848e-27
"275","qm.21.0","qm","9","21","1",0.78350838405465,5.94938710196755e-76
"276","nTau1.21.0","nTau1","10","21","1",1.04837634182005,9.74392076742597e-10
"277","nTau2.21.0","nTau2","11","21","1",5.54332708498662,7.72452087747012e-12
"278","nCon.21.0","nCon","12","21","1",0.0999677755445435,0.800727207919625
"279","Fm.21.0","Fm","13","21","1",2841.2418292812,4.540566820014e-92
"280","Fo.21.0","Fo","14","21","1",2602.41867160429,1.18987742039351e-75
"281","Quant.22.0","Quant","1","22","1",0.0856063359211028,3.44662979463557e-75
"282","Sigma.22.0","Sigma","2","22","1",3.08342654479475,3.12546493987941e-26
"283","Connect.22.0","Connect","3","22","1",0.0134041579845042,0.881296401565421
"284","Tau1.22.0","Tau1","4","22","1",980.997775541642,3.8964140446251e-10
"285","Tau2.22.0","Tau2","5","22","1",2875278.50813355,2.04507590258296e-13
"286","NPQ.22.0","NPQ","6","22","1",0.432947418474874,4.08885203328734e-91
"287","qP.22.0","qP","7","22","1",0.53505448714203,6.89325958927114e-75
"288","ABQ.22.0","ABQ","8","22","1",0.320140618752275,3.12546493987941e-26
"289","qm.22.0","qm","9","22","1",0.779515149377912,3.44662979463557e-75
"290","nTau1.22.0","nTau1","10","22","1",1.27955389014901,3.8964140446251e-10
"291","nTau2.22.0","nTau2","11","22","1",4.87780968174277,2.04507590258296e-13
"292","nCon.22.0","nCon","12","22","1",0.0618993244972188,0.881296401565421
"293","Fm.22.0","Fm","13","22","1",2754.16007299633,4.08885203328734e-91
"294","Fo.22.0","Fo","14","22","1",2518.38652060692,6.89325958927114e-75
"295","Quant.23.0","Quant","1","23","1",0.365232258854248,1.88458337945686e-57
"296","Sigma.23.0","Sigma","2","23","1",3.84038301476855,5.90129770254337e-47
"297","Connect.23.0","Connect","3","23","1",0.166970106735737,8.41754919367871e-08
"298","Tau1.23.0","Tau1","4","23","1",1059.94586379879,2.91222975049847e-15
"299","Tau2.23.0","Tau2","5","23","1",557822.475258589,2.63283458813791e-14
"300","NPQ.23.0","NPQ","6","23","1",0.961221960804362,5.0143767593051e-85
"301","qP.23.0","qP","7","23","1",1,3.76916675891372e-57
"302","ABQ.23.0","ABQ","8","23","1",0.153240597029168,5.90129770254337e-47
"303","qm.23.0","qm","9","23","1",0.0593198602722177,1.88458337945686e-57
"304","nTau1.23.0","nTau1","10","23","1",1.38252897935702,2.91222975049847e-15
"305","nTau2.23.0","nTau2","11","23","1",0.946326369015408,2.63283458813791e-14
"306","nCon.23.0","nCon","12","23","1",0.771054536220687,8.41754919367871e-08
"307","Fm.23.0","Fm","13","23","1",2012.29980366325,5.0143767593051e-85
"308","Fo.23.0","Fo","14","23","1",1277.34300087936,3.76916675891372e-57
"309","Quant.24.0","Quant","1","24","1",0.370739714875038,8.25010634913335e-56
"310","Sigma.24.0","Sigma","2","24","1",4.14883985821826,1.77020292570989e-46
"311","Connect.24.0","Connect","3","24","1",0.204961116187163,1.23386104057034e-09
"312","Tau1.24.0","Tau1","4","24","1",864.300537853168,1.16652090528739e-16
"313","Tau2.24.0","Tau2","5","24","1",582127.363662586,6.26570738915324e-15
"314","NPQ.24.0","NPQ","6","24","1",0.959177285833683,2.3557271658218e-84
"315","qP.24.0","qP","7","24","1",1.00365691857714,1.65002126982667e-55
"316","ABQ.24.0","ABQ","8","24","1",0.0852294815760185,1.77020292570989e-46
"317","qm.24.0","qm","9","24","1",0.0451350384948819,8.25010634913335e-56
"318","nTau1.24.0","nTau1","10","24","1",1.12734110417048,1.16652090528739e-16
"319","nTau2.24.0","nTau2","11","24","1",0.987558764289579,6.26570738915324e-15
"320","nCon.24.0","nCon","12","24","1",0.946493965144852,1.23386104057034e-09
"321","Fm.24.0","Fm","13","24","1",2014.39991939642,2.3557271658218e-84
"322","Fo.24.0","Fo","14","24","1",1267.58186763509,1.65002126982667e-55
"323","Quant.25.0","Quant","1","25","1",0.377148502255332,3.92782534772053e-54
"324","Sigma.25.0","Sigma","2","25","1",4.09486385913795,3.95502870930312e-45
"325","Connect.25.0","Connect","3","25","1",0.181950770413526,1.26979566376223e-07
"326","Tau1.25.0","Tau1","4","25","1",936.419217565166,8.04344901498053e-16
"327","Tau2.25.0","Tau2","5","25","1",539739.862039379,1.50644592628012e-14
"328","NPQ.25.0","NPQ","6","25","1",0.89957766732752,5.97709862201786e-83
"329","qP.25.0","qP","7","25","1",0.993745528004813,7.85565069544105e-54
"330","ABQ.25.0","ABQ","8","25","1",0.0971305561772324,3.95502870930312e-45
"331","qm.25.0","qm","9","25","1",0.0286287774452885,3.92782534772053e-54
"332","nTau1.25.0","nTau1","10","25","1",1.22140832784685,8.04344901498053e-16
"333","nTau2.25.0","nTau2","11","25","1",0.915649846521199,1.50644592628012e-14
"334","nCon.25.0","nCon","12","25","1",0.840234037331246,1.26979566376223e-07
"335","Fm.25.0","Fm","13","25","1",2077.6021083776,5.97709862201786e-83
"336","Fo.25.0","Fo","14","25","1",1294.03758492047,7.85565069544105e-54
"337","Quant.26.0","Quant","1","26","1",0.383263367580252,3.16084253997667e-56
"338","Sigma.26.0","Sigma","2","26","1",4.01043072119347,1.25903410874761e-47
"339","Connect.26.0","Connect","3","26","1",0.193356418239923,1.4073151254658e-09
"340","Tau1.26.0","Tau1","4","26","1",961.811087507052,5.85684065420607e-16
"341","Tau2.26.0","Tau2","5","26","1",510090.238136532,5.43850378380106e-15
"342","NPQ.26.0","NPQ","6","26","1",0.852316318870777,1.31308469437089e-84
"343","qP.26.0","qP","7","26","1",0.986256977597306,6.32168507995334e-56
"344","ABQ.26.0","ABQ","8","26","1",0.115747072603298,1.25903410874761e-47
"345","qm.26.0","qm","9","26","1",0.0128795323312151,3.16084253997667e-56
"346","nTau1.26.0","nTau1","10","26","1",1.25452794011545,5.85684065420607e-16
"347","nTau2.26.0","nTau2","11","26","1",0.865350293930302,5.43850378380106e-15
