"","uni","metric","metrix","stage","col","cclong2025.lpv11.002","pval"
"76","NPQ.7.0","NPQ","6","7","1",0.246549741990591,1.03469977471539e-92
"77","qP.7.0","qP","7","7","1",0.45877161227541,1.74651435822796e-74
"78","ABQ.7.0","ABQ","8","7","1",0.217360032229478,3.17940027914521e-34
"79","qm.7.0","qm","9","7","1",0.693847353278014,8.73257179113981e-75
"80","nTau1.7.0","nTau1","10","7","1",1.997620980855,6.06318520380249e-11
"81","nTau2.7.0","nTau2","11","7","1",2.30363116694076,7.39976306133594e-16
"82","nCon.7.0","nCon","12","7","1",0.531072285963969,0.0120376010136397
"83","Fm.7.0","Fm","13","7","1",2734.61870029399,1.03469977471539e-92
"84","Fo.7.0","Fo","14","7","1",2421.25009427304,1.74651435822796e-74
"85","Quant.8.0","Quant","1","8","1",0.119291695380378,1.15761568723771e-75
"86","Sigma.8.0","Sigma","2","8","1",4.50350621417019,1.91209423163694e-36
"87","Connect.8.0","Connect","3","8","1",0.168055206217176,0.000489280343359569
"88","Tau1.8.0","Tau1","4","8","1",755.831904190085,1.38557654238034e-10
"89","Tau2.8.0","Tau2","5","8","1",1837697.52692943,1.00011057389667e-15
"90","NPQ.8.0","NPQ","6","8","1",0.277411232527531,1.03730081214333e-93
"91","qP.8.0","qP","7","8","1",0.491769668058393,2.31523137447543e-75
"92","ABQ.8.0","ABQ","8","8","1",0.225406471041133,1.91209423163694e-36
"93","qm.8.0","qm","9","8","1",0.681294526057533,1.15761568723771e-75
"94","nTau1.8.0","nTau1","10","8","1",1.42825908785624,1.38557654238034e-10
"95","nTau2.8.0","nTau2","11","8","1",2.18981328085807,1.00011057389667e-15
"96","nCon.8.0","nCon","12","8","1",0.654845464523936,0.000489280343359569
"97","Fm.8.0","Fm","13","8","1",2668.55194982846,1.03730081214333e-93
"98","Fo.8.0","Fo","14","8","1",2350.21586352281,2.31523137447543e-75
"99","Quant.9.0","Quant","1","9","1",0.131094157116805,4.24805184025096e-73
"100","Sigma.9.0","Sigma","2","9","1",4.52541561725011,1.01867629299779e-34
"101","Connect.9.0","Connect","3","9","1",0.119203597070485,0.0246611851915433
"102","Tau1.9.0","Tau1","4","9","1",740.587203853995,4.83316113456117e-11
"103","Tau2.9.0","Tau2","5","9","1",1753827.14472744,1.60923954956829e-15
"104","NPQ.9.0","NPQ","6","9","1",0.313891960080009,4.87467723613601e-91
"105","qP.9.0","qP","7","9","1",0.536307499461087,8.49610368050192e-73
"106","ABQ.9.0","ABQ","8","9","1",0.221638100122568,1.01867629299779e-34
"107","qm.9.0","qm","9","9","1",0.649762497365998,4.24805184025096e-73
"108","nTau1.9.0","nTau1","10","9","1",1.39945191303871,4.83316113456117e-11
"109","nTau2.9.0","nTau2","11","9","1",2.08987274433059,1.60923954956829e-15
"110","nCon.9.0","nCon","12","9","1",0.464489834344496,0.0246611851915433
"111","Fm.9.0","Fm","13","9","1",2594.45855432934,4.87467723613601e-91
"112","Fo.9.0","Fo","14","9","1",2254.34019697505,8.49610368050192e-73
"113","Quant.10.0","Quant","1","10","1",0.250407031152776,5.72178648632585e-67
"114","Sigma.10.0","Sigma","2","10","1",4.89567810350779,1.75404555680059e-45
"115","Connect.10.0","Connect","3","10","1",0.180787571671985,9.47314006468567e-09
"116","Tau1.10.0","Tau1","4","10","1",854.686389729473,3.49118637587229e-16
"117","Tau2.10.0","Tau2","5","10","1",1082638.42246893,4.10466882342411e-13
"118","NPQ.10.0","NPQ","6","10","1",0.591182208949677,1.90705102925895e-90
"119","qP.10.0","qP","7","10","1",0.837543404819588,1.14435729726517e-66
"120","ABQ.10.0","ABQ","8","10","1",0.157953736821592,1.75404555680059e-45
"121","qm.10.0","qm","9","10","1",0.331000441500987,5.72178648632585e-67
"122","nTau1.10.0","nTau1","10","10","1",1.61505964041862,3.49118637587229e-16
"123","nTau2.10.0","nTau2","11","10","1",1.29007954853755,4.10466882342411e-13
"124","nCon.10.0","nCon","12","10","1",0.7044585170346,9.47314006468567e-09
"125","Fm.10.0","Fm","13","10","1",2142.33053645331,1.90705102925895e-90
"126","Fo.10.0","Fo","14","10","1",1605.8759070721,1.14435729726517e-66
"127","Quant.11.0","Quant","1","11","1",0.26143760704074,6.55231101890636e-70
"128","Sigma.11.0","Sigma","2","11","1",4.93118893422769,7.41407734972177e-50
"129","Connect.11.0","Connect","3","11","1",0.198520743583811,1.37664701689258e-12
"130","Tau1.11.0","Tau1","4","11","1",876.128073684242,3.00814087991878e-17
"131","Tau2.11.0","Tau2","5","11","1",1012992.40264473,8.35085051190786e-14
"132","NPQ.11.0","NPQ","6","11","1",0.566246828297637,1.5885625841217e-93
"133","qP.11.0","qP","7","11","1",0.836819220881864,1.31046220378127e-69
"134","ABQ.11.0","ABQ","8","11","1",0.151845949161159,7.41407734972177e-50
"135","qm.11.0","qm","9","11","1",0.30153062044578,6.55231101890636e-70
"136","nTau1.11.0","nTau1","10","11","1",1.65557695623655,3.00814087991878e-17
"137","nTau2.11.0","nTau2","11","11","1",1.20708886212967,8.35085051190786e-14
"138","nCon.11.0","nCon","12","11","1",0.773557758048746,1.37664701689258e-12
"139","Fm.11.0","Fm","13","11","1",2176.43743866298,1.5885625841217e-93
"140","Fo.11.0","Fo","14","11","1",1607.43484282505,1.31046220378127e-69
"141","Quant.12.0","Quant","1","12","1",0.267863923984072,3.85630297293132e-69
"142","Sigma.12.0","Sigma","2","12","1",4.83728403121564,1.25398216628683e-49
"143","Connect.12.0","Connect","3","12","1",0.207130569922561,4.35933883534417e-13
"144","Tau1.12.0","Tau1","4","12","1",843.882606439898,1.47020463217941e-17
"145","Tau2.12.0","Tau2","5","12","1",998228.220015814,7.41523033771466e-14
"146","NPQ.12.0","NPQ","6","12","1",0.554846238635375,1.15905467512698e-92
"147","qP.12.0","qP","7","12","1",0.837888978466847,7.71260594586264e-69
"148","ABQ.12.0","ABQ","8","12","1",0.167997393558366,1.25398216628683e-49
"149","qm.12.0","qm","9","12","1",0.284361760697428,3.85630297293132e-69
"150","nTau1.12.0","nTau1","10","12","1",1.59464425231311,1.47020463217941e-17
"151","nTau2.12.0","nTau2","11","12","1",1.18949575840719,7.41523033771466e-14
"152","nCon.12.0","nCon","12","12","1",0.807106886666533,4.35933883534417e-13
"153","Fm.12.0","Fm","13","12","1",2192.39571771799,1.15905467512698e-92
"154","Fo.12.0","Fo","14","12","1",1605.13199784417,7.71260594586264e-69
"155","Quant.13.0","Quant","1","13","1",0.266674337715681,1.5224602031563e-69
"156","Sigma.13.0","Sigma","2","13","1",4.78549372571216,5.43808838873726e-50
"157","Connect.13.0","Connect","3","13","1",0.220257035268392,2.53935376963601e-14
"158","Tau1.13.0","Tau1","4","13","1",846.621293997394,5.90977843159374e-17
"159","Tau2.13.0","Tau2","5","13","1",971508.567823612,1.77716177075902e-13
"160","NPQ.13.0","NPQ","6","13","1",0.546493140229054,7.20880162579987e-93
"161","qP.13.0","qP","7","13","1",0.832643442698848,3.0449204063126e-69
"162","ABQ.13.0","ABQ","8","13","1",0.176905216396397,5.43808838873726e-50
"163","qm.13.0","qm","9","13","1",0.287539917016305,1.5224602031563e-69
"164","nTau1.13.0","nTau1","10","13","1",1.59981941807564,5.90977843159374e-17
"165","nTau2.13.0","nTau2","11","13","1",1.1576564331793,1.77716177075902e-13
"166","nCon.13.0","nCon","12","13","1",0.858255592442656,2.53935376963601e-14
"167","Fm.13.0","Fm","13","13","1",2204.23754016085,7.20880162579987e-93
"168","Fo.13.0","Fo","14","13","1",1616.42395397041,3.0449204063126e-69
"169","Quant.14.0","Quant","1","14","1",0.273220680490718,1.35275151217454e-69
"170","Sigma.14.0","Sigma","2","14","1",4.93572562169687,1.50278581626843e-50
"171","Connect.14.0","Connect","3","14","1",0.202387574730369,1.9889970581882e-13
"172","Tau1.14.0","Tau1","4","14","1",893.710366126139,5.11638552263348e-16
"173","Tau2.14.0","Tau2","5","14","1",981688.940597443,1.85701890559398e-12
"174","NPQ.14.0","NPQ","6","14","1",0.542885712711102,1.56423491663439e-93
"175","qP.14.0","qP","7","14","1",0.837606590330437,2.70550302434908e-69
"176","ABQ.14.0","ABQ","8","14","1",0.151065648526628,1.50278581626843e-50
"177","qm.14.0","qm","9","14","1",0.27005039043983,1.35275151217454e-69
"178","nTau1.14.0","nTau1","10","14","1",1.68880136609048,5.11638552263348e-16
"179","nTau2.14.0","nTau2","11","14","1",1.16978743688233,1.85701890559398e-12
"180","nCon.14.0","nCon","12","14","1",0.788625287912302,1.9889970581882e-13
"181","Fm.14.0","Fm","13","14","1",2209.39127714407,1.56423491663439e-93
"182","Fo.14.0","Fo","14","14","1",1605.73988893251,2.70550302434908e-69
"183","Quant.15.0","Quant","1","15","1",0.275158205530761,1.22710240732803e-67
"184","Sigma.15.0","Sigma","2","15","1",4.91663616837923,6.63193849360173e-49
"185","Connect.15.0","Connect","3","15","1",0.215417925098436,3.60559954278747e-13
"186","Tau1.15.0","Tau1","4","15","1",833.194885779768,3.25669676850132e-17
"187","Tau2.15.0","Tau2","5","15","1",933779.374560955,6.23470482808292e-14
"188","NPQ.15.0","NPQ","6","15","1",0.53898427393771,1.29071789762656e-91
"189","qP.15.0","qP","7","15","1",0.837709222319541,2.45420481465607e-67
"190","ABQ.15.0","ABQ","8","15","1",0.154348994059643,6.63193849360173e-49
"191","qm.15.0","qm","9","15","1",0.264874004655445,1.22710240732803e-67
"192","nTau1.15.0","nTau1","10","15","1",1.57444818215958,3.25669676850132e-17
"193","nTau2.15.0","nTau2","11","15","1",1.11269806148215,6.23470482808292e-14
"194","nCon.15.0","nCon","12","15","1",0.839399471180742,3.60559954278747e-13
"195","Fm.15.0","Fm","13","15","1",2214.9922471736,1.29071789762656e-91
"196","Fo.15.0","Fo","14","15","1",1605.51895517676,2.45420481465607e-67
"197","Quant.16.0","Quant","1","16","1",0.0940448234183475,8.80073615101391e-77
"198","Sigma.16.0","Sigma","2","16","1",4.7360206313732,1.34754609974525e-31
"199","Connect.16.0","Connect","3","16","1",0.0995142802953354,0.116589826848741
"200","Tau1.16.0","Tau1","4","16","1",556.93220742436,7.5099793979233e-09
"201","Tau2.16.0","Tau2","5","16","1",2650308.06599903,2.70706074546283e-12
"202","NPQ.16.0","NPQ","6","16","1",0.194633839961053,1.33532967079912e-94
"203","qP.16.0","qP","7","16","1",0.382654598033398,1.76014723020278e-76
"204","ABQ.16.0","ABQ","8","16","1",0.185414483822731,1.34754609974525e-31
"205","qm.16.0","qm","9","16","1",0.748745292588824,8.80073615101391e-77
"206","nTau1.16.0","nTau1","10","16","1",1.05240792584171,7.5099793979233e-09
"207","nTau2.16.0","nTau2","11","16","1",3.15812570689323,2.70706074546283e-12
"208","nCon.16.0","nCon","12","16","1",0.387768261237621,0.116589826848741
"209","Fm.16.0","Fm","13","16","1",2853.45862578717,1.33532967079912e-94
"210","Fo.16.0","Fo","14","16","1",2585.10561319346,1.76014723020278e-76
"211","Quant.17.0","Quant","1","17","1",0.101927207542378,2.68899066046307e-72
"212","Sigma.17.0","Sigma","2","17","1",4.55414827562798,1.63700587315625e-26
"213","Connect.17.0","Connect","3","17","1",0,1
"214","Tau1.17.0","Tau1","4","17","1",797.121713758119,2.88248143393639e-08
"215","Tau2.17.0","Tau2","5","17","1",2844146.1248279,5.84625257486946e-10
"216","NPQ.17.0","NPQ","6","17","1",0.23057732876964,1.11230950855245e-88
"217","qP.17.0","qP","7","17","1",0.427873833484826,5.37798132092613e-72
"218","ABQ.17.0","ABQ","8","17","1",0.216696143746611,1.63700587315625e-26
"219","qm.17.0","qm","9","17","1",0.727686333203298,2.68899066046307e-72
"220","nTau1.17.0","nTau1","10","17","1",1.50628244916776,2.88248143393639e-08
"221","nTau2.17.0","nTau2","11","17","1",3.38910449928919,5.84625257486946e-10
"222","nCon.17.0","nCon","12","17","1",0,1
"223","Fm.17.0","Fm","13","17","1",2770.11298323069,1.11230950855245e-88
"224","Fo.17.0","Fo","14","17","1",2487.76310227309,5.37798132092613e-72
"225","Quant.18.0","Quant","1","18","1",0.102674536967384,1.63165901010648e-72
"226","Sigma.18.0","Sigma","2","18","1",4.70021996232316,9.16156630828919e-27
"227","Connect.18.0","Connect","3","18","1",0,1
"228","Tau1.18.0","Tau1","4","18","1",691.102275318425,6.72038446567617e-13
"229","Tau2.18.0","Tau2","5","18","1",2876641.25071247,1.72788166956975e-13
"230","NPQ.18.0","NPQ","6","18","1",0.256584648921106,3.0181049406817e-89
"231","qP.18.0","qP","7","18","1",0.452734087336044,3.26331802021296e-72
"232","ABQ.18.0","ABQ","8","18","1",0.191572123061975,9.16156630828919e-27
"233","qm.18.0","qm","9","18","1",0.725689731697818,1.63165901010648e-72
"234","nTau1.18.0","nTau1","10","18","1",1.30594263074852,6.72038446567617e-13
"235","nTau2.18.0","nTau2","11","18","1",3.42782591953515,1.72788166956975e-13
"236","nCon.18.0","nCon","12","18","1",0,1
"237","Fm.18.0","Fm","13","18","1",2712.78042288748,3.0181049406817e-89
"238","Fo.18.0","Fo","14","18","1",2434.24694907333,3.26331802021296e-72
"239","Quant.19.0","Quant","1","19","1",0.102507529149566,6.81156909615899e-74
"240","Sigma.19.0","Sigma","2","19","1",4.70228392357182,4.99930907823455e-30
"241","Connect.19.0","Connect","3","19","1",0.0579687565011108,0.408778195687225
"242","Tau1.19.0","Tau1","4","19","1",568.473259440589,3.49503847003595e-11
"243","Tau2.19.0","Tau2","5","19","1",2704468.55418101,1.37078550026713e-12
"244","NPQ.19.0","NPQ","6","19","1",0.279214223524008,7.73252283526405e-92
"245","qP.19.0","qP","7","19","1",0.47253142149879,1.3623138192318e-73
"246","ABQ.19.0","ABQ","8","19","1",0.19121712609934,4.99930907823455e-30
"247","qm.19.0","qm","9","19","1",0.726135917876664,6.81156909615899e-74
"248","nTau1.19.0","nTau1","10","19","1",1.07421649509397,3.49503847003595e-11
"249","nTau2.19.0","nTau2","11","19","1",3.2226637250277,1.37078550026713e-12
"250","nCon.19.0","nCon","12","19","1",0.22588159053989,0.408778195687225
"251","Fm.19.0","Fm","13","19","1",2664.79075404851,7.73252283526405e-92
"252","Fo.19.0","Fo","14","19","1",2391.62963815038,1.3623138192318e-73
"253","Quant.20.0","Quant","1","20","1",0.10091580162775,1.06796513037349e-73
"254","Sigma.20.0","Sigma","2","20","1",4.57654139640297,7.89303420877512e-30
"255","Connect.20.0","Connect","3","20","1",0.079546802015787,0.260948039538191
"256","Tau1.20.0","Tau1","4","20","1",589.451072362518,9.08411169012035e-11
"257","Tau2.20.0","Tau2","5","20","1",2675974.38000138,4.71651414840497e-12
"258","NPQ.20.0","NPQ","6","20","1",0.307568922791203,3.04412203347883e-91
"259","qP.20.0","qP","7","20","1",0.494695880060756,2.13593026074697e-73
"260","ABQ.20.0","ABQ","8","20","1",0.212844574409163,7.89303420877512e-30
"261","qm.20.0","qm","9","20","1",0.730388454254911,1.06796513037349e-73
"262","nTau1.20.0","nTau1","10","20","1",1.11385725619839,9.08411169012035e-11
"263","nTau2.20.0","nTau2","11","20","1",3.18870986693557,4.71651414840497e-12
"264","nCon.20.0","nCon","12","20","1",0.309962801450526,0.260948039538191
"265","Fm.20.0","Fm","13","20","1",2607.00462964311,3.04412203347883e-91
"266","Fo.20.0","Fo","14","20","1",2343.91666759542,2.13593026074697e-73
"267","Quant.21.0","Quant","1","21","1",0.100420831836088,4.15661456842873e-74
"268","Sigma.21.0","Sigma","2","21","1",4.44147196949631,1.4364196331887e-30
"269","Connect.21.0","Connect","3","21","1",0.133628792100725,0.046085888179759
"270","Tau1.21.0","Tau1","4","21","1",629.498726882998,8.38711531851595e-10
"271","Tau2.21.0","Tau2","5","21","1",2500188.16628766,2.47724526735467e-12
"272","NPQ.21.0","NPQ","6","21","1",0.335768857270368,4.43040331049678e-91
"273","qP.21.0","qP","7","21","1",0.517095959767361,8.31322913685745e-74
"274","ABQ.21.0","ABQ","8","21","1",0.236076229716507,1.4364196331887e-30
"275","qm.21.0","qm","9","21","1",0.73171083953526,4.15661456842873e-74
"276","nTau1.21.0","nTau1","10","21","1",1.18953337703837,8.38711531851595e-10
"277","nTau2.21.0","nTau2","11","21","1",2.97924177997283,2.47724526735467e-12
"278","nCon.21.0","nCon","12","21","1",0.520699182171652,0.046085888179759
"279","Fm.21.0","Fm","13","21","1",2551.96714367188,4.43040331049678e-91
"280","Fo.21.0","Fo","14","21","1",2295.69648028599,8.31322913685745e-74
"281","Quant.22.0","Quant","1","22","1",0.106016473059695,2.44747303588621e-73
"282","Sigma.22.0","Sigma","2","22","1",4.59376943963896,1.19895583673139e-29
"283","Connect.22.0","Connect","3","22","1",0,1
"284","Tau1.22.0","Tau1","4","22","1",720.315711885375,1.44517842498588e-09
"285","Tau2.22.0","Tau2","5","22","1",2749492.68056024,3.76100389177652e-10
"286","NPQ.22.0","NPQ","6","22","1",0.373077500025958,4.21271961091255e-91
"287","qP.22.0","qP","7","22","1",0.552526001016768,4.89494607177242e-73
"288","ABQ.22.0","ABQ","8","22","1",0.209881387467124,1.19895583673139e-29
"289","qm.22.0","qm","9","22","1",0.716761253292099,2.44747303588621e-73
"290","nTau1.22.0","nTau1","10","22","1",1.36114585256669,1.44517842498588e-09
"291","nTau2.22.0","nTau2","11","22","1",3.27631479026531,3.76100389177652e-10
"292","nCon.22.0","nCon","12","22","1",0,1
"293","Fm.22.0","Fm","13","22","1",2482.6262430414,4.21271961091255e-91
"294","Fo.22.0","Fo","14","22","1",2219.42696482871,4.89494607177242e-73
"295","Quant.23.0","Quant","1","23","1",0.378962163619089,1.28454897593362e-61
"296","Sigma.23.0","Sigma","2","23","1",4.92543358326637,8.634128760535e-52
"297","Connect.23.0","Connect","3","23","1",0.227598475633649,1.82057996544465e-15
"298","Tau1.23.0","Tau1","4","23","1",1222.20083938056,7.29915306297527e-15
"299","Tau2.23.0","Tau2","5","23","1",650575.318553075,2.25593600516736e-10
"300","NPQ.23.0","NPQ","6","23","1",0.685310208842204,8.49268846562436e-88
"301","qP.23.0","qP","7","23","1",1,2.56909795186725e-61
"302","ABQ.23.0","ABQ","8","23","1",0.152835857334817,8.634128760535e-52
"303","qm.23.0","qm","9","23","1",-0.0124536798422497,1.28454897593362e-61
"304","nTau1.23.0","nTau1","10","23","1",2.30953396694908,7.29915306297527e-15
"305","nTau2.23.0","nTau2","11","23","1",0.775230119151541,2.25593600516736e-10
"306","nCon.23.0","nCon","12","23","1",0.886862316592869,1.82057996544465e-15
"307","Fm.23.0","Fm","13","23","1",2022.67702255003,8.49268846562436e-88
"308","Fo.23.0","Fo","14","23","1",1256.15896178185,2.56909795186725e-61
"309","Quant.24.0","Quant","1","24","1",0.387934197353747,7.12915780367297e-59
"310","Sigma.24.0","Sigma","2","24","1",4.90976320251653,8.68664912935102e-50
"311","Connect.24.0","Connect","3","24","1",0.236526233870216,1.31714439852259e-14
"312","Tau1.24.0","Tau1","4","24","1",1219.4010730531,3.36317902256783e-15
"313","Tau2.24.0","Tau2","5","24","1",622695.966049881,3.87654355126817e-11
"314","NPQ.24.0","NPQ","6","24","1",0.665945212864269,1.98516189166216e-85
"315","qP.24.0","qP","7","24","1",1.00174519507885,1.42583156073459e-58
"316","ABQ.24.0","ABQ","8","24","1",0.155531129628869,8.68664912935102e-50
"317","qm.24.0","qm","9","24","1",-0.0364237999291044,7.12915780367297e-59
"318","nTau1.24.0","nTau1","10","24","1",2.30424338358141,3.36317902256783e-15
"319","nTau2.24.0","nTau2","11","24","1",0.742008886887477,3.87654355126817e-11
"320","nCon.24.0","nCon","12","24","1",0.921650301572201,1.31714439852259e-14
"321","Fm.24.0","Fm","13","24","1",2046.18867953844,1.98516189166216e-85
"322","Fo.24.0","Fo","14","24","1",1252.40211650737,1.42583156073459e-58
"323","Quant.25.0","Quant","1","25","1",0.388140741982285,3.2901912136546e-58
"324","Sigma.25.0","Sigma","2","25","1",4.84189105281408,5.20551395163126e-49
"325","Connect.25.0","Connect","3","25","1",0.236520761283946,3.81984010924456e-14
"326","Tau1.25.0","Tau1","4","25","1",1205.97660305372,1.37990446466767e-14
"327","Tau2.25.0","Tau2","5","25","1",607378.430589181,9.89300754235011e-11
"328","NPQ.25.0","NPQ","6","25","1",0.642953933859791,1.052604009667e-84
"329","qP.25.0","qP","7","25","1",0.993802811144649,6.5803824273092e-58
"330","ABQ.25.0","ABQ","8","25","1",0.167204995602591,5.20551395163126e-49
"331","qm.25.0","qm","9","25","1",-0.0369756145673183,3.2901912136546e-58
"332","nTau1.25.0","nTau1","10","25","1",2.27887581022286,1.37990446466767e-14
"333","nTau2.25.0","nTau2","11","25","1",0.723756404043959,9.89300754235011e-11
"334","nCon.25.0","nCon","12","25","1",0.921628977042134,3.81984010924456e-14
"335","Fm.25.0","Fm","13","25","1",2074.82277198469,1.052604009667e-84
"336","Fo.25.0","Fo","14","25","1",1269.49952178481,6.5803824273092e-58
"337","Quant.26.0","Quant","1","26","1",0.390694190491723,6.79820153312217e-58
"338","Sigma.26.0","Sigma","2","26","1",4.90413498889354,6.61706567806035e-49
"339","Connect.26.0","Connect","3","26","1",0.237725871480684,3.69177312526281e-14
"340","Tau1.26.0","Tau1","4","26","1",1064.24591083601,9.86055049454805e-15
"341","Tau2.26.0","Tau2","5","26","1",564265.745645724,6.45411380924789e-12
"342","NPQ.26.0","NPQ","6","26","1",0.627998954808099,1.17895219011572e-84
"343","qP.26.0","qP","7","26","1",0.990869191233566,1.35964030662443e-57
"344","ABQ.26.0","ABQ","8","26","1",0.156499170449653,6.61706567806035e-49
"345","qm.26.0","qm","9","26","1",-0.0437975313385854,6.79820153312217e-58
"346","nTau1.26.0","nTau1","10","26","1",2.01105415825778,9.86055049454805e-15
