"","uni","metric","metrix","stage","col","cclong2025.lpv25.004","pval"
"85","Quant.8.0","Quant","1","8","1",0.151137638891133,6.21481700881475e-67
"86","Sigma.8.0","Sigma","2","8","1",3.22312067067634,1.17270360197778e-30
"87","Connect.8.0","Connect","3","8","1",0.119711506228082,0.0758062830222254
"88","Tau1.8.0","Tau1","4","8","1",818.051485517005,1.00429442893599e-13
"89","Tau2.8.0","Tau2","5","8","1",1656649.365647,4.89612356669814e-17
"90","NPQ.8.0","NPQ","6","8","1",0.624414048763965,8.95385439577926e-84
"91","qP.8.0","qP","7","8","1",0.696515688820823,1.24296340176295e-66
"92","ABQ.8.0","ABQ","8","8","1",0.202807507141712,1.17270360197778e-30
"93","qm.8.0","qm","9","8","1",0.618586661348467,6.21481700881475e-67
"94","nTau1.8.0","nTau1","10","8","1",1.62618721421801,1.00429442893599e-13
"95","nTau2.8.0","nTau2","11","8","1",2.10853552674268,4.89612356669814e-17
"96","nCon.8.0","nCon","12","8","1",0.471075230617152,0.0758062830222254
"97","Fm.8.0","Fm","13","8","1",1993.79042488273,8.95385439577926e-84
"98","Fo.8.0","Fo","14","8","1",1692.45364762221,1.24296340176295e-66
"99","Quant.9.0","Quant","1","9","1",0.151687829687083,3.1086660718637e-69
"100","Sigma.9.0","Sigma","2","9","1",3.20375568958786,1.63259210682035e-34
"101","Connect.9.0","Connect","3","9","1",0.191499062913491,0.000371803124318181
"102","Tau1.9.0","Tau1","4","9","1",748.692033755267,2.37536954512781e-14
"103","Tau2.9.0","Tau2","5","9","1",1820864.63264371,2.26836003432892e-15
"104","NPQ.9.0","NPQ","6","9","1",0.707738592975989,8.60020857796707e-87
"105","qP.9.0","qP","7","9","1",0.734182792512064,6.2173321437274e-69
"106","ABQ.9.0","ABQ","8","9","1",0.20759715640571,1.63259210682035e-34
"107","qm.9.0","qm","9","9","1",0.617198191143969,3.1086660718637e-69
"108","nTau1.9.0","nTau1","10","9","1",1.48830902973085,2.37536954512781e-14
"109","nTau2.9.0","nTau2","11","9","1",2.31754398180635,2.26836003432892e-15
"110","nCon.9.0","nCon","12","9","1",0.753565534904106,0.000371803124318181
"111","Fm.9.0","Fm","13","9","1",1896.50874542022,8.60020857796707e-87
"112","Fo.9.0","Fo","14","9","1",1608.83144984486,6.2173321437274e-69
"113","Quant.10.0","Quant","1","10","1",0.271394616080507,3.29757267624311e-64
"114","Sigma.10.0","Sigma","2","10","1",3.48830638302753,1.01298961404328e-43
"115","Connect.10.0","Connect","3","10","1",0.180087168895394,1.29266942317222e-07
"116","Tau1.10.0","Tau1","4","10","1",1005.64478115124,2.88336315963421e-14
"117","Tau2.10.0","Tau2","5","10","1",990677.323822676,6.70103332661333e-11
"118","NPQ.10.0","NPQ","6","10","1",0.929546055427591,6.02384285999669e-87
"119","qP.10.0","qP","7","10","1",0.907994665182853,6.59514535248622e-64
"120","ABQ.10.0","ABQ","8","10","1",0.137217639215581,1.01298961404328e-43
"121","qm.10.0","qm","9","10","1",0.315104249538531,3.29757267624311e-64
"122","nTau1.10.0","nTau1","10","10","1",1.99909995166094,2.88336315963421e-14
"123","nTau2.10.0","nTau2","11","10","1",1.26090552179257,6.70103332661333e-11
"124","nCon.10.0","nCon","12","10","1",0.708658735418092,1.29266942317222e-07
"125","Fm.10.0","Fm","13","10","1",1678.49902693972,6.02384285999669e-87
"126","Fo.10.0","Fo","14","10","1",1222.96342793191,6.59514535248622e-64
"127","Quant.11.0","Quant","1","11","1",0.28199937352201,3.7394531711936e-65
"128","Sigma.11.0","Sigma","2","11","1",3.52450256817228,1.98337203724627e-46
"129","Connect.11.0","Connect","3","11","1",0.203687371642644,8.66502638591375e-11
"130","Tau1.11.0","Tau1","4","11","1",995.498132616845,1.84735704489109e-14
"131","Tau2.11.0","Tau2","5","11","1",843055.636346349,4.72927893669341e-12
"132","NPQ.11.0","NPQ","6","11","1",0.848454868395561,9.00835750611507e-89
"133","qP.11.0","qP","7","11","1",0.892197556112959,7.4789063423872e-65
"134","ABQ.11.0","ABQ","8","11","1",0.128265033956329,1.98337203724627e-46
"135","qm.11.0","qm","9","11","1",0.288341915741146,3.7394531711936e-65
"136","nTau1.11.0","nTau1","10","11","1",1.9789296440386,1.84735704489109e-14
"137","nTau2.11.0","nTau2","11","11","1",1.07301689610263,4.72927893669341e-12
"138","nCon.11.0","nCon","12","11","1",0.801527594077263,8.66502638591375e-11
"139","Fm.11.0","Fm","13","11","1",1752.13429975804,9.00835750611507e-89
"140","Fo.11.0","Fo","14","11","1",1258.03352489984,7.4789063423872e-65
"141","Quant.12.0","Quant","1","12","1",0.294089022524846,5.06177045702372e-63
"142","Sigma.12.0","Sigma","2","12","1",3.47555840016339,3.35986707532839e-45
"143","Connect.12.0","Connect","3","12","1",0.188619719318846,5.3289570846617e-09
"144","Tau1.12.0","Tau1","4","12","1",992.078931129391,4.99545700035877e-15
"145","Tau2.12.0","Tau2","5","12","1",788737.917011875,6.51145102490542e-13
"146","NPQ.12.0","NPQ","6","12","1",0.784240398590847,1.00500433970793e-86
"147","qP.12.0","qP","7","12","1",0.881688099705755,1.01235409140474e-62
"148","ABQ.12.0","ABQ","8","12","1",0.140370669237334,3.35986707532839e-45
"149","qm.12.0","qm","9","12","1",0.257832286087488,5.06177045702372e-63
"150","nTau1.12.0","nTau1","10","12","1",1.97213268585177,4.99545700035877e-15
"151","nTau2.12.0","nTau2","11","12","1",1.00388286972183,6.51145102490542e-13
"152","nCon.12.0","nCon","12","12","1",0.742235066425254,5.3289570846617e-09
"153","Fm.12.0","Fm","13","12","1",1815.19327722233,1.00500433970793e-86
"154","Fo.12.0","Fo","14","12","1",1281.36486063034,1.01235409140474e-62
"155","Quant.13.0","Quant","1","13","1",0.301070652783282,2.6166307199883e-63
"156","Sigma.13.0","Sigma","2","13","1",3.49029853630921,3.85891305499985e-46
"157","Connect.13.0","Connect","3","13","1",0.200715136189758,2.27157320085908e-10
"158","Tau1.13.0","Tau1","4","13","1",1034.94988370445,2.27895977062049e-14
"159","Tau2.13.0","Tau2","5","13","1",781669.840886165,8.18808576304271e-12
"160","NPQ.13.0","NPQ","6","13","1",0.743458234669483,3.0290040134017e-87
"161","qP.13.0","qP","7","13","1",0.874028914275473,5.2332614399766e-63
"162","ABQ.13.0","ABQ","8","13","1",0.13672490878348,3.85891305499985e-46
"163","qm.13.0","qm","9","13","1",0.240213333418664,2.6166307199883e-63
"164","nTau1.13.0","nTau1","10","13","1",2.05735494407534,2.27895977062049e-14
"165","nTau2.13.0","nTau2","11","13","1",0.994886826306832,8.18808576304271e-12
"166","nCon.13.0","nCon","12","13","1",0.789831588024603,2.27157320085908e-10
"167","Fm.13.0","Fm","13","13","1",1857.653433886,3.0290040134017e-87
"168","Fo.13.0","Fo","14","13","1",1298.36850190084,5.2332614399766e-63
"169","Quant.14.0","Quant","1","14","1",0.308211074701705,3.58363555850501e-63
"170","Sigma.14.0","Sigma","2","14","1",3.49438055482528,1.31584909203755e-46
"171","Connect.14.0","Connect","3","14","1",0.205671179162888,5.20396777753862e-11
"172","Tau1.14.0","Tau1","4","14","1",1089.72941421386,1.5118573358983e-14
"173","Tau2.14.0","Tau2","5","14","1",765568.121609127,5.58192046710438e-12
"174","NPQ.14.0","NPQ","6","14","1",0.709784386757451,2.66673746234029e-87
"175","qP.14.0","qP","7","14","1",0.868603125391889,7.16727111701002e-63
"176","ABQ.14.0","ABQ","8","14","1",0.135715280274587,1.31584909203755e-46
"177","qm.14.0","qm","9","14","1",0.222193651602356,3.58363555850501e-63
"178","nTau1.14.0","nTau1","10","14","1",2.1662500120416,1.5118573358983e-14
"179","nTau2.14.0","nTau2","11","14","1",0.974393022463185,5.58192046710438e-12
"180","nCon.14.0","nCon","12","14","1",0.809334049902142,5.20396777753862e-11
"181","Fm.14.0","Fm","13","14","1",1894.23953192879,2.66673746234029e-87
"182","Fo.14.0","Fo","14","14","1",1310.41393005056,7.16727111701002e-63
"183","Quant.15.0","Quant","1","15","1",0.307171051284723,5.72245343052425e-66
"184","Sigma.15.0","Sigma","2","15","1",3.51641758701071,9.90053004185005e-50
"185","Connect.15.0","Connect","3","15","1",0.229406973876212,7.0140014409573e-15
"186","Tau1.15.0","Tau1","4","15","1",1058.17722810854,4.12984426862996e-15
"187","Tau2.15.0","Tau2","5","15","1",738659.258181076,9.55216800090412e-13
"188","NPQ.15.0","NPQ","6","15","1",0.685507850905165,3.64640228449821e-90
"189","qP.15.0","qP","7","15","1",0.859201259156575,1.14449068610485e-65
"190","ABQ.15.0","ABQ","8","15","1",0.130264737642741,9.90053004185005e-50
"191","qm.15.0","qm","9","15","1",0.224818271165407,5.72245343052425e-66
"192","nTau1.15.0","nTau1","10","15","1",2.10352808984783,4.12984426862996e-15
"193","nTau2.15.0","nTau2","11","15","1",0.94014419727491,9.55216800090412e-13
"194","nCon.15.0","nCon","12","15","1",0.902736474788159,7.0140014409573e-15
"195","Fm.15.0","Fm","13","15","1",1921.52245077428,3.64640228449821e-90
"196","Fo.15.0","Fo","14","15","1",1331.28637950275,1.14449068610485e-65
"197","Quant.16.0","Quant","1","16","1",0.111839825661494,4.67284246860407e-69
"198","Sigma.16.0","Sigma","2","16","1",3.3447489845281,4.43442728867296e-25
"199","Connect.16.0","Connect","3","16","1",0.05030489009588,0.598702088005897
"200","Tau1.16.0","Tau1","4","16","1",668.135120939284,3.01291578287665e-10
"201","Tau2.16.0","Tau2","5","16","1",2306633.92343801,1.35013517144564e-15
"202","NPQ.16.0","NPQ","6","16","1",0.42874711490842,9.20781294923046e-85
"203","qP.16.0","qP","7","16","1",0.551984746022526,9.34568493720814e-69
"204","ABQ.16.0","ABQ","8","16","1",0.172724494859926,4.43442728867296e-25
"205","qm.16.0","qm","9","16","1",0.71775924506481,4.67284246860407e-69
"206","nTau1.16.0","nTau1","10","16","1",1.32817164967899,3.01291578287665e-10
"207","nTau2.16.0","nTau2","11","16","1",2.93581712317223,1.35013517144564e-15
"208","nCon.16.0","nCon","12","16","1",0.197954135318766,0.598702088005897
"209","Fm.16.0","Fm","13","16","1",2266.84004655239,9.20781294923046e-85
"210","Fo.16.0","Fo","14","16","1",2013.31705094347,9.34568493720814e-69
"211","Quant.17.0","Quant","1","17","1",0.113299972701287,3.53229923606373e-71
"212","Sigma.17.0","Sigma","2","17","1",3.38092184811978,8.17386166878206e-29
"213","Connect.17.0","Connect","3","17","1",0.100413511039344,0.180420593283205
"214","Tau1.17.0","Tau1","4","17","1",667.999534638288,1.69477783399033e-12
"215","Tau2.17.0","Tau2","5","17","1",2379243.75801463,5.71106213393879e-17
"216","NPQ.17.0","NPQ","6","17","1",0.533823361629804,5.94243385623568e-88
"217","qP.17.0","qP","7","17","1",0.615500775917268,7.06459847212746e-71
"218","ABQ.17.0","ABQ","8","17","1",0.163777657851054,8.17386166878206e-29
"219","qm.17.0","qm","9","17","1",0.714074394874906,3.53229923606373e-71
"220","nTau1.17.0","nTau1","10","17","1",1.3279021205442,1.69477783399033e-12
"221","nTau2.17.0","nTau2","11","17","1",3.02823282619936,5.71106213393879e-17
"222","nCon.17.0","nCon","12","17","1",0.395135934383895,0.180420593283205
"223","Fm.17.0","Fm","13","17","1",2111.54769023024,5.94243385623568e-88
"224","Fo.17.0","Fo","14","17","1",1872.30939456968,7.06459847212746e-71
"225","Quant.18.0","Quant","1","18","1",0.116152336994605,3.88133485520352e-70
"226","Sigma.18.0","Sigma","2","18","1",3.06674062738641,6.03448390956239e-28
"227","Connect.18.0","Connect","3","18","1",0.123730944334142,0.119466861972476
"228","Tau1.18.0","Tau1","4","18","1",841.751664103145,1.59797515375989e-11
"229","Tau2.18.0","Tau2","5","18","1",2573571.37598968,2.38361866426215e-13
"230","NPQ.18.0","NPQ","6","18","1",0.580732754822992,7.06210103710197e-85
"231","qP.18.0","qP","7","18","1",0.643160870338732,7.76266971040704e-70
"232","ABQ.18.0","ABQ","8","18","1",0.241485859360349,6.03448390956239e-28
"233","qm.18.0","qm","9","18","1",0.706876123179338,3.88133485520352e-70
"234","nTau1.18.0","nTau1","10","18","1",1.67330029704201,1.59797515375989e-11
"235","nTau2.18.0","nTau2","11","18","1",3.27556741300111,2.38361866426215e-13
"236","nCon.18.0","nCon","12","18","1",0.486892070555293,0.119466861972476
"237","Fm.18.0","Fm","13","18","1",2048.88597809391,7.06210103710197e-85
"238","Fo.18.0","Fo","14","18","1",1810.90308350283,7.76266971040704e-70
"239","Quant.19.0","Quant","1","19","1",0.118182643617481,4.57577035852389e-68
"240","Sigma.19.0","Sigma","2","19","1",3.31754950391731,8.24966744560919e-26
"241","Connect.19.0","Connect","3","19","1",0.0518393217775179,0.569297110618622
"242","Tau1.19.0","Tau1","4","19","1",729.673230590934,4.59891795230043e-12
"243","Tau2.19.0","Tau2","5","19","1",2293207.96299643,6.17294709075916e-16
"244","NPQ.19.0","NPQ","6","19","1",0.629696559267528,2.08032007532454e-84
"245","qP.19.0","qP","7","19","1",0.669486155707574,9.15154071704779e-68
"246","ABQ.19.0","ABQ","8","19","1",0.179451894783187,8.24966744560919e-26
"247","qm.19.0","qm","9","19","1",0.701752409237537,4.57577035852389e-68
"248","nTau1.19.0","nTau1","10","19","1",1.45050195391334,4.59891795230043e-12
"249","nTau2.19.0","nTau2","11","19","1",2.91872894799241,6.17294709075916e-16
"250","nCon.19.0","nCon","12","19","1",0.203992257977725,0.569297110618622
"251","Fm.19.0","Fm","13","19","1",1987.32773782516,2.08032007532454e-84
"252","Fo.19.0","Fo","14","19","1",1752.46009203464,9.15154071704779e-68
"253","Quant.20.0","Quant","1","20","1",0.119711418263902,4.9792130966565e-67
"254","Sigma.20.0","Sigma","2","20","1",3.26647062280801,1.16736977390712e-24
"255","Connect.20.0","Connect","3","20","1",0.0283681128539013,0.773275244449318
"256","Tau1.20.0","Tau1","4","20","1",951.392985793892,7.53595999591083e-12
"257","Tau2.20.0","Tau2","5","20","1",2630544.64459333,4.99264309853656e-12
"258","NPQ.20.0","NPQ","6","20","1",0.686551495726574,4.86814288304688e-83
"259","qP.20.0","qP","7","20","1",0.697419314333601,9.95842619331299e-67
"260","ABQ.20.0","ABQ","8","20","1",0.192085520614947,1.16736977390712e-24
"261","qm.20.0","qm","9","20","1",0.697894369332882,4.9792130966565e-67
"262","nTau1.20.0","nTau1","10","20","1",1.89125395722121,7.53595999591083e-12
"263","nTau2.20.0","nTau2","11","20","1",3.34808134589271,4.99264309853656e-12
"264","nCon.20.0","nCon","12","20","1",0.111631001278723,0.773275244449318
"265","Fm.20.0","Fm","13","20","1",1920.33340498466,4.86814288304688e-83
"266","Fo.20.0","Fo","14","20","1",1690.4475695344,9.95842619331299e-67
"267","Quant.21.0","Quant","1","21","1",0.119432361344663,1.78815732571096e-70
"268","Sigma.21.0","Sigma","2","21","1",3.24587766825494,2.41438075509128e-30
"269","Connect.21.0","Connect","3","21","1",0.191098277956166,0.00452928469996743
"270","Tau1.21.0","Tau1","4","21","1",575.458251923227,1.83271308381598e-12
"271","Tau2.21.0","Tau2","5","21","1",2306024.06046751,7.29380826088228e-15
"272","NPQ.21.0","NPQ","6","21","1",0.745445002267208,5.13343251981263e-87
"273","qP.21.0","qP","7","21","1",0.722878410453342,3.57631465142191e-70
"274","ABQ.21.0","ABQ","8","21","1",0.197178891435603,2.41438075509128e-30
"275","qm.21.0","qm","9","21","1",0.698598601792922,1.78815732571096e-70
"276","nTau1.21.0","nTau1","10","21","1",1.14394126550895,1.83271308381598e-12
"277","nTau2.21.0","nTau2","11","21","1",2.9350409071748,7.29380826088228e-15
"278","nCon.21.0","nCon","12","21","1",0.751988411099149,0.00452928469996743
"279","Fm.21.0","Fm","13","21","1",1855.53894408801,5.13343251981263e-87
"280","Fo.21.0","Fo","14","21","1",1633.9275464286,3.57631465142191e-70
"281","Quant.22.0","Quant","1","22","1",0.120128207184759,5.22922087981492e-69
"282","Sigma.22.0","Sigma","2","22","1",2.96256149350559,4.51375846625498e-28
"283","Connect.22.0","Connect","3","22","1",0.171866924286797,0.0275533845060444
"284","Tau1.22.0","Tau1","4","22","1",585.41235352285,1.96788483490245e-12
"285","Tau2.22.0","Tau2","5","22","1",2257324.77213142,3.95894855962848e-15
"286","NPQ.22.0","NPQ","6","22","1",0.817612592693732,2.33415156847975e-83
"287","qP.22.0","qP","7","22","1",0.752659212846454,1.04584417596298e-68
"288","ABQ.22.0","ABQ","8","22","1",0.267253068201723,4.51375846625498e-28
"289","qm.22.0","qm","9","22","1",0.696842554212682,5.22922087981492e-69
"290","nTau1.22.0","nTau1","10","22","1",1.16372881315957,1.96788483490245e-12
"291","nTau2.22.0","nTau2","11","22","1",2.87305785770577,3.95894855962848e-15
"292","nCon.22.0","nCon","12","22","1",0.676311355063974,0.0275533845060444
"293","Fm.22.0","Fm","13","22","1",1781.86550285213,2.33415156847975e-83
"294","Fo.22.0","Fo","14","22","1",1567.81319455014,1.04584417596298e-68
"295","Quant.23.0","Quant","1","23","1",0.373654164911384,1.18628028484449e-59
"296","Sigma.23.0","Sigma","2","23","1",3.31911342634182,3.61783190024863e-48
"297","Connect.23.0","Connect","3","23","1",0.215908491426102,1.28375029722089e-12
"298","Tau1.23.0","Tau1","4","23","1",1612.13245252521,2.86757336366559e-15
"299","Tau2.23.0","Tau2","5","23","1",657302.989755649,4.50541422941403e-11
"300","NPQ.23.0","NPQ","6","23","1",0.991317315258028,1.1465796432106e-84
"301","qP.23.0","qP","7","23","1",1,2.37256056968898e-59
"302","ABQ.23.0","ABQ","8","23","1",0.179065081088131,3.61783190024863e-48
"303","qm.23.0","qm","9","23","1",0.0570404329092484,1.18628028484449e-59
"304","nTau1.23.0","nTau1","10","23","1",3.20472394260803,2.86757336366559e-15
"305","nTau2.23.0","nTau2","11","23","1",0.83659628553486,4.50541422941403e-11
"306","nCon.23.0","nCon","12","23","1",0.84961876761428,1.28375029722089e-12
"307","Fm.23.0","Fm","13","23","1",1626.43148415094,1.1465796432106e-84
"308","Fo.23.0","Fo","14","23","1",1018.70858615494,2.37256056968898e-59
"309","Quant.24.0","Quant","1","24","1",0.397441124173413,1.51353418688545e-58
"310","Sigma.24.0","Sigma","2","24","1",3.22708802329257,2.33445065325061e-49
"311","Connect.24.0","Connect","3","24","1",0.260678582350205,1.52472384261784e-16
"312","Tau1.24.0","Tau1","4","24","1",2354.3259183424,1.32222599343725e-16
"313","Tau2.24.0","Tau2","5","24","1",673553.111961788,1.49985267629306e-09
"314","NPQ.24.0","NPQ","6","24","1",0.822295609528029,6.7189021356829e-84
"315","qP.24.0","qP","7","24","1",0.976481831703672,3.02706837377091e-58
"316","ABQ.24.0","ABQ","8","24","1",0.201826239592236,2.33445065325061e-49
"317","qm.24.0","qm","9","24","1",-0.00298871413223378,1.51353418688545e-58
"318","nTau1.24.0","nTau1","10","24","1",4.68011460683412,1.32222599343725e-16
"319","nTau2.24.0","nTau2","11","24","1",0.857278972346001,1.49985267629306e-09
"320","nCon.24.0","nCon","12","24","1",1.0257929848749,1.52472384261784e-16
"321","Fm.24.0","Fm","13","24","1",1777.28638511587,6.7189021356829e-84
"322","Fo.24.0","Fo","14","24","1",1070.91968623732,3.02706837377091e-58
"323","Quant.25.0","Quant","1","25","1",0.40344461067173,1.57241453042802e-57
"324","Sigma.25.0","Sigma","2","25","1",3.26306094408742,8.75453584460345e-49
"325","Connect.25.0","Connect","3","25","1",0.247626989302926,3.80025373642136e-15
"326","Tau1.25.0","Tau1","4","25","1",2072.5264195606,3.37170706501037e-15
"327","Tau2.25.0","Tau2","5","25","1",639705.370617978,2.6172923496567e-09
"328","NPQ.25.0","NPQ","6","25","1",0.778366589754197,3.02509784248133e-83
"329","qP.25.0","qP","7","25","1",0.969490825896469,3.14482906085604e-57
"330","ABQ.25.0","ABQ","8","25","1",0.192928855555472,8.75453584460345e-49
"331","qm.25.0","qm","9","25","1",-0.0181392077198834,1.57241453042802e-57
"332","nTau1.25.0","nTau1","10","25","1",4.11993135430644,3.37170706501037e-15
"333","nTau2.25.0","nTau2","11","25","1",0.814198543497651,2.6172923496567e-09
"334","nCon.25.0","nCon","12","25","1",0.974433826525046,3.80025373642136e-15
"335","Fm.25.0","Fm","13","25","1",1821.18872179118,3.02509784248133e-83
"336","Fo.25.0","Fo","14","25","1",1086.43994696839,3.14482906085604e-57
"337","Quant.26.0","Quant","1","26","1",0.406044981266662,3.13373612927305e-57
"338","Sigma.26.0","Sigma","2","26","1",3.36180215420632,8.10155601527231e-49
"339","Connect.26.0","Connect","3","26","1",0.244575280492527,6.1394971177602e-15
"340","Tau1.26.0","Tau1","4","26","1",1570.36647117318,1.38039450539404e-14
"341","Tau2.26.0","Tau2","5","26","1",567251.978328626,7.61867929129952e-11
"342","NPQ.26.0","NPQ","6","26","1",0.765103170567246,1.73995710189949e-83
"343","qP.26.0","qP","7","26","1",0.967962728706191,6.26747225854611e-57
"344","ABQ.26.0","ABQ","8","26","1",0.168506638863842,8.10155601527231e-49
"345","qm.26.0","qm","9","26","1",-0.0247015441280807,3.13373612927305e-57
