"","uni","metric","metrix","stage","col","cclong2025.nah9.005","pval"
"118","NPQ.10.0","NPQ","6","10","1",0.822792754881666,7.14886831343019e-84
"119","qP.10.0","qP","7","10","1",0.800588872308938,1.87603414936021e-63
"120","ABQ.10.0","ABQ","8","10","1",0.199284548683043,5.06044179379671e-36
"121","qm.10.0","qm","9","10","1",0.407916182367074,9.38017074680107e-64
"122","nTau1.10.0","nTau1","10","10","1",1.3262056680911,8.37481124149649e-19
"123","nTau2.10.0","nTau2","11","10","1",0.770837074396102,7.3166127649271e-19
"124","nCon.10.0","nCon","12","10","1",0.840723427068178,0.00114679679883654
"125","Fm.10.0","Fm","13","10","1",1950.44330302895,7.14886831343019e-84
"126","Fo.10.0","Fo","14","10","1",1540.96160242664,1.87603414936021e-63
"127","Quant.11.0","Quant","1","11","1",0.222660079441034,1.93173346342483e-62
"128","Sigma.11.0","Sigma","2","11","1",3.73213357696631,1.33818825495349e-35
"129","Connect.11.0","Connect","3","11","1",0.122209758225462,0.0146125502528946
"130","Tau1.11.0","Tau1","4","11","1",735.531318705569,1.28239193045434e-17
"131","Tau2.11.0","Tau2","5","11","1",1202092.96963818,6.00902439507117e-18
"132","NPQ.11.0","NPQ","6","11","1",0.842859371222521,3.99292900481771e-83
"133","qP.11.0","qP","7","11","1",0.817009042801832,3.86346692684966e-62
"134","ABQ.11.0","ABQ","8","11","1",0.178583237247001,1.33818825495349e-35
"135","qm.11.0","qm","9","11","1",0.372050985363053,1.93173346342483e-62
"136","nTau1.11.0","nTau1","10","11","1",1.31200553391153,1.28239193045434e-17
"137","nTau2.11.0","nTau2","11","11","1",0.723464974018583,6.00902439507117e-18
"138","nCon.11.0","nCon","12","11","1",0.644124409551146,0.0146125502528946
"139","Fm.11.0","Fm","13","11","1",1929.20522156291,3.99292900481771e-83
"140","Fo.11.0","Fo","14","11","1",1499.64823367165,3.86346692684966e-62
"141","Quant.12.0","Quant","1","12","1",0.223681510258905,7.37896722190519e-62
"142","Sigma.12.0","Sigma","2","12","1",3.6341189463722,2.40738339905824e-35
"143","Connect.12.0","Connect","3","12","1",0.148978026090868,0.00336704240223272
"144","Tau1.12.0","Tau1","4","12","1",755.372803002178,3.29275705170163e-17
"145","Tau2.12.0","Tau2","5","12","1",1133094.3870873,1.38727527089021e-17
"146","NPQ.12.0","NPQ","6","12","1",0.852915005946948,3.53182661531446e-82
"147","qP.12.0","qP","7","12","1",0.821022669035895,1.47579344438104e-61
"148","ABQ.12.0","ABQ","8","12","1",0.200155578886093,2.40738339905824e-35
"149","qm.12.0","qm","9","12","1",0.369170332139485,7.37896722190519e-62
"150","nTau1.12.0","nTau1","10","12","1",1.34739782318071,3.29275705170163e-17
"151","nTau2.12.0","nTau2","11","12","1",0.681939019709481,1.38727527089021e-17
"152","nCon.12.0","nCon","12","12","1",0.785210481431768,0.00336704240223272
"153","Fm.12.0","Fm","13","12","1",1918.73556539723,3.53182661531446e-82
"154","Fo.12.0","Fo","14","12","1",1489.5498963417,1.47579344438104e-61
"155","Quant.13.0","Quant","1","13","1",0.227838399902085,5.75855578717235e-64
"156","Sigma.13.0","Sigma","2","13","1",3.51036416681046,5.84843511965935e-38
"157","Connect.13.0","Connect","3","13","1",0.172503020440178,0.000124787056332501
"158","Tau1.13.0","Tau1","4","13","1",771.202494831644,2.6527140646628e-16
"159","Tau2.13.0","Tau2","5","13","1",1143726.73859143,3.95786173386491e-16
"160","NPQ.13.0","NPQ","6","13","1",0.855015766485696,9.51007791134444e-84
"161","qP.13.0","qP","7","13","1",0.824859619478849,1.15171115743447e-63
"162","ABQ.13.0","ABQ","8","13","1",0.227393149114072,5.84843511965935e-38
"163","qm.13.0","qm","9","13","1",0.357447014866168,5.75855578717235e-64
"164","nTau1.13.0","nTau1","10","13","1",1.37563406921429,2.6527140646628e-16
"165","nTau2.13.0","nTau2","11","13","1",0.688337970621741,3.95786173386491e-16
"166","nCon.13.0","nCon","12","13","1",0.909202405767207,0.000124787056332501
"167","Fm.13.0","Fm","13","13","1",1916.56264372567,9.51007791134444e-84
"168","Fo.13.0","Fo","14","13","1",1479.89607766711,1.15171115743447e-63
"169","Quant.14.0","Quant","1","14","1",0.234920185424448,3.86957805959506e-61
"170","Sigma.14.0","Sigma","2","14","1",3.52242417479325,2.71567845497457e-35
"171","Connect.14.0","Connect","3","14","1",0.138034589734542,0.00725792763443107
"172","Tau1.14.0","Tau1","4","14","1",793.61848378757,2.7920863814029e-17
"173","Tau2.14.0","Tau2","5","14","1",1160697.44356913,1.03373491547892e-15
"174","NPQ.14.0","NPQ","6","14","1",0.863405070357835,6.57085027450979e-81
"175","qP.14.0","qP","7","14","1",0.832877968537012,7.73915611919013e-61
"176","ABQ.14.0","ABQ","8","14","1",0.224738824848419,2.71567845497457e-35
"177","qm.14.0","qm","9","14","1",0.337474866056189,3.86957805959506e-61
"178","nTau1.14.0","nTau1","10","14","1",1.41561863657443,2.7920863814029e-17
"179","nTau2.14.0","nTau2","11","14","1",0.698551582169159,1.03373491547892e-15
"180","nCon.14.0","nCon","12","14","1",0.727531499132544,0.00725792763443107
"181","Fm.14.0","Fm","13","14","1",1907.93401720534,6.57085027450979e-81
"182","Fo.14.0","Fo","14","14","1",1459.72180410585,7.73915611919013e-61
"183","Quant.15.0","Quant","1","15","1",0.23300152183433,3.06405224932558e-62
"184","Sigma.15.0","Sigma","2","15","1",3.598420661591,6.74983428530938e-37
"185","Connect.15.0","Connect","3","15","1",0.159362744899533,0.000682322762311104
"186","Tau1.15.0","Tau1","4","15","1",869.632893842304,1.64469695613598e-16
"187","Tau2.15.0","Tau2","5","15","1",1160007.49722402,6.79584675060771e-15
"188","NPQ.15.0","NPQ","6","15","1",0.875633866955789,9.01911494511728e-83
"189","qP.15.0","qP","7","15","1",0.835215121433253,6.12810449865116e-62
"190","ABQ.15.0","ABQ","8","15","1",0.208012524227435,6.74983428530938e-37
"191","qm.15.0","qm","9","15","1",0.342885907468995,3.06405224932558e-62
"192","nTau1.15.0","nTau1","10","15","1",1.5512095000938,1.64469695613598e-16
"193","nTau2.15.0","nTau2","11","15","1",0.698136346386868,6.79584675060771e-15
"194","nCon.15.0","nCon","12","15","1",0.839944661157789,0.000682322762311104
"195","Fm.15.0","Fm","13","15","1",1895.49462941769,9.01911494511728e-83
"196","Fo.15.0","Fo","14","15","1",1453.84149613457,6.12810449865116e-62
"197","Quant.16.0","Quant","1","16","1",0.100424105915235,1.78099467250044e-68
"198","Sigma.16.0","Sigma","2","16","1",3.53383951581664,4.84668223023958e-20
"199","Connect.16.0","Connect","3","16","1",0,1
"200","Tau1.16.0","Tau1","4","16","1",545.87175816981,1.15032221982502e-11
"201","Tau2.16.0","Tau2","5","16","1",3146485.41239188,8.08053719778979e-15
"202","NPQ.16.0","NPQ","6","16","1",0.535723165656903,4.55014160244241e-82
"203","qP.16.0","qP","7","16","1",0.585332192261985,3.56198934500083e-68
"204","ABQ.16.0","ABQ","8","16","1",0.222226387317505,4.84668223023958e-20
"205","qm.16.0","qm","9","16","1",0.716782557009874,1.78099467250044e-68
"206","nTau1.16.0","nTau1","10","16","1",0.973699894635614,1.15032221982502e-11
"207","nTau2.16.0","nTau2","11","16","1",1.89367382109481,8.08053719778979e-15
"208","nCon.16.0","nCon","12","16","1",0,1
"209","Fm.16.0","Fm","13","16","1",2315.03567900395,4.55014160244241e-82
"210","Fo.16.0","Fo","14","16","1",2082.55029077811,3.56198934500083e-68
"211","Quant.17.0","Quant","1","17","1",0.0924825552577513,8.27832321028258e-68
"212","Sigma.17.0","Sigma","2","17","1",3.56390703579098,4.16398325362266e-16
"213","Connect.17.0","Connect","3","17","1",0,1
"214","Tau1.17.0","Tau1","4","17","1",507.892304737539,3.93288804052316e-10
"215","Tau2.17.0","Tau2","5","17","1",3004288.06511597,2.97652256088748e-16
"216","NPQ.17.0","NPQ","6","17","1",0.609196305061488,1.00993138167436e-79
"217","qP.17.0","qP","7","17","1",0.616150836947678,1.65566464205551e-67
"218","ABQ.17.0","ABQ","8","17","1",0.215608734328404,4.16398325362266e-16
"219","qm.17.0","qm","9","17","1",0.739179427264188,8.27832321028258e-68
"220","nTau1.17.0","nTau1","10","17","1",0.905953964841941,3.93288804052316e-10
"221","nTau2.17.0","nTau2","11","17","1",1.80809408412701,2.97652256088748e-16
"222","nCon.17.0","nCon","12","17","1",0,1
"223","Fm.17.0","Fm","13","17","1",2209.3351261037,1.00993138167436e-79
"224","Fo.17.0","Fo","14","17","1",2005.01016822092,1.65566464205551e-67
"225","Quant.18.0","Quant","1","18","1",0.0980681818227532,1.3820429942261e-65
"226","Sigma.18.0","Sigma","2","18","1",3.906051145364,1.6856583141904e-15
"227","Connect.18.0","Connect","3","18","1",0,1
"228","Tau1.18.0","Tau1","4","18","1",779.637477234396,1.35691250245893e-09
"229","Tau2.18.0","Tau2","5","18","1",3757339.28524701,1.50292030727646e-11
"230","NPQ.18.0","NPQ","6","18","1",0.687517965566684,2.0478646499365e-79
"231","qP.18.0","qP","7","18","1",0.657813964101837,2.76408598845219e-65
"232","ABQ.18.0","ABQ","8","18","1",0.140305184472902,1.6856583141904e-15
"233","qm.18.0","qm","9","18","1",0.723426766497929,1.3820429942261e-65
"234","nTau1.18.0","nTau1","10","18","1",1.39067998678355,1.35691250245893e-09
"235","nTau2.18.0","nTau2","11","18","1",2.26130876482742,1.50292030727646e-11
"236","nCon.18.0","nCon","12","18","1",0,1
"237","Fm.18.0","Fm","13","18","1",2106.79470921943,2.0478646499365e-79
"238","Fo.18.0","Fo","14","18","1",1900.18518261249,2.76408598845219e-65
"239","Quant.19.0","Quant","1","19","1",0.0980774558607633,2.08997740691978e-66
"240","Sigma.19.0","Sigma","2","19","1",3.76102313591295,8.82195231615596e-16
"241","Connect.19.0","Connect","3","19","1",0,1
"242","Tau1.19.0","Tau1","4","19","1",511.556426241925,1.18033638808073e-09
"243","Tau2.19.0","Tau2","5","19","1",3140815.36940065,8.18677005575942e-14
"244","NPQ.19.0","NPQ","6","19","1",0.769970573068416,3.69008647838612e-79
"245","qP.19.0","qP","7","19","1",0.693003433138224,4.17995481383918e-66
"246","ABQ.19.0","ABQ","8","19","1",0.172224845325081,8.82195231615596e-16
"247","qm.19.0","qm","9","19","1",0.723400611728539,2.08997740691978e-66
"248","nTau1.19.0","nTau1","10","19","1",0.912489849267826,1.18033638808073e-09
"249","nTau2.19.0","nTau2","11","19","1",1.89026137496216,8.18677005575942e-14
"250","nCon.19.0","nCon","12","19","1",0,1
"251","Fm.19.0","Fm","13","19","1",2008.65142938803,3.69008647838612e-79
"252","Fo.19.0","Fo","14","19","1",1811.64800748257,4.17995481383918e-66
"253","Quant.20.0","Quant","1","20","1",0.100003490701896,2.31923665813539e-66
"254","Sigma.20.0","Sigma","2","20","1",3.65292902793517,1.59439901500379e-15
"255","Connect.20.0","Connect","3","20","1",0,1
"256","Tau1.20.0","Tau1","4","20","1",602.651787242045,7.75424058558645e-10
"257","Tau2.20.0","Tau2","5","20","1",3208029.13709453,7.92749885339384e-13
"258","NPQ.20.0","NPQ","6","20","1",0.84465744062916,4.29524277405262e-78
"259","qP.20.0","qP","7","20","1",0.7236322326197,4.63847331626649e-66
"260","ABQ.20.0","ABQ","8","20","1",0.19601561015616,1.59439901500379e-15
"261","qm.20.0","qm","9","20","1",0.717968781812363,2.31923665813539e-66
"262","nTau1.20.0","nTau1","10","20","1",1.0749813906969,7.75424058558645e-10
"263","nTau2.20.0","nTau2","11","20","1",1.93071316024544,7.92749885339384e-13
"264","nCon.20.0","nCon","12","20","1",0,1
"265","Fm.20.0","Fm","13","20","1",1927.32473968502,4.29524277405262e-78
"266","Fo.20.0","Fo","14","20","1",1734.58553800039,4.63847331626649e-66
"267","Quant.21.0","Quant","1","21","1",0.101242963825866,8.6300690127652e-67
"268","Sigma.21.0","Sigma","2","21","1",3.6090673375323,3.99954756640494e-17
"269","Connect.21.0","Connect","3","21","1",0,1
"270","Tau1.21.0","Tau1","4","21","1",513.410640441863,6.89544912893017e-12
"271","Tau2.21.0","Tau2","5","21","1",3361892.62647645,3.77594145819125e-13
"272","NPQ.21.0","NPQ","6","21","1",0.919363292853255,2.70268650181491e-79
"273","qP.21.0","qP","7","21","1",0.75137842114923,1.72601380255277e-66
"274","ABQ.21.0","ABQ","8","21","1",0.205669264559625,3.99954756640494e-17
"275","qm.21.0","qm","9","21","1",0.71447320268197,8.6300690127652e-67
"276","nTau1.21.0","nTau1","10","21","1",0.915797307739693,6.89544912893017e-12
"277","nTau2.21.0","nTau2","11","21","1",2.02331402237477,3.77594145819125e-13
"278","nCon.21.0","nCon","12","21","1",0,1
"279","Fm.21.0","Fm","13","21","1",1852.30901039246,2.70268650181491e-79
"280","Fo.21.0","Fo","14","21","1",1664.77575625897,1.72601380255277e-66
"281","Quant.22.0","Quant","1","22","1",0.101878937305608,1.65149185980312e-67
"282","Sigma.22.0","Sigma","2","22","1",3.37346887661938,7.98654736742605e-18
"283","Connect.22.0","Connect","3","22","1",0.0181631041492657,0.898955720027526
"284","Tau1.22.0","Tau1","4","22","1",531.106313022831,1.45107844230968e-09
"285","Tau2.22.0","Tau2","5","22","1",3138407.82747233,1.02568629375921e-12
"286","NPQ.22.0","NPQ","6","22","1",0.988797877640675,1.4268589285449e-78
"287","qP.22.0","qP","7","22","1",0.774931134981484,3.30298371959196e-67
"288","ABQ.22.0","ABQ","8","22","1",0.257522854759896,7.98654736742605e-18
"289","qm.22.0","qm","9","22","1",0.712679621538273,1.65149185980312e-67
"290","nTau1.22.0","nTau1","10","22","1",0.947362000856194,1.45107844230968e-09
"291","nTau2.22.0","nTau2","11","22","1",1.8888124252531,1.02568629375921e-12
"292","nCon.22.0","nCon","12","22","1",0.0957312976119136,0.898955720027526
"293","Fm.22.0","Fm","13","22","1",1787.63963977388,1.4268589285449e-78
"294","Fo.22.0","Fo","14","22","1",1605.51681298833,3.30298371959196e-67
"295","Quant.23.0","Quant","1","23","1",0.286919746408876,4.85145311767595e-60
"296","Sigma.23.0","Sigma","2","23","1",3.68372799939055,3.79708129177783e-40
"297","Connect.23.0","Connect","3","23","1",0.152101958894106,0.000120115011476234
"298","Tau1.23.0","Tau1","4","23","1",937.551441796763,7.0606792493611e-15
"299","Tau2.23.0","Tau2","5","23","1",924480.964868076,6.06497124525182e-14
"300","NPQ.23.0","NPQ","6","23","1",1.43945581449372,1.10780337754805e-82
"301","qP.23.0","qP","7","23","1",1,9.7029062353519e-60
"302","ABQ.23.0","ABQ","8","23","1",0.189236969759916,3.79708129177783e-40
"303","qm.23.0","qm","9","23","1",0.190824989869592,4.85145311767595e-60
"304","nTau1.23.0","nTau1","10","23","1",1.6723593525954,7.0606792493611e-15
"305","nTau2.23.0","nTau2","11","23","1",0.556387579099036,6.06497124525182e-14
"306","nCon.23.0","nCon","12","23","1",0.801675626290749,0.000120115011476234
"307","Fm.23.0","Fm","13","23","1",1457.39631783676,1.10780337754805e-82
"308","Fo.23.0","Fo","14","23","1",1039.24053590581,9.7029062353519e-60
"309","Quant.24.0","Quant","1","24","1",0.291397238539213,1.54342424607017e-59
"310","Sigma.24.0","Sigma","2","24","1",4.09804573685877,4.5394633696681e-41
"311","Connect.24.0","Connect","3","24","1",0.104246089835262,0.00401209989170179
"312","Tau1.24.0","Tau1","4","24","1",623.511478966176,3.79868992680215e-18
"313","Tau2.24.0","Tau2","5","24","1",1059305.04243672,7.9726768655466e-15
"314","NPQ.24.0","NPQ","6","24","1",1.41933405556247,7.79153775678149e-85
"315","qP.24.0","qP","7","24","1",0.999179782646413,3.08684849214034e-59
"316","ABQ.24.0","ABQ","8","24","1",0.0980485040622524,4.5394633696681e-41
"317","qm.24.0","qm","9","24","1",0.178197505057998,1.54342424607017e-59
"318","nTau1.24.0","nTau1","10","24","1",1.11218990960254,3.79868992680215e-18
"319","nTau2.24.0","nTau2","11","24","1",0.637529803734656,7.9726768655466e-15
"320","nCon.24.0","nCon","12","24","1",0.549444267284079,0.00401209989170179
"321","Fm.24.0","Fm","13","24","1",1469.51757794443,7.79153775678149e-85
"322","Fo.24.0","Fo","14","24","1",1041.30421374659,3.08684849214034e-59
"323","Quant.25.0","Quant","1","25","1",0.30319283163111,3.4612704878916e-59
"324","Sigma.25.0","Sigma","2","25","1",3.92616813243824,9.92818742864407e-42
"325","Connect.25.0","Connect","3","25","1",0.124312663694055,0.000457814650849299
"326","Tau1.25.0","Tau1","4","25","1",671.467643462488,2.25683071272046e-18
"327","Tau2.25.0","Tau2","5","25","1",976511.750647898,1.01365288619795e-14
"328","NPQ.25.0","NPQ","6","25","1",1.30799972147629,4.25141196386873e-84
"329","qP.25.0","qP","7","25","1",0.986437038483681,6.9225409757832e-59
"330","ABQ.25.0","ABQ","8","25","1",0.135877574887636,9.92818742864407e-42
"331","qm.25.0","qm","9","25","1",0.144931411388628,3.4612704878916e-59
"332","nTau1.25.0","nTau1","10","25","1",1.19773181870175,2.25683071272046e-18
"333","nTau2.25.0","nTau2","11","25","1",0.587701672129374,1.01365288619795e-14
"334","nCon.25.0","nCon","12","25","1",0.655208080470452,0.000457814650849299
"335","Fm.25.0","Fm","13","25","1",1540.40483128592,4.25141196386873e-84
"336","Fo.25.0","Fo","14","25","1",1073.3651286301,6.9225409757832e-59
"337","Quant.26.0","Quant","1","26","1",0.310121710525927,2.20553647835728e-60
"338","Sigma.26.0","Sigma","2","26","1",3.94697724203749,5.05333770875574e-44
"339","Connect.26.0","Connect","3","26","1",0.143192828110923,1.02454537084281e-05
"340","Tau1.26.0","Tau1","4","26","1",698.861836530512,2.17996180391221e-18
"341","Tau2.26.0","Tau2","5","26","1",902934.902623767,7.39987494610927e-15
"342","NPQ.26.0","NPQ","6","26","1",1.21734918375887,1.29074160920504e-85
"343","qP.26.0","qP","7","26","1",0.973411628498617,4.41107295671457e-60
"344","ABQ.26.0","ABQ","8","26","1",0.131297633926177,5.05333770875574e-44
"345","qm.26.0","qm","9","26","1",0.125390491950075,2.20553647835728e-60
"346","nTau1.26.0","nTau1","10","26","1",1.24659626809806,2.17996180391221e-18
"347","nTau2.26.0","nTau2","11","26","1",0.543420344654205,7.39987494610927e-15
"348","nCon.26.0","nCon","12","26","1",0.754718749125958,1.02454537084281e-05
"349","Fm.26.0","Fm","13","26","1",1603.38026487183,1.29074160920504e-85
"350","Fo.26.0","Fo","14","26","1",1106.13723450626,4.41107295671457e-60
"351","Quant.27.0","Quant","1","27","1",0.322029693125829,8.77046051862014e-58
"352","Sigma.27.0","Sigma","2","27","1",4.2475948152659,1.75667432886916e-42
"353","Connect.27.0","Connect","3","27","1",0.120103599802968,0.000440456924040998
"354","Tau1.27.0","Tau1","4","27","1",728.235414426037,4.92027931485684e-18
