"","uni","metric","metrix","stage","col","cclong2025.nah3.005","pval"
"70","Fo.6.0","Fo","14","6","1",2920.96791731911,7.74644361944987e-67
"71","Quant.7.0","Quant","1","7","1",0.100562167317878,1.63465103581476e-65
"72","Sigma.7.0","Sigma","2","7","1",4.07453743129797,2.64639024399763e-16
"73","Connect.7.0","Connect","3","7","1",0,1
"74","Tau1.7.0","Tau1","4","7","1",934.256791631876,2.01435210058315e-07
"75","Tau2.7.0","Tau2","5","7","1",2248833.99581236,5.01595327663954e-17
"76","NPQ.7.0","NPQ","6","7","1",0.266742496325623,2.25746397983384e-80
"77","qP.7.0","qP","7","7","1",0.403128634861539,3.26930207162952e-65
"78","ABQ.7.0","ABQ","8","7","1",0.180855216750523,2.64639024399763e-16
"79","qm.7.0","qm","9","7","1",0.732799756894391,1.63465103581476e-65
"80","nTau1.7.0","nTau1","10","7","1",1.39800761859178,2.01435210058315e-07
"81","nTau2.7.0","nTau2","11","7","1",1.84829982062581,5.01595327663954e-17
"82","nCon.7.0","nCon","12","7","1",0,1
"83","Fm.7.0","Fm","13","7","1",2989.5354261913,2.25746397983384e-80
"84","Fo.7.0","Fo","14","7","1",2688.90126445993,3.26930207162952e-65
"85","Quant.8.0","Quant","1","8","1",0.10362777510714,6.74138431151435e-66
"86","Sigma.8.0","Sigma","2","8","1",3.94696059810398,1.5551956675778e-17
"87","Connect.8.0","Connect","3","8","1",0,1
"88","Tau1.8.0","Tau1","4","8","1",955.61144007534,4.09506205684915e-08
"89","Tau2.8.0","Tau2","5","8","1",2225732.26838516,7.82988301871248e-17
"90","NPQ.8.0","NPQ","6","8","1",0.350927825286389,1.274338891336e-80
"91","qP.8.0","qP","7","8","1",0.46780020905188,1.34827686230287e-65
"92","ABQ.8.0","ABQ","8","8","1",0.206503256346778,1.5551956675778e-17
"93","qm.8.0","qm","9","8","1",0.724654236880208,6.74138431151435e-66
"94","nTau1.8.0","nTau1","10","8","1",1.42996238893299,4.09506205684915e-08
"95","nTau2.8.0","nTau2","11","8","1",1.82931268385211,7.82988301871248e-17
"96","nCon.8.0","nCon","12","8","1",0,1
"97","Fm.8.0","Fm","13","8","1",2803.23752146021,1.274338891336e-80
"98","Fo.8.0","Fo","14","8","1",2512.74425401444,1.34827686230287e-65
"99","Quant.9.0","Quant","1","9","1",0.10366902856476,9.01849081318692e-66
"100","Sigma.9.0","Sigma","2","9","1",3.8440453103777,1.77381537095558e-19
"101","Connect.9.0","Connect","3","9","1",0,1
"102","Tau1.9.0","Tau1","4","9","1",688.188724647948,7.14919671902105e-11
"103","Tau2.9.0","Tau2","5","9","1",2183594.29821121,7.44266296590335e-20
"104","NPQ.9.0","NPQ","6","9","1",0.429258257620887,3.78326318197396e-82
"105","qP.9.0","qP","7","9","1",0.518397373579905,1.80369816263738e-65
"106","ABQ.9.0","ABQ","8","9","1",0.227193340185508,1.77381537095558e-19
"107","qm.9.0","qm","9","9","1",0.724544623750351,9.01849081318692e-66
"108","nTau1.9.0","nTau1","10","9","1",1.02979511490229,7.14919671902105e-11
"109","nTau2.9.0","nTau2","11","9","1",1.79467980171893,7.44266296590335e-20
"110","nCon.9.0","nCon","12","9","1",0,1
"111","Fm.9.0","Fm","13","9","1",2649.6062194744,3.78326318197396e-82
"112","Fo.9.0","Fo","14","9","1",2374.92411662235,1.80369816263738e-65
"113","Quant.10.0","Quant","1","10","1",0.21249921949986,8.76275835050342e-62
"114","Sigma.10.0","Sigma","2","10","1",3.9468857815932,2.46923835150659e-34
"115","Connect.10.0","Connect","3","10","1",0.10035757045836,0.0593557597456795
"116","Tau1.10.0","Tau1","4","10","1",766.341001702559,1.11821107074864e-15
"117","Tau2.10.0","Tau2","5","10","1",1082392.48200927,1.07650335369893e-21
"118","NPQ.10.0","NPQ","6","10","1",0.789060686682054,1.49167951277079e-83
"119","qP.10.0","qP","7","10","1",0.778318590620893,1.75255167010068e-61
"120","ABQ.10.0","ABQ","8","10","1",0.206518297454029,2.46923835150659e-34
"121","qm.10.0","qm","9","10","1",0.435375702170051,8.76275835050342e-62
"122","nTau1.10.0","nTau1","10","10","1",1.14674099071637,1.11821107074864e-15
"123","nTau2.10.0","nTau2","11","10","1",0.889610275400418,1.07650335369893e-21
"124","nCon.10.0","nCon","12","10","1",0.486985156062991,0.0593557597456795
"125","Fm.10.0","Fm","13","10","1",2116.73734536679,1.49167951277079e-83
"126","Fo.10.0","Fo","14","10","1",1666.93231159014,1.75255167010068e-61
"127","Quant.11.0","Quant","1","11","1",0.220430272552522,2.98989153129893e-64
"128","Sigma.11.0","Sigma","2","11","1",3.93174978007905,4.0005221257275e-38
"129","Connect.11.0","Connect","3","11","1",0.0933371327764743,0.0298048056734052
"130","Tau1.11.0","Tau1","4","11","1",816.036437731922,2.36056079622431e-17
"131","Tau2.11.0","Tau2","5","11","1",1131501.5880009,5.52763075490565e-20
"132","NPQ.11.0","NPQ","6","11","1",0.826451398657677,1.51316246736121e-86
"133","qP.11.0","qP","7","11","1",0.796883843305572,5.97978306259786e-64
"134","ABQ.11.0","ABQ","8","11","1",0.209561238373982,4.0005221257275e-38
"135","qm.11.0","qm","9","11","1",0.414302376482309,2.98989153129893e-64
"136","nTau1.11.0","nTau1","10","11","1",1.22110448349541,2.36056079622431e-17
"137","nTau2.11.0","nTau2","11","11","1",0.929972681858363,5.52763075490565e-20
"138","nCon.11.0","nCon","12","11","1",0.452918479034753,0.0298048056734052
"139","Fm.11.0","Fm","13","11","1",2073.403963232,1.51316246736121e-86
"140","Fo.11.0","Fo","14","11","1",1616.36296250529,5.97978306259786e-64
"141","Quant.12.0","Quant","1","12","1",0.220828407932987,2.24693167146971e-60
"142","Sigma.12.0","Sigma","2","12","1",3.86265444225086,2.1461465221365e-34
"143","Connect.12.0","Connect","3","12","1",0.0925561874090629,0.0793233171114576
"144","Tau1.12.0","Tau1","4","12","1",792.11205060046,1.84706822930238e-17
"145","Tau2.12.0","Tau2","5","12","1",1099890.3942038,8.95210695796746e-20
"146","NPQ.12.0","NPQ","6","12","1",0.851817099034996,1.56697024848768e-82
"147","qP.12.0","qP","7","12","1",0.805311078649178,4.49386334293943e-60
"148","ABQ.12.0","ABQ","8","12","1",0.223452161327362,2.1461465221365e-34
"149","qm.12.0","qm","9","12","1",0.413244504786755,2.24693167146971e-60
"150","nTau1.12.0","nTau1","10","12","1",1.18530439536172,1.84706822930238e-17
"151","nTau2.12.0","nTau2","11","12","1",0.903991678398906,8.95210695796746e-20
"152","nCon.12.0","nCon","12","12","1",0.449128941285996,0.0793233171114576
"153","Fm.12.0","Fm","13","12","1",2045.00302465124,1.56697024848768e-82
"154","Fo.12.0","Fo","14","12","1",1593.40826249936,4.49386334293943e-60
"155","Quant.13.0","Quant","1","13","1",0.230410571312065,2.84307062769038e-61
"156","Sigma.13.0","Sigma","2","13","1",3.94212620933189,1.23783277391304e-35
"157","Connect.13.0","Connect","3","13","1",0.0904419266709771,0.0679589010392064
"158","Tau1.13.0","Tau1","4","13","1",783.95885326139,2.72603318460784e-17
"159","Tau2.13.0","Tau2","5","13","1",1101609.50360841,3.29879169838966e-19
"160","NPQ.13.0","NPQ","6","13","1",0.868967042011496,1.67428804693758e-83
"161","qP.13.0","qP","7","13","1",0.81780694031691,5.68614125538075e-61
"162","ABQ.13.0","ABQ","8","13","1",0.207475161602191,1.23783277391304e-35
"163","qm.13.0","qm","9","13","1",0.387784071179809,2.84307062769038e-61
"164","nTau1.13.0","nTau1","10","13","1",1.17310407517353,2.72603318460784e-17
"165","nTau2.13.0","nTau2","11","13","1",0.905404601544896,3.29879169838966e-19
"166","nCon.13.0","nCon","12","13","1",0.43886949009769,0.0679589010392064
"167","Fm.13.0","Fm","13","13","1",2026.23774710959,1.67428804693758e-83
"168","Fo.13.0","Fo","14","13","1",1559.371150184,5.68614125538075e-61
"169","Quant.14.0","Quant","1","14","1",0.229552273184559,3.8752387282171e-62
"170","Sigma.14.0","Sigma","2","14","1",3.89942337844868,4.76809006653284e-37
"171","Connect.14.0","Connect","3","14","1",0.131618207940403,0.00395114151730026
"172","Tau1.14.0","Tau1","4","14","1",767.913301432657,8.02925943358234e-19
"173","Tau2.14.0","Tau2","5","14","1",1089008.85059798,2.08808983181572e-20
"174","NPQ.14.0","NPQ","6","14","1",0.886686364982428,2.23045355220719e-84
"175","qP.14.0","qP","7","14","1",0.822551097591022,7.7504774564342e-62
"176","ABQ.14.0","ABQ","8","14","1",0.216060136396943,4.76809006653284e-37
"177","qm.14.0","qm","9","14","1",0.390064625332959,3.8752387282171e-62
"178","nTau1.14.0","nTau1","10","14","1",1.14909375605998,8.02925943358234e-19
"179","nTau2.14.0","nTau2","11","14","1",0.895048219196395,2.08808983181572e-20
"180","nCon.14.0","nCon","12","14","1",0.638677413590666,0.00395114151730026
"181","Fm.14.0","Fm","13","14","1",2007.20778976039,2.23045355220719e-84
"182","Fo.14.0","Fo","14","14","1",1546.44867886714,7.7504774564342e-62
"183","Quant.15.0","Quant","1","15","1",0.23643942910972,4.08661090416812e-62
"184","Sigma.15.0","Sigma","2","15","1",3.99974594134883,1.80236486682969e-37
"185","Connect.15.0","Connect","3","15","1",0.0946855147358999,0.0333732089724183
"186","Tau1.15.0","Tau1","4","15","1",774.182814587215,7.10350867002641e-18
"187","Tau2.15.0","Tau2","5","15","1",1011592.80953529,4.25330384088615e-20
"188","NPQ.15.0","NPQ","6","15","1",0.905457578538352,6.08147750063046e-85
"189","qP.15.0","qP","7","15","1",0.833169179287875,8.17322180833625e-62
"190","ABQ.15.0","ABQ","8","15","1",0.195891293816032,1.80236486682969e-37
"191","qm.15.0","qm","9","15","1",0.371765002456972,4.08661090416812e-62
"192","nTau1.15.0","nTau1","10","15","1",1.15847535995458,7.10350867002641e-18
"193","nTau2.15.0","nTau2","11","15","1",0.831420554781776,4.25330384088615e-20
"194","nCon.15.0","nCon","12","15","1",0.459461503103036,0.0333732089724183
"195","Fm.15.0","Fm","13","15","1",1987.43420545336,6.08147750063046e-85
"196","Fo.15.0","Fo","14","15","1",1517.52639652284,8.17322180833625e-62
"197","Quant.16.0","Quant","1","16","1",0.0918672865304932,3.9364954657871e-67
"198","Sigma.16.0","Sigma","2","16","1",4.14332537191975,4.25851767292681e-15
"199","Connect.16.0","Connect","3","16","1",0,1
"200","Tau1.16.0","Tau1","4","16","1",505.423730056358,1.6151478000622e-08
"201","Tau2.16.0","Tau2","5","16","1",2971679.11022562,2.01725780583965e-15
"202","NPQ.16.0","NPQ","6","16","1",0.518239973691991,4.40329242946876e-81
"203","qP.16.0","qP","7","16","1",0.558690539015853,7.87299093157415e-67
"204","ABQ.16.0","ABQ","8","16","1",0.167026092914778,4.25851767292681e-15
"205","qm.16.0","qm","9","16","1",0.755902622734778,3.9364954657871e-67
"206","nTau1.16.0","nTau1","10","16","1",0.756308363572783,1.6151478000622e-08
"207","nTau2.16.0","nTau2","11","16","1",2.44240080709175,2.01725780583965e-15
"208","nCon.16.0","nCon","12","16","1",0,1
"209","Fm.16.0","Fm","13","16","1",2494.31686310989,4.40329242946876e-81
"210","Fo.16.0","Fo","14","16","1",2265.17074114873,7.87299093157415e-67
"211","Quant.17.0","Quant","1","17","1",0.0850804293786651,4.90741013456906e-68
"212","Sigma.17.0","Sigma","2","17","1",4.23151845707156,1.40606866380311e-14
"213","Connect.17.0","Connect","3","17","1",0,1
"214","Tau1.17.0","Tau1","4","17","1",776.004210052892,9.07489140054912e-08
"215","Tau2.17.0","Tau2","5","17","1",3527065.67433472,2.01734880074665e-12
"216","NPQ.17.0","NPQ","6","17","1",0.586961627672016,2.98328931773936e-82
"217","qP.17.0","qP","7","17","1",0.588756306848072,9.81482026913808e-68
"218","ABQ.17.0","ABQ","8","17","1",0.149295759879704,1.40606866380311e-14
"219","qm.17.0","qm","9","17","1",0.773935745222673,4.90741013456906e-68
"220","nTau1.17.0","nTau1","10","17","1",1.16120086835901,9.07489140054912e-08
"221","nTau2.17.0","nTau2","11","17","1",2.89886886508641,2.01734880074665e-12
"222","nCon.17.0","nCon","12","17","1",0,1
"223","Fm.17.0","Fm","13","17","1",2386.30317368337,2.98328931773936e-82
"224","Fo.17.0","Fo","14","17","1",2183.27547503871,9.81482026913808e-68
"225","Quant.18.0","Quant","1","18","1",0.0846677898486497,3.21932211355918e-66
"226","Sigma.18.0","Sigma","2","18","1",4.44228037858988,2.70085138608017e-13
"227","Connect.18.0","Connect","3","18","1",0,1
"228","Tau1.18.0","Tau1","4","18","1",384.084001059129,1.7815931594482e-07
"229","Tau2.18.0","Tau2","5","18","1",3130779.94934185,8.02463069311286e-15
"230","NPQ.18.0","NPQ","6","18","1",0.659224616674217,1.48953561588053e-81
"231","qP.18.0","qP","7","18","1",0.623319177358828,6.43864422711836e-66
"232","ABQ.18.0","ABQ","8","18","1",0.106924194657791,2.70085138608017e-13
"233","qm.18.0","qm","9","18","1",0.775032155390391,3.21932211355918e-66
"234","nTau1.18.0","nTau1","10","18","1",0.574737443141275,1.7815931594482e-07
"235","nTau2.18.0","nTau2","11","18","1",2.57316459532492,8.02463069311286e-15
"236","nCon.18.0","nCon","12","18","1",0,1
"237","Fm.18.0","Fm","13","18","1",2282.37426721533,1.48953561588053e-81
"238","Fo.18.0","Fo","14","18","1",2089.13068240278,6.43864422711836e-66
"239","Quant.19.0","Quant","1","19","1",0.0899240403021957,6.96384308998997e-65
"240","Sigma.19.0","Sigma","2","19","1",4.56041532286942,7.87348354769039e-12
"241","Connect.19.0","Connect","3","19","1",0,1
"242","Tau1.19.0","Tau1","4","19","1",561.846995198704,2.6481874508487e-07
"243","Tau2.19.0","Tau2","5","19","1",3261268.67825845,1.00303603201616e-12
"244","NPQ.19.0","NPQ","6","19","1",0.725877690615472,2.18474328993454e-79
"245","qP.19.0","qP","7","19","1",0.657173667438957,1.39276861799799e-64
"246","ABQ.19.0","ABQ","8","19","1",0.0831743518946033,7.87348354769039e-12
"247","qm.19.0","qm","9","19","1",0.761065954815458,6.96384308998997e-65
"248","nTau1.19.0","nTau1","10","19","1",0.840739277258776,2.6481874508487e-07
"249","nTau2.19.0","nTau2","11","19","1",2.68041230444856,1.00303603201616e-12
"250","nCon.19.0","nCon","12","19","1",0,1
"251","Fm.19.0","Fm","13","19","1",2194.22939946397,2.18474328993454e-79
"252","Fo.19.0","Fo","14","19","1",1996.91542651431,1.39276861799799e-64
"253","Quant.20.0","Quant","1","20","1",0.0851149094915356,3.57962078682554e-66
"254","Sigma.20.0","Sigma","2","20","1",4.39073183717948,3.52138504634459e-13
"255","Connect.20.0","Connect","3","20","1",0,1
"256","Tau1.20.0","Tau1","4","20","1",629.262724456629,2.44469939957294e-08
"257","Tau2.20.0","Tau2","5","20","1",3380546.86957936,3.5757361707388e-13
"258","NPQ.20.0","NPQ","6","20","1",0.790212209951486,3.4008801299696e-81
"259","qP.20.0","qP","7","20","1",0.679784745678642,7.15924157365108e-66
"260","ABQ.20.0","ABQ","8","20","1",0.117287510615107,3.52138504634459e-13
"261","qm.20.0","qm","9","20","1",0.773844129311968,3.57962078682554e-66
"262","nTau1.20.0","nTau1","10","20","1",0.941619146647658,2.44469939957294e-08
"263","nTau2.20.0","nTau2","11","20","1",2.7784461566731,3.5757361707388e-13
"264","nCon.20.0","nCon","12","20","1",0,1
"265","Fm.20.0","Fm","13","20","1",2115.37579040983,3.4008801299696e-81
"266","Fo.20.0","Fo","14","20","1",1935.32577146851,7.15924157365108e-66
"267","Quant.21.0","Quant","1","21","1",0.0891516141455319,1.05124384981656e-67
"268","Sigma.21.0","Sigma","2","21","1",3.81416958085172,2.30825744354066e-14
"269","Connect.21.0","Connect","3","21","1",0,1
"270","Tau1.21.0","Tau1","4","21","1",829.109380574031,3.06668725510044e-07
"271","Tau2.21.0","Tau2","5","21","1",3987711.78628521,7.39516093417131e-10
"272","NPQ.21.0","NPQ","6","21","1",0.8548175315052,1.08904163712881e-79
"273","qP.21.0","qP","7","21","1",0.707558174539735,2.10248769963203e-67
"274","ABQ.21.0","ABQ","8","21","1",0.23319955522209,2.30825744354066e-14
"275","qm.21.0","qm","9","21","1",0.763118341536493,1.05124384981656e-67
"276","nTau1.21.0","nTau1","10","21","1",1.24066663584408,3.06668725510044e-07
"277","nTau2.21.0","nTau2","11","21","1",3.27747045492164,7.39516093417131e-10
"278","nCon.21.0","nCon","12","21","1",0,1
"279","Fm.21.0","Fm","13","21","1",2041.69493996226,1.08904163712881e-79
"280","Fo.21.0","Fo","14","21","1",1859.67454047186,2.10248769963203e-67
"281","Quant.22.0","Quant","1","22","1",0.0883156897591001,4.19325605939243e-66
"282","Sigma.22.0","Sigma","2","22","1",4.50121242112396,1.87344044545211e-13
"283","Connect.22.0","Connect","3","22","1",0,1
"284","Tau1.22.0","Tau1","4","22","1",685.216947009266,3.56322186480397e-09
"285","Tau2.22.0","Tau2","5","22","1",4207492.83901863,9.4685886693547e-14
"286","NPQ.22.0","NPQ","6","22","1",0.926454464244478,3.20449203822506e-81
"287","qP.22.0","qP","7","22","1",0.732342912861457,8.38651211878486e-66
"288","ABQ.22.0","ABQ","8","22","1",0.0950765000367486,1.87344044545211e-13
"289","qm.22.0","qm","9","22","1",0.765339447199087,4.19325605939243e-66
"290","nTau1.22.0","nTau1","10","22","1",1.0253481921538,3.56322186480397e-09
"291","nTau2.22.0","nTau2","11","22","1",3.45810685631924,9.4685886693547e-14
"292","nCon.22.0","nCon","12","22","1",0,1
"293","Fm.22.0","Fm","13","22","1",1965.77268703449,3.20449203822506e-81
"294","Fo.22.0","Fo","14","22","1",1792.16411626944,8.38651211878486e-66
"295","Quant.23.0","Quant","1","23","1",0.305540006160471,7.85271777655258e-59
"296","Sigma.23.0","Sigma","2","23","1",4.25675029895665,1.92146113894732e-42
"297","Connect.23.0","Connect","3","23","1",0.149157814146765,1.85504318858779e-05
"298","Tau1.23.0","Tau1","4","23","1",1005.44323752305,8.11265033692167e-15
"299","Tau2.23.0","Tau2","5","23","1",733493.495414671,3.13385071759033e-15
"300","NPQ.23.0","NPQ","6","23","1",1.47380140265493,3.67818156654607e-85
"301","qP.23.0","qP","7","23","1",1,1.57054355531052e-58
"302","ABQ.23.0","ABQ","8","23","1",0.144223151761496,1.92146113894732e-42
"303","qm.23.0","qm","9","23","1",0.188160258454839,7.85271777655258e-59
"304","nTau1.23.0","nTau1","10","23","1",1.50452993085937,8.11265033692167e-15
"305","nTau2.23.0","nTau2","11","23","1",0.602852811069944,3.13385071759033e-15
"306","nCon.23.0","nCon","12","23","1",0.723788360644061,1.85504318858779e-05
"307","Fm.23.0","Fm","13","23","1",1530.83087614196,3.67818156654607e-85
"308","Fo.23.0","Fo","14","23","1",1063.1008008149,1.57054355531052e-58
"309","Quant.24.0","Quant","1","24","1",0.314929279531318,3.69059436169826e-59
"310","Sigma.24.0","Sigma","2","24","1",4.49854342325167,1.07741726497891e-43
"311","Connect.24.0","Connect","3","24","1",0.123885398993152,0.000137448927542636
"312","Tau1.24.0","Tau1","4","24","1",681.298140701024,8.33763668920671e-18
"313","Tau2.24.0","Tau2","5","24","1",889904.839967817,8.02642188088001e-15
"314","NPQ.24.0","NPQ","6","24","1",1.44922091391802,1.78119423566483e-86
"315","qP.24.0","qP","7","24","1",1.00141281122244,7.38118872339653e-59
"316","ABQ.24.0","ABQ","8","24","1",0.0956130752236148,1.07741726497891e-43
"317","qm.24.0","qm","9","24","1",0.163212346191326,3.69059436169826e-59
"318","nTau1.24.0","nTau1","10","24","1",1.01948415014332,8.33763668920671e-18
"319","nTau2.24.0","nTau2","11","24","1",0.731406123862154,8.02642188088001e-15
"320","nCon.24.0","nCon","12","24","1",0.601153954674881,0.000137448927542636
"321","Fm.24.0","Fm","13","24","1",1546.19436209592,1.78119423566483e-86
"322","Fo.24.0","Fo","14","24","1",1059.25248562567,7.38118872339653e-59
"323","Quant.25.0","Quant","1","25","1",0.325114417108723,7.4148891218295e-59
"324","Sigma.25.0","Sigma","2","25","1",4.52975790936642,1.66633611401889e-44
"325","Connect.25.0","Connect","3","25","1",0.144571160797757,6.43991753581115e-06
"326","Tau1.25.0","Tau1","4","25","1",807.927560470209,9.78804321528077e-17
"327","Tau2.25.0","Tau2","5","25","1",816255.23335025,5.44338873358043e-14
"328","NPQ.25.0","NPQ","6","25","1",1.33366405466352,1.87951400211579e-86
"329","qP.25.0","qP","7","25","1",0.988224460029207,1.4829778243659e-58
"330","ABQ.25.0","ABQ","8","25","1",0.0893377166353482,1.66633611401889e-44
"331","qm.25.0","qm","9","25","1",0.136149770778207,7.4148891218295e-59
"332","nTau1.25.0","nTau1","10","25","1",1.20897048319524,9.78804321528077e-17
"333","nTau2.25.0","nTau2","11","25","1",0.670874063712806,5.44338873358043e-14
"334","nCon.25.0","nCon","12","25","1",0.701531623192445,6.43991753581115e-06
"335","Fm.25.0","Fm","13","25","1",1622.75780914553,1.87951400211579e-86
"336","Fo.25.0","Fo","14","25","1",1095.17584991655,1.4829778243659e-58
"337","Quant.26.0","Quant","1","26","1",0.334215725036245,1.02737605012107e-58
"338","Sigma.26.0","Sigma","2","26","1",4.61147139287701,1.1677665010615e-45
"339","Connect.26.0","Connect","3","26","1",0.180816265478553,2.34708786285511e-08
"340","Tau1.26.0","Tau1","4","26","1",839.832313976111,4.75557712420507e-17
"341","Tau2.26.0","Tau2","5","26","1",748537.130074498,1.41853867104407e-14
"342","NPQ.26.0","NPQ","6","26","1",1.22998233186994,1.8884322274062e-86
"343","qP.26.0","qP","7","26","1",0.975204879357331,2.05475210024214e-58
"344","ABQ.26.0","ABQ","8","26","1",0.0729100423612836,1.1677665010615e-45
"345","qm.26.0","qm","9","26","1",0.111967001495542,1.02737605012107e-58
"346","nTau1.26.0","nTau1","10","26","1",1.25671226989677,4.75557712420507e-17
"347","nTau2.26.0","nTau2","11","26","1",0.615217061741668,1.41853867104407e-14
"348","nCon.26.0","nCon","12","26","1",0.877411010057641,2.34708786285511e-08
"349","Fm.26.0","Fm","13","26","1",1698.20698330462,1.8884322274062e-86
"350","Fo.26.0","Fo","14","26","1",1130.63950511785,2.05475210024214e-58
"351","Quant.27.0","Quant","1","27","1",0.341765844345534,7.60962984968374e-57
"352","Sigma.27.0","Sigma","2","27","1",4.55404737758362,3.89996745302631e-44
"353","Connect.27.0","Connect","3","27","1",0.176054427026039,2.15727647532362e-07
"354","Tau1.27.0","Tau1","4","27","1",858.759204763824,2.08023305712976e-16
