"","uni","metric","metrix","stage","col","cclong2025.nah12.004","pval"
"141","Quant.12.0","Quant","1","12","1",0.23391391999991,2.66982280874637e-64
"142","Sigma.12.0","Sigma","2","12","1",3.65462202162092,4.3919215361266e-40
"143","Connect.12.0","Connect","3","12","1",0.132150198408732,0.000672513289274638
"144","Tau1.12.0","Tau1","4","12","1",927.655154214859,1.10543441957399e-18
"145","Tau2.12.0","Tau2","5","12","1",1290517.97977452,1.69455855112242e-14
"146","NPQ.12.0","NPQ","6","12","1",0.775735748888085,6.50853589387509e-87
"147","qP.12.0","qP","7","12","1",0.809154948258587,5.33964561749274e-64
"148","ABQ.12.0","ABQ","8","12","1",0.25321301468697,4.3919215361266e-40
"149","qm.12.0","qm","9","12","1",0.326967008645732,2.66982280874637e-64
"150","nTau1.12.0","nTau1","10","12","1",1.50988812157825,1.10543441957399e-18
"151","nTau2.12.0","nTau2","11","12","1",0.826229812722507,1.69455855112242e-14
"152","nCon.12.0","nCon","12","12","1",0.546011995216423,0.000672513289274638
"153","Fm.12.0","Fm","13","12","1",1839.11064011008,6.50853589387509e-87
"154","Fo.12.0","Fo","14","12","1",1408.91706096839,5.33964561749274e-64
"155","Quant.13.0","Quant","1","13","1",0.236594320441431,7.59554743644997e-65
"156","Sigma.13.0","Sigma","2","13","1",3.6495691820933,3.36672257170619e-41
"157","Connect.13.0","Connect","3","13","1",0.10753654627089,0.00298747730637745
"158","Tau1.13.0","Tau1","4","13","1",810.712891691128,1.1240962164148e-18
"159","Tau2.13.0","Tau2","5","13","1",1184911.66787987,2.91656085042337e-15
"160","NPQ.13.0","NPQ","6","13","1",0.782865490603227,7.47989470066485e-88
"161","qP.13.0","qP","7","13","1",0.813749727356816,1.51910948728999e-64
"162","ABQ.13.0","ABQ","8","13","1",0.254245514019535,3.36672257170619e-41
"163","qm.13.0","qm","9","13","1",0.319254778748575,7.59554743644997e-65
"164","nTau1.13.0","nTau1","10","13","1",1.31954828215321,1.1240962164148e-18
"165","nTau2.13.0","nTau2","11","13","1",0.758617362011613,2.91656085042337e-15
"166","nCon.13.0","nCon","12","13","1",0.44431446108349,0.00298747730637745
"167","Fm.13.0","Fm","13","13","1",1831.75597206661,7.47989470066485e-88
"168","Fo.13.0","Fo","14","13","1",1398.37291264097,1.51910948728999e-64
"169","Quant.14.0","Quant","1","14","1",0.238914376111114,5.76081488077988e-64
"170","Sigma.14.0","Sigma","2","14","1",3.70479972692637,1.65596198001624e-40
"171","Connect.14.0","Connect","3","14","1",0.113633891912874,0.00248749098917794
"172","Tau1.14.0","Tau1","4","14","1",825.017792893594,3.07038921998927e-18
"173","Tau2.14.0","Tau2","5","14","1",1169748.45670772,1.01427424225955e-14
"174","NPQ.14.0","NPQ","6","14","1",0.792171416901245,3.40577360902168e-87
"175","qP.14.0","qP","7","14","1",0.818756161834266,1.15216297615598e-63
"176","ABQ.14.0","ABQ","8","14","1",0.242959681495932,1.65596198001624e-40
"177","qm.14.0","qm","9","14","1",0.312579357262433,5.76081488077988e-64
"178","nTau1.14.0","nTau1","10","14","1",1.342831503626,3.07038921998927e-18
"179","nTau2.14.0","nTau2","11","14","1",0.748909401856555,1.01427424225955e-14
"180","nCon.14.0","nCon","12","14","1",0.469507187992659,0.00248749098917794
"181","Fm.14.0","Fm","13","14","1",1822.24450128248,3.40577360902168e-87
"182","Fo.14.0","Fo","14","14","1",1386.88409313667,1.15216297615598e-63
"183","Quant.15.0","Quant","1","15","1",0.245082035416427,2.72468350948643e-63
"184","Sigma.15.0","Sigma","2","15","1",3.63852700192324,2.44705486456788e-40
"185","Connect.15.0","Connect","3","15","1",0.0929063759674061,0.0139581938889803
"186","Tau1.15.0","Tau1","4","15","1",880.932749607438,5.81413364039169e-19
"187","Tau2.15.0","Tau2","5","15","1",1176899.458349,9.57211113420439e-15
"188","NPQ.15.0","NPQ","6","15","1",0.795124005413663,1.81362061735859e-86
"189","qP.15.0","qP","7","15","1",0.82463970600457,5.44936701897286e-63
"190","ABQ.15.0","ABQ","8","15","1",0.256501877712333,2.44705486456788e-40
"191","qm.15.0","qm","9","15","1",0.294833349705849,2.72468350948643e-63
"192","nTau1.15.0","nTau1","10","15","1",1.43384089281249,5.81413364039169e-19
"193","nTau2.15.0","nTau2","11","15","1",0.753487695874498,9.57211113420439e-15
"194","nCon.15.0","nCon","12","15","1",0.383866209215911,0.0139581938889803
"195","Fm.15.0","Fm","13","15","1",1819.24730545362,1.81362061735859e-86
"196","Fo.15.0","Fo","14","15","1",1373.3824729072,5.44936701897286e-63
"197","Quant.16.0","Quant","1","16","1",0.104610433353171,2.32834166283851e-68
"198","Sigma.16.0","Sigma","2","16","1",3.59453941759628,4.32905052523934e-21
"199","Connect.16.0","Connect","3","16","1",0,1
"200","Tau1.16.0","Tau1","4","16","1",595.408809824389,8.3322628221562e-13
"201","Tau2.16.0","Tau2","5","16","1",3003836.77804452,5.73748587540399e-15
"202","NPQ.16.0","NPQ","6","16","1",0.456711003523953,1.57176089022912e-83
"203","qP.16.0","qP","7","16","1",0.548374880255707,4.65668332567702e-68
"204","ABQ.16.0","ABQ","8","16","1",0.265490319005684,4.32905052523934e-21
"205","qm.16.0","qm","9","16","1",0.699007767957639,2.32834166283851e-68
"206","nTau1.16.0","nTau1","10","16","1",0.969110865554106,8.3322628221562e-13
"207","nTau2.16.0","nTau2","11","16","1",1.92314988048934,5.73748587540399e-15
"208","nCon.16.0","nCon","12","16","1",0,1
"209","Fm.16.0","Fm","13","16","1",2241.88222777451,1.57176089022912e-83
"210","Fo.16.0","Fo","14","16","1",2007.35795640024,4.65668332567702e-68
"211","Quant.17.0","Quant","1","17","1",0.0940857429191103,1.34609059475854e-67
"212","Sigma.17.0","Sigma","2","17","1",3.99470197141774,3.83963978842815e-19
"213","Connect.17.0","Connect","3","17","1",0,1
"214","Tau1.17.0","Tau1","4","17","1",625.138786209691,7.21296132544781e-10
"215","Tau2.17.0","Tau2","5","17","1",3106912.6437269,1.60053942670161e-12
"216","NPQ.17.0","NPQ","6","17","1",0.546605839929918,6.02345843176432e-85
"217","qP.17.0","qP","7","17","1",0.589533783793044,2.69218118951707e-67
"218","ABQ.17.0","ABQ","8","17","1",0.18372093617059,3.83963978842815e-19
"219","qm.17.0","qm","9","17","1",0.729290120910026,1.34609059475854e-67
"220","nTau1.17.0","nTau1","10","17","1",1.01750054785686,7.21296132544781e-10
"221","nTau2.17.0","nTau2","11","17","1",1.98914226070696,1.60053942670161e-12
"222","nCon.17.0","nCon","12","17","1",0,1
"223","Fm.17.0","Fm","13","17","1",2111.57518321016,6.02345843176432e-85
"224","Fo.17.0","Fo","14","17","1",1912.90606336828,2.69218118951707e-67
"225","Quant.18.0","Quant","1","18","1",0.0950705592216222,5.74421117285238e-69
"226","Sigma.18.0","Sigma","2","18","1",3.46379902090174,1.01148889476204e-19
"227","Connect.18.0","Connect","3","18","1",0,1
"228","Tau1.18.0","Tau1","4","18","1",762.809673537936,3.48144810033676e-10
"229","Tau2.18.0","Tau2","5","18","1",3270256.54409625,9.52233653478236e-13
"230","NPQ.18.0","NPQ","6","18","1",0.640297875289468,2.15413931987569e-83
"231","qP.18.0","qP","7","18","1",0.638001333870807,1.14884223457047e-68
"232","ABQ.18.0","ABQ","8","18","1",0.292205866093327,1.01148889476204e-19
"233","qm.18.0","qm","9","18","1",0.726456540668139,5.74421117285238e-69
"234","nTau1.18.0","nTau1","10","18","1",1.24157911468161,3.48144810033676e-10
"235","nTau2.18.0","nTau2","11","18","1",2.09372011419422,9.52233653478236e-13
"236","nCon.18.0","nCon","12","18","1",0,1
"237","Fm.18.0","Fm","13","18","1",1990.96429922986,2.15413931987569e-83
"238","Fo.18.0","Fo","14","18","1",1801.68220991179,1.14884223457047e-68
"239","Quant.19.0","Quant","1","19","1",0.101412021167036,6.74577438057794e-66
"240","Sigma.19.0","Sigma","2","19","1",3.76737095503063,6.27903108570043e-18
"241","Connect.19.0","Connect","3","19","1",0,1
"242","Tau1.19.0","Tau1","4","19","1",788.168251969244,1.4743478696575e-10
"243","Tau2.19.0","Tau2","5","19","1",3321031.19022133,2.54186553115143e-11
"244","NPQ.19.0","NPQ","6","19","1",0.730880964451055,1.33752002617761e-81
"245","qP.19.0","qP","7","19","1",0.684302864315001,1.34915487611559e-65
"246","ABQ.19.0","ABQ","8","19","1",0.230173850696777,6.27903108570043e-18
"247","qm.19.0","qm","9","19","1",0.708210456370621,6.74577438057794e-66
"248","nTau1.19.0","nTau1","10","19","1",1.2828537372389,1.4743478696575e-10
"249","nTau2.19.0","nTau2","11","19","1",2.12622762436955,2.54186553115143e-11
"250","nCon.19.0","nCon","12","19","1",0,1
"251","Fm.19.0","Fm","13","19","1",1886.77013432848,1.33752002617761e-81
"252","Fo.19.0","Fo","14","19","1",1695.42896152863,1.34915487611559e-65
"253","Quant.20.0","Quant","1","20","1",0.10168983820249,4.15500261555023e-68
"254","Sigma.20.0","Sigma","2","20","1",3.22416793293839,1.51189632747052e-20
"255","Connect.20.0","Connect","3","20","1",0,1
"256","Tau1.20.0","Tau1","4","20","1",557.678420051786,4.64300954336307e-10
"257","Tau2.20.0","Tau2","5","20","1",2962240.19588073,2.1760098950278e-12
"258","NPQ.20.0","NPQ","6","20","1",0.813317013182256,6.53947858756264e-82
"259","qP.20.0","qP","7","20","1",0.718108280826472,8.31000523110039e-68
"260","ABQ.20.0","ABQ","8","20","1",0.341172182365909,1.51189632747052e-20
"261","qm.20.0","qm","9","20","1",0.707411102358595,4.15500261555023e-68
"262","nTau1.20.0","nTau1","10","20","1",0.907699394835348,4.64300954336307e-10
"263","nTau2.20.0","nTau2","11","20","1",1.89651845277603,2.1760098950278e-12
"264","nCon.20.0","nCon","12","20","1",0,1
"265","Fm.20.0","Fm","13","20","1",1800.99479906864,6.53947858756264e-82
"266","Fo.20.0","Fo","14","20","1",1617.85192934782,8.31000523110039e-68
"267","Quant.21.0","Quant","1","21","1",0.101266058557056,8.18562896369466e-68
"268","Sigma.21.0","Sigma","2","21","1",3.44705792305999,3.38462517222461e-19
"269","Connect.21.0","Connect","3","21","1",0,1
"270","Tau1.21.0","Tau1","4","21","1",683.136529149355,1.85905516138499e-10
"271","Tau2.21.0","Tau2","5","21","1",3154338.39587363,6.30837506400775e-13
"272","NPQ.21.0","NPQ","6","21","1",0.911488491565837,1.27527526281367e-81
"273","qP.21.0","qP","7","21","1",0.754000858808123,1.63712579273892e-67
"274","ABQ.21.0","ABQ","8","21","1",0.295626748995609,3.38462517222461e-19
"275","qm.21.0","qm","9","21","1",0.708630429889174,8.18562896369466e-68
"276","nTau1.21.0","nTau1","10","21","1",1.11189996206274,1.85905516138499e-10
"277","nTau2.21.0","nTau2","11","21","1",2.01950570463299,6.30837506400775e-13
"278","nCon.21.0","nCon","12","21","1",0,1
"279","Fm.21.0","Fm","13","21","1",1708.49812814133,1.27527526281367e-81
"280","Fo.21.0","Fo","14","21","1",1535.48525665235,1.63712579273892e-67
"281","Quant.22.0","Quant","1","22","1",0.103939098562418,1.38152534326498e-67
"282","Sigma.22.0","Sigma","2","22","1",3.40039224501891,7.8546727900707e-20
"283","Connect.22.0","Connect","3","22","1",0,1
"284","Tau1.22.0","Tau1","4","22","1",774.06963232021,3.23065560563359e-10
"285","Tau2.22.0","Tau2","5","22","1",3366114.00738083,3.1339867598974e-10
"286","NPQ.22.0","NPQ","6","22","1",0.996536507273795,1.37165100312331e-81
"287","qP.22.0","qP","7","22","1",0.78440885794625,2.76305068652994e-67
"288","ABQ.22.0","ABQ","8","22","1",0.305162433073392,7.8546727900707e-20
"289","qm.22.0","qm","9","22","1",0.700939377938014,1.38152534326498e-67
"290","nTau1.22.0","nTau1","10","22","1",1.25990626775953,3.23065560563359e-10
"291","nTau2.22.0","nTau2","11","22","1",2.15509104832991,3.1339867598974e-10
"292","nCon.22.0","nCon","12","22","1",0,1
"293","Fm.22.0","Fm","13","22","1",1635.71990690179,1.37165100312331e-81
"294","Fo.22.0","Fo","14","22","1",1465.70465427782,2.76305068652994e-67
"295","Quant.23.0","Quant","1","23","1",0.287940049604061,1.00659971879223e-61
"296","Sigma.23.0","Sigma","2","23","1",3.64984841681676,8.44767109853655e-43
"297","Connect.23.0","Connect","3","23","1",0.118513955656489,0.00042186985483268
"298","Tau1.23.0","Tau1","4","23","1",1063.38019999059,1.72290844806619e-14
"299","Tau2.23.0","Tau2","5","23","1",900755.663100021,1.77731609368911e-12
"300","NPQ.23.0","NPQ","6","23","1",1.39496802886935,5.75192052606371e-86
"301","qP.23.0","qP","7","23","1",1,2.01319943758446e-61
"302","ABQ.23.0","ABQ","8","23","1",0.254188455079898,8.44767109853655e-43
"303","qm.23.0","qm","9","23","1",0.171519365261407,1.00659971879223e-61
"304","nTau1.23.0","nTau1","10","23","1",1.73079955993585,1.72290844806619e-14
"305","nTau2.23.0","nTau2","11","23","1",0.576691835755672,1.77731609368911e-12
"306","nCon.23.0","nCon","12","23","1",0.489670406614498,0.00042186985483268
"307","Fm.23.0","Fm","13","23","1",1363.59837393975,5.75192052606371e-86
"308","Fo.23.0","Fo","14","23","1",970.963790507519,2.01319943758446e-61
"309","Quant.24.0","Quant","1","24","1",0.2886682162311,3.02927111921363e-61
"310","Sigma.24.0","Sigma","2","24","1",4.07685583187425,4.61120393242806e-43
"311","Connect.24.0","Connect","3","24","1",0.120189286961046,0.000265908058701247
"312","Tau1.24.0","Tau1","4","24","1",653.946821605646,2.63177991060446e-17
"313","Tau2.24.0","Tau2","5","24","1",1002678.99510354,1.17185463768777e-13
"314","NPQ.24.0","NPQ","6","24","1",1.37165926755772,2.16690654908479e-87
"315","qP.24.0","qP","7","24","1",0.996278566591728,6.05854223842725e-61
"316","ABQ.24.0","ABQ","8","24","1",0.166933582124348,4.61120393242806e-43
"317","qm.24.0","qm","9","24","1",0.169424234868138,3.02927111921363e-61
"318","nTau1.24.0","nTau1","10","24","1",1.06438964263818,2.63177991060446e-17
"319","nTau2.24.0","nTau2","11","24","1",0.641946328008492,1.17185463768777e-13
"320","nCon.24.0","nCon","12","24","1",0.496592461967153,0.000265908058701247
"321","Fm.24.0","Fm","13","24","1",1376.99987282193,2.16690654908479e-87
"322","Fo.24.0","Fo","14","24","1",979.503775783969,6.05854223842725e-61
"323","Quant.25.0","Quant","1","25","1",0.303689609070806,3.14598544614977e-61
"324","Sigma.25.0","Sigma","2","25","1",4.22472050424117,4.32848868697111e-45
"325","Connect.25.0","Connect","3","25","1",0.144850695201061,3.80862883154243e-06
"326","Tau1.25.0","Tau1","4","25","1",658.3162892196,1.07226240280168e-17
"327","Tau2.25.0","Tau2","5","25","1",871958.387252289,6.23661716897558e-15
"328","NPQ.25.0","NPQ","6","25","1",1.24557826358605,4.92961898753298e-88
"329","qP.25.0","qP","7","25","1",0.981833043646998,6.29197089229955e-61
"330","ABQ.25.0","ABQ","8","25","1",0.136718853416996,4.32848868697111e-45
"331","qm.25.0","qm","9","25","1",0.126203664851533,3.14598544614977e-61
"332","nTau1.25.0","nTau1","10","25","1",1.07150156048605,1.07226240280168e-17
"333","nTau2.25.0","nTau2","11","25","1",0.558254922668457,6.23661716897558e-15
"334","nCon.25.0","nCon","12","25","1",0.59848731252447,3.80862883154243e-06
"335","Fm.25.0","Fm","13","25","1",1454.31337787741,4.92961898753298e-88
"336","Fo.25.0","Fo","14","25","1",1012.65351668338,6.29197089229955e-61
"337","Quant.26.0","Quant","1","26","1",0.316622551369394,1.30118482055417e-59
"338","Sigma.26.0","Sigma","2","26","1",4.14743460396694,2.15045757369236e-44
"339","Connect.26.0","Connect","3","26","1",0.124767573196457,8.7391485523222e-05
"340","Tau1.26.0","Tau1","4","26","1",634.826539733747,3.70097444793355e-18
"341","Tau2.26.0","Tau2","5","26","1",801073.277554204,2.14974345724493e-15
"342","NPQ.26.0","NPQ","6","26","1",1.13103172609826,1.42839327874929e-86
"343","qP.26.0","qP","7","26","1",0.966750193352493,2.60236964110833e-59
"344","ABQ.26.0","ABQ","8","26","1",0.152511486453064,2.15045757369236e-44
"345","qm.26.0","qm","9","26","1",0.0889921263409821,1.30118482055417e-59
"346","nTau1.26.0","nTau1","10","26","1",1.0332687176388,3.70097444793355e-18
"347","nTau2.26.0","nTau2","11","26","1",0.512872067234784,2.14974345724493e-15
"348","nCon.26.0","nCon","12","26","1",0.515508810426478,8.7391485523222e-05
"349","Fm.26.0","Fm","13","26","1",1532.48516660204,1.42839327874929e-86
"350","Fo.26.0","Fo","14","26","1",1047.26580321675,2.60236964110833e-59
"351","Quant.27.0","Quant","1","27","1",0.323525221046169,1.00452850064333e-60
"352","Sigma.27.0","Sigma","2","27","1",4.09109189007617,1.4710354104481e-46
"353","Connect.27.0","Connect","3","27","1",0.17846121801725,9.10114545911135e-09
"354","Tau1.27.0","Tau1","4","27","1",743.965234618653,6.29784838222765e-18
