"","uni","metric","metrix","stage","col","ASnormalized.icra3.002r","pval"
"33","Tau2.4.0","Tau2","5","4","1",4047664.98923049,0.00000000000167041491125239
"34","NPQ.4.0","NPQ","6","4","1",0.0488030666815737,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017182781224957
"35","qP.4.0","qP","7","4","1",0.241477283050552,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000229751759076931
"36","ABQ.4.0","ABQ","8","4","1",0.417574830734344,0.0000000000000000000000000000000707393202673063
"37","qm.4.0","qm","9","4","1",0.833106956834135,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000114875879538551
"38","nTau1.4.0","nTau1","10","4","1",2.60864485643749,0.000000310159364278514
"39","nTau2.4.0","nTau2","11","4","1",2.26124074392913,0.00000000000167041491125239
"40","nCon.4.0","nCon","12","4","1",1.55033300510708,0.000000000000352929215098999
"41","Fm.4.0","Fm","13","4","1",2917.09000323256,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017182781224957
"42","Fo.4.0","Fo","14","4","1",2766.06126260213,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000229751759076931
"43","Quant.5.0","Quant","1","5","1",0.0582154246115429,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000380744432349005
"44","Sigma.5.0","Sigma","2","5","1",3.48417089596868,0.0000000000000000000000000000000334599590387543
"45","Connect.5.0","Connect","3","5","1",0.291626562740466,0.000000455837382700001
"46","Tau1.5.0","Tau1","4","5","1",1847.33280712025,0.000000000000102857347477208
"47","Tau2.5.0","Tau2","5","5","1",4734099.08174834,0.000000000000000767829268158199
"48","NPQ.5.0","NPQ","6","5","1",0.0805026143714713,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000152749081400785
"49","qP.5.0","qP","7","5","1",0.323280407672835,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000761488864698011
"50","ABQ.5.0","ABQ","8","5","1",0.280983456888538,0.0000000000000000000000000000000334599590387543
"51","qm.5.0","qm","9","5","1",0.812342238633131,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000380744432349005
"52","nTau1.5.0","nTau1","10","5","1",2.40725347729369,0.000000000000102857347477208
"53","nTau2.5.0","nTau2","11","5","1",2.64471930308687,0.000000000000000767829268158199
"54","nCon.5.0","nCon","12","5","1",0.989663329218373,0.000000455837382700001
"55","Fm.5.0","Fm","13","5","1",2831.50905928733,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000152749081400785
"56","Fo.5.0","Fo","14","5","1",2666.67155710949,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000761488864698011
"57","Quant.6.0","Quant","1","6","1",0.0668439866124931,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000176628331971436
"58","Sigma.6.0","Sigma","2","6","1",3.33043798255839,0.00000000000000000000000000000000008629937467964
"59","Connect.6.0","Connect","3","6","1",0.343459367580517,0.000000000169955026880206
"60","Tau1.6.0","Tau1","4","6","1",1644.80283250869,0.000000000000160917207258078
"61","Tau2.6.0","Tau2","5","6","1",6055050.57702003,0.0000000290188258074619
"62","NPQ.6.0","NPQ","6","6","1",0.121525217964152,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000903901536476301
"63","qP.6.0","qP","7","6","1",0.422934513410165,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000353256663942871
"64","ABQ.6.0","ABQ","8","6","1",0.31270879736785,0.00000000000000000000000000000000008629937467964
"65","qm.6.0","qm","9","6","1",0.784528018609517,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000176628331971436
"66","nTau1.6.0","nTau1","10","6","1",2.14333731461811,0.000000000000160917207258078
"67","nTau2.6.0","nTau2","11","6","1",3.38267299980087,0.0000000290188258074619
"68","nCon.6.0","nCon","12","6","1",1.16556303368522,0.000000000169955026880206
"69","Fm.6.0","Fm","13","6","1",2727.939498971,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000903901536476301
"70","Fo.6.0","Fo","14","6","1",2545.59314762209,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000353256663942871
"71","Quant.7.0","Quant","1","7","1",0.0699211829172656,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000345818948307117
"72","Sigma.7.0","Sigma","2","7","1",3.50095424201028,0.000000000000000000000000000000000211745970726802
"73","Connect.7.0","Connect","3","7","1",0.282703842644237,0.0000000828604945174883
"74","Tau1.7.0","Tau1","4","7","1",1470.88017603454,0.0000000000000000122086475458322
"75","Tau2.7.0","Tau2","5","7","1",7682326.32911169,0.00000604303659535669
"76","NPQ.7.0","NPQ","6","7","1",0.146145819426676,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000892890826232751
"77","qP.7.0","qP","7","7","1",0.474701756269587,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000691637896614233
"78","ABQ.7.0","ABQ","8","7","1",0.277519934629444,0.000000000000000000000000000000000211745970726802
"79","qm.7.0","qm","9","7","1",0.774608658342144,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000345818948307117
"80","nTau1.7.0","nTau1","10","7","1",1.91669925678477,0.0000000000000000122086475458322
"81","nTau2.7.0","nTau2","11","7","1",4.29175570353943,0.00000604303659535669
"82","nCon.7.0","nCon","12","7","1",0.959383203865127,0.0000000828604945174883
"83","Fm.7.0","Fm","13","7","1",2669.34005195505,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000892890826232751
"84","Fo.7.0","Fo","14","7","1",2482.69663791392,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000691637896614233
"85","Quant.8.0","Quant","1","8","1",0.0675007391654249,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000004763592584528
"86","Sigma.8.0","Sigma","2","8","1",3.55701593949785,0.0000000000000000000000000000000000285893608939244
"87","Connect.8.0","Connect","3","8","1",0.363767534504908,0.0000000000121547263254813
"88","Tau1.8.0","Tau1","4","8","1",1632.09046257411,0.0000000000000000000392356702425845
"89","Tau2.8.0","Tau2","5","8","1",11123250.1121561,0.00000146897647337466
"90","NPQ.8.0","NPQ","6","8","1",0.156948713054107,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000563883004314276
"91","qP.8.0","qP","7","8","1",0.488513656427839,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000952718516905599
"92","ABQ.8.0","ABQ","8","8","1",0.26595067206109,0.0000000000000000000000000000000000285893608939244
"93","qm.8.0","qm","9","8","1",0.782410972917975,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000004763592584528
"94","nTau1.8.0","nTau1","10","8","1",2.12677186598227,0.0000000000000000000392356702425845
"95","nTau2.8.0","nTau2","11","8","1",6.21403856926001,0.00000146897647337466
"96","nCon.8.0","nCon","12","8","1",1.23448078898106,0.0000000000121547263254813
"97","Fm.8.0","Fm","13","8","1",2644.4153545062,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000563883004314276
"98","Fo.8.0","Fo","14","8","1",2465.91536341663,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000952718516905599
"99","Quant.9.0","Quant","1","9","1",0.0679032527572355,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000007723219627958
"100","Sigma.9.0","Sigma","2","9","1",3.68973844776561,0.0000000000000000000000000000000000343623832451036
"101","Connect.9.0","Connect","3","9","1",0.240688670856799,0.000000932824614710621
"102","Tau1.9.0","Tau1","4","9","1",1393.34433804441,0.0000000000000203907657739284
"103","Tau2.9.0","Tau2","5","9","1",7236752.00965188,0.0000301014295508824
"104","NPQ.9.0","NPQ","6","9","1",0.157921517276806,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000543576819705091
"105","qP.9.0","qP","7","9","1",0.491094102478748,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000015446439255916
"106","ABQ.9.0","ABQ","8","9","1",0.238561177705868,0.0000000000000000000000000000000000343623832451036
"107","qm.9.0","qm","9","9","1",0.781113468003033,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000007723219627958
"108","nTau1.9.0","nTau1","10","9","1",1.81566255408713,0.0000000000000203907657739284
"109","nTau2.9.0","nTau2","11","9","1",4.04283421218781,0.0000301014295508824
"110","nCon.9.0","nCon","12","9","1",0.816800599598576,0.000000932824614710621
"111","Fm.9.0","Fm","13","9","1",2642.19370270593,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000543576819705091
"112","Fo.9.0","Fo","14","9","1",2462.78015587751,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000015446439255916
"113","Quant.10.0","Quant","1","10","1",0.10504061492341,0.00000000000000000000000000000000000000000000000000000000000000000000000000353420802792702
"114","Sigma.10.0","Sigma","2","10","1",4.36871962350781,0.000000000000000000000000000000000000173382816392636
"115","Connect.10.0","Connect","3","10","1",0.328400510851752,0.00000000000573290952816403
"116","Tau1.10.0","Tau1","4","10","1",1447.53662529881,0.0000000000000000516132334144386
"117","Tau2.10.0","Tau2","5","10","1",3824881.47957615,0.0000000863807851876039
"118","NPQ.10.0","NPQ","6","10","1",0.19978404986895,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000429164483935939
"119","qP.10.0","qP","7","10","1",0.639763247142104,0.00000000000000000000000000000000000000000000000000000000000000000000000000706841605585404
"120","ABQ.10.0","ABQ","8","10","1",0.0984421329182604,0.000000000000000000000000000000000000173382816392636
"121","qm.10.0","qm","9","10","1",0.661400964080265,0.00000000000000000000000000000000000000000000000000000000000000000000000000353420802792702
"122","nTau1.10.0","nTau1","10","10","1",1.88628035042184,0.0000000000000000516132334144386
"123","nTau2.10.0","nTau2","11","10","1",2.13678203737948,0.0000000863807851876039
"124","nCon.10.0","nCon","12","10","1",1.11445932713543,0.00000000000573290952816403
"125","Fm.10.0","Fm","13","10","1",2550.00301221761,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000429164483935939
"126","Fo.10.0","Fo","14","10","1",2282.14912775773,0.00000000000000000000000000000000000000000000000000000000000000000000000000706841605585404
"127","Quant.11.0","Quant","1","11","1",0.11339519690674,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000297917211309626
"128","Sigma.11.0","Sigma","2","11","1",4.29634554258032,0.0000000000000000000000000000000000000000000391402430061101
"129","Connect.11.0","Connect","3","11","1",0.261250128465546,0.000000000000408703829063885
"130","Tau1.11.0","Tau1","4","11","1",1794.55449243953,0.0000000000000000000706110573996728
"131","Tau2.11.0","Tau2","5","11","1",4203359.31025745,0.000000239767813840861
"132","NPQ.11.0","NPQ","6","11","1",0.18478866643718,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000518306747941534
"133","qP.11.0","qP","7","11","1",0.633746410615142,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000595834422619253
"134","ABQ.11.0","ABQ","8","11","1",0.113377726789262,0.0000000000000000000000000000000000000000000391402430061101
"135","qm.11.0","qm","9","11","1",0.634469920244214,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000297917211309626
"136","nTau1.11.0","nTau1","10","11","1",2.33847822410099,0.0000000000000000000706110573996728
"137","nTau2.11.0","nTau2","11","11","1",2.34821986479048,0.000000239767813840861
"138","nCon.11.0","nCon","12","11","1",0.886577921662221,0.000000000000408703829063885
"139","Fm.11.0","Fm","13","11","1",2582.27735278449,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000518306747941534
"140","Fo.11.0","Fo","14","11","1",2289.45950389768,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000595834422619253
"141","Quant.12.0","Quant","1","12","1",0.117293136745008,0.00000000000000000000000000000000000000000000000000000000000000000000000000000840003862047714
"142","Sigma.12.0","Sigma","2","12","1",4.58578808870663,0.00000000000000000000000000000000000000000543414714678672
"143","Connect.12.0","Connect","3","12","1",0.248941357055211,0.000000000137066512142805
"144","Tau1.12.0","Tau1","4","12","1",1747.49355361355,0.0000000000000000000200696468282303
"145","Tau2.12.0","Tau2","5","12","1",4015960.22051475,0.000000113974813466658
"146","NPQ.12.0","NPQ","6","12","1",0.180721479798975,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000198776740430835
"147","qP.12.0","qP","7","12","1",0.635568504391293,0.0000000000000000000000000000000000000000000000000000000000000000000000000000168000772409543
"148","ABQ.12.0","ABQ","8","12","1",0.0536464492029897,0.00000000000000000000000000000000000000000543414714678672
"149","qm.12.0","qm","9","12","1",0.621904888401312,0.00000000000000000000000000000000000000000000000000000000000000000000000000000840003862047714
"150","nTau1.12.0","nTau1","10","12","1",2.27715326511316,0.0000000000000000000200696468282303
"151","nTau2.12.0","nTau2","11","12","1",2.24352877542688,0.000000113974813466658
"152","nCon.12.0","nCon","12","12","1",0.844806899235225,0.000000000137066512142805
"153","Fm.12.0","Fm","13","12","1",2591.17242594533,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000198776740430835
"154","Fo.12.0","Fo","14","12","1",2287.24568425903,0.0000000000000000000000000000000000000000000000000000000000000000000000000000168000772409543
"155","Quant.13.0","Quant","1","13","1",0.123911585431084,0.0000000000000000000000000000000000000000000000000000000000000000000000000682093694895268
"156","Sigma.13.0","Sigma","2","13","1",4.72054512166061,0.00000000000000000000000000000000000000498702216148152
"157","Connect.13.0","Connect","3","13","1",0.21669334474372,0.000000273948035368105
"158","Tau1.13.0","Tau1","4","13","1",1801.1122199857,0.00000000000000000215878444364944
"159","Tau2.13.0","Tau2","5","13","1",3680646.33228192,0.000000528317760062774
"160","NPQ.13.0","NPQ","6","13","1",0.167506757610567,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000275818772700608
"161","qP.13.0","qP","7","13","1",0.628535407570252,0.000000000000000000000000000000000000000000000000000000000000000000000000136418738979054
"162","ABQ.13.0","ABQ","8","13","1",0.0258370968814252,0.00000000000000000000000000000000000000498702216148152
"163","qm.13.0","qm","9","13","1",0.600570280392556,0.0000000000000000000000000000000000000000000000000000000000000000000000000682093694895268
"164","nTau1.13.0","nTau1","10","13","1",2.34702357790937,0.00000000000000000215878444364944
"165","nTau2.13.0","nTau2","11","13","1",2.05620461987182,0.000000528317760062774
"166","nCon.13.0","nCon","12","13","1",0.735370108138563,0.000000273948035368105
"167","Fm.13.0","Fm","13","13","1",2620.50127010655,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000275818772700608
"168","Fo.13.0","Fo","14","13","1",2295.79080310348,0.000000000000000000000000000000000000000000000000000000000000000000000000136418738979054
"169","Quant.14.0","Quant","1","14","1",0.128098107873822,0.000000000000000000000000000000000000000000000000000000000000000000022750744981297
"170","Sigma.14.0","Sigma","2","14","1",4.72460386774507,0.00000000000000000000000000000000012899929513564
"171","Connect.14.0","Connect","3","14","1",0.282338872054657,0.0000000767572172551559
"172","Tau1.14.0","Tau1","4","14","1",1828.67663904821,0.000000000000000000999853885431121
"173","Tau2.14.0","Tau2","5","14","1",3543958.99387302,0.000000701206911419538
"174","NPQ.14.0","NPQ","6","14","1",0.157781181105997,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000876409436009034
"175","qP.14.0","qP","7","14","1",0.621768152862274,0.0000000000000000000000000000000000000000000000000000000000000000000455014899625941
"176","ABQ.14.0","ABQ","8","14","1",0.024999507203379,0.00000000000000000000000000000000012899929513564
"177","qm.14.0","qm","9","14","1",0.587075000838063,0.000000000000000000000000000000000000000000000000000000000000000000022750744981297
"178","nTau1.14.0","nTau1","10","14","1",2.38294268429998,0.000000000000000000999853885431121
"179","nTau2.14.0","nTau2","11","14","1",1.97984380947576,0.000000701206911419538
"180","nCon.14.0","nCon","12","14","1",0.958144640390808,0.0000000767572172551559
"181","Fm.14.0","Fm","13","14","1",2642.51396645941,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000876409436009034
"182","Fo.14.0","Fo","14","14","1",2304.01292732581,0.0000000000000000000000000000000000000000000000000000000000000000000455014899625941
"183","Quant.15.0","Quant","1","15","1",0.135276903220405,0.000000000000000000000000000000000000000000000000000000000000000000000000386014706246237
"184","Sigma.15.0","Sigma","2","15","1",4.67798617854667,0.000000000000000000000000000000000000000771830517559516
"185","Connect.15.0","Connect","3","15","1",0.165401371205776,0.0000343420018088422
"186","Tau1.15.0","Tau1","4","15","1",1665.65585923867,0.000000000000000000658325840094771
"187","Tau2.15.0","Tau2","5","15","1",3653781.05077589,0.0000000100679866203348
"188","NPQ.15.0","NPQ","6","15","1",0.151941601730552,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000134621776499667
"189","qP.15.0","qP","7","15","1",0.627847574528867,0.000000000000000000000000000000000000000000000000000000000000000000000000772029412492474
"190","ABQ.15.0","ABQ","8","15","1",0.0346198417782595,0.000000000000000000000000000000000000000771830517559516
"191","qm.15.0","qm","9","15","1",0.563934112095261,0.000000000000000000000000000000000000000000000000000000000000000000000000386014706246237
"192","nTau1.15.0","nTau1","10","15","1",2.17051082710831,0.000000000000000000658325840094771
"193","nTau2.15.0","nTau2","11","15","1",2.04119624608096,0.0000000100679866203348
"194","nCon.15.0","nCon","12","15","1",0.561305767713862,0.0000343420018088422
"195","Fm.15.0","Fm","13","15","1",2655.90975842897,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000134621776499667
"196","Fo.15.0","Fo","14","15","1",2296.62651107584,0.000000000000000000000000000000000000000000000000000000000000000000000000772029412492474
"197","Quant.16.0","Quant","1","16","1",0.048649063629133,0.000000000000000000000000000000000000000000000000000000000000000000000000000000279463045251954
"198","Sigma.16.0","Sigma","2","16","1",3.18935294124043,0.00000000000000000000000000220391034738968
"199","Connect.16.0","Connect","3","16","1",0.372247856109629,0.000000117256997453957
"200","Tau1.16.0","Tau1","4","16","1",1734.92747221948,0.000000000247746843340867
"201","Tau2.16.0","Tau2","5","16","1",6312381.87074987,0.000000275959641822369
"202","NPQ.16.0","NPQ","6","16","1",0.0850666253411749,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105269250161062
"203","qP.16.0","qP","7","16","1",0.310311754806986,0.000000000000000000000000000000000000000000000000000000000000000000000000000000558926090503907
"204","ABQ.16.0","ABQ","8","16","1",0.341824039335617,0.00000000000000000000000000220391034738968
"205","qm.16.0","qm","9","16","1",0.843179459152698,0.000000000000000000000000000000000000000000000000000000000000000000000000000000279463045251954
"206","nTau1.16.0","nTau1","10","16","1",2.26077844460695,0.000000000247746843340867
"207","nTau2.16.0","nTau2","11","16","1",3.52643193430215,0.000000275959641822369
"208","nCon.16.0","nCon","12","16","1",1.26325959168444,0.000000117256997453957
"209","Fm.16.0","Fm","13","16","1",2819.59915614813,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105269250161062
"210","Fo.16.0","Fo","14","16","1",2682.42829739203,0.000000000000000000000000000000000000000000000000000000000000000000000000000000558926090503907
"211","Quant.17.0","Quant","1","17","1",0.0516715954670175,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000951834984518897
"212","Sigma.17.0","Sigma","2","17","1",3.15755851051995,0.00000000000000000000000000000000223261978345009
"213","Connect.17.0","Connect","3","17","1",0.351276932467307,0.000000000101890651283548
"214","Tau1.17.0","Tau1","4","17","1",2052.4364005414,0.000000000000182521838623394
"215","Tau2.17.0","Tau2","5","17","1",9250092.2478763,0.00000519230689038236
"216","NPQ.17.0","NPQ","6","17","1",0.121742360565087,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103598234118954
"217","qP.17.0","qP","7","17","1",0.389280986077146,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000190366996903779
"218","ABQ.17.0","ABQ","8","17","1",0.348385348280963,0.00000000000000000000000000000000223261978345009
"219","qm.17.0","qm","9","17","1",0.833436310113723,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000951834984518897
"220","nTau1.17.0","nTau1","10","17","1",2.67452331441533,0.000000000000182521838623394
"221","nTau2.17.0","nTau2","11","17","1",5.16759305220498,0.00000519230689038236
"222","nCon.17.0","nCon","12","17","1",1.19209270649533,0.000000000101890651283548
"223","Fm.17.0","Fm","13","17","1",2727.41143486392,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103598234118954
"224","Fo.17.0","Fo","14","17","1",2586.48173452952,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000190366996903779
"225","Quant.18.0","Quant","1","18","1",0.0537180421051683,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000116407482780576
"226","Sigma.18.0","Sigma","2","18","1",3.23758063078456,0.000000000000000000000000000000678646922257651
"227","Connect.18.0","Connect","3","18","1",0.383118505275213,0.000000000259289574306763
"228","Tau1.18.0","Tau1","4","18","1",1996.55233396242,0.0000000000000491572645164933
"229","Tau2.18.0","Tau2","5","18","1",11433776.7630763,0.000975262186005859
"230","NPQ.18.0","NPQ","6","18","1",0.138151783478956,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000898374845779626
"231","qP.18.0","qP","7","18","1",0.424501045262812,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000232814965561153
"232","ABQ.18.0","ABQ","8","18","1",0.331871454444216,0.000000000000000000000000000000678646922257651
"233","qm.18.0","qm","9","18","1",0.826839577419,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000116407482780576
"234","nTau1.18.0","nTau1","10","18","1",2.60170096584931,0.0000000000000491572645164933
"235","nTau2.18.0","nTau2","11","18","1",6.38751525693173,0.000975262186005859
"236","nCon.18.0","nCon","12","18","1",1.30015020529274,0.000000000259289574306763
"237","Fm.18.0","Fm","13","18","1",2688.08869395673,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000898374845779626
"238","Fo.18.0","Fo","14","18","1",2543.68983231234,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000232814965561153
"239","Quant.19.0","Quant","1","19","1",0.0492988312999704,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000102147148258814
"240","Sigma.19.0","Sigma","2","19","1",2.90936701768334,0.00000000000000000000000000000460421824694798
"241","Connect.19.0","Connect","3","19","1",0.431106563666801,0.0000000000675971699206618
"242","Tau1.19.0","Tau1","4","19","1",1619.31305096549,0.0000000000000473684016842842
"243","Tau2.19.0","Tau2","5","19","1",7854778.46206441,0.000000154750310446204
"244","NPQ.19.0","NPQ","6","19","1",0.155799358660014,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000280134631830981
"245","qP.19.0","qP","7","19","1",0.446839590302625,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000204294296517601
"246","ABQ.19.0","ABQ","8","19","1",0.399603785762182,0.00000000000000000000000000000460421824694798
"247","qm.19.0","qm","9","19","1",0.841084929269397,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000102147148258814
"248","nTau1.19.0","nTau1","10","19","1",2.11012166174884,0.0000000000000473684016842842
"249","nTau2.19.0","nTau2","11","19","1",4.38809662860307,0.000000154750310446204
"250","nCon.19.0","nCon","12","19","1",1.46300238578087,0.0000000000675971699206618
"251","Fm.19.0","Fm","13","19","1",2647.04502408054,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000280134631830981
"252","Fo.19.0","Fo","14","19","1",2516.54879799497,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000204294296517601
"253","Quant.20.0","Quant","1","20","1",0.0587187878502269,0.000000000000000000000000000000000000000000000000000000000000000000000000000000010378451817885
"254","Sigma.20.0","Sigma","2","20","1",3.30696514316968,0.00000000000000000000000000000226986051845658
"255","Connect.20.0","Connect","3","20","1",0.364876699875649,0.0000000203600021660499
"256","Tau1.20.0","Tau1","4","20","1",1370.82707528222,0.00000000000318831029168933
"257","Tau2.20.0","Tau2","5","20","1",6812314.69275858,0.000000588698085773843
"258","NPQ.20.0","NPQ","6","20","1",0.173108904332194,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000308489103010028
"259","qP.20.0","qP","7","20","1",0.497621627268585,0.00000000000000000000000000000000000000000000000000000000000000000000000000000002075690363577
"260","ABQ.20.0","ABQ","8","20","1",0.317552807704372,0.00000000000000000000000000000226986051845658
"261","qm.20.0","qm","9","20","1",0.810719644292264,0.000000000000000000000000000000000000000000000000000000000000000000000000000000010378451817885
"262","nTau1.20.0","nTau1","10","20","1",1.78632038094187,0.00000000000318831029168933
"263","nTau2.20.0","nTau2","11","20","1",3.80572097362763,0.000000588698085773843
