"","uni","metric","metrix","stage","col","ASnormalized.occ2_aglo12.005r","pval"
"588","Fo.17.1","Fo","14","17","2",2854.53717362297,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000128192898500355
"589","Quant.18.1","Quant","1","18","2",0.0441993275000423,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000391202569122185
"590","Sigma.18.1","Sigma","2","18","2",3.66157677763126,0.000000000000000000000000747602400903137
"591","Connect.18.1","Connect","3","18","2",0.334205619099251,0.000096222794857151
"592","Tau1.18.1","Tau1","4","18","2",1453.80755482663,0.000000000055394000638684
"593","Tau2.18.1","Tau2","5","18","2",8801734.32044314,0.00000853255463495507
"594","NPQ.18.1","NPQ","6","18","2",0.267863772561817,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000209636619369203
"595","qP.18.1","qP","7","18","2",0.512421353995745,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000782405138244369
"596","ABQ.18.1","ABQ","8","18","2",0.20408700249452,0.000000000000000000000000747602400903137
"597","qm.18.1","qm","9","18","2",0.87799946744672,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000391202569122185
"598","nTau1.18.1","nTau1","10","18","2",2.14288210260894,0.000000000055394000638684
"599","nTau2.18.1","nTau2","11","18","2",11.9190690123943,0.00000853255463495507
"600","nCon.18.1","nCon","12","18","2",1.0330938855079,0.000096222794857151
"601","Fm.18.1","Fm","13","18","2",2929.27106763403,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000209636619369203
"602","Fo.18.1","Fo","14","18","2",2799.79925637928,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000782405138244369
"603","Quant.19.1","Quant","1","19","2",0.0411212909777873,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000364022048772441
"604","Sigma.19.1","Sigma","2","19","2",3.33424384682028,0.000000000000000000000000000000000229841477633169
"605","Connect.19.1","Connect","3","19","2",0.42665094383538,0.0000000000000286986783259777
"606","Tau1.19.1","Tau1","4","19","2",1484.84087729523,0.000000000000119569480311752
"607","Tau2.19.1","Tau2","5","19","2",8125026.47955204,0.0000000215505127327298
"608","NPQ.19.1","NPQ","6","19","2",0.304295305649657,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000226122546085588
"609","qP.19.1","qP","7","19","2",0.551346552629269,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000728044097544882
"610","ABQ.19.1","ABQ","8","19","2",0.27523900884752,0.000000000000000000000000000000000229841477633169
"611","qm.19.1","qm","9","19","2",0.886495571712858,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000364022048772441
"612","nTau1.19.1","nTau1","10","19","2",2.18862457456245,0.000000000000119569480311752
"613","nTau2.19.1","nTau2","11","19","2",11.0026896758725,0.0000000215505127327298
"614","nCon.19.1","nCon","12","19","2",1.31886017509361,0.0000000000000286986783259777
"615","Fm.19.1","Fm","13","19","2",2847.45076561998,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000226122546085588
"616","Fo.19.1","Fo","14","19","2",2730.359914142,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000728044097544882
"617","Quant.20.1","Quant","1","20","2",0.0412905468112716,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000344131249904862
"618","Sigma.20.1","Sigma","2","20","2",3.55872730156024,0.0000000000000000000000000291478380514941
"619","Connect.20.1","Connect","3","20","2",0.358248948196517,0.00000129660118552782
"620","Tau1.20.1","Tau1","4","20","2",813.950597077165,0.000000000000437887416444628
"621","Tau2.20.1","Tau2","5","20","2",6062590.85460419,0.000000000147861690898232
"622","NPQ.20.1","NPQ","6","20","2",0.343428667714415,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000386362185194669
"623","qP.20.1","qP","7","20","2",0.59619270766996,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000688262499809724
"624","ABQ.20.1","ABQ","8","20","2",0.226443282251271,0.0000000000000000000000000291478380514941
"625","qm.20.1","qm","9","20","2",0.886028385830385,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000344131249904862
"626","nTau1.20.1","nTau1","10","20","2",1.19974625327388,0.000000000000437887416444628
"627","nTau2.20.1","nTau2","11","20","2",8.20979549701971,0.000000000147861690898232
