"","uni","metric","metrix","stage","col","ASnormalized.aglo10.005r","pval"
"105","qP.9.0","qP","7","9","1",0.518197189876197,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000170873896270666
"106","ABQ.9.0","ABQ","8","9","1",0.100556763137366,0.0000000000000000000000000000000000466866709164523
"107","qm.9.0","qm","9","9","1",0.85339972120261,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000854369481353328
"108","nTau1.9.0","nTau1","10","9","1",2.48860006433773,0.0000000000182105544054514
"109","nTau2.9.0","nTau2","11","9","1",11.4235812576802,0.000379677621939456
"110","nCon.9.0","nCon","12","9","1",1.0553948268946,0.0000000000418820791119541
"111","Fm.9.0","Fm","13","9","1",2775.03891149543,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000116889839881392
"112","Fo.9.0","Fo","14","9","1",2618.1119696007,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000170873896270666
"113","Quant.10.0","Quant","1","10","1",0.0981327521203008,0.00000000000000000000000000000000000000000000000000000000000000000000000000418902969060407
"114","Sigma.10.0","Sigma","2","10","1",4.78095148785512,0.00000000000000000000000000000000000352655750293385
"115","Connect.10.0","Connect","3","10","1",0.244781249212511,0.000000369078406457345
"116","Tau1.10.0","Tau1","4","10","1",1524.73797011413,0.0000000000000000681106780156323
"117","Tau2.10.0","Tau2","5","10","1",4414768.22443585,0.0000000253028192827316
"118","NPQ.10.0","NPQ","6","10","1",0.350656254463041,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000135557731490051
"119","qP.10.0","qP","7","10","1",0.637690672515834,0.00000000000000000000000000000000000000000000000000000000000000000000000000837805938120814
"120","ABQ.10.0","ABQ","8","10","1",-0.0730755380363608,0.00000000000000000000000000000000000352655750293385
"121","qm.10.0","qm","9","10","1",0.745598105809851,0.00000000000000000000000000000000000000000000000000000000000000000000000000418902969060407
"122","nTau1.10.0","nTau1","10","10","1",2.36915614018724,0.0000000000000000681106780156323
"123","nTau2.10.0","nTau2","11","10","1",5.36641419353352,0.0000000253028192827316
"124","nCon.10.0","nCon","12","10","1",0.77497042006672,0.000000369078406457345
"125","Fm.10.0","Fm","13","10","1",2655.38441537317,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000135557731490051
"126","Fo.10.0","Fo","14","10","1",2394.80423475524,0.00000000000000000000000000000000000000000000000000000000000000000000000000837805938120814
"127","Quant.11.0","Quant","1","11","1",0.111835565019329,0.0000000000000000000000000000000000000000000000000000000000000000000000000102338124670516
"128","Sigma.11.0","Sigma","2","11","1",4.54224798509804,0.0000000000000000000000000000000000000514065039017905
"129","Connect.11.0","Connect","3","11","1",0.196130518296752,0.00000699442067482667
"130","Tau1.11.0","Tau1","4","11","1",1632.78053496488,0.000000000000000000229249551477576
"131","Tau2.11.0","Tau2","5","11","1",3752141.58216455,0.00000000756787074919926
"132","NPQ.11.0","NPQ","6","11","1",0.332692317196945,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000865819954849246
"133","qP.11.0","qP","7","11","1",0.640150075491597,0.0000000000000000000000000000000000000000000000000000000000000000000000000204676249341032
"134","ABQ.11.0","ABQ","8","11","1",-0.0194989873637821,0.0000000000000000000000000000000000000514065039017905
"135","qm.11.0","qm","9","11","1",0.710074577915998,0.0000000000000000000000000000000000000000000000000000000000000000000000000102338124670516
"136","nTau1.11.0","nTau1","10","11","1",2.53703397292631,0.000000000000000000229249551477576
"137","nTau2.11.0","nTau2","11","11","1",4.56095197279541,0.00000000756787074919926
"138","nCon.11.0","nCon","12","11","1",0.620943600219884,0.00000699442067482667
"139","Fm.11.0","Fm","13","11","1",2691.17749261958,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000865819954849246
"140","Fo.11.0","Fo","14","11","1",2390.20813716517,0.0000000000000000000000000000000000000000000000000000000000000000000000000204676249341032
"141","Quant.12.0","Quant","1","12","1",0.116675401160397,0.000000000000000000000000000000000000000000000000000000000000000000000000000022945862454364
"142","Sigma.12.0","Sigma","2","12","1",4.64753949730977,0.0000000000000000000000000000000000000000123852376286495
"143","Connect.12.0","Connect","3","12","1",0.250798396950249,0.000000000179307226540518
"144","Tau1.12.0","Tau1","4","12","1",1639.99541592044,0.0000000000000000000863250197484613
"145","Tau2.12.0","Tau2","5","12","1",3941783.12277275,0.0000000818647221803836
"146","NPQ.12.0","NPQ","6","12","1",0.325285926813381,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000154330644502267
"147","qP.12.0","qP","7","12","1",0.640010902543318,0.000000000000000000000000000000000000000000000000000000000000000000000000000045891724908728
"148","ABQ.12.0","ABQ","8","12","1",-0.0431314685559199,0.0000000000000000000000000000000000000000123852376286495
"149","qm.12.0","qm","9","12","1",0.697527661058432,0.000000000000000000000000000000000000000000000000000000000000000000000000000022945862454364
"150","nTau1.12.0","nTau1","10","12","1",2.54824454146439,0.0000000000000000000863250197484613
"151","nTau2.12.0","nTau2","11","12","1",4.79147258077896,0.0000000818647221803836
"152","nCon.12.0","nCon","12","12","1",0.794020537365002,0.000000000179307226540518
"153","Fm.12.0","Fm","13","12","1",2706.21719891883,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000154330644502267
"154","Fo.12.0","Fo","14","12","1",2390.46822160781,0.000000000000000000000000000000000000000000000000000000000000000000000000000045891724908728
"155","Quant.13.0","Quant","1","13","1",0.125666577641071,0.0000000000000000000000000000000000000000000000000000000000000000000000000000635479834694325
"156","Sigma.13.0","Sigma","2","13","1",4.81402951118835,0.00000000000000000000000000000000000000000191482405113809
"157","Connect.13.0","Connect","3","13","1",0.188812335256623,0.000000202359446371785
"158","Tau1.13.0","Tau1","4","13","1",1533.77308332447,0.00000000000000000000603026240193768
"159","Tau2.13.0","Tau2","5","13","1",3415667.05398717,0.00000000168925365594497
"160","NPQ.13.0","NPQ","6","13","1",0.309695940809341,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108244197088996
"161","qP.13.0","qP","7","13","1",0.637959698073827,0.000000000000000000000000000000000000000000000000000000000000000000000000000127095966938865
"162","ABQ.13.0","ABQ","8","13","1",-0.0804998379431179,0.00000000000000000000000000000000000000000191482405113809
"163","qm.13.0","qm","9","13","1",0.674218701732832,0.0000000000000000000000000000000000000000000000000000000000000000000000000000635479834694325
"164","nTau1.13.0","nTau1","10","13","1",2.38319500742812,0.00000000000000000000603026240193768
"165","nTau2.13.0","nTau2","11","13","1",4.15194710731251,0.00000000168925365594497
"166","nCon.13.0","nCon","12","13","1",0.597774442439298,0.000000202359446371785
"167","Fm.13.0","Fm","13","13","1",2738.43069744198,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108244197088996
"168","Fo.13.0","Fo","14","13","1",2394.30148358719,0.000000000000000000000000000000000000000000000000000000000000000000000000000127095966938865
"169","Quant.14.0","Quant","1","14","1",0.129958469002274,0.0000000000000000000000000000000000000000000000000000000000000000000000000000186498486837886
"170","Sigma.14.0","Sigma","2","14","1",4.762990707612,0.0000000000000000000000000000000000000000000622700047395728
"171","Connect.14.0","Connect","3","14","1",0.260867242004987,0.00000000000272621354515108
"172","Tau1.14.0","Tau1","4","14","1",1667.11168628611,0.00000000000000000000280110667964902
"173","Tau2.14.0","Tau2","5","14","1",3867635.59486956,0.000000159581753148728
"174","NPQ.14.0","NPQ","6","14","1",0.305682893208074,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000900050899797295
"175","qP.14.0","qP","7","14","1",0.640330342812582,0.0000000000000000000000000000000000000000000000000000000000000000000000000000372996973675773
"176","ABQ.14.0","ABQ","8","14","1",-0.0690442748093882,0.0000000000000000000000000000000000000000000622700047395728
"177","qm.14.0","qm","9","14","1",0.663092291147609,0.0000000000000000000000000000000000000000000000000000000000000000000000000000186498486837886
"178","nTau1.14.0","nTau1","10","14","1",2.59037812749359,0.00000000000000000000280110667964902
"179","nTau2.14.0","nTau2","11","14","1",4.70134183643939,0.000000159581753148728
"180","nCon.14.0","nCon","12","14","1",0.825898212255379,0.00000000000272621354515108
"181","Fm.14.0","Fm","13","14","1",2746.84732968766,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000900050899797295
"182","Fo.14.0","Fo","14","14","1",2389.87125613846,0.0000000000000000000000000000000000000000000000000000000000000000000000000000372996973675773
"183","Quant.15.0","Quant","1","15","1",0.13389694755658,0.0000000000000000000000000000000000000000000000000000000000000000000000000000112282576976867
"184","Sigma.15.0","Sigma","2","15","1",4.81653459702377,0.0000000000000000000000000000000000000000000195561543714013
"185","Connect.15.0","Connect","3","15","1",0.199183926271084,0.00000000685349044138177
"186","Tau1.15.0","Tau1","4","15","1",1633.80632294565,0.000000000000000000543598922622648
"187","Tau2.15.0","Tau2","5","15","1",3177772.99338174,0.0000000411936348295415
"188","NPQ.15.0","NPQ","6","15","1",0.294821938037016,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000305638425303951
"189","qP.15.0","qP","7","15","1",0.635441031828105,0.0000000000000000000000000000000000000000000000000000000000000000000000000000224565153953735
"190","ABQ.15.0","ABQ","8","15","1",-0.0810620997308584,0.0000000000000000000000000000000000000000000195561543714013
"191","qm.15.0","qm","9","15","1",0.652882077097823,0.0000000000000000000000000000000000000000000000000000000000000000000000000000112282576976867
"192","nTau1.15.0","nTau1","10","15","1",2.53862785459045,0.000000000000000000543598922622648
"193","nTau2.15.0","nTau2","11","15","1",3.86277268218094,0.0000000411936348295415
"194","nCon.15.0","nCon","12","15","1",0.630610602362064,0.00000000685349044138177
"195","Fm.15.0","Fm","13","15","1",2769.88786123341,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000305638425303951
"196","Fo.15.0","Fo","14","15","1",2399.00833154023,0.0000000000000000000000000000000000000000000000000000000000000000000000000000224565153953735
"197","Quant.16.0","Quant","1","16","1",0.0476587234169426,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000719177172555718
"198","Sigma.16.0","Sigma","2","16","1",3.40653275101748,0.00000000000000000000000000033704025120145
"199","Connect.16.0","Connect","3","16","1",0.441340534552154,0.000000000199394258270888
"200","Tau1.16.0","Tau1","4","16","1",2005.72202900411,0.000000000029531543319325
"201","Tau2.16.0","Tau2","5","16","1",11466605.6601801,0.000303129138016392
"202","NPQ.16.0","NPQ","6","16","1",0.21541874248324,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000628163412009655
"203","qP.16.0","qP","7","16","1",0.41540374672251,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000143835434511144
"204","ABQ.16.0","ABQ","8","16","1",0.235410153413517,0.00000000000000000000000000033704025120145
"205","qm.16.0","qm","9","16","1",0.876448288160804,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000719177172555718
"206","nTau1.16.0","nTau1","10","16","1",3.11651493808356,0.000000000029531543319325
"207","nTau2.16.0","nTau2","11","16","1",13.9383433598727,0.000303129138016392
"208","nCon.16.0","nCon","12","16","1",1.39727148445679,0.000000000199394258270888
"209","Fm.16.0","Fm","13","16","1",2950.84438248813,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000628163412009655
"210","Fo.16.0","Fo","14","16","1",2810.21090621669,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000143835434511144
"211","Quant.17.0","Quant","1","17","1",0.0464372857135421,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000155033881253371
"212","Sigma.17.0","Sigma","2","17","1",3.4418069066573,0.000000000000000000000000000217660989460729
"213","Connect.17.0","Connect","3","17","1",0.25800476872534,0.000192426284761611
"214","Tau1.17.0","Tau1","4","17","1",1055.58733481422,0.000000256572106064329
"215","Tau2.17.0","Tau2","5","17","1",7706962.58465628,0.00006532288003931
"216","NPQ.17.0","NPQ","6","17","1",0.265429270043228,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000584938374669186
"217","qP.17.0","qP","7","17","1",0.472980914753943,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000310067762506743
"218","ABQ.17.0","ABQ","8","17","1",0.227492935755456,0.000000000000000000000000000217660989460729
"219","qm.17.0","qm","9","17","1",0.87961477497246,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000155033881253371
"220","nTau1.17.0","nTau1","10","17","1",1.64018425775268,0.000000256572106064329
"221","nTau2.17.0","nTau2","11","17","1",9.36827287430619,0.00006532288003931
"222","nCon.17.0","nCon","12","17","1",0.816835703884765,0.000192426284761611
"223","Fm.17.0","Fm","13","17","1",2834.22523370661,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000584938374669186
"224","Fo.17.0","Fo","14","17","1",2702.61150675244,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000310067762506743
"225","Quant.18.0","Quant","1","18","1",0.0448117143531217,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000439001095038462
"226","Sigma.18.0","Sigma","2","18","1",3.46556529185778,0.000000000000000000000000000102054117353596
"227","Connect.18.0","Connect","3","18","1",0.428290680314953,0.0000000000476985664721861
"228","Tau1.18.0","Tau1","4","18","1",1001.39354618016,0.00000000000733713719143726
"229","Tau2.18.0","Tau2","5","18","1",7320471.00225909,0.0000000150463925790629
"230","NPQ.18.0","NPQ","6","18","1",0.315747151775815,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101250213436126
"231","qP.18.0","qP","7","18","1",0.525916055410485,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000878002190076925
"232","ABQ.18.0","ABQ","8","18","1",0.222160411038012,0.000000000000000000000000000102054117353596
"233","qm.18.0","qm","9","18","1",0.88382894836816,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000439001095038462
"234","nTau1.18.0","nTau1","10","18","1",1.55597729916768,0.00000000000733713719143726
"235","nTau2.18.0","nTau2","11","18","1",8.89846929504298,0.0000000150463925790629
"236","nCon.18.0","nCon","12","18","1",1.35595601992449,0.0000000000476985664721861
"237","Fm.18.0","Fm","13","18","1",2725.83646773384,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101250213436126
"238","Fo.18.0","Fo","14","18","1",2603.68706256843,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000878002190076925
"239","Quant.19.0","Quant","1","19","1",0.0425188557348806,0.0000000000000000000000000000000000000000000000000000000000000000000000000000014734575526611
"240","Sigma.19.0","Sigma","2","19","1",3.69139731160605,0.000000000000000000000000379757149903969
"241","Connect.19.0","Connect","3","19","1",0.275194681431693,0.000339457271354058
"242","Tau1.19.0","Tau1","4","19","1",1645.79745425636,0.000000000000176499314468993
"243","Tau2.19.0","Tau2","5","19","1",11162374.8817591,0.0000216511740227959
"244","NPQ.19.0","NPQ","6","19","1",0.366906915930184,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000153984238113784
"245","qP.19.0","qP","7","19","1",0.574842572172627,0.00000000000000000000000000000000000000000000000000000000000000000000000000000294691510532219
"246","ABQ.19.0","ABQ","8","19","1",0.17147284043354,0.000000000000000000000000379757149903969
"247","qm.19.0","qm","9","19","1",0.889773014574269,0.0000000000000000000000000000000000000000000000000000000000000000000000000000014734575526611
"248","nTau1.19.0","nTau1","10","19","1",2.55725981819953,0.000000000000176499314468993
"249","nTau2.19.0","nTau2","11","19","1",13.568532696112,0.0000216511740227959
"250","nCon.19.0","nCon","12","19","1",0.871258474884626,0.000339457271354058
"251","Fm.19.0","Fm","13","19","1",2623.81551137798,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000153984238113784
"252","Fo.19.0","Fo","14","19","1",2512.25387817476,0.00000000000000000000000000000000000000000000000000000000000000000000000000000294691510532219
"253","Quant.20.0","Quant","1","20","1",0.0497350597225083,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000214818098482732
"254","Sigma.20.0","Sigma","2","20","1",3.51529094643493,0.00000000000000000000000000000290588898553749
"255","Connect.20.0","Connect","3","20","1",0.306723426386484,0.000000777248236148707
"256","Tau1.20.0","Tau1","4","20","1",1417.41836226491,0.000000000113180985884077
"257","Tau2.20.0","Tau2","5","20","1",10251248.2680261,0.000756495103971725
"258","NPQ.20.0","NPQ","6","20","1",0.415848912804295,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000146441784526024
"259","qP.20.0","qP","7","20","1",0.631093632750454,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000429636196965464
"260","ABQ.20.0","ABQ","8","20","1",0.210999581718759,0.00000000000000000000000000000290588898553749
"261","qm.20.0","qm","9","20","1",0.871065540019143,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000214818098482732
"262","nTau1.20.0","nTau1","10","20","1",2.20240164670568,0.000000000113180985884077
"263","nTau2.20.0","nTau2","11","20","1",12.4610039327718,0.000756495103971725
"264","nCon.20.0","nCon","12","20","1",0.971077577860844,0.000000777248236148707
