"","uni","metric","metrix","stage","col","ASnormalized.t10_ahya1.002r","pval"
"35","qP.4.0","qP","7","4","1",0.263744382828722,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000782880309385434
"36","ABQ.4.0","ABQ","8","4","1",0.43328661749396,0.00000000000000000000000000394656865935084
"37","qm.4.0","qm","9","4","1",0.891574674018568,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000391440154693524
"38","nTau1.4.0","nTau1","10","4","1",5.87521453650103,0.000619603394475271
"39","nTau2.4.0","nTau2","11","4","1",5.23257868724863,0.000000274567721064347
"40","nCon.4.0","nCon","12","4","1",1.97654282074741,0.000000000000000000847812847368649
"41","Fm.4.0","Fm","13","4","1",3202.77140563671,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000161486606758974
"42","Fo.4.0","Fo","14","4","1",3070.29890009031,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000782880309385434
"43","Quant.5.0","Quant","1","5","1",0.0416135811224453,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000567234761234024
"44","Sigma.5.0","Sigma","2","5","1",3.22112393226559,0.000000000000000000000000000569979977162783
"45","Connect.5.0","Connect","3","5","1",0.362389565852899,0.000000739905719417626
"46","Tau1.5.0","Tau1","4","5","1",3261.84760870694,0.00000000000377544379170456
"47","Tau2.5.0","Tau2","5","5","1",7877051.68089481,0.0000000000310575337585796
"48","NPQ.5.0","NPQ","6","5","1",0.128532481302144,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000271656591107828
"49","qP.5.0","qP","7","5","1",0.326312256653658,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000113446952246802
"50","ABQ.5.0","ABQ","8","5","1",0.28528614180337,0.000000000000000000000000000569979977162783
"51","qm.5.0","qm","9","5","1",0.890914752886016,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000567234761234024
"52","nTau1.5.0","nTau1","10","5","1",4.83502231255253,0.00000000000377544379170456
"53","nTau2.5.0","nTau2","11","5","1",8.59802095118036,0.0000000000310575337585796
"54","nCon.5.0","nCon","12","5","1",1.11776292433534,0.000000739905719417626
"55","Fm.5.0","Fm","13","5","1",3098.14933534612,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000271656591107828
"56","Fo.5.0","Fo","14","5","1",2969.22424665024,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000113446952246802
"57","Quant.6.0","Quant","1","6","1",0.0405001894803427,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000249621789741953
"58","Sigma.6.0","Sigma","2","6","1",3.20139244179769,0.0000000000000000000000000000352507720512001
"59","Connect.6.0","Connect","3","6","1",0.434190916825145,0.0000000000115026620673775
"60","Tau1.6.0","Tau1","4","6","1",2633.21388825047,0.00000419196900582808
"61","Tau2.6.0","Tau2","5","6","1",7096551.26232571,0.0000963093394291482
"62","NPQ.6.0","NPQ","6","6","1",0.165977624399305,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000193815688087092
"63","qP.6.0","qP","7","6","1",0.383273439697815,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000499243579483907
"64","ABQ.6.0","ABQ","8","6","1",0.289664231556149,0.0000000000000000000000000000352507720512001
"65","qm.6.0","qm","9","6","1",0.893833381832082,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000249621789741953
"66","nTau1.6.0","nTau1","10","6","1",3.90320132351655,0.00000419196900582808
"67","nTau2.6.0","nTau2","11","6","1",7.74608304051023,0.0000963093394291482
"68","nCon.6.0","nCon","12","6","1",1.33922870480028,0.0000000000115026620673775
"69","Fm.6.0","Fm","13","6","1",2998.65287609102,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000193815688087092
"70","Fo.6.0","Fo","14","6","1",2877.20686642355,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000499243579483907
"71","Quant.7.0","Quant","1","7","1",0.0486821852891446,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000109280232415317
"72","Sigma.7.0","Sigma","2","7","1",3.37446217593004,0.0000000000000000000000000000000315955957185052
"73","Connect.7.0","Connect","3","7","1",0.366996494340217,0.000000000299452443207112
"74","Tau1.7.0","Tau1","4","7","1",2443.48817029441,0.00000000157517687238664
"75","Tau2.7.0","Tau2","5","7","1",9887603.29727861,0.00216108092699655
"76","NPQ.7.0","NPQ","6","7","1",0.208843131555959,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000130025970070943
"77","qP.7.0","qP","7","7","1",0.461079199040451,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000218560464830635
"78","ABQ.7.0","ABQ","8","7","1",0.251262934363031,0.0000000000000000000000000000000315955957185052
"79","qm.7.0","qm","9","7","1",0.872385214896809,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000109280232415317
"80","nTau1.7.0","nTau1","10","7","1",3.62197172924184,0.00000000157517687238664
"81","nTau2.7.0","nTau2","11","7","1",10.7925939489716,0.00216108092699655
"82","nCon.7.0","nCon","12","7","1",1.13197264322189,0.000000000299452443207112
"83","Fm.7.0","Fm","13","7","1",2892.32081946184,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000130025970070943
"84","Fo.7.0","Fo","14","7","1",2751.51632141315,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000218560464830635
"85","Quant.8.0","Quant","1","8","1",0.047684603423201,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000021176252438152
"86","Sigma.8.0","Sigma","2","8","1",3.64636571946843,0.0000000000000000000000000000106215398249759
"87","Connect.8.0","Connect","3","8","1",0.400955583477839,0.00000000163228495096305
"88","Tau1.8.0","Tau1","4","8","1",1712.62754962645,0.00000000000300289961629941
"89","Tau2.8.0","Tau2","5","8","1",8931743.45485381,0.0000699581677704029
"90","NPQ.8.0","NPQ","6","8","1",0.242270610048098,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000257600984244765
"91","qP.8.0","qP","7","8","1",0.505173148386236,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000423525048763041
"92","ABQ.8.0","ABQ","8","8","1",0.190932057704407,0.0000000000000000000000000000106215398249759
"93","qm.8.0","qm","9","8","1",0.875000261749967,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000021176252438152
"94","nTau1.8.0","nTau1","10","8","1",2.53862025725311,0.00000000000300289961629941
"95","nTau2.8.0","nTau2","11","8","1",9.74924635084753,0.0000699581677704029
"96","nCon.8.0","nCon","12","8","1",1.23671685872626,0.00000000163228495096305
"97","Fm.8.0","Fm","13","8","1",2814.49317772025,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000257600984244765
"98","Fo.8.0","Fo","14","8","1",2680.28518670336,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000423525048763041
"99","Quant.9.0","Quant","1","9","1",0.0557816155041137,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000742886290727584
"100","Sigma.9.0","Sigma","2","9","1",3.61585196404491,0.00000000000000000000000000000000977735666767003
"101","Connect.9.0","Connect","3","9","1",0.304488799882268,0.0000000480392411286009
"102","Tau1.9.0","Tau1","4","9","1",1695.55894220591,0.0000000000310934921446838
"103","Tau2.9.0","Tau2","5","9","1",8396236.88372439,0.000112018226021049
"104","NPQ.9.0","NPQ","6","9","1",0.260261415460448,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000334521356262054
"105","qP.9.0","qP","7","9","1",0.542764113627776,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000148577258145517
"106","ABQ.9.0","ABQ","8","9","1",0.197702552825182,0.00000000000000000000000000000000977735666767003
"107","qm.9.0","qm","9","9","1",0.85377486994501,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000742886290727584
"108","nTau1.9.0","nTau1","10","9","1",2.51331953581468,0.0000000000310934921446838
"109","nTau2.9.0","nTau2","11","9","1",9.1647260373357,0.000112018226021049
"110","nCon.9.0","nCon","12","9","1",0.93917243611234,0.0000000480392411286009
"111","Fm.9.0","Fm","13","9","1",2774.31500637137,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000334521356262054
"112","Fo.9.0","Fo","14","9","1",2619.55923339867,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000148577258145517
"113","Quant.10.0","Quant","1","10","1",0.0902490216692943,0.00000000000000000000000000000000000000000000000000000000000000000000000000151970274612636
"114","Sigma.10.0","Sigma","2","10","1",5.08716911577013,0.0000000000000000000000000000000000326566641347164
"115","Connect.10.0","Connect","3","10","1",0.274143824697438,0.0000000473456199241475
"116","Tau1.10.0","Tau1","4","10","1",1440.07797455948,0.0000000000000000336576926644198
"117","Tau2.10.0","Tau2","5","10","1",4096249.03245424,0.0000000045424349752035
"118","NPQ.10.0","NPQ","6","10","1",0.319214379394789,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000162327021745625
"119","qP.10.0","qP","7","10","1",0.671777200339158,0.00000000000000000000000000000000000000000000000000000000000000000000000000303940549225272
"120","ABQ.10.0","ABQ","8","10","1",-0.128758266520189,0.0000000000000000000000000000000000326566641347164
"121","qm.10.0","qm","9","10","1",0.763422503782541,0.00000000000000000000000000000000000000000000000000000000000000000000000000151970274612636
"122","nTau1.10.0","nTau1","10","10","1",2.13462122516837,0.0000000000000000336576926644198
"123","nTau2.10.0","nTau2","11","10","1",4.4711697255607,0.0000000045424349752035
"124","nCon.10.0","nCon","12","10","1",0.84557567892743,0.0000000473456199241475
"125","Fm.10.0","Fm","13","10","1",2650.33660296119,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000162327021745625
"126","Fo.10.0","Fo","14","10","1",2411.14631744963,0.00000000000000000000000000000000000000000000000000000000000000000000000000303940549225272
"127","Quant.11.0","Quant","1","11","1",0.100188482196569,0.000000000000000000000000000000000000000000000000000000000000000000000000000000690087171031983
"128","Sigma.11.0","Sigma","2","11","1",4.64343562028003,0.00000000000000000000000000000000000000126989736340334
"129","Connect.11.0","Connect","3","11","1",0.202641537960309,0.00000045899960724749
"130","Tau1.11.0","Tau1","4","11","1",1781.67062976217,0.0000000000000000136213431595375
"131","Tau2.11.0","Tau2","5","11","1",4865076.35869906,0.00000520509537105606
"132","NPQ.11.0","NPQ","6","11","1",0.299467399784589,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000876698710394425
"133","qP.11.0","qP","7","11","1",0.665650660982302,0.00000000000000000000000000000000000000000000000000000000000000000000000000000138017434206397
"134","ABQ.11.0","ABQ","8","11","1",-0.0303011797263446,0.00000000000000000000000000000000000000126989736340334
"135","qm.11.0","qm","9","11","1",0.73736734393924,0.000000000000000000000000000000000000000000000000000000000000000000000000000000690087171031983
"136","nTau1.11.0","nTau1","10","11","1",2.64096251018131,0.0000000000000000136213431595375
"137","nTau2.11.0","nTau2","11","11","1",5.31036613135881,0.00000520509537105606
"138","nCon.11.0","nCon","12","11","1",0.62503233924309,0.00000045899960724749
"139","Fm.11.0","Fm","13","11","1",2690.61167478486,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000876698710394425
"140","Fo.11.0","Fo","14","11","1",2421.0433749078,0.00000000000000000000000000000000000000000000000000000000000000000000000000000138017434206397
"141","Quant.12.0","Quant","1","12","1",0.106643147810522,0.000000000000000000000000000000000000000000000000000000000000000000000000000156686002600747
"142","Sigma.12.0","Sigma","2","12","1",4.76099354405459,0.0000000000000000000000000000000000000131429013784097
"143","Connect.12.0","Connect","3","12","1",0.173730885545692,0.0000311531934638007
"144","Tau1.12.0","Tau1","4","12","1",1680.23515344417,0.0000000000000000682133420653347
"145","Tau2.12.0","Tau2","5","12","1",3979947.62625465,0.000000462530672521517
"146","NPQ.12.0","NPQ","6","12","1",0.292011634071923,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000659839730555537
"147","qP.12.0","qP","7","12","1",0.66781489387914,0.000000000000000000000000000000000000000000000000000000000000000000000000000313372005201495
"148","ABQ.12.0","ABQ","8","12","1",-0.0563853289330492,0.0000000000000000000000000000000000000131429013784097
"149","qm.12.0","qm","9","12","1",0.720447175702233,0.000000000000000000000000000000000000000000000000000000000000000000000000000156686002600747
"150","nTau1.12.0","nTau1","10","12","1",2.49060515137253,0.0000000000000000682133420653347
"151","nTau2.12.0","nTau2","11","12","1",4.34422350663704,0.000000462530672521517
"152","nCon.12.0","nCon","12","12","1",0.53585964104095,0.0000311531934638007
"153","Fm.12.0","Fm","13","12","1",2706.138292148,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000659839730555537
"154","Fo.12.0","Fo","14","12","1",2417.54718626275,0.000000000000000000000000000000000000000000000000000000000000000000000000000313372005201495
"155","Quant.13.0","Quant","1","13","1",0.115675545191087,0.00000000000000000000000000000000000000000000000000000000000000000000000097405651528398
"156","Sigma.13.0","Sigma","2","13","1",4.94738519669598,0.000000000000000000000000000000000000735213859298392
"157","Connect.13.0","Connect","3","13","1",0.222892597556288,0.00000135550983933851
"158","Tau1.13.0","Tau1","4","13","1",1654.11210760126,0.000000000000000000149647589448322
"159","Tau2.13.0","Tau2","5","13","1",4053836.86033518,0.0000000986225526496228
"160","NPQ.13.0","NPQ","6","13","1",0.27555477577472,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000927902663006009
"161","qP.13.0","qP","7","13","1",0.663833155873399,0.00000000000000000000000000000000000000000000000000000000000000000000000194811303056796
"162","ABQ.13.0","ABQ","8","13","1",-0.0977425384028725,0.000000000000000000000000000000000000735213859298392
"163","qm.13.0","qm","9","13","1",0.696769778234528,0.00000000000000000000000000000000000000000000000000000000000000000000000097405651528398
"164","nTau1.13.0","nTau1","10","13","1",2.45188307582702,0.000000000000000000149647589448322
"165","nTau2.13.0","nTau2","11","13","1",4.42487566031427,0.0000000986225526496228
"166","nCon.13.0","nCon","12","13","1",0.687495185107913,0.00000135550983933851
"167","Fm.13.0","Fm","13","13","1",2741.05214708572,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000927902663006009
"168","Fo.13.0","Fo","14","13","1",2423.97944557438,0.00000000000000000000000000000000000000000000000000000000000000000000000194811303056796
"169","Quant.14.0","Quant","1","14","1",0.122575336592635,0.00000000000000000000000000000000000000000000000000000000000000000000000146644728094048
"170","Sigma.14.0","Sigma","2","14","1",4.64885563245644,0.000000000000000000000000000000000000119910351684311
"171","Connect.14.0","Connect","3","14","1",0.258438520648883,0.0000000182866838416562
"172","Tau1.14.0","Tau1","4","14","1",1506.53821306854,0.00000000000000000720970906078643
"173","Tau2.14.0","Tau2","5","14","1",3235239.48145035,0.0000000116218208362696
"174","NPQ.14.0","NPQ","6","14","1",0.268839362585872,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000134726543583464
"175","qP.14.0","qP","7","14","1",0.667661040844907,0.00000000000000000000000000000000000000000000000000000000000000000000000293289456188096
"176","ABQ.14.0","ABQ","8","14","1",-0.0315037903354149,0.000000000000000000000000000000000000119910351684311
"177","qm.14.0","qm","9","14","1",0.678682763616437,0.00000000000000000000000000000000000000000000000000000000000000000000000146644728094048
"178","nTau1.14.0","nTau1","10","14","1",2.23313494335408,0.00000000000000000720970906078643
"179","nTau2.14.0","nTau2","11","14","1",3.53135385807652,0.0000000116218208362696
"180","nCon.14.0","nCon","12","14","1",0.797133868690504,0.0000000182866838416562
"181","Fm.14.0","Fm","13","14","1",2755.55934025976,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000134726543583464
"182","Fo.14.0","Fo","14","14","1",2417.79572662644,0.00000000000000000000000000000000000000000000000000000000000000000000000293289456188096
"183","Quant.15.0","Quant","1","15","1",0.123657063991339,0.00000000000000000000000000000000000000000000000000000000000000000000000000123494831015982
"184","Sigma.15.0","Sigma","2","15","1",4.8763873228682,0.0000000000000000000000000000000000000000628613363480564
"185","Connect.15.0","Connect","3","15","1",0.207566522188911,0.000000115046567630206
"186","Tau1.15.0","Tau1","4","15","1",1518.33860768376,0.0000000000000000000871743255821227
"187","Tau2.15.0","Tau2","5","15","1",3517487.49146577,0.0000000219351391653697
"188","NPQ.15.0","NPQ","6","15","1",0.259630987043725,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000281418689226459
"189","qP.15.0","qP","7","15","1",0.658578413756544,0.00000000000000000000000000000000000000000000000000000000000000000000000000246989662031963
"190","ABQ.15.0","ABQ","8","15","1",-0.0819892903459059,0.0000000000000000000000000000000000000000628613363480564
"191","qm.15.0","qm","9","15","1",0.6758471388657,0.00000000000000000000000000000000000000000000000000000000000000000000000000123494831015982
"192","nTau1.15.0","nTau1","10","15","1",2.25062661620514,0.0000000000000000000871743255821227
"193","nTau2.15.0","nTau2","11","15","1",3.83943540963311,0.0000000219351391653697
"194","nCon.15.0","nCon","12","15","1",0.640223076759803,0.000000115046567630206
"195","Fm.15.0","Fm","13","15","1",2775.70351382708,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000281418689226459
"196","Fo.15.0","Fo","14","15","1",2432.46816679678,0.00000000000000000000000000000000000000000000000000000000000000000000000000246989662031963
"197","Quant.16.0","Quant","1","16","1",0.0437953357088815,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000269516268512461
"198","Sigma.16.0","Sigma","2","16","1",3.27361249288935,0.000000000000000000000000000706950340232385
"199","Connect.16.0","Connect","3","16","1",0.507764822855704,0.000000000000324166095670151
"200","Tau1.16.0","Tau1","4","16","1",1832.69433335326,0.000000000118858816715354
"201","Tau2.16.0","Tau2","5","16","1",8167959.2513047,0.00000536477184264936
"202","NPQ.16.0","NPQ","6","16","1",0.226186098904186,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000119062478712636
"203","qP.16.0","qP","7","16","1",0.476544058946186,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000539032537024922
"204","ABQ.16.0","ABQ","8","16","1",0.273639802679682,0.000000000000000000000000000706950340232385
"205","qm.16.0","qm","9","16","1",0.885195532578993,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000269516268512461
"206","nTau1.16.0","nTau1","10","16","1",2.71659472079516,0.000000000118858816715354
"207","nTau2.16.0","nTau2","11","16","1",8.91555465370865,0.00000536477184264936
"208","nCon.16.0","nCon","12","16","1",1.56616179589505,0.000000000000324166095670151
"209","Fm.16.0","Fm","13","16","1",2851.41232638941,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000119062478712636
"210","Fo.16.0","Fo","14","16","1",2726.53376631075,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000539032537024922
"211","Quant.17.0","Quant","1","17","1",0.0444504911362307,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000566009560896173
"212","Sigma.17.0","Sigma","2","17","1",3.28169189273649,0.000000000000000000000000000000319976546046349
"213","Connect.17.0","Connect","3","17","1",0.36092651438706,0.000000000593925651803833
"214","Tau1.17.0","Tau1","4","17","1",1792.61849211714,0.000000000552135593414685
"215","Tau2.17.0","Tau2","5","17","1",8193111.90151363,0.0000599699567680572
"216","NPQ.17.0","NPQ","6","17","1",0.268195226859315,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000113428254871898
"217","qP.17.0","qP","7","17","1",0.53357063201472,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000113201912179235
"218","ABQ.17.0","ABQ","8","17","1",0.271847118151521,0.000000000000000000000000000000319976546046349
"219","qm.17.0","qm","9","17","1",0.883478117500484,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000566009560896173
"220","nTau1.17.0","nTau1","10","17","1",2.6571904782261,0.000000000552135593414685
"221","nTau2.17.0","nTau2","11","17","1",8.9430094708452,0.0000599699567680572
"222","nCon.17.0","nCon","12","17","1",1.11325025388617,0.000000000593925651803833
"223","Fm.17.0","Fm","13","17","1",2756.95893093801,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000113428254871898
"224","Fo.17.0","Fo","14","17","1",2634.4107524154,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000113201912179235
"225","Quant.18.0","Quant","1","18","1",0.047648324213129,0.000000000000000000000000000000000000000000000000000000000000000000000000000000178505347528263
"226","Sigma.18.0","Sigma","2","18","1",3.49486873248649,0.00000000000000000000000000052627451265427
"227","Connect.18.0","Connect","3","18","1",0.448576269324362,0.0000000000396291239353525
"228","Tau1.18.0","Tau1","4","18","1",1555.98816304326,0.000000000807152030695819
"229","Tau2.18.0","Tau2","5","18","1",9979676.1853641,0.000599851930802321
"230","NPQ.18.0","NPQ","6","18","1",0.28519286640282,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000122893378618673
"231","qP.18.0","qP","7","18","1",0.560524122815173,0.000000000000000000000000000000000000000000000000000000000000000000000000000000357010695056526
"232","ABQ.18.0","ABQ","8","18","1",0.224546720892753,0.00000000000000000000000000052627451265427
"233","qm.18.0","qm","9","18","1",0.875095363553009,0.000000000000000000000000000000000000000000000000000000000000000000000000000000178505347528263
"234","nTau1.18.0","nTau1","10","18","1",2.30643438592895,0.000000000807152030695819
"235","nTau2.18.0","nTau2","11","18","1",10.893094066638,0.000599851930802321
"236","nCon.18.0","nCon","12","18","1",1.38359922534569,0.0000000000396291239353525
"237","Fm.18.0","Fm","13","18","1",2720.49608137715,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000122893378618673
"238","Fo.18.0","Fo","14","18","1",2590.86900207115,0.000000000000000000000000000000000000000000000000000000000000000000000000000000357010695056526
"239","Quant.19.0","Quant","1","19","1",0.0485107422934824,0.00000000000000000000000000000000000000000000000000000000000000000000000000000441741734074953
"240","Sigma.19.0","Sigma","2","19","1",3.17995509720909,0.0000000000000000000000000204795276692832
"241","Connect.19.0","Connect","3","19","1",0.315889713408674,0.0000151526643813554
"242","Tau1.19.0","Tau1","4","19","1",1603.95668031229,0.0000000000158170591896092
"243","Tau2.19.0","Tau2","5","19","1",8663778.14735042,0.000017945125829263
"244","NPQ.19.0","NPQ","6","19","1",0.31104093407717,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000580979554440858
"245","qP.19.0","qP","7","19","1",0.593568182924456,0.00000000000000000000000000000000000000000000000000000000000000000000000000000883483468149906
"246","ABQ.19.0","ABQ","8","19","1",0.294420821983155,0.0000000000000000000000000204795276692832
"247","qm.19.0","qm","9","19","1",0.872834633116614,0.00000000000000000000000000000000000000000000000000000000000000000000000000000441741734074953
"248","nTau1.19.0","nTau1","10","19","1",2.37753790734323,0.0000000000158170591896092
"249","nTau2.19.0","nTau2","11","19","1",9.45675476624973,0.000017945125829263
"250","nCon.19.0","nCon","12","19","1",0.974337682698229,0.0000151526643813554
"251","Fm.19.0","Fm","13","19","1",2666.85964258149,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000580979554440858
"252","Fo.19.0","Fo","14","19","1",2537.48830172733,0.00000000000000000000000000000000000000000000000000000000000000000000000000000883483468149906
"253","Quant.20.0","Quant","1","20","1",0.0534464432579063,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000510280012280208
"254","Sigma.20.0","Sigma","2","20","1",3.34746405240326,0.0000000000000000000000000000000998135215307146
"255","Connect.20.0","Connect","3","20","1",0.436515911262268,0.00000000000746001290489005
"256","Tau1.20.0","Tau1","4","20","1",1433.63428705486,0.000000000138678250988626
"257","Tau2.20.0","Tau2","5","20","1",8797638.52765292,0.000256854033470501
"258","NPQ.20.0","NPQ","6","20","1",0.335817802040542,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000709211814087541
"259","qP.20.0","qP","7","20","1",0.630700005790434,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000102056002456041
"260","ABQ.20.0","ABQ","8","20","1",0.257253369203681,0.0000000000000000000000000000000998135215307146
"261","qm.20.0","qm","9","20","1",0.859896257113821,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000510280012280208
"262","nTau1.20.0","nTau1","10","20","1",2.1250697756228,0.000000000138678250988626
"263","nTau2.20.0","nTau2","11","20","1",9.60286709367871,0.000256854033470501
"264","nCon.20.0","nCon","12","20","1",1.34639997248009,0.00000000000746001290489005
