"","uni","metric","metrix","stage","col","ASnormalized.t5_ahya1.002r","pval"
"41","Fm.4.0","Fm","13","4","1",3207.79102653507,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000388784774886585
"42","Fo.4.0","Fo","14","4","1",3087.45589632666,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000407108719372928
"43","Quant.5.0","Quant","1","5","1",0.038901378311183,0.000000000000000000000000000000000000000000000000000000000000000000000000000000027099754498294
"44","Sigma.5.0","Sigma","2","5","1",3.36081095547997,0.000000000000000000000145151880356571
"45","Connect.5.0","Connect","3","5","1",0.260389010363685,0.00738057940786968
"46","Tau1.5.0","Tau1","4","5","1",2871.47763929695,0.00000342765609929596
"47","Tau2.5.0","Tau2","5","5","1",5745642.12294037,0.0000010119776464356
"48","NPQ.5.0","NPQ","6","5","1",0.0999330704881794,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000339750519534576
"49","qP.5.0","qP","7","5","1",0.272109725986009,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000541995089965881
"50","ABQ.5.0","ABQ","8","5","1",0.18919902548534,0.000000000000000000000145151880356571
"51","qm.5.0","qm","9","5","1",0.898252414384104,0.000000000000000000000000000000000000000000000000000000000000000000000000000000027099754498294
"52","nTau1.5.0","nTau1","10","5","1",4.4363746601836,0.00000342765609929596
"53","nTau2.5.0","nTau2","11","5","1",5.90475766663668,0.0000010119776464356
"54","nCon.5.0","nCon","12","5","1",0.787844324031377,0.00738057940786968
"55","Fm.5.0","Fm","13","5","1",3179.19825118598,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000339750519534576
"56","Fo.5.0","Fo","14","5","1",3055.52305729034,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000541995089965881
"57","Quant.6.0","Quant","1","6","1",0.0359641885421974,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000491011468843459
"58","Sigma.6.0","Sigma","2","6","1",3.11199834778805,0.000000000000000000000000267192500521237
"59","Connect.6.0","Connect","3","6","1",0.41175521930432,0.000000143946411252526
"60","Tau1.6.0","Tau1","4","6","1",1645.05095023961,0.00000081523531801945
"61","Tau2.6.0","Tau2","5","6","1",9311198.69956139,0.000194207314363993
"62","NPQ.6.0","NPQ","6","6","1",0.130436672972072,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004453063062761
"63","qP.6.0","qP","7","6","1",0.317338245710953,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000982022937686913
"64","ABQ.6.0","ABQ","8","6","1",0.249225461801016,0.000000000000000000000000267192500521237
"65","qm.6.0","qm","9","6","1",0.905934712042027,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000491011468843459
"66","nTau1.6.0","nTau1","10","6","1",2.54157032270702,0.00000081523531801945
"67","nTau2.6.0","nTau2","11","6","1",9.56905611773049,0.000194207314363993
"68","nCon.6.0","nCon","12","6","1",1.24582451450664,0.000000143946411252526
"69","Fm.6.0","Fm","13","6","1",3093.41104877977,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004453063062761
"70","Fo.6.0","Fo","14","6","1",2982.15903058293,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000982022937686913
"71","Quant.7.0","Quant","1","7","1",0.0408686298602165,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000152626330877081
"72","Sigma.7.0","Sigma","2","7","1",3.43381708075883,0.0000000000000000000000000150729612524588
"73","Connect.7.0","Connect","3","7","1",0.45520331130553,0.00000000151304472754565
"74","Tau1.7.0","Tau1","4","7","1",1793.08556440252,0.0000000000397050267672774
"75","Tau2.7.0","Tau2","5","7","1",24120291.1201478,0.0531281004611663
"76","NPQ.7.0","NPQ","6","7","1",0.163647658001742,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000172238095356041
"77","qP.7.0","qP","7","7","1",0.378895533604422,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000305252661754162
"78","ABQ.7.0","ABQ","8","7","1",0.171586181946752,0.0000000000000000000000000150729612524588
"79","qm.7.0","qm","9","7","1",0.893107015837756,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000152626330877081
"80","nTau1.7.0","nTau1","10","7","1",2.77028079640697,0.0000000000397050267672774
"81","nTau2.7.0","nTau2","11","7","1",24.7882605400272,0.0531281004611663
"82","nCon.7.0","nCon","12","7","1",1.37728295288443,0.00000000151304472754565
"83","Fm.7.0","Fm","13","7","1",3005.12381911433,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000172238095356041
"84","Fo.7.0","Fo","14","7","1",2882.30852606683,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000305252661754162
"85","Quant.8.0","Quant","1","8","1",0.0418974297906595,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000131255598926293
"86","Sigma.8.0","Sigma","2","8","1",3.17298952361611,0.0000000000000000000000000000011029011570538
"87","Connect.8.0","Connect","3","8","1",0.549622577612519,0.0000000000000000597188832039291
"88","Tau1.8.0","Tau1","4","8","1",2122.35174264135,0.0000000000688670622878867
"89","Tau2.8.0","Tau2","5","8","1",11365674.1082478,0.0000478156187243144
"90","NPQ.8.0","NPQ","6","8","1",0.198641671367335,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000148942605284764
"91","qP.8.0","qP","7","8","1",0.432622792230207,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000262511197852584
"92","ABQ.8.0","ABQ","8","8","1",0.234511243877644,0.0000000000000000000000000000011029011570538
"93","qm.8.0","qm","9","8","1",0.890416162362924,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000131255598926293
"94","nTau1.8.0","nTau1","10","8","1",3.27899035750663,0.0000000000688670622878867
"95","nTau2.8.0","nTau2","11","8","1",11.6804266418225,0.0000478156187243144
"96","nCon.8.0","nCon","12","8","1",1.66296199492722,0.0000000000000000597188832039291
"97","Fm.8.0","Fm","13","8","1",2917.39005713742,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000148942605284764
"98","Fo.8.0","Fo","14","8","1",2795.15891204654,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000262511197852584
"99","Quant.9.0","Quant","1","9","1",0.0479294067799917,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000003262983077917
"100","Sigma.9.0","Sigma","2","9","1",3.49941135956937,0.0000000000000000000000000000132390016904255
"101","Connect.9.0","Connect","3","9","1",0.348080253000536,0.000000140228855610259
"102","Tau1.9.0","Tau1","4","9","1",1289.01301617822,0.0000000000287629634906233
"103","Tau2.9.0","Tau2","5","9","1",9138644.77965122,0.000158948101572365
"104","NPQ.9.0","NPQ","6","9","1",0.220560547899401,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000573141041583437
"105","qP.9.0","qP","7","9","1",0.474222109113957,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000006525966155834
"106","ABQ.9.0","ABQ","8","9","1",0.155761458126614,0.0000000000000000000000000000132390016904255
"107","qm.9.0","qm","9","9","1",0.874639366737697,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000003262983077917
"108","nTau1.9.0","nTau1","10","9","1",1.99149894234246,0.0000000000287629634906233
"109","nTau2.9.0","nTau2","11","9","1",9.39172361777723,0.000158948101572365
"110","nCon.9.0","nCon","12","9","1",1.05316676479878,0.000000140228855610259
"111","Fm.9.0","Fm","13","9","1",2864.99944647225,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000573141041583437
"112","Fo.9.0","Fo","14","9","1",2727.68172257783,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000006525966155834
"113","Quant.10.0","Quant","1","10","1",0.0847391731375093,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000679275669750527
"114","Sigma.10.0","Sigma","2","10","1",4.17636693042031,0.00000000000000000000000000000000000000046648216840212
"115","Connect.10.0","Connect","3","10","1",0.333723965289174,0.0000000000000196641189868865
"116","Tau1.10.0","Tau1","4","10","1",1464.85690293149,0.000000000000000000995177975605591
"117","Tau2.10.0","Tau2","5","10","1",5231120.18775645,0.0000000998432521363399
"118","NPQ.10.0","NPQ","6","10","1",0.279361026066655,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000592167296409162
"119","qP.10.0","qP","7","10","1",0.613537178009512,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000135855133950105
"120","ABQ.10.0","ABQ","8","10","1",-0.00755514724629647,0.00000000000000000000000000000000000000046648216840212
"121","qm.10.0","qm","9","10","1",0.778362447601235,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000679275669750527
"122","nTau1.10.0","nTau1","10","10","1",2.26317417765141,0.000000000000000000995177975605591
"123","nTau2.10.0","nTau2","11","10","1",5.37598694329145,0.0000000998432521363399
"124","nCon.10.0","nCon","12","10","1",1.00972975579536,0.0000000000000196641189868865
"125","Fm.10.0","Fm","13","10","1",2733.32173082429,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000592167296409162
"126","Fo.10.0","Fo","14","10","1",2501.70230743545,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000135855133950105
"127","Quant.11.0","Quant","1","11","1",0.0959596238143255,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000537662235375693
"128","Sigma.11.0","Sigma","2","11","1",4.53118928621555,0.00000000000000000000000000000000000000000638066476098426
"129","Connect.11.0","Connect","3","11","1",0.276608205180978,0.0000000000014372019154212
"130","Tau1.11.0","Tau1","4","11","1",1639.51756740319,0.000000000000000000547538891891494
"131","Tau2.11.0","Tau2","5","11","1",8313115.95395948,0.00127529277811691
"132","NPQ.11.0","NPQ","6","11","1",0.273040294420264,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000277605159384864
"133","qP.11.0","qP","7","11","1",0.624880833425631,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000107532447075139
"134","ABQ.11.0","ABQ","8","11","1",-0.0931566034630684,0.00000000000000000000000000000000000000000638066476098426
"135","qm.11.0","qm","9","11","1",0.749015061584321,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000537662235375693
"136","nTau1.11.0","nTau1","10","11","1",2.53302135855539,0.000000000000000000547538891891494
"137","nTau2.11.0","nTau2","11","11","1",8.54333321018981,0.00127529277811691
"138","nCon.11.0","nCon","12","11","1",0.836917825863564,0.0000000000014372019154212
"139","Fm.11.0","Fm","13","11","1",2746.89285912204,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000277605159384864
"140","Fo.11.0","Fo","14","11","1",2483.30205370243,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000107532447075139
"141","Quant.12.0","Quant","1","12","1",0.104886022729868,0.000000000000000000000000000000000000000000000000000000000000000000000000000230683633555812
"142","Sigma.12.0","Sigma","2","12","1",4.48023436072537,0.0000000000000000000000000000000000000506980014331542
"143","Connect.12.0","Connect","3","12","1",0.208375266761322,0.00000139465818343682
"144","Tau1.12.0","Tau1","4","12","1",1385.13660829545,0.000000000000000000868467740099763
"145","Tau2.12.0","Tau2","5","12","1",4818968.13468043,0.000000750097318840934
"146","NPQ.12.0","NPQ","6","12","1",0.271445779662579,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000669065389711561
"147","qP.12.0","qP","7","12","1",0.638096202789358,0.000000000000000000000000000000000000000000000000000000000000000000000000000461367267111623
"148","ABQ.12.0","ABQ","8","12","1",-0.0808636468549639,0.0000000000000000000000000000000000000506980014331542
"149","qm.12.0","qm","9","12","1",0.725667828727028,0.000000000000000000000000000000000000000000000000000000000000000000000000000230683633555812
"150","nTau1.12.0","nTau1","10","12","1",2.1400079408033,0.000000000000000000868467740099763
"151","nTau2.12.0","nTau2","11","12","1",4.95242105750404,0.000000750097318840934
"152","nCon.12.0","nCon","12","12","1",0.630469277321418,0.00000139465818343682
"153","Fm.12.0","Fm","13","12","1",2750.33772580194,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000669065389711561
"154","Fo.12.0","Fo","14","12","1",2461.86574057866,0.000000000000000000000000000000000000000000000000000000000000000000000000000461367267111623
"155","Quant.13.0","Quant","1","13","1",0.110457234492086,0.000000000000000000000000000000000000000000000000000000000000000000000000000129653472524647
"156","Sigma.13.0","Sigma","2","13","1",4.56237627431603,0.0000000000000000000000000000000000000019805655015266
"157","Connect.13.0","Connect","3","13","1",0.236199003191415,0.0000000125342640935498
"158","Tau1.13.0","Tau1","4","13","1",1484.6698982876,0.000000000000000000962928270199528
"159","Tau2.13.0","Tau2","5","13","1",4150244.65973225,0.0000000935775834405741
"160","NPQ.13.0","NPQ","6","13","1",0.267292410551111,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021255690512898
"161","qP.13.0","qP","7","13","1",0.642599399281908,0.000000000000000000000000000000000000000000000000000000000000000000000000000259306945049293
"162","ABQ.13.0","ABQ","8","13","1",-0.100680513816556,0.0000000000000000000000000000000000000019805655015266
"163","qm.13.0","qm","9","13","1",0.711096176760712,0.000000000000000000000000000000000000000000000000000000000000000000000000000129653472524647
"164","nTau1.13.0","nTau1","10","13","1",2.29378485326221,0.000000000000000000962928270199528
"165","nTau2.13.0","nTau2","11","13","1",4.26517845153063,0.0000000935775834405741
"166","nCon.13.0","nCon","12","13","1",0.714653985382549,0.0000000125342640935498
"167","Fm.13.0","Fm","13","13","1",2759.35156322521,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021255690512898
"168","Fo.13.0","Fo","14","13","1",2454.56122055993,0.000000000000000000000000000000000000000000000000000000000000000000000000000259306945049293
"169","Quant.14.0","Quant","1","14","1",0.117847281490389,0.000000000000000000000000000000000000000000000000000000000000000000000000285374441014878
"170","Sigma.14.0","Sigma","2","14","1",4.43831375689189,0.000000000000000000000000000000000000114181585421838
"171","Connect.14.0","Connect","3","14","1",0.286806212009294,0.00000000075568739504119
"172","Tau1.14.0","Tau1","4","14","1",1391.93133449456,0.000000000000000000486120364273076
"173","Tau2.14.0","Tau2","5","14","1",3753352.32991074,0.0000000183191195149915
"174","NPQ.14.0","NPQ","6","14","1",0.264253929251548,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000150601566765061
"175","qP.14.0","qP","7","14","1",0.651564157907121,0.000000000000000000000000000000000000000000000000000000000000000000000000570748882029756
"176","ABQ.14.0","ABQ","8","14","1",-0.0707502346783555,0.000000000000000000000000000000000000114181585421838
"177","qm.14.0","qm","9","14","1",0.691767313046668,0.000000000000000000000000000000000000000000000000000000000000000000000000285374441014878
"178","nTau1.14.0","nTau1","10","14","1",2.15050565484435,0.000000000000000000486120364273076
"179","nTau2.14.0","nTau2","11","14","1",3.85729488043492,0.0000000183191195149915
"180","nCon.14.0","nCon","12","14","1",0.867773359224593,0.00000000075568739504119
"181","Fm.14.0","Fm","13","14","1",2765.98333072839,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000150601566765061
"182","Fo.14.0","Fo","14","14","1",2440.01971455431,0.000000000000000000000000000000000000000000000000000000000000000000000000570748882029756
"183","Quant.15.0","Quant","1","15","1",0.121478795562702,0.000000000000000000000000000000000000000000000000000000000000000000000000150524285448342
"184","Sigma.15.0","Sigma","2","15","1",4.62511690327931,0.0000000000000000000000000000000000000106314339463035
"185","Connect.15.0","Connect","3","15","1",0.257132834424611,0.00000000560467870872327
"186","Tau1.15.0","Tau1","4","15","1",1122.94101563949,0.00000000000000000115073054461435
"187","Tau2.15.0","Tau2","5","15","1",3202593.21698802,0.00000000140854297325816
"188","NPQ.15.0","NPQ","6","15","1",0.264802419244354,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000166139865215107
"189","qP.15.0","qP","7","15","1",0.65840631127864,0.000000000000000000000000000000000000000000000000000000000000000000000000301048570896684
"190","ABQ.15.0","ABQ","8","15","1",-0.115816790084085,0.0000000000000000000000000000000000000106314339463035
"191","qm.15.0","qm","9","15","1",0.682268991778144,0.000000000000000000000000000000000000000000000000000000000000000000000000150524285448342
"192","nTau1.15.0","nTau1","10","15","1",1.73492107286046,0.00000000000000000115073054461435
"193","nTau2.15.0","nTau2","11","15","1",3.29128345387635,0.00000000140854297325816
"194","nCon.15.0","nCon","12","15","1",0.777992296374511,0.00000000560467870872327
"195","Fm.15.0","Fm","13","15","1",2764.78384363531,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000166139865215107
"196","Fo.15.0","Fo","14","15","1",2428.92123231928,0.000000000000000000000000000000000000000000000000000000000000000000000000301048570896684
"197","Quant.16.0","Quant","1","16","1",0.0418902615142293,0.00000000000000000000000000000000000000000000000000000000000000000000000000000163086763361243
"198","Sigma.16.0","Sigma","2","16","1",2.9984064856144,0.0000000000000000000000000650297802721804
"199","Connect.16.0","Connect","3","16","1",0.481302004251974,0.0000000000156466776815028
"200","Tau1.16.0","Tau1","4","16","1",1589.59328775803,0.00000000000215243819053566
"201","Tau2.16.0","Tau2","5","16","1",10083357.8725702,0.0000804827847272513
"202","NPQ.16.0","NPQ","6","16","1",0.22169538668422,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000288609338757687
"203","qP.16.0","qP","7","16","1",0.465127385447519,0.00000000000000000000000000000000000000000000000000000000000000000000000000000326173526722485
"204","ABQ.16.0","ABQ","8","16","1",0.276629678749653,0.0000000000000000000000000650297802721804
"205","qm.16.0","qm","9","16","1",0.890434911179842,0.00000000000000000000000000000000000000000000000000000000000000000000000000000163086763361243
"206","nTau1.16.0","nTau1","10","16","1",2.45588935999316,0.00000000000215243819053566
"207","nTau2.16.0","nTau2","11","16","1",10.3625988931295,0.0000804827847272513
"208","nCon.16.0","nCon","12","16","1",1.45624829429333,0.0000000000156466776815028
"209","Fm.16.0","Fm","13","16","1",2862.33813455622,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000288609338757687
"210","Fo.16.0","Fo","14","16","1",2742.43404155751,0.00000000000000000000000000000000000000000000000000000000000000000000000000000326173526722485
"211","Quant.17.0","Quant","1","17","1",0.0406696473257096,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000205367147341587
"212","Sigma.17.0","Sigma","2","17","1",3.15084482677111,0.000000000000000000000000000243161452591284
"213","Connect.17.0","Connect","3","17","1",0.387118399723749,0.00000000335773989818291
"214","Tau1.17.0","Tau1","4","17","1",1747.85605962966,0.00000000000133910528185511
"215","Tau2.17.0","Tau2","5","17","1",14447040.4843351,0.000161672275527625
"216","NPQ.17.0","NPQ","6","17","1",0.261316357643154,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000201326945060285
"217","qP.17.0","qP","7","17","1",0.516149930372062,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000410734294683175
"218","ABQ.17.0","ABQ","8","17","1",0.239853687121285,0.000000000000000000000000000243161452591284
"219","qm.17.0","qm","9","17","1",0.89362745992855,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000205367147341587
"220","nTau1.17.0","nTau1","10","17","1",2.700402129716,0.00000000000133910528185511
"221","nTau2.17.0","nTau2","11","17","1",14.8471260887429,0.000161672275527625
"222","nCon.17.0","nCon","12","17","1",1.1712822807863,0.00000000335773989818291
"223","Fm.17.0","Fm","13","17","1",2772.42523093241,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000201326945060285
"224","Fo.17.0","Fo","14","17","1",2659.67167455349,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000410734294683175
"225","Quant.18.0","Quant","1","18","1",0.0469476499272748,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000588026750844595
"226","Sigma.18.0","Sigma","2","18","1",3.3884159800505,0.00000000000000000000000000106632518514342
"227","Connect.18.0","Connect","3","18","1",0.354362150499076,0.000000223801159158111
"228","Tau1.18.0","Tau1","4","18","1",1612.04330868665,0.00000000178357250942147
"229","Tau2.18.0","Tau2","5","18","1",10885988.6321944,0.0015374255669607
"230","NPQ.18.0","NPQ","6","18","1",0.281675014275807,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000130242005556832
"231","qP.18.0","qP","7","18","1",0.552754998496067,0.000000000000000000000000000000000000000000000000000000000000000000000000000000117605350168919
"232","ABQ.18.0","ABQ","8","18","1",0.182539269515791,0.00000000000000000000000000106632518514342
"233","qm.18.0","qm","9","18","1",0.877207177796389,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000588026750844595
"234","nTau1.18.0","nTau1","10","18","1",2.49057418658047,0.00000000178357250942147
"235","nTau2.18.0","nTau2","11","18","1",11.187457112622,0.0015374255669607
"236","nCon.18.0","nCon","12","18","1",1.0721735473103,0.000000223801159158111
"237","Fm.18.0","Fm","13","18","1",2728.38688058027,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000130242005556832
"238","Fo.18.0","Fo","14","18","1",2600.29552844462,0.000000000000000000000000000000000000000000000000000000000000000000000000000000117605350168919
"239","Quant.19.0","Quant","1","19","1",0.045542527646662,0.00000000000000000000000000000000000000000000000000000000000000000000000000000737956839029992
"240","Sigma.19.0","Sigma","2","19","1",2.94394618922077,0.0000000000000000000000000412127680831679
"241","Connect.19.0","Connect","3","19","1",0.471887922254966,0.0000000000570407197940803
"242","Tau1.19.0","Tau1","4","19","1",1387.07933103712,0.0000000000531679565245264
"243","Tau2.19.0","Tau2","5","19","1",17429675.3090165,0.00900110122419343
"244","NPQ.19.0","NPQ","6","19","1",0.302587895883457,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000113920365005493
"245","qP.19.0","qP","7","19","1",0.576166527863517,0.0000000000000000000000000000000000000000000000000000000000000000000000000000147591367805998
"246","ABQ.19.0","ABQ","8","19","1",0.289768311649047,0.0000000000000000000000000412127680831679
"247","qm.19.0","qm","9","19","1",0.880882312348275,0.00000000000000000000000000000000000000000000000000000000000000000000000000000737956839029992
"248","nTau1.19.0","nTau1","10","19","1",2.14300940800087,0.0000000000531679565245264
"249","nTau2.19.0","nTau2","11","19","1",17.9123597860345,0.00900110122419343
"250","nCon.19.0","nCon","12","19","1",1.42776463802477,0.0000000000570407197940803
"251","Fm.19.0","Fm","13","19","1",2684.58297913626,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000113920365005493
"252","Fo.19.0","Fo","14","19","1",2562.32028458919,0.0000000000000000000000000000000000000000000000000000000000000000000000000000147591367805998
"253","Quant.20.0","Quant","1","20","1",0.0488630587887934,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000032206860865445
"254","Sigma.20.0","Sigma","2","20","1",3.35578653432089,0.00000000000000000000000000113746838500348
"255","Connect.20.0","Connect","3","20","1",0.574415119752121,0.0000000000000413533614932833
"256","Tau1.20.0","Tau1","4","20","1",1408.21806976116,0.00000001906465295213
"257","Tau2.20.0","Tau2","5","20","1",13618091.0407794,0.0109468018060748
"258","NPQ.20.0","NPQ","6","20","1",0.330878535405302,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000365680492306581
"259","qP.20.0","qP","7","20","1",0.61512422778288,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000644137217308864
"260","ABQ.20.0","ABQ","8","20","1",0.190411175060583,0.00000000000000000000000000113746838500348
"261","qm.20.0","qm","9","20","1",0.872197375172743,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000032206860865445
"262","nTau1.20.0","nTau1","10","20","1",2.17566833020183,0.00000001906465295213
"263","nTau2.20.0","nTau2","11","20","1",13.995220335242,0.0109468018060748
"264","nCon.20.0","nCon","12","20","1",1.73797538960049,0.0000000000000413533614932833
