"","uni","metric","metrix","stage","col","ASnormalized.aabr2.005r","pval"
"153","Fm.12.0","Fm","13","12","1",2712.2576896543,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000173999358902149
"154","Fo.12.0","Fo","14","12","1",2449.6863446174,0.0000000000000000000000000000000000000000000000000000000000000000000000000000078127057835285
"155","Quant.13.0","Quant","1","13","1",0.106498637421141,0.0000000000000000000000000000000000000000000000000000000000000000000000000000983220948801687
"156","Sigma.13.0","Sigma","2","13","1",4.3580326543985,0.0000000000000000000000000000000000000214996800007781
"157","Connect.13.0","Connect","3","13","1",0.162847788963212,0.0000920701293288166
"158","Tau1.13.0","Tau1","4","13","1",1599.47295407307,0.0000000000000000000146104996453093
"159","Tau2.13.0","Tau2","5","13","1",4698380.67602186,0.000000057632271155745
"160","NPQ.13.0","NPQ","6","13","1",0.123138878385147,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000258074073113186
"161","qP.13.0","qP","7","13","1",0.537873106787577,0.000000000000000000000000000000000000000000000000000000000000000000000000000196644189760337
"162","ABQ.13.0","ABQ","8","13","1",-0.0199253142015925,0.0000000000000000000000000000000000000214996800007781
"163","qm.13.0","qm","9","13","1",0.681689529230802,0.0000000000000000000000000000000000000000000000000000000000000000000000000000983220948801687
"164","nTau1.13.0","nTau1","10","13","1",2.06525556454286,0.0000000000000000000146104996453093
"165","nTau2.13.0","nTau2","11","13","1",2.89032812436156,0.000000057632271155745
"166","nCon.13.0","nCon","12","13","1",0.501755541604047,0.0000920701293288166
"167","Fm.13.0","Fm","13","13","1",2723.27382191599,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000258074073113186
"168","Fo.13.0","Fo","14","13","1",2433.24887055727,0.000000000000000000000000000000000000000000000000000000000000000000000000000196644189760337
"169","Quant.14.0","Quant","1","14","1",0.107397857895082,0.000000000000000000000000000000000000000000000000000000000000000000000000000969215693246807
"170","Sigma.14.0","Sigma","2","14","1",4.08054205717158,0.0000000000000000000000000000000000000467070407234203
"171","Connect.14.0","Connect","3","14","1",0.226749659032504,0.000000243531784253131
"172","Tau1.14.0","Tau1","4","14","1",1523.72191184265,0.0000000000000000000100137150777963
"173","Tau2.14.0","Tau2","5","14","1",5470898.31947799,0.00000607262812803352
"174","NPQ.14.0","NPQ","6","14","1",0.125595478947252,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000282661638560277
"175","qP.14.0","qP","7","14","1",0.544542288930326,0.00000000000000000000000000000000000000000000000000000000000000000000000000193843138649361
"176","ABQ.14.0","ABQ","8","14","1",0.0450167610439901,0.0000000000000000000000000000000000000467070407234203
"177","qm.14.0","qm","9","14","1",0.67900187707565,0.000000000000000000000000000000000000000000000000000000000000000000000000000969215693246807
"178","nTau1.14.0","nTau1","10","14","1",1.96744505697041,0.0000000000000000000100137150777963
"179","nTau2.14.0","nTau2","11","14","1",3.36556196031743,0.00000607262812803352
"180","nCon.14.0","nCon","12","14","1",0.69864564143446,0.000000243531784253131
"181","Fm.14.0","Fm","13","14","1",2717.33030479388,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000282661638560277
"182","Fo.14.0","Fo","14","14","1",2425.49485086563,0.00000000000000000000000000000000000000000000000000000000000000000000000000193843138649361
"183","Quant.15.0","Quant","1","15","1",0.115653691244533,0.0000000000000000000000000000000000000000000000000000000000000000000000000000021025462652654
"184","Sigma.15.0","Sigma","2","15","1",4.05670102431009,0.0000000000000000000000000000000000000000123584602869468
"185","Connect.15.0","Connect","3","15","1",0.196508709576802,0.000000119222372806741
"186","Tau1.15.0","Tau1","4","15","1",1552.10974762978,0.0000000000000000000843675292589153
"187","Tau2.15.0","Tau2","5","15","1",4805707.4636588,0.00000198332220191777
"188","NPQ.15.0","NPQ","6","15","1",0.121423926841935,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000662188872904301
"189","qP.15.0","qP","7","15","1",0.55614903574587,0.0000000000000000000000000000000000000000000000000000000000000000000000000000042050925305308
"190","ABQ.15.0","ABQ","8","15","1",0.0505963596520006,0.0000000000000000000000000000000000000000123584602869468
"191","qm.15.0","qm","9","15","1",0.6543262731084,0.0000000000000000000000000000000000000000000000000000000000000000000000000000021025462652654
"192","nTau1.15.0","nTau1","10","15","1",2.00409971604133,0.0000000000000000000843675292589153
"193","nTau2.15.0","nTau2","11","15","1",2.95635292188118,0.00000198332220191777
"194","nCon.15.0","nCon","12","15","1",0.605469282889031,0.000000119222372806741
"195","Fm.15.0","Fm","13","15","1",2727.43842241335,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000662188872904301
"196","Fo.15.0","Fo","14","15","1",2412.00010121908,0.0000000000000000000000000000000000000000000000000000000000000000000000000000042050925305308
"197","Quant.16.0","Quant","1","16","1",0.0423343805458918,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000156943764610202
"198","Sigma.16.0","Sigma","2","16","1",3.00540530037132,0.000000000000000000000000000561491930904589
"199","Connect.16.0","Connect","3","16","1",0.492615055894779,0.000000000000496114528965654
"200","Tau1.16.0","Tau1","4","16","1",1364.88549499882,0.0000000000516510093745608
"201","Tau2.16.0","Tau2","5","16","1",12630402.237801,0.000268079673668439
"202","NPQ.16.0","NPQ","6","16","1",0.111965483940558,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000128409972361745
"203","qP.16.0","qP","7","16","1",0.365043558456511,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000313887529220404
"204","ABQ.16.0","ABQ","8","16","1",0.296634700019835,0.000000000000000000000000000561491930904589
"205","qm.16.0","qm","9","16","1",0.873468084403771,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000156943764610202
"206","nTau1.16.0","nTau1","10","16","1",1.76235387808963,0.0000000000516510093745608
"207","nTau2.16.0","nTau2","11","16","1",7.76991251394835,0.000268079673668439
"208","nCon.16.0","nCon","12","16","1",1.51781203629746,0.000000000000496114528965654
"209","Fm.16.0","Fm","13","16","1",2750.63817182823,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000128409972361745
"210","Fo.16.0","Fo","14","16","1",2634.191608718,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000313887529220404
"211","Quant.17.0","Quant","1","17","1",0.0461289071587251,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000364433708411575
"212","Sigma.17.0","Sigma","2","17","1",2.90938157160249,0.00000000000000000000000000013909403059374
"213","Connect.17.0","Connect","3","17","1",0.38959998388011,0.0000000381944241933876
"214","Tau1.17.0","Tau1","4","17","1",916.72042606264,0.0000000131667587817058
"215","Tau2.17.0","Tau2","5","17","1",9813434.43436214,0.000956968768204068
"216","NPQ.17.0","NPQ","6","17","1",0.168889316943412,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000137137628614607
"217","qP.17.0","qP","7","17","1",0.483918619438976,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000728867416823013
"218","ABQ.17.0","ABQ","8","17","1",0.319107462273352,0.00000000000000000000000000013909403059374
"219","qm.17.0","qm","9","17","1",0.862126741624887,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000364433708411575
"220","nTau1.17.0","nTau1","10","17","1",1.18367863378669,0.0000000131667587817058
"221","nTau2.17.0","nTau2","11","17","1",6.03698327105991,0.000956968768204068
"222","nCon.17.0","nCon","12","17","1",1.20040899643318,0.0000000381944241933876
"223","Fm.17.0","Fm","13","17","1",2616.68462663384,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000137137628614607
"224","Fo.17.0","Fo","14","17","1",2495.97982442818,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000728867416823013
"225","Quant.18.0","Quant","1","18","1",0.046717618769124,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000518194705139894
"226","Sigma.18.0","Sigma","2","18","1",3.13820053212558,0.0000000000000000000000000000000041574601397848
"227","Connect.18.0","Connect","3","18","1",0.423152846359425,0.000000000000195012090763468
"228","Tau1.18.0","Tau1","4","18","1",1316.87562558424,0.000000000000430750596936589
"229","Tau2.18.0","Tau2","5","18","1",9549816.65681131,0.000053052399467323
"230","NPQ.18.0","NPQ","6","18","1",0.197691228248754,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000403635085500393
"231","qP.18.0","qP","7","18","1",0.536837079184083,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000103638941027979
"232","ABQ.18.0","ABQ","8","18","1",0.265556176931043,0.0000000000000000000000000000000041574601397848
"233","qm.18.0","qm","9","18","1",0.860367159771155,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000518194705139894
"234","nTau1.18.0","nTau1","10","18","1",1.70036305185594,0.000000000000430750596936589
"235","nTau2.18.0","nTau2","11","18","1",5.87481210420972,0.000053052399467323
"236","nCon.18.0","nCon","12","18","1",1.30378979633755,0.000000000000195012090763468
"237","Fm.18.0","Fm","13","18","1",2553.75896035793,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000403635085500393
"238","Fo.18.0","Fo","14","18","1",2434.4534228197,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000103638941027979
"239","Quant.19.0","Quant","1","19","1",0.0496056486366061,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000167219292331175
"240","Sigma.19.0","Sigma","2","19","1",3.28913073629175,0.00000000000000000000000000529771136440047
"241","Connect.19.0","Connect","3","19","1",0.280500614371597,0.000212456263015005
"242","Tau1.19.0","Tau1","4","19","1",1045.8829664561,0.000000000000258625409285181
"243","Tau2.19.0","Tau2","5","19","1",12069940.7298714,0.000412638731361207
"244","NPQ.19.0","NPQ","6","19","1",0.208975505629723,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000127624716718853
"245","qP.19.0","qP","7","19","1",0.562664893759888,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000334438584662349
"246","ABQ.19.0","ABQ","8","19","1",0.230233464112146,0.00000000000000000000000000529771136440047
"247","qm.19.0","qm","9","19","1",0.851735216969122,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000167219292331175
"248","nTau1.19.0","nTau1","10","19","1",1.35045460495818,0.000000000000258625409285181
"249","nTau2.19.0","nTau2","11","19","1",7.4251303920445,0.000412638731361207
"250","nCon.19.0","nCon","12","19","1",0.864259432567932,0.000212456263015005
"251","Fm.19.0","Fm","13","19","1",2529.92280789775,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000127624716718853
"252","Fo.19.0","Fo","14","19","1",2404.42434601144,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000334438584662349
"253","Quant.20.0","Quant","1","20","1",0.0520942036272151,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000012978895491045
"254","Sigma.20.0","Sigma","2","20","1",3.45599261199785,0.000000000000000000000000000000106070453921379
"255","Connect.20.0","Connect","3","20","1",0.363674866536575,0.000000000642650676852849
"256","Tau1.20.0","Tau1","4","20","1",1262.20639931974,0.0000000000103821598254391
"257","Tau2.20.0","Tau2","5","20","1",10165359.3567755,0.000430515872370602
"258","NPQ.20.0","NPQ","6","20","1",0.230652186480077,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000136461198164636
"259","qP.20.0","qP","7","20","1",0.604410767460548,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000259577909820899
"260","ABQ.20.0","ABQ","8","20","1",0.19118220761547,0.000000000000000000000000000000106070453921379
"261","qm.20.0","qm","9","20","1",0.844297252223495,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000012978895491045
"262","nTau1.20.0","nTau1","10","20","1",1.62977359708305,0.0000000000103821598254391
"263","nTau2.20.0","nTau2","11","20","1",6.25347881943178,0.000430515872370602
