"","uni","metric","metrix","stage","col","ASnormalized.occ2_aglo14.005r","pval"
"42","Fo.4.0","Fo","14","4","1",2762.07967806371,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000368983950225339
"43","Quant.5.0","Quant","1","5","1",0.0540449779722588,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000274628807100009
"44","Sigma.5.0","Sigma","2","5","1",3.26565923444778,0.00000000000000000000000000000000316111186730473
"45","Connect.5.0","Connect","3","5","1",0.403550583439904,0.000000000000340556060547375
"46","Tau1.5.0","Tau1","4","5","1",1555.85428103399,0.00000000139456502835799
"47","Tau2.5.0","Tau2","5","5","1",4390235.9900508,0.000000000334732849069782
"48","NPQ.5.0","NPQ","6","5","1",0.136215738069562,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000255015880246433
"49","qP.5.0","qP","7","5","1",0.306375468916352,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000549257614200018
"50","ABQ.5.0","ABQ","8","5","1",0.259978925936441,0.00000000000000000000000000000000316111186730473
"51","qm.5.0","qm","9","5","1",0.86032655533272,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000274628807100009
"52","nTau1.5.0","nTau1","10","5","1",2.48848947206861,0.00000000139456502835799
"53","nTau2.5.0","nTau2","11","5","1",4.31987948021232,0.000000000334732849069782
"54","nCon.5.0","nCon","12","5","1",1.30612400793268,0.000000000000340556060547375
"55","Fm.5.0","Fm","13","5","1",2812.23208399667,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000255015880246433
"56","Fo.5.0","Fo","14","5","1",2660.24506296419,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000549257614200018
"57","Quant.6.0","Quant","1","6","1",0.0607892475622809,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000203057607199811
"58","Sigma.6.0","Sigma","2","6","1",3.48024620369347,0.00000000000000000000000000000000120224115584962
"59","Connect.6.0","Connect","3","6","1",0.32791081218977,0.00000000089112302024079
"60","Tau1.6.0","Tau1","4","6","1",1541.73776174726,0.000000000000483546339323763
"61","Tau2.6.0","Tau2","5","6","1",6956495.90284894,0.0000000514460165538179
"62","NPQ.6.0","NPQ","6","6","1",0.171776813163149,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000365680966829582
"63","qP.6.0","qP","7","6","1",0.363134155334171,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000406115214399622
"64","ABQ.6.0","ABQ","8","6","1",0.211352027640947,0.00000000000000000000000000000000120224115584962
"65","qm.6.0","qm","9","6","1",0.842896714471526,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000203057607199811
"66","nTau1.6.0","nTau1","10","6","1",2.46591100179957,0.000000000000483546339323763
"67","nTau2.6.0","nTau2","11","6","1",6.84501333709638,0.0000000514460165538179
"68","nCon.6.0","nCon","12","6","1",1.06130978825742,0.00000000089112302024079
"69","Fm.6.0","Fm","13","6","1",2726.88648302882,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000365680966829582
"70","Fo.6.0","Fo","14","6","1",2561.12110553774,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000406115214399622
"71","Quant.7.0","Quant","1","7","1",0.061193087946265,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000142681177503535
"72","Sigma.7.0","Sigma","2","7","1",3.75655635392308,0.0000000000000000000000000000000810403282022604
"73","Connect.7.0","Connect","3","7","1",0.21208010411521,0.00021395535225356
"74","Tau1.7.0","Tau1","4","7","1",1212.36905857535,0.00000000000033601923859656
"75","Tau2.7.0","Tau2","5","7","1",4405293.83366003,0.00000000000155701618409432
"76","NPQ.7.0","NPQ","6","7","1",0.213627978155983,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000343806210110687
"77","qP.7.0","qP","7","7","1",0.414314471380602,0.000000000000000000000000000000000000000000000000000000000000000000000000000000028536235500707
"78","ABQ.7.0","ABQ","8","7","1",0.148738227648996,0.0000000000000000000000000000000810403282022604
"79","qm.7.0","qm","9","7","1",0.84185303234521,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000142681177503535
"80","nTau1.7.0","nTau1","10","7","1",1.93910681437434,0.00000000000033601923859656
"81","nTau2.7.0","nTau2","11","7","1",4.33469601166329,0.00000000000155701618409432
"82","nCon.7.0","nCon","12","7","1",0.686414360322663,0.00021395535225356
"83","Fm.7.0","Fm","13","7","1",2632.85159081138,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000343806210110687
"84","Fo.7.0","Fo","14","7","1",2471.73927186539,0.000000000000000000000000000000000000000000000000000000000000000000000000000000028536235500707
"85","Quant.8.0","Quant","1","8","1",0.0647027880072647,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000155525059325679
"86","Sigma.8.0","Sigma","2","8","1",3.55594703426991,0.000000000000000000000000000000000000975648764017817
"87","Connect.8.0","Connect","3","8","1",0.315212181566622,0.0000000000321974535437121
"88","Tau1.8.0","Tau1","4","8","1",1353.18466331467,0.000000000635156031727749
"89","Tau2.8.0","Tau2","5","8","1",5670505.43920649,0.0000085675770095803
"90","NPQ.8.0","NPQ","6","8","1",0.256332593240276,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012545007721026
"91","qP.8.0","qP","7","8","1",0.467534791434412,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000311050118651359
"92","ABQ.8.0","ABQ","8","8","1",0.194197693422681,0.000000000000000000000000000000000000975648764017817
"93","qm.8.0","qm","9","8","1",0.832782589250193,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000155525059325679
"94","nTau1.8.0","nTau1","10","8","1",2.16433237319973,0.000000000635156031727749
"95","nTau2.8.0","nTau2","11","8","1",5.57963174297996,0.0000085675770095803
"96","nCon.8.0","nCon","12","8","1",1.02020964615533,0.0000000000321974535437121
"97","Fm.8.0","Fm","13","8","1",2543.35704584405,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012545007721026
"98","Fo.8.0","Fo","14","8","1",2378.79475408002,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000311050118651359
"99","Quant.9.0","Quant","1","9","1",0.0687878728209607,0.000000000000000000000000000000000000000000000000000000000000000000000000000000730216079326952
"100","Sigma.9.0","Sigma","2","9","1",3.80811427503683,0.00000000000000000000000000000000320631352299049
"101","Connect.9.0","Connect","3","9","1",0.290703398852374,0.0000000710095343527277
"102","Tau1.9.0","Tau1","4","9","1",1459.11747832386,0.00000000000000000305652915306868
"103","Tau2.9.0","Tau2","5","9","1",6171129.38892582,0.000000000687068562621959
"104","NPQ.9.0","NPQ","6","9","1",0.2947818048316,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000048802458384787
"105","qP.9.0","qP","7","9","1",0.513755790713777,0.0000000000000000000000000000000000000000000000000000000000000000000000000000014604321586539
"106","ABQ.9.0","ABQ","8","9","1",0.137054844472755,0.00000000000000000000000000000000320631352299049
"107","qm.9.0","qm","9","9","1",0.822225126020589,0.000000000000000000000000000000000000000000000000000000000000000000000000000000730216079326952
"108","nTau1.9.0","nTau1","10","9","1",2.33376513956508,0.00000000000000000305652915306868
"109","nTau2.9.0","nTau2","11","9","1",6.07223285430891,0.000000000687068562621959
"110","nCon.9.0","nCon","12","9","1",0.94088499437211,0.0000000710095343527277
"111","Fm.9.0","Fm","13","9","1",2467.83075033771,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000048802458384787
"112","Fo.9.0","Fo","14","9","1",2298.07392253982,0.0000000000000000000000000000000000000000000000000000000000000000000000000000014604321586539
"113","Quant.10.0","Quant","1","10","1",0.123595819591525,0.00000000000000000000000000000000000000000000000000000000000000000000000594938816867448
"114","Sigma.10.0","Sigma","2","10","1",4.50407712243654,0.000000000000000000000000000000000000495883008936944
"115","Connect.10.0","Connect","3","10","1",0.269814750089143,0.00000000995728155609456
"116","Tau1.10.0","Tau1","4","10","1",1288.17061586495,0.0000000000000000381069624534576
"117","Tau2.10.0","Tau2","5","10","1",2800102.86080108,0.00000000000339639171831182
"118","NPQ.10.0","NPQ","6","10","1",0.384980278148028,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000617846477685578
"119","qP.10.0","qP","7","10","1",0.671858813452234,0.000000000000000000000000000000000000000000000000000000000000000000000011898776337349
"120","ABQ.10.0","ABQ","8","10","1",-0.0206551726681337,0.000000000000000000000000000000000000495883008936944
"121","qm.10.0","qm","9","10","1",0.680579870387122,0.00000000000000000000000000000000000000000000000000000000000000000000000594938816867448
"122","nTau1.10.0","nTau1","10","10","1",2.06034656001183,0.0000000000000000381069624534576
"123","nTau2.10.0","nTau2","11","10","1",2.75522931301888,0.00000000000339639171831182
"124","nCon.10.0","nCon","12","10","1",0.873277198069688,0.00000000995728155609456
"125","Fm.10.0","Fm","13","10","1",2307.11036348754,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000617846477685578
"126","Fo.10.0","Fo","14","10","1",2021.9611672242,0.000000000000000000000000000000000000000000000000000000000000000000000011898776337349
"127","Quant.11.0","Quant","1","11","1",0.133835454970517,0.000000000000000000000000000000000000000000000000000000000000000000000000000308185960649409
"128","Sigma.11.0","Sigma","2","11","1",4.32932712923186,0.00000000000000000000000000000000000000000112509097703204
"129","Connect.11.0","Connect","3","11","1",0.243533682439543,0.0000000000951152454052659
"130","Tau1.11.0","Tau1","4","11","1",1224.3710437765,0.0000000000000000576388005774234
"131","Tau2.11.0","Tau2","5","11","1",2339240.09810179,0.0000000000160098467654265
"132","NPQ.11.0","NPQ","6","11","1",0.371241834129263,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104105509627603
"133","qP.11.0","qP","7","11","1",0.673921713042374,0.000000000000000000000000000000000000000000000000000000000000000000000000000616371921298819
"134","ABQ.11.0","ABQ","8","11","1",0.0189443900479659,0.00000000000000000000000000000000000000000112509097703204
"135","qm.11.0","qm","9","11","1",0.654116631818408,0.000000000000000000000000000000000000000000000000000000000000000000000000000308185960649409
"136","nTau1.11.0","nTau1","10","11","1",1.95830322253484,0.0000000000000000576388005774234
"137","nTau2.11.0","nTau2","11","11","1",2.30175218871613,0.0000000000160098467654265
"138","nCon.11.0","nCon","12","11","1",0.788216403165998,0.0000000000951152454052659
"139","Fm.11.0","Fm","13","11","1",2330.22525524842,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104105509627603
"140","Fo.11.0","Fo","14","11","1",2018.35849802846,0.000000000000000000000000000000000000000000000000000000000000000000000000000616371921298819
"141","Quant.12.0","Quant","1","12","1",0.143465083088478,0.0000000000000000000000000000000000000000000000000000000000000000000000000329654418819558
"142","Sigma.12.0","Sigma","2","12","1",4.47042570929422,0.00000000000000000000000000000000000000000696790356895612
"143","Connect.12.0","Connect","3","12","1",0.219424496563019,0.00000000764761355080721
"144","Tau1.12.0","Tau1","4","12","1",1387.50879755713,0.0000000000000000616125885548669
"145","Tau2.12.0","Tau2","5","12","1",2500041.34965998,0.00000000115231396133723
"146","NPQ.12.0","NPQ","6","12","1",0.372516534579313,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000272206410613704
"147","qP.12.0","qP","7","12","1",0.687831890207278,0.0000000000000000000000000000000000000000000000000000000000000000000000000659308837639117
"148","ABQ.12.0","ABQ","8","12","1",-0.0130295286221649,0.00000000000000000000000000000000000000000696790356895612
"149","qm.12.0","qm","9","12","1",0.629229891540878,0.0000000000000000000000000000000000000000000000000000000000000000000000000329654418819558
"150","nTau1.12.0","nTau1","10","12","1",2.2192316319166,0.0000000000000000616125885548669
"151","nTau2.12.0","nTau2","11","12","1",2.45997649113926,0.00000000115231396133723
"152","nCon.12.0","nCon","12","12","1",0.710185078773852,0.00000000764761355080721
"153","Fm.12.0","Fm","13","12","1",2328.06109976705,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000272206410613704
"154","Fo.12.0","Fo","14","12","1",1994.06562065392,0.0000000000000000000000000000000000000000000000000000000000000000000000000659308837639117
"155","Quant.13.0","Quant","1","13","1",0.147113365525347,0.00000000000000000000000000000000000000000000000000000000000000000000000000439494825504258
"156","Sigma.13.0","Sigma","2","13","1",4.53562124134851,0.000000000000000000000000000000000000000000222826038902531
"157","Connect.13.0","Connect","3","13","1",0.215639810831917,0.00000000186287908443601
"158","Tau1.13.0","Tau1","4","13","1",1306.00050980677,0.0000000000000000869488431527054
"159","Tau2.13.0","Tau2","5","13","1",2234502.66345839,0.00000000018241316024434
"160","NPQ.13.0","NPQ","6","13","1",0.366530924150395,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000231053163896172
"161","qP.13.0","qP","7","13","1",0.687715262614433,0.00000000000000000000000000000000000000000000000000000000000000000000000000878989651008516
"162","ABQ.13.0","ABQ","8","13","1",-0.0278032891989077,0.000000000000000000000000000000000000000000222826038902531
"163","qm.13.0","qm","9","13","1",0.619801297170126,0.00000000000000000000000000000000000000000000000000000000000000000000000000439494825504258
"164","nTau1.13.0","nTau1","10","13","1",2.0888643356822,0.0000000000000000869488431527054
"165","nTau2.13.0","nTau2","11","13","1",2.19869324251109,0.00000000018241316024434
"166","nCon.13.0","nCon","12","13","1",0.697935638186413,0.00000000186287908443601
"167","Fm.13.0","Fm","13","13","1",2338.25835659575,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000231053163896172
"168","Fo.13.0","Fo","14","13","1",1994.26930028918,0.00000000000000000000000000000000000000000000000000000000000000000000000000878989651008516
"169","Quant.14.0","Quant","1","14","1",0.149975547070328,0.000000000000000000000000000000000000000000000000000000000000000000000000000300288612277571
"170","Sigma.14.0","Sigma","2","14","1",4.45482329078446,0.00000000000000000000000000000000000000000000232968417493313
"171","Connect.14.0","Connect","3","14","1",0.272203958221177,0.0000000000000604000403400521
"172","Tau1.14.0","Tau1","4","14","1",1503.4424481444,0.00000000000000000216246270808893
"173","Tau2.14.0","Tau2","5","14","1",2697502.45651723,0.0000000137382507928258
"174","NPQ.14.0","NPQ","6","14","1",0.369548124404933,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000066984140719635
"175","qP.14.0","qP","7","14","1",0.694054709690868,0.000000000000000000000000000000000000000000000000000000000000000000000000000600577224555142
"176","ABQ.14.0","ABQ","8","14","1",-0.00949391217394835,0.00000000000000000000000000000000000000000000232968417493313
"177","qm.14.0","qm","9","14","1",0.612404296178549,0.000000000000000000000000000000000000000000000000000000000000000000000000000300288612277571
"178","nTau1.14.0","nTau1","10","14","1",2.40466009553415,0.00000000000000000216246270808893
"179","nTau2.14.0","nTau2","11","14","1",2.65427314981222,0.0000000137382507928258
"180","nCon.14.0","nCon","12","14","1",0.881010062868439,0.0000000000000604000403400521
"181","Fm.14.0","Fm","13","14","1",2333.10702705648,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000066984140719635
"182","Fo.14.0","Fo","14","14","1",1983.19802430006,0.000000000000000000000000000000000000000000000000000000000000000000000000000600577224555142
"183","Quant.15.0","Quant","1","15","1",0.153801481512571,0.00000000000000000000000000000000000000000000000000000000000000000000000000070631703931917
"184","Sigma.15.0","Sigma","2","15","1",4.30405411021262,0.00000000000000000000000000000000000000000000519696698234191
"185","Connect.15.0","Connect","3","15","1",0.202002719036368,0.00000000165207175908427
"186","Tau1.15.0","Tau1","4","15","1",1384.64320646938,0.00000000000000000311194624743372
"187","Tau2.15.0","Tau2","5","15","1",2250651.98506969,0.000000000186014616762996
"188","NPQ.15.0","NPQ","6","15","1",0.358987015264626,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000196579125559069
"189","qP.15.0","qP","7","15","1",0.690380680504577,0.00000000000000000000000000000000000000000000000000000000000000000000000000141263407863834
"190","ABQ.15.0","ABQ","8","15","1",0.0246714317681056,0.00000000000000000000000000000000000000000000519696698234191
"191","qm.15.0","qm","9","15","1",0.602516579268132,0.00000000000000000000000000000000000000000000000000000000000000000000000000070631703931917
"192","nTau1.15.0","nTau1","10","15","1",2.21464830214077,0.00000000000000000311194624743372
"193","nTau2.15.0","nTau2","11","15","1",2.21458376028875,0.000000000186014616762996
"194","nCon.15.0","nCon","12","15","1",0.653798090816962,0.00000000165207175908427
"195","Fm.15.0","Fm","13","15","1",2351.23832461267,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000196579125559069
"196","Fo.15.0","Fo","14","15","1",1989.61438689811,0.00000000000000000000000000000000000000000000000000000000000000000000000000141263407863834
"197","Quant.16.0","Quant","1","16","1",0.0608904511632368,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000730557183055869
"198","Sigma.16.0","Sigma","2","16","1",3.61004264223023,0.00000000000000000000000000000000109315552233418
"199","Connect.16.0","Connect","3","16","1",0.320448662186185,0.00000000567566823141127
"200","Tau1.16.0","Tau1","4","16","1",1604.49672161294,0.000000000000345524264226111
"201","Tau2.16.0","Tau2","5","16","1",7911880.62780844,0.00000778018565386352
"202","NPQ.16.0","NPQ","6","16","1",0.252511737502777,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000535742917903534
"203","qP.16.0","qP","7","16","1",0.457810641437963,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000146111436611174
"204","ABQ.16.0","ABQ","8","16","1",0.181939252773809,0.00000000000000000000000000000000109315552233418
"205","qm.16.0","qm","9","16","1",0.842635164627515,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000730557183055869
"206","nTau1.16.0","nTau1","10","16","1",2.56628994654235,0.000000000000345524264226111
"207","nTau2.16.0","nTau2","11","16","1",7.78508737375723,0.00000778018565386352
"208","nCon.16.0","nCon","12","16","1",1.03715793798032,0.00000000567566823141127
"209","Fm.16.0","Fm","13","16","1",2551.11569597893,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000535742917903534
"210","Fo.16.0","Fo","14","16","1",2395.77711028116,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000146111436611174
"211","Quant.17.0","Quant","1","17","1",0.0560226628419178,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000388774172905618
"212","Sigma.17.0","Sigma","2","17","1",3.45365662023661,0.000000000000000000000000000000000592159745531182
"213","Connect.17.0","Connect","3","17","1",0.425440282544833,0.0000000000000790944639271819
"214","Tau1.17.0","Tau1","4","17","1",895.175689732759,0.00000000938197978830756
"215","Tau2.17.0","Tau2","5","17","1",6136426.85674306,0.000000267890227471619
"216","NPQ.17.0","NPQ","6","17","1",0.305540113208756,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000247058027812447
"217","qP.17.0","qP","7","17","1",0.50670962589783,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000777548345811237
"218","ABQ.17.0","ABQ","8","17","1",0.217377412010842,0.000000000000000000000000000000000592159745531182
"219","qm.17.0","qm","9","17","1",0.855215441061318,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000388774172905618
"220","nTau1.17.0","nTau1","10","17","1",1.4317762959596,0.00000000938197978830756
"221","nTau2.17.0","nTau2","11","17","1",6.03808645374468,0.000000267890227471619
"222","nCon.17.0","nCon","12","17","1",1.37697178439644,0.0000000000000790944639271819
"223","Fm.17.0","Fm","13","17","1",2447.4945814478,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000247058027812447
"224","Fo.17.0","Fo","14","17","1",2310.37941770393,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000777548345811237
"225","Quant.18.0","Quant","1","18","1",0.0528941848608082,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000179844126493605
"226","Sigma.18.0","Sigma","2","18","1",3.11962251324914,0.00000000000000000000000000000938729358162091
"227","Connect.18.0","Connect","3","18","1",0.389032717738727,0.00000000154035647562995
"228","Tau1.18.0","Tau1","4","18","1",1037.78345115273,0.000000000049513629169765
"229","Tau2.18.0","Tau2","5","18","1",5350761.79333259,0.00000000139056872939616
"230","NPQ.18.0","NPQ","6","18","1",0.349153389764137,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012370894278855
"231","qP.18.0","qP","7","18","1",0.545232556637535,0.000000000000000000000000000000000000000000000000000000000000000000000000000000035968825298721
"232","ABQ.18.0","ABQ","8","18","1",0.293071861700885,0.00000000000000000000000000000938729358162091
"233","qm.18.0","qm","9","18","1",0.863300656609219,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000179844126493605
"234","nTau1.18.0","nTau1","10","18","1",1.65986829484078,0.000000000049513629169765
"235","nTau2.18.0","nTau2","11","18","1",5.26501220592793,0.00000000139056872939616
"236","nCon.18.0","nCon","12","18","1",1.25913576478702,0.00000000154035647562995
"237","Fm.18.0","Fm","13","18","1",2368.37588459811,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012370894278855
"238","Fo.18.0","Fo","14","18","1",2243.1025727383,0.000000000000000000000000000000000000000000000000000000000000000000000000000000035968825298721
"239","Quant.19.0","Quant","1","19","1",0.0555784177035373,0.000000000000000000000000000000000000000000000000000000000000000000000000000000025264335071302
"240","Sigma.19.0","Sigma","2","19","1",3.45540032864029,0.000000000000000000000000000043389223632687
"241","Connect.19.0","Connect","3","19","1",0.232927742897065,0.000555975411935659
"242","Tau1.19.0","Tau1","4","19","1",1183.66982162675,0.00000000000140766311451467
"243","Tau2.19.0","Tau2","5","19","1",6523099.3576532,0.00000026353694551783
"244","NPQ.19.0","NPQ","6","19","1",0.380355881017767,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000702253802505632
"245","qP.19.0","qP","7","19","1",0.577824075055063,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000505286701426041
"246","ABQ.19.0","ABQ","8","19","1",0.216982275570355,0.000000000000000000000000000043389223632687
"247","qm.19.0","qm","9","19","1",0.856363544938539,0.000000000000000000000000000000000000000000000000000000000000000000000000000000025264335071302
"248","nTau1.19.0","nTau1","10","19","1",1.8932042193347,0.00000000000140766311451467
"249","nTau2.19.0","nTau2","11","19","1",6.4185622655301,0.00000026353694551783
"250","nCon.19.0","nCon","12","19","1",0.753889424513083,0.000555975411935659
"251","Fm.19.0","Fm","13","19","1",2314.83952572087,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000702253802505632
"252","Fo.19.0","Fo","14","19","1",2186.18440764369,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000505286701426041
"253","Quant.20.0","Quant","1","20","1",0.0597227512427139,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000404509001436232
"254","Sigma.20.0","Sigma","2","20","1",3.41082042536281,0.00000000000000000000000000000000140797296009067
"255","Connect.20.0","Connect","3","20","1",0.38029025639382,0.0000000000265743793024448
"256","Tau1.20.0","Tau1","4","20","1",1119.97893682702,0.000000000000123628131004943
"257","Tau2.20.0","Tau2","5","20","1",5905122.46828007,0.0000000023368030350841
"258","NPQ.20.0","NPQ","6","20","1",0.418667408198151,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000564450520981303
"259","qP.20.0","qP","7","20","1",0.616974633416655,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000809018002872463
"260","ABQ.20.0","ABQ","8","20","1",0.227084391417915,0.00000000000000000000000000000000140797296009067
"261","qm.20.0","qm","9","20","1",0.845652959737375,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000404509001436232
"262","nTau1.20.0","nTau1","10","20","1",1.79133472022869,0.000000000000123628131004943
